"","name","rank","friday","sunday","simulationID"
"1451","Berger, Daniel",27,144,287,"6002"
"2171","Bowditch, Steven",75,152,NA,"6002"
"2891","Bradley, Keegan",31,143,288,"6002"
"3611","Cabrera Bello, Rafa",13,144,282,"6002"
"4331","Cabrera, Angel",8,136,281,"6002"
"5051","Casey, Paul",50,146,292,"6002"
"5771","Clarke, Darren",23,145,286,"6002"
"6491","Day, Jason",5,139,280,"6002"
"7211","DeChambeau, Bryson",55,147,NA,"6002"
"7931","Donaldson, Jamie",8,140,281,"6002"
"8651","Dubuisson, Victor",67,149,NA,"6002"
"9371","Dufner, Jason",31,144,288,"6002"
"10091","Els, Ernie",67,149,NA,"6002"
"10811","English, Harris",27,146,287,"6002"
"11531","Fitzpatrick, Matthew",31,144,288,"6002"
"12251","Fowler, Rickie",5,139,280,"6002"
"12971","Garcia, Sergio",59,148,NA,"6002"
"13691","Gomez, Fabian",48,146,291,"6002"
"14411","Grace, Branden",27,135,287,"6002"
"15131","Grillo, Emiliano",41,142,290,"6002"
"15851","Haas, Bill",59,148,NA,"6002"
"16571","Herman, Jim",55,147,NA,"6002"
"17291","Hoffman, Charley",23,144,286,"6002"
"18011","Holmes, J.B.",59,148,NA,"6002"
"18731","Horschel, Billy",31,144,288,"6002"
"19451","Immelman, Trevor",67,149,NA,"6002"
"20171","Jaidee, Thongchai",50,142,292,"6002"
"20891","Johnson, Dustin",59,148,NA,"6002"
"21611","Johnson, Zach",16,140,284,"6002"
"22331","Kaufman, Smylie",41,146,290,"6002"
"23051","Kaymer, Martin",59,148,NA,"6002"
"23771","Kirk, Chris",59,148,NA,"6002"
"24491","Kisner, Kevin",72,150,NA,"6002"
"25211","Kjeldsen, Soren",72,150,NA,"6002"
"25931","Knox, Russell",67,149,NA,"6002"
"26651","Koepka, Brooks",3,143,278,"6002"
"27371","Kuchar, Matt",59,148,NA,"6002"
"28091","Lahiri, Anirban",55,147,NA,"6002"
"28811","Langer, Bernhard",38,146,289,"6002"
"29531","Lee, Danny",19,136,285,"6002"
"30251","Leishman, Marc",23,141,286,"6002"
"30971","Lingmerth, David",52,141,293,"6002"
"31691","Love III, Davis",74,151,NA,"6002"
"32411","Lowry, Shane",31,143,288,"6002"
"33131","Mahan, Hunter",59,148,NA,"6002"
"33851","Matsuyama, Hideki",4,139,279,"6002"
"34571","McDowell, Graeme",78,154,NA,"6002"
"35291","McIlroy, Rory",1,132,269,"6002"
"36011","Merritt, Troy",41,145,290,"6002"
"36731","Mickelson, Phil",15,142,283,"6002"
"37451","Moore, Ryan",41,141,290,"6002"
"38171","Na, Kevin",41,146,290,"6002"
"38891","Oosthuizen, Louis",41,146,290,"6002"
"39611","Piercy, Scott",8,139,281,"6002"
"40331","Poulter, Ian",53,144,295,"6002"
"41051","Reed, Patrick",27,144,287,"6002"
"41771","Rose, Justin",8,139,281,"6002"
"42491","Schwartzel, Charl",38,144,289,"6002"
"43211","Scott, Adam",13,141,282,"6002"
"43931","Simpson, Webb",38,143,289,"6002"
"44651","Singh, Vijay",55,147,NA,"6002"
"45371","Smith, Cameron",78,154,NA,"6002"
"46091","Snedeker, Brandt",19,138,285,"6002"
"46811","Spieth, Jordan",19,143,285,"6002"
"47531","Stenson, Henrik",2,139,273,"6002"
"48251","Streb, Robert",31,142,288,"6002"
"48971","Streelman, Kevin",75,152,NA,"6002"
"49691","Sullivan, Andy",41,143,290,"6002"
"50411","Taylor, Vaughn",8,139,281,"6002"
"51131","Thomas, Justin",16,139,284,"6002"
"51851","Walker, Jimmy",16,139,284,"6002"
"52571","Watson, Bubba",5,143,280,"6002"
"53291","Weir, Mike",77,153,NA,"6002"
"54011","Westwood, Lee",19,145,285,"6002"
"54731","Wiesberger, Bernd",31,145,288,"6002"
"55451","Willett, Danny",48,145,291,"6002"
"56171","Wood, Chris",53,143,295,"6002"
"12","An, Byeong Hun",49,145,292,"6003"
"732","Aphibarnrat, Kiradech",76,154,NA,"6003"
"1452","Berger, Daniel",59,148,NA,"6003"
"2172","Bowditch, Steven",79,156,NA,"6003"
"2892","Bradley, Keegan",20,144,284,"6003"
"3612","Cabrera Bello, Rafa",20,143,284,"6003"
"4332","Cabrera, Angel",12,140,281,"6003"
"5052","Casey, Paul",7,141,279,"6003"
"5772","Clarke, Darren",72,151,NA,"6003"
"6492","Day, Jason",7,138,279,"6003"
"7212","DeChambeau, Bryson",13,144,282,"6003"
"7932","Donaldson, Jamie",45,145,290,"6003"
"8652","Dubuisson, Victor",65,149,NA,"6003"
"9372","Dufner, Jason",49,140,292,"6003"
"10092","Els, Ernie",36,144,288,"6003"
"10812","English, Harris",76,154,NA,"6003"
"11532","Fitzpatrick, Matthew",55,147,NA,"6003"
"12252","Fowler, Rickie",3,145,275,"6003"
"12972","Garcia, Sergio",30,144,287,"6003"
"13692","Gomez, Fabian",36,145,288,"6003"
"14412","Grace, Branden",72,151,NA,"6003"
"15132","Grillo, Emiliano",36,145,288,"6003"
"15852","Haas, Bill",55,147,NA,"6003"
"16572","Herman, Jim",20,141,284,"6003"
"17292","Hoffman, Charley",43,140,289,"6003"
"18012","Holmes, J.B.",43,145,289,"6003"
"18732","Horschel, Billy",30,144,287,"6003"
"19452","Immelman, Trevor",48,143,291,"6003"
"20172","Jaidee, Thongchai",45,144,290,"6003"
"20892","Johnson, Dustin",4,137,277,"6003"
"21612","Johnson, Zach",18,143,283,"6003"
"22332","Kaufman, Smylie",65,149,NA,"6003"
"23052","Kaymer, Martin",67,150,NA,"6003"
"23772","Kirk, Chris",59,148,NA,"6003"
"24492","Kisner, Kevin",53,145,293,"6003"
"25212","Kjeldsen, Soren",13,140,282,"6003"
"25932","Knox, Russell",59,148,NA,"6003"
"26652","Koepka, Brooks",25,142,285,"6003"
"27372","Kuchar, Matt",30,143,287,"6003"
"28092","Lahiri, Anirban",59,148,NA,"6003"
"28812","Langer, Bernhard",76,154,NA,"6003"
"29532","Lee, Danny",72,151,NA,"6003"
"30252","Leishman, Marc",36,146,288,"6003"
"30972","Lingmerth, David",59,148,NA,"6003"
"31692","Love III, Davis",72,151,NA,"6003"
"32412","Lowry, Shane",36,141,288,"6003"
"33132","Mahan, Hunter",49,144,292,"6003"
"33852","Matsuyama, Hideki",67,150,NA,"6003"
"34572","McDowell, Graeme",30,139,287,"6003"
"35292","McIlroy, Rory",2,136,271,"6003"
"36012","Merritt, Troy",25,137,285,"6003"
"36732","Mickelson, Phil",13,143,282,"6003"
"37452","Moore, Ryan",45,143,290,"6003"
"38172","Na, Kevin",5,138,278,"6003"
"38892","Oosthuizen, Louis",7,142,279,"6003"
"39612","Piercy, Scott",18,143,283,"6003"
"40332","Poulter, Ian",13,146,282,"6003"
"41052","Reed, Patrick",25,139,285,"6003"
"41772","Rose, Justin",30,145,287,"6003"
"42492","Schwartzel, Charl",36,146,288,"6003"
"43212","Scott, Adam",7,144,279,"6003"
"43932","Simpson, Webb",25,141,285,"6003"
"44652","Singh, Vijay",59,148,NA,"6003"
"45372","Smith, Cameron",13,138,282,"6003"
"46092","Snedeker, Brandt",67,150,NA,"6003"
"46812","Spieth, Jordan",7,141,279,"6003"
"47532","Stenson, Henrik",1,138,270,"6003"
"48252","Streb, Robert",55,147,NA,"6003"
"48972","Streelman, Kevin",55,147,NA,"6003"
"49692","Sullivan, Andy",30,141,287,"6003"
"50412","Taylor, Vaughn",54,142,295,"6003"
"51132","Thomas, Justin",49,145,292,"6003"
"51852","Walker, Jimmy",20,144,284,"6003"
"52572","Watson, Bubba",36,144,288,"6003"
"53292","Weir, Mike",67,150,NA,"6003"
"54012","Westwood, Lee",67,150,NA,"6003"
"54732","Wiesberger, Bernd",20,138,284,"6003"
"55452","Willett, Danny",5,141,278,"6003"
"56172","Wood, Chris",25,144,285,"6003"
"13","An, Byeong Hun",36,143,289,"6004"
"733","Aphibarnrat, Kiradech",3,139,276,"6004"
"1453","Berger, Daniel",22,140,286,"6004"
"2173","Bowditch, Steven",56,147,NA,"6004"
"2893","Bradley, Keegan",22,142,286,"6004"
"3613","Cabrera Bello, Rafa",30,144,287,"6004"
"4333","Cabrera, Angel",50,145,295,"6004"
"5053","Casey, Paul",45,145,291,"6004"
"5773","Clarke, Darren",67,149,NA,"6004"
"6493","Day, Jason",71,150,NA,"6004"
"7213","DeChambeau, Bryson",50,145,295,"6004"
"7933","Donaldson, Jamie",16,141,284,"6004"
"8653","Dubuisson, Victor",74,151,NA,"6004"
"9373","Dufner, Jason",30,145,287,"6004"
"10093","Els, Ernie",11,145,282,"6004"
"10813","English, Harris",54,146,299,"6004"
"11533","Fitzpatrick, Matthew",5,139,278,"6004"
"12253","Fowler, Rickie",30,145,287,"6004"
"12973","Garcia, Sergio",56,147,NA,"6004"
"13693","Gomez, Fabian",71,150,NA,"6004"
"14413","Grace, Branden",74,151,NA,"6004"
"15133","Grillo, Emiliano",16,142,284,"6004"
"15853","Haas, Bill",16,142,284,"6004"
"16573","Herman, Jim",22,140,286,"6004"
"17293","Hoffman, Charley",48,143,293,"6004"
"18013","Holmes, J.B.",61,148,NA,"6004"
"18733","Horschel, Billy",36,143,289,"6004"
"19453","Immelman, Trevor",50,146,295,"6004"
"20173","Jaidee, Thongchai",36,145,289,"6004"
"20893","Johnson, Dustin",30,141,287,"6004"
"21613","Johnson, Zach",34,144,288,"6004"
"22333","Kaufman, Smylie",50,143,295,"6004"
"23053","Kaymer, Martin",15,139,283,"6004"
"23773","Kirk, Chris",55,145,301,"6004"
"24493","Kisner, Kevin",8,143,280,"6004"
"25213","Kjeldsen, Soren",56,147,NA,"6004"
"25933","Knox, Russell",79,157,NA,"6004"
"26653","Koepka, Brooks",22,142,286,"6004"
"27373","Kuchar, Matt",49,146,294,"6004"
"28093","Lahiri, Anirban",71,150,NA,"6004"
"28813","Langer, Bernhard",45,145,291,"6004"
"29533","Lee, Danny",11,142,282,"6004"
"30253","Leishman, Marc",22,141,286,"6004"
"30973","Lingmerth, David",74,151,NA,"6004"
"31693","Love III, Davis",47,145,292,"6004"
"32413","Lowry, Shane",7,141,279,"6004"
"33133","Mahan, Hunter",56,147,NA,"6004"
"33853","Matsuyama, Hideki",36,143,289,"6004"
"34573","McDowell, Graeme",56,147,NA,"6004"
"35293","McIlroy, Rory",1,139,269,"6004"
"36013","Merritt, Troy",36,143,289,"6004"
"36733","Mickelson, Phil",34,143,288,"6004"
"37453","Moore, Ryan",16,141,284,"6004"
"38173","Na, Kevin",22,145,286,"6004"
"38893","Oosthuizen, Louis",5,141,278,"6004"
"39613","Piercy, Scott",61,148,NA,"6004"
"40333","Poulter, Ian",36,146,289,"6004"
"41053","Reed, Patrick",67,149,NA,"6004"
"41773","Rose, Justin",22,145,286,"6004"
"42493","Schwartzel, Charl",20,140,285,"6004"
"43213","Scott, Adam",9,136,281,"6004"
"43933","Simpson, Webb",43,146,290,"6004"
"44653","Singh, Vijay",20,145,285,"6004"
"45373","Smith, Cameron",77,152,NA,"6004"
"46093","Snedeker, Brandt",36,143,289,"6004"
"46813","Spieth, Jordan",11,145,282,"6004"
"47533","Stenson, Henrik",11,137,282,"6004"
"48253","Streb, Robert",61,148,NA,"6004"
"48973","Streelman, Kevin",4,139,277,"6004"
"49693","Sullivan, Andy",2,142,270,"6004"
"50413","Taylor, Vaughn",43,139,290,"6004"
"51133","Thomas, Justin",61,148,NA,"6004"
"51853","Walker, Jimmy",61,148,NA,"6004"
"52573","Watson, Bubba",67,149,NA,"6004"
"53293","Weir, Mike",78,153,NA,"6004"
"54013","Westwood, Lee",61,148,NA,"6004"
"54733","Wiesberger, Bernd",22,146,286,"6004"
"55453","Willett, Danny",9,141,281,"6004"
"56173","Wood, Chris",67,149,NA,"6004"
"14","An, Byeong Hun",63,149,NA,"6005"
"734","Aphibarnrat, Kiradech",3,138,276,"6005"
"1454","Berger, Daniel",44,144,292,"6005"
"2174","Bowditch, Steven",74,152,NA,"6005"
"2894","Bradley, Keegan",23,142,286,"6005"
"3614","Cabrera Bello, Rafa",47,145,293,"6005"
"4334","Cabrera, Angel",54,147,NA,"6005"
"5054","Casey, Paul",8,141,282,"6005"
"5774","Clarke, Darren",79,160,NA,"6005"
"6494","Day, Jason",1,134,272,"6005"
"7214","DeChambeau, Bryson",58,148,NA,"6005"
"7934","Donaldson, Jamie",41,144,291,"6005"
"8654","Dubuisson, Victor",52,145,296,"6005"
"9374","Dufner, Jason",44,145,292,"6005"
"10094","Els, Ernie",8,143,282,"6005"
"10814","English, Harris",27,145,287,"6005"
"11534","Fitzpatrick, Matthew",70,151,NA,"6005"
"12254","Fowler, Rickie",4,143,280,"6005"
"12974","Garcia, Sergio",32,143,288,"6005"
"13694","Gomez, Fabian",49,146,295,"6005"
"14414","Grace, Branden",58,148,NA,"6005"
"15134","Grillo, Emiliano",37,144,290,"6005"
"15854","Haas, Bill",2,138,275,"6005"
"16574","Herman, Jim",67,150,NA,"6005"
"17294","Hoffman, Charley",58,148,NA,"6005"
"18014","Holmes, J.B.",44,145,292,"6005"
"18734","Horschel, Billy",12,142,283,"6005"
"19454","Immelman, Trevor",58,148,NA,"6005"
"20174","Jaidee, Thongchai",70,151,NA,"6005"
"20894","Johnson, Dustin",18,137,285,"6005"
"21614","Johnson, Zach",23,142,286,"6005"
"22334","Kaufman, Smylie",34,142,289,"6005"
"23054","Kaymer, Martin",32,144,288,"6005"
"23774","Kirk, Chris",7,143,281,"6005"
"24494","Kisner, Kevin",18,142,285,"6005"
"25214","Kjeldsen, Soren",78,153,NA,"6005"
"25934","Knox, Russell",23,146,286,"6005"
"26654","Koepka, Brooks",58,148,NA,"6005"
"27374","Kuchar, Matt",8,140,282,"6005"
"28094","Lahiri, Anirban",14,144,284,"6005"
"28814","Langer, Bernhard",63,149,NA,"6005"
"29534","Lee, Danny",27,145,287,"6005"
"30254","Leishman, Marc",48,146,294,"6005"
"30974","Lingmerth, David",54,147,NA,"6005"
"31694","Love III, Davis",53,145,298,"6005"
"32414","Lowry, Shane",37,141,290,"6005"
"33134","Mahan, Hunter",27,145,287,"6005"
"33854","Matsuyama, Hideki",37,145,290,"6005"
"34574","McDowell, Graeme",74,152,NA,"6005"
"35294","McIlroy, Rory",14,144,284,"6005"
"36014","Merritt, Troy",70,151,NA,"6005"
"36734","Mickelson, Phil",41,146,291,"6005"
"37454","Moore, Ryan",49,146,295,"6005"
"38174","Na, Kevin",14,142,284,"6005"
"38894","Oosthuizen, Louis",18,141,285,"6005"
"39614","Piercy, Scott",54,147,NA,"6005"
"40334","Poulter, Ian",34,145,289,"6005"
"41054","Reed, Patrick",41,144,291,"6005"
"41774","Rose, Justin",18,143,285,"6005"
"42494","Schwartzel, Charl",4,142,280,"6005"
"43214","Scott, Adam",4,142,280,"6005"
"43934","Simpson, Webb",37,143,290,"6005"
"44654","Singh, Vijay",67,150,NA,"6005"
"45374","Smith, Cameron",49,146,295,"6005"
"46094","Snedeker, Brandt",34,145,289,"6005"
"46814","Spieth, Jordan",14,135,284,"6005"
"47534","Stenson, Henrik",8,140,282,"6005"
"48254","Streb, Robert",74,152,NA,"6005"
"48974","Streelman, Kevin",54,147,NA,"6005"
"49694","Sullivan, Andy",63,149,NA,"6005"
"50414","Taylor, Vaughn",27,145,287,"6005"
"51134","Thomas, Justin",74,152,NA,"6005"
"51854","Walker, Jimmy",12,142,283,"6005"
"52574","Watson, Bubba",18,139,285,"6005"
"53294","Weir, Mike",70,151,NA,"6005"
"54014","Westwood, Lee",27,144,287,"6005"
"54734","Wiesberger, Bernd",63,149,NA,"6005"
"55454","Willett, Danny",67,150,NA,"6005"
"56174","Wood, Chris",23,140,286,"6005"
"15","An, Byeong Hun",12,143,284,"6006"
"735","Aphibarnrat, Kiradech",15,144,285,"6006"
"1455","Berger, Daniel",75,152,NA,"6006"
"2175","Bowditch, Steven",54,147,300,"6006"
"2895","Bradley, Keegan",9,142,282,"6006"
"3615","Cabrera Bello, Rafa",63,149,NA,"6006"
"4335","Cabrera, Angel",55,148,NA,"6006"
"5055","Casey, Paul",55,148,NA,"6006"
"5775","Clarke, Darren",63,149,NA,"6006"
"6495","Day, Jason",1,144,275,"6006"
"7215","DeChambeau, Bryson",35,143,290,"6006"
"7935","Donaldson, Jamie",31,147,289,"6006"
"8655","Dubuisson, Victor",71,151,NA,"6006"
"9375","Dufner, Jason",55,148,NA,"6006"
"10095","Els, Ernie",71,151,NA,"6006"
"10815","English, Harris",45,145,292,"6006"
"11535","Fitzpatrick, Matthew",49,143,294,"6006"
"12255","Fowler, Rickie",4,144,279,"6006"
"12975","Garcia, Sergio",55,148,NA,"6006"
"13695","Gomez, Fabian",75,152,NA,"6006"
"14415","Grace, Branden",15,142,285,"6006"
"15135","Grillo, Emiliano",20,147,286,"6006"
"15855","Haas, Bill",35,146,290,"6006"
"16575","Herman, Jim",66,150,NA,"6006"
"17295","Hoffman, Charley",55,148,NA,"6006"
"18015","Holmes, J.B.",35,147,290,"6006"
"18735","Horschel, Billy",12,143,284,"6006"
"19455","Immelman, Trevor",27,144,288,"6006"
"20175","Jaidee, Thongchai",11,138,283,"6006"
"20895","Johnson, Dustin",3,137,277,"6006"
"21615","Johnson, Zach",55,148,NA,"6006"
"22335","Kaufman, Smylie",20,142,286,"6006"
"23055","Kaymer, Martin",35,144,290,"6006"
"23775","Kirk, Chris",71,151,NA,"6006"
"24495","Kisner, Kevin",49,144,294,"6006"
"25215","Kjeldsen, Soren",15,145,285,"6006"
"25935","Knox, Russell",15,143,285,"6006"
"26655","Koepka, Brooks",35,144,290,"6006"
"27375","Kuchar, Matt",15,146,285,"6006"
"28095","Lahiri, Anirban",52,147,295,"6006"
"28815","Langer, Bernhard",45,142,292,"6006"
"29535","Lee, Danny",43,147,291,"6006"
"30255","Leishman, Marc",24,146,287,"6006"
"30975","Lingmerth, David",35,145,290,"6006"
"31695","Love III, Davis",24,145,287,"6006"
"32415","Lowry, Shane",2,138,276,"6006"
"33135","Mahan, Hunter",24,146,287,"6006"
"33855","Matsuyama, Hideki",4,140,279,"6006"
"34575","McDowell, Graeme",27,143,288,"6006"
"35295","McIlroy, Rory",55,148,NA,"6006"
"36015","Merritt, Troy",66,150,NA,"6006"
"36735","Mickelson, Phil",55,148,NA,"6006"
"37455","Moore, Ryan",66,150,NA,"6006"
"38175","Na, Kevin",4,141,279,"6006"
"38895","Oosthuizen, Louis",35,147,290,"6006"
"39615","Piercy, Scott",77,153,NA,"6006"
"40335","Poulter, Ian",66,150,NA,"6006"
"41055","Reed, Patrick",71,151,NA,"6006"
"41775","Rose, Justin",4,140,279,"6006"
"42495","Schwartzel, Charl",20,140,286,"6006"
"43215","Scott, Adam",63,149,NA,"6006"
"43935","Simpson, Webb",27,146,288,"6006"
"44655","Singh, Vijay",31,145,289,"6006"
"45375","Smith, Cameron",66,150,NA,"6006"
"46095","Snedeker, Brandt",49,142,294,"6006"
"46815","Spieth, Jordan",35,142,290,"6006"
"47535","Stenson, Henrik",8,141,281,"6006"
"48255","Streb, Robert",27,144,288,"6006"
"48975","Streelman, Kevin",77,153,NA,"6006"
"49695","Sullivan, Andy",48,143,293,"6006"
"50415","Taylor, Vaughn",31,146,289,"6006"
"51135","Thomas, Justin",53,144,296,"6006"
"51855","Walker, Jimmy",45,143,292,"6006"
"52575","Watson, Bubba",12,145,284,"6006"
"53295","Weir, Mike",79,159,NA,"6006"
"54015","Westwood, Lee",20,146,286,"6006"
"54735","Wiesberger, Bernd",43,147,291,"6006"
"55455","Willett, Danny",9,138,282,"6006"
"56175","Wood, Chris",31,144,289,"6006"
"16","An, Byeong Hun",46,147,291,"6007"
"736","Aphibarnrat, Kiradech",42,143,290,"6007"
"1456","Berger, Daniel",17,142,284,"6007"
"2176","Bowditch, Steven",42,147,290,"6007"
"2896","Bradley, Keegan",17,141,284,"6007"
"3616","Cabrera Bello, Rafa",72,150,NA,"6007"
"4336","Cabrera, Angel",75,151,NA,"6007"
"5056","Casey, Paul",37,147,288,"6007"
"5776","Clarke, Darren",56,146,297,"6007"
"6496","Day, Jason",1,144,277,"6007"
"7216","DeChambeau, Bryson",56,147,297,"6007"
"7936","Donaldson, Jamie",4,140,280,"6007"
"8656","Dubuisson, Victor",12,141,283,"6007"
"9376","Dufner, Jason",3,139,279,"6007"
"10096","Els, Ernie",17,137,284,"6007"
"10816","English, Harris",8,146,281,"6007"
"11536","Fitzpatrick, Matthew",49,145,292,"6007"
"12256","Fowler, Rickie",37,142,288,"6007"
"12976","Garcia, Sergio",12,145,283,"6007"
"13696","Gomez, Fabian",39,145,289,"6007"
"14416","Grace, Branden",17,144,284,"6007"
"15136","Grillo, Emiliano",64,149,NA,"6007"
"15856","Haas, Bill",60,148,NA,"6007"
"16576","Herman, Jim",46,146,291,"6007"
"17296","Hoffman, Charley",77,152,NA,"6007"
"18016","Holmes, J.B.",46,145,291,"6007"
"18736","Horschel, Billy",12,142,283,"6007"
"19456","Immelman, Trevor",39,145,289,"6007"
"20176","Jaidee, Thongchai",30,141,287,"6007"
"20896","Johnson, Dustin",12,146,283,"6007"
"21616","Johnson, Zach",30,145,287,"6007"
"22336","Kaufman, Smylie",30,144,287,"6007"
"23056","Kaymer, Martin",64,149,NA,"6007"
"23776","Kirk, Chris",12,145,283,"6007"
"24496","Kisner, Kevin",30,141,287,"6007"
"25216","Kjeldsen, Soren",17,146,284,"6007"
"25936","Knox, Russell",72,150,NA,"6007"
"26656","Koepka, Brooks",8,146,281,"6007"
"27376","Kuchar, Matt",26,142,285,"6007"
"28096","Lahiri, Anirban",64,149,NA,"6007"
"28816","Langer, Bernhard",29,147,286,"6007"
"29536","Lee, Danny",54,147,295,"6007"
"30256","Leishman, Marc",52,144,294,"6007"
"30976","Lingmerth, David",42,147,290,"6007"
"31696","Love III, Davis",64,149,NA,"6007"
"32416","Lowry, Shane",30,141,287,"6007"
"33136","Mahan, Hunter",30,140,287,"6007"
"33856","Matsuyama, Hideki",42,141,290,"6007"
"34576","McDowell, Graeme",55,146,296,"6007"
"35296","McIlroy, Rory",17,142,284,"6007"
"36016","Merritt, Troy",58,147,299,"6007"
"36736","Mickelson, Phil",4,141,280,"6007"
"37456","Moore, Ryan",26,138,285,"6007"
"38176","Na, Kevin",77,152,NA,"6007"
"38896","Oosthuizen, Louis",49,146,292,"6007"
"39616","Piercy, Scott",60,148,NA,"6007"
"40336","Poulter, Ian",59,147,300,"6007"
"41056","Reed, Patrick",10,142,282,"6007"
"41776","Rose, Justin",51,146,293,"6007"
"42496","Schwartzel, Charl",26,143,285,"6007"
"43216","Scott, Adam",79,154,NA,"6007"
"43936","Simpson, Webb",75,151,NA,"6007"
"44656","Singh, Vijay",10,142,282,"6007"
"45376","Smith, Cameron",64,149,NA,"6007"
"46096","Snedeker, Brandt",4,142,280,"6007"
"46816","Spieth, Jordan",17,140,284,"6007"
"47536","Stenson, Henrik",17,147,284,"6007"
"48256","Streb, Robert",64,149,NA,"6007"
"48976","Streelman, Kevin",72,150,NA,"6007"
"49696","Sullivan, Andy",64,149,NA,"6007"
"50416","Taylor, Vaughn",52,146,294,"6007"
"51136","Thomas, Justin",2,138,278,"6007"
"51856","Walker, Jimmy",17,141,284,"6007"
"52576","Watson, Bubba",4,143,280,"6007"
"53296","Weir, Mike",64,149,NA,"6007"
"54016","Westwood, Lee",39,139,289,"6007"
"54736","Wiesberger, Bernd",60,148,NA,"6007"
"55456","Willett, Danny",30,145,287,"6007"
"56176","Wood, Chris",60,148,NA,"6007"
"17","An, Byeong Hun",41,143,291,"6008"
"737","Aphibarnrat, Kiradech",27,142,286,"6008"
"1457","Berger, Daniel",29,144,288,"6008"
"2177","Bowditch, Steven",50,146,296,"6008"
"2897","Bradley, Keegan",35,147,289,"6008"
