"Fleetwood, Tommy",1,284,"1",TRUE
"Kuchar, Matt",1,283,"2",FALSE
"McIlroy, Rory",1,267,"3",FALSE
"Spieth, Jordan",1,279,"4",FALSE
"Na, Kevin",1,277,"5",FALSE
"Oosthuizen, Louis",1,282,"6",FALSE
"Koepka, Brooks",1,280,"7",FALSE
"Matsuyama, Hideki",1,279,"8",FALSE
"Fowler, Rickie",1,273,"9",FALSE
"Rose, Justin",1,278,"10",FALSE
"Steele, Brendan",1,281,"11",TRUE
"Spieth, Jordan",1,276,"12",FALSE
"Henley, Russell",1,281,"13",FALSE
"Haas, Bill",1,279,"14",FALSE
"Cabrera Bello, Rafa",1,282,"15",FALSE
"Scott, Adam",1,282,"16",TRUE
"Na, Kevin",1,276,"17",FALSE
"Stenson, Henrik",1,281,"18",FALSE
"Casey, Paul",1,277,"19",FALSE
"Matsuyama, Hideki",1,277,"20",FALSE
"Matsuyama, Hideki",1,281,"21",FALSE
"Matsuyama, Hideki",1,282,"22",FALSE
"Garcia, Sergio",1,277,"23",FALSE
"Hatton, Tyrrell",1,281,"24",FALSE
"Kuchar, Matt",1,275,"25",FALSE
"Thomas, Justin",1,280,"26",FALSE
"Fisher, Ross",1,281,"27",FALSE
"Fowler, Rickie",1,282,"28",FALSE
"Snedeker, Brandt",1,277,"29",FALSE
"Steele, Brendan",1,282,"30",TRUE
"Casey, Paul",1,275,"31",FALSE
"Spieth, Jordan",1,280,"32",FALSE
"Westwood, Lee",1,282,"33",TRUE
"Fowler, Rickie",1,277,"34",FALSE
"Scott, Adam",1,283,"35",FALSE
"Scott, Adam",1,279,"36",FALSE
"Fowler, Rickie",1,278,"37",FALSE
"Rahm, Jon",1,282,"38",FALSE
"Lowry, Shane",1,280,"39",FALSE
"McIlroy, Rory",1,284,"40",TRUE
"Leishman, Marc",1,279,"41",FALSE
"Lowry, Shane",1,282,"42",FALSE
"Hatton, Tyrrell",1,283,"43",TRUE
"McIlroy, Rory",1,276,"44",FALSE
"Willett, Danny",1,279,"45",FALSE
"Garcia, Sergio",1,271,"46",FALSE
"Watson, Bubba",1,277,"47",FALSE
"McIlroy, Rory",1,280,"48",FALSE
"Westwood, Lee",1,281,"49",FALSE
"Molinari, Francesco",1,281,"50",FALSE
"McIlroy, Rory",1,278,"51",FALSE
"Rose, Justin",1,277,"52",FALSE
"McIlroy, Rory",1,277,"53",FALSE
"Oosthuizen, Louis",1,279,"54",FALSE
"Garcia, Sergio",1,278,"55",FALSE
"Scott, Adam",1,278,"56",FALSE
"Matsuyama, Hideki",1,272,"57",FALSE
"Rahm, Jon",1,279,"58",FALSE
"Mickelson, Phil",1,280,"59",FALSE
"Cabrera Bello, Rafa",1,280,"60",TRUE
"Spieth, Jordan",1,280,"61",FALSE
"McIlroy, Rory",1,281,"62",TRUE
"Furyk, Jim",1,281,"63",TRUE
"Thomas, Justin",1,280,"64",FALSE
"Spieth, Jordan",1,281,"65",FALSE
"McIlroy, Rory",1,279,"66",FALSE
"Day, Jason",1,281,"67",FALSE
"Fleetwood, Tommy",1,280,"68",FALSE
"McIlroy, Rory",1,277,"69",FALSE
"Fleetwood, Tommy",1,281,"70",FALSE
"Dufner, Jason",1,279,"71",FALSE
"Scott, Adam",1,281,"72",FALSE
"McIlroy, Rory",1,278,"73",FALSE
"Stenson, Henrik",1,280,"74",FALSE
"McIlroy, Rory",1,278,"75",FALSE
"Pieters, Thomas",1,280,"76",FALSE
"Matsuyama, Hideki",1,280,"77",FALSE
"McIlroy, Rory",1,279,"78",FALSE
"McIlroy, Rory",1,278,"79",FALSE
"Matsuyama, Hideki",1,280,"80",TRUE
"Hoffman, Charley",1,281,"81",FALSE
"Day, Jason",1,274,"82",FALSE
"Fisher, Ross",1,277,"83",FALSE
"Kuchar, Matt",1,281,"84",TRUE
"Pampling, Rod",1,281,"85",FALSE
"Fowler, Rickie",1,271,"86",FALSE
"McIlroy, Rory",1,279,"87",FALSE
"Day, Jason",1,281,"88",TRUE
"Henley, Russell",1,277,"89",FALSE
"Fleetwood, Tommy",1,278,"90",FALSE
"Castro, Roberto",1,278,"91",FALSE
"Spieth, Jordan",1,283,"92",TRUE
"Mickelson, Phil",1,282,"93",FALSE
"Fowler, Rickie",1,280,"94",FALSE
"Kuchar, Matt",1,278,"95",FALSE
"Henley, Russell",1,284,"96",FALSE
"Stricker, Steve",1,279,"97",FALSE
"Fisher, Ross",1,280,"98",FALSE
"McIlroy, Rory",1,276,"99",FALSE
"Kjeldsen, Soren",1,279,"100",TRUE
"Cabrera, Angel",1,278,"101",FALSE
"McIlroy, Rory",1,281,"102",FALSE
"Matsuyama, Hideki",1,276,"103",FALSE
"Reed, Patrick",1,284,"104",TRUE
"Watson, Bubba",1,281,"105",FALSE
"Day, Jason",1,281,"106",FALSE
"Schwartzel, Charl",1,279,"107",TRUE
"Steele, Brendan",1,282,"108",FALSE
"McIlroy, Rory",1,278,"109",FALSE
"Garcia, Sergio",1,281,"110",FALSE
"Fleetwood, Tommy",1,282,"111",FALSE
"McIlroy, Rory",1,281,"112",FALSE
"Spieth, Jordan",1,281,"113",FALSE
"Perez, Pat",1,279,"114",FALSE
"Rose, Justin",1,278,"115",FALSE
"Rose, Justin",1,275,"116",FALSE
"Kisner, Kevin",1,281,"117",FALSE
"McIlroy, Rory",1,281,"118",FALSE
"McIlroy, Rory",1,277,"119",TRUE
"Willett, Danny",1,281,"120",TRUE
"McGirt, William",1,280,"121",FALSE
"McIlroy, Rory",1,284,"122",FALSE
"Spieth, Jordan",1,277,"123",FALSE
"McIlroy, Rory",1,275,"124",FALSE
"Henley, Russell",1,281,"125",FALSE
"Scott, Adam",1,280,"126",FALSE
"Casey, Paul",1,277,"127",FALSE
"Scott, Adam",1,277,"128",FALSE
"Willett, Danny",1,281,"129",TRUE
"Rose, Justin",1,277,"130",FALSE
"Pieters, Thomas",1,279,"131",FALSE
"Day, Jason",1,265,"132",FALSE
"Rahm, Jon",1,275,"133",FALSE
"Day, Jason",1,281,"134",TRUE
"Casey, Paul",1,278,"135",FALSE
"Chappell, Kevin",1,280,"136",TRUE
"Hoffman, Charley",1,283,"137",TRUE
"Simpson, Webb",1,281,"138",TRUE
"Scott, Adam",1,279,"139",FALSE
"Rose, Justin",1,282,"140",TRUE
"Wiesberger, Bernd",1,277,"141",FALSE
"Hatton, Tyrrell",1,279,"142",FALSE
"Kjeldsen, Soren",1,280,"143",TRUE
"Snedeker, Brandt",1,277,"144",FALSE
"Matsuyama, Hideki",1,280,"145",FALSE
"Spieth, Jordan",1,279,"146",FALSE
"McIlroy, Rory",1,280,"147",FALSE
"Day, Jason",1,278,"148",FALSE
"Day, Jason",1,278,"149",FALSE
"Day, Jason",1,277,"150",FALSE
"Stenson, Henrik",1,277,"151",FALSE
"Matsuyama, Hideki",1,276,"152",FALSE
"Furyk, Jim",1,282,"153",FALSE
"Hoffman, Charley",1,281,"154",FALSE
"Kaymer, Martin",1,278,"155",FALSE
"Singh, Vijay",1,279,"156",FALSE
"Rahm, Jon",1,279,"157",FALSE
"Spieth, Jordan",1,285,"158",TRUE
"Casey, Paul",1,283,"159",FALSE
"Grace, Branden",1,283,"160",FALSE
"Day, Jason",1,284,"161",TRUE
"McIlroy, Rory",1,273,"162",FALSE
"Swafford, Hudson",1,279,"163",FALSE
"Piercy, Scott",1,280,"164",TRUE
"Fowler, Rickie",1,282,"165",FALSE
"McIlroy, Rory",1,279,"166",FALSE
"Rahm, Jon",1,280,"167",TRUE
"Scott, Adam",1,277,"168",FALSE
"Piercy, Scott",1,282,"169",FALSE
"Furyk, Jim",1,282,"170",FALSE
"Rahm, Jon",1,281,"171",FALSE
"Rahm, Jon",1,280,"172",FALSE
"McIlroy, Rory",1,278,"173",FALSE
"Piercy, Scott",1,283,"174",FALSE
"Rahm, Jon",1,278,"175",FALSE
"Scott, Adam",1,278,"176",FALSE
"Snedeker, Brandt",1,279,"177",FALSE
"McIlroy, Rory",1,283,"178",TRUE
"Kisner, Kevin",1,282,"179",FALSE
"Wiesberger, Bernd",1,280,"180",FALSE
"Matsuyama, Hideki",1,282,"181",FALSE
"Westwood, Lee",1,277,"182",FALSE
"Mickelson, Phil",1,284,"183",FALSE
"McIlroy, Rory",1,277,"184",FALSE
"Mickelson, Phil",1,284,"185",TRUE
"McIlroy, Rory",1,277,"186",FALSE
"McIlroy, Rory",1,277,"187",FALSE
"McIlroy, Rory",1,275,"188",FALSE
"Day, Jason",1,278,"189",FALSE
"Fisher, Ross",1,282,"190",FALSE
"Casey, Paul",1,280,"191",FALSE
"McIlroy, Rory",1,274,"192",FALSE
"Day, Jason",1,278,"193",FALSE
"McIlroy, Rory",1,280,"194",FALSE
"McIlroy, Rory",1,280,"195",FALSE
"Matsuyama, Hideki",1,274,"196",FALSE
"Casey, Paul",1,284,"197",TRUE
"Steele, Brendan",1,281,"198",FALSE
"Willett, Danny",1,281,"199",TRUE
"Cabrera, Angel",1,281,"200",FALSE
"Oosthuizen, Louis",1,281,"201",FALSE
"Kjeldsen, Soren",1,279,"202",FALSE
"Hatton, Tyrrell",1,281,"203",TRUE
"Westwood, Lee",1,279,"204",FALSE
"Walker, Jimmy",1,279,"205",FALSE
"Scott, Adam",1,282,"206",TRUE
"Spieth, Jordan",1,274,"207",FALSE
"Rose, Justin",1,280,"208",FALSE
"Rose, Justin",1,283,"209",TRUE
"Day, Jason",1,282,"210",FALSE
"Leishman, Marc",1,278,"211",FALSE
"Spieth, Jordan",1,280,"212",FALSE
"McIlroy, Rory",1,281,"213",FALSE
"Casey, Paul",1,278,"214",FALSE
"Piercy, Scott",1,278,"215",FALSE
"Snedeker, Brandt",1,280,"216",FALSE
"Matsuyama, Hideki",1,282,"217",TRUE
"Stricker, Steve",1,280,"218",FALSE
"Rose, Justin",1,281,"219",FALSE
"Woodland, Gary",1,282,"220",TRUE
"Matsuyama, Hideki",1,281,"221",FALSE
"McIlroy, Rory",1,278,"222",FALSE
"Matsuyama, Hideki",1,280,"223",FALSE
"Spieth, Jordan",1,280,"224",FALSE
"McIlroy, Rory",1,283,"225",FALSE
"McIlroy, Rory",1,279,"226",FALSE
"Scott, Adam",1,279,"227",TRUE
"Rose, Justin",1,280,"228",FALSE
"Snedeker, Brandt",1,280,"229",FALSE
"Lowry, Shane",1,279,"230",FALSE
"Grillo, Emiliano",1,280,"231",TRUE
"Rahm, Jon",1,282,"232",TRUE
"Hoffman, Charley",1,281,"233",FALSE
"Rose, Justin",1,276,"234",FALSE
"Day, Jason",1,279,"235",FALSE
"Hoffman, Charley",1,281,"236",TRUE
"McIlroy, Rory",1,281,"237",FALSE
"Kisner, Kevin",1,276,"238",FALSE
"Swafford, Hudson",1,279,"239",FALSE
"Fowler, Rickie",1,277,"240",FALSE
"McIlroy, Rory",1,280,"241",FALSE
"Henley, Russell",1,279,"242",FALSE
"McIlroy, Rory",1,277,"243",FALSE
"Mickelson, Phil",1,281,"244",TRUE
"Stenson, Henrik",1,278,"245",FALSE
"Fowler, Rickie",1,283,"246",FALSE
"McIlroy, Rory",1,277,"247",FALSE
"Spieth, Jordan",1,281,"248",FALSE
"Kuchar, Matt",1,278,"249",FALSE
"Chappell, Kevin",1,279,"250",FALSE
"Rose, Justin",1,280,"251",FALSE
"McIlroy, Rory",1,282,"252",TRUE
"Kuchar, Matt",1,278,"253",FALSE
"Hoffman, Charley",1,279,"254",FALSE
"Spieth, Jordan",1,281,"255",FALSE
"Casey, Paul",1,282,"256",FALSE
"Matsuyama, Hideki",1,280,"257",FALSE
"Kuchar, Matt",1,278,"258",TRUE
"Fowler, Rickie",1,277,"259",FALSE
"Piercy, Scott",1,283,"260",TRUE
"Koepka, Brooks",1,280,"261",FALSE
"Day, Jason",1,277,"262",FALSE
"Rose, Justin",1,273,"263",FALSE
"Matsuyama, Hideki",1,281,"264",FALSE
"Fowler, Rickie",1,281,"265",FALSE
"Woodland, Gary",1,281,"266",FALSE
"McIlroy, Rory",1,279,"267",TRUE
"Woodland, Gary",1,280,"268",FALSE
"Fowler, Rickie",1,273,"269",FALSE
"Day, Jason",1,277,"270",FALSE
"Stenson, Henrik",1,278,"271",FALSE
"Grace, Branden",1,278,"272",FALSE
"Day, Jason",1,279,"273",FALSE
"Matsuyama, Hideki",1,280,"274",FALSE
"Fisher, Ross",1,277,"275",FALSE
"Matsuyama, Hideki",1,281,"276",FALSE
"Oosthuizen, Louis",1,281,"277",TRUE
"Furyk, Jim",1,283,"278",FALSE
"Day, Jason",1,281,"279",TRUE
"Matsuyama, Hideki",1,285,"280",TRUE
"Moore, Ryan",1,281,"281",TRUE
"Fowler, Rickie",1,274,"282",FALSE
"Hatton, Tyrrell",1,280,"283",FALSE
"McIlroy, Rory",1,277,"284",FALSE
"Berger, Daniel",1,281,"285",FALSE
"McIlroy, Rory",1,276,"286",FALSE
"Spieth, Jordan",1,275,"287",TRUE
"Spieth, Jordan",1,281,"288",FALSE
"Rose, Justin",1,280,"289",FALSE
"Matsuyama, Hideki",1,274,"290",FALSE
"Steele, Brendan",1,282,"291",FALSE
"Wiesberger, Bernd",1,281,"292",FALSE
"Fowler, Rickie",1,274,"293",FALSE
"Pampling, Rod",1,281,"294",FALSE
"Fowler, Rickie",1,278,"295",FALSE
"Simpson, Webb",1,279,"296",FALSE
"Hoffman, Charley",1,280,"297",TRUE
"Spieth, Jordan",1,278,"298",TRUE
"Spieth, Jordan",1,279,"299",FALSE
"Spieth, Jordan",1,276,"300",FALSE
"Oosthuizen, Louis",1,278,"301",FALSE
"Kuchar, Matt",1,277,"302",FALSE
"Stenson, Henrik",1,278,"303",FALSE
"McIlroy, Rory",1,279,"304",FALSE
"Wiesberger, Bernd",1,278,"305",FALSE
"O'Hair, Sean",1,282,"306",FALSE
"Watson, Bubba",1,276,"307",TRUE
"Fowler, Rickie",1,282,"308",FALSE
"Day, Jason",1,279,"309",FALSE
"Fowler, Rickie",1,281,"310",FALSE
"Spieth, Jordan",1,281,"311",FALSE
"Spieth, Jordan",1,281,"312",FALSE
"Spieth, Jordan",1,281,"313",TRUE
"Rose, Justin",1,274,"314",FALSE
"Day, Jason",1,277,"315",FALSE
"McIlroy, Rory",1,281,"316",FALSE
"Matsuyama, Hideki",1,278,"317",FALSE
"Molinari, Francesco",1,277,"318",FALSE
"Moore, Ryan",1,280,"319",FALSE
"Kuchar, Matt",1,278,"320",FALSE
"Matsuyama, Hideki",1,279,"321",FALSE
"McIlroy, Rory",1,278,"322",FALSE
"Dufner, Jason",1,277,"323",FALSE
"Matsuyama, Hideki",1,282,"324",FALSE
"Spieth, Jordan",1,280,"325",FALSE
"Fowler, Rickie",1,278,"326",FALSE
"Spieth, Jordan",1,277,"327",FALSE
"Matsuyama, Hideki",1,281,"328",TRUE
"Stenson, Henrik",1,281,"329",FALSE
"Reed, Patrick",1,281,"330",FALSE
"Spieth, Jordan",1,279,"331",TRUE
"Hatton, Tyrrell",1,279,"332",FALSE
"Molinari, Francesco",1,282,"333",FALSE
"Spieth, Jordan",1,281,"334",FALSE
