"Moore, Ryan",1,276,"165"
"Spieth, Jordan",1,276,"165"
"Day, Jason",1,269,"166"
"Walker, Jimmy",1,271,"167"
"Grillo, Emiliano",1,271,"168"
"Fowler, Rickie",1,272,"169"
"Watson, Bubba",1,272,"169"
"Koepka, Brooks",1,274,"170"
"Johnson, Dustin",1,269,"171"
"Day, Jason",1,268,"172"
"Casey, Paul",1,270,"173"
"Scott, Adam",1,274,"174"
"Willett, Danny",1,273,"175"
"Snedeker, Brandt",1,271,"176"
"Scott, Adam",1,273,"177"
"Spieth, Jordan",1,272,"178"
"Reed, Patrick",1,273,"179"
"Na, Kevin",1,275,"180"
"Fowler, Rickie",1,274,"181"
"Mickelson, Phil",1,274,"181"
"Scott, Adam",1,269,"182"
"Scott, Adam",1,266,"183"
"McIlroy, Rory",1,269,"184"
"Kuchar, Matt",1,276,"185"
"Watson, Bubba",1,276,"185"
"Scott, Adam",1,274,"186"
"Scott, Adam",1,269,"187"
"Day, Jason",1,274,"188"
"Day, Jason",1,267,"189"
"Scott, Adam",1,275,"190"
"Grillo, Emiliano",1,273,"191"
"Scott, Adam",1,273,"191"
"Matsuyama, Hideki",1,273,"192"
"McIlroy, Rory",1,271,"193"
"Reed, Patrick",1,270,"194"
"Mickelson, Phil",1,278,"195"
"Oosthuizen, Louis",1,278,"195"
"McIlroy, Rory",1,271,"196"
"Berger, Daniel",1,271,"197"
"Reed, Patrick",1,272,"198"
"Stenson, Henrik",1,274,"199"
"Willett, Danny",1,273,"200"
"Johnson, Dustin",1,271,"201"
"Na, Kevin",1,271,"201"
"Lee, Danny",1,270,"202"
"Leishman, Marc",1,268,"203"
"Casey, Paul",1,273,"204"
"Matsuyama, Hideki",1,273,"204"
"Koepka, Brooks",1,276,"205"
"Day, Jason",1,270,"206"
"Moore, Ryan",1,275,"207"
"Kuchar, Matt",1,273,"208"
"Day, Jason",1,273,"209"
"Day, Jason",1,275,"210"
"Oosthuizen, Louis",1,275,"210"
"Willett, Danny",1,276,"211"
"Johnson, Dustin",1,276,"212"
"McIlroy, Rory",1,273,"213"
"Hoffman, Charley",1,274,"214"
"Oosthuizen, Louis",1,270,"215"
"Day, Jason",1,273,"216"
"Spieth, Jordan",1,274,"217"
"Day, Jason",1,274,"218"
"Scott, Adam",1,273,"219"
"Rose, Justin",1,272,"220"
"Day, Jason",1,273,"221"
"Johnson, Zach",1,273,"221"
"Oosthuizen, Louis",1,278,"222"
"Fowler, Rickie",1,271,"223"
"Kisner, Kevin",1,276,"224"
"Day, Jason",1,271,"225"
"Spieth, Jordan",1,271,"225"
"Spieth, Jordan",1,275,"226"
"Johnson, Dustin",1,276,"227"
"Spieth, Jordan",1,272,"228"
"Schwartzel, Charl",1,273,"229"
"Garcia, Sergio",1,275,"230"
"Scott, Adam",1,275,"230"
"Day, Jason",1,268,"231"
"Walker, Jimmy",1,276,"232"
"McIlroy, Rory",1,269,"233"
"Spieth, Jordan",1,265,"234"
"Rose, Justin",1,271,"235"
"Fowler, Rickie",1,278,"236"
"Singh, Vijay",1,278,"236"
"Day, Jason",1,272,"237"
"Spieth, Jordan",1,275,"238"
"Johnson, Dustin",1,272,"239"
"Spieth, Jordan",1,270,"240"
"McIlroy, Rory",1,268,"241"
"Lee, Danny",1,273,"242"
"Willett, Danny",1,273,"243"
"Spieth, Jordan",1,273,"244"
"Mahan, Hunter",1,274,"245"
"An, Byeong Hun",1,274,"246"
"Na, Kevin",1,272,"247"
"Day, Jason",1,271,"248"
"McIlroy, Rory",1,270,"249"
"Day, Jason",1,269,"250"
"Garcia, Sergio",1,270,"251"
"McIlroy, Rory",1,274,"252"
"Snedeker, Brandt",1,274,"252"
"Johnson, Dustin",1,271,"253"
"Scott, Adam",1,277,"254"
"Snedeker, Brandt",1,277,"254"
"Spieth, Jordan",1,269,"255"
"Day, Jason",1,267,"256"
"Spieth, Jordan",1,270,"257"
"Spieth, Jordan",1,275,"258"
"Kirk, Chris",1,273,"259"
"Day, Jason",1,275,"260"
"Fowler, Rickie",1,269,"261"
"Spieth, Jordan",1,267,"262"
"Na, Kevin",1,269,"263"
"Scott, Adam",1,269,"263"
"Fowler, Rickie",1,264,"264"
"Spieth, Jordan",1,271,"265"
"Simpson, Webb",1,275,"266"
"Snedeker, Brandt",1,275,"266"
"Matsuyama, Hideki",1,269,"267"
"Grace, Branden",1,274,"268"
"Rose, Justin",1,272,"269"
"Scott, Adam",1,272,"269"
"Berger, Daniel",1,273,"270"
"Mickelson, Phil",1,271,"271"
"Matsuyama, Hideki",1,276,"272"
"Scott, Adam",1,276,"272"
"Day, Jason",1,272,"273"
"Jaidee, Thongchai",1,272,"274"
"Mickelson, Phil",1,272,"274"
"Day, Jason",1,271,"275"
"Scott, Adam",1,271,"275"
"Kuchar, Matt",1,274,"276"
"Johnson, Dustin",1,273,"277"
"McIlroy, Rory",1,272,"278"
"Horschel, Billy",1,276,"279"
"Watson, Bubba",1,276,"279"
"Spieth, Jordan",1,275,"280"
"Streelman, Kevin",1,275,"280"
"Fowler, Rickie",1,273,"281"
"Johnson, Zach",1,269,"282"
"An, Byeong Hun",1,277,"283"
"Scott, Adam",1,277,"283"
"Walker, Jimmy",1,277,"283"
"Watson, Bubba",1,277,"283"
"Day, Jason",1,272,"284"
"Holmes, J.B.",1,274,"285"
"Watson, Bubba",1,274,"285"
"Mickelson, Phil",1,271,"286"
"Hoffman, Charley",1,275,"287"
"Mickelson, Phil",1,275,"287"
"Day, Jason",1,271,"288"
"Day, Jason",1,274,"289"
"Day, Jason",1,270,"290"
"Mickelson, Phil",1,272,"291"
"Stenson, Henrik",1,273,"292"
"Spieth, Jordan",1,272,"293"
"Day, Jason",1,273,"294"
"Reed, Patrick",1,273,"294"
"Day, Jason",1,272,"295"
"Spieth, Jordan",1,270,"296"
"Stenson, Henrik",1,269,"297"
"Johnson, Dustin",1,271,"298"
"Schwartzel, Charl",1,276,"299"
"Fowler, Rickie",1,275,"300"
"DeChambeau, Bryson",1,273,"301"
"Matsuyama, Hideki",1,273,"301"
"McIlroy, Rory",1,274,"302"
"Rose, Justin",1,272,"303"
"Matsuyama, Hideki",1,278,"304"
"Stenson, Henrik",1,278,"304"
"Els, Ernie",1,274,"305"
"Stenson, Henrik",1,275,"306"
"Matsuyama, Hideki",1,273,"307"
"Haas, Bill",1,274,"308"
"Fowler, Rickie",1,274,"309"
"McIlroy, Rory",1,269,"310"
"Knox, Russell",1,271,"311"
"Watson, Bubba",1,275,"312"
"Casey, Paul",1,277,"313"
"Day, Jason",1,277,"313"
"Day, Jason",1,274,"314"
"Day, Jason",1,272,"315"
"Spieth, Jordan",1,272,"315"
"Spieth, Jordan",1,274,"316"
"McIlroy, Rory",1,272,"317"
"Day, Jason",1,275,"318"
"McIlroy, Rory",1,275,"318"
"Day, Jason",1,273,"319"
"Streelman, Kevin",1,270,"320"
"Spieth, Jordan",1,274,"321"
"Day, Jason",1,270,"322"
"Matsuyama, Hideki",1,273,"323"
"Day, Jason",1,273,"324"
"Casey, Paul",1,275,"325"
"Grace, Branden",1,275,"325"
"Matsuyama, Hideki",1,275,"325"
"McIlroy, Rory",1,275,"325"
"McIlroy, Rory",1,271,"326"
"McIlroy, Rory",1,275,"327"
"Spieth, Jordan",1,265,"328"
"Rose, Justin",1,278,"329"
"Kaufman, Smylie",1,273,"330"
"Scott, Adam",1,273,"330"
"McIlroy, Rory",1,270,"331"
"Fowler, Rickie",1,274,"332"
"Hoffman, Charley",1,274,"332"
"Casey, Paul",1,274,"333"
"Spieth, Jordan",1,274,"333"
"Spieth, Jordan",1,271,"334"
"Fowler, Rickie",1,271,"335"
"Johnson, Dustin",1,271,"335"
"Johnson, Dustin",1,269,"336"
"Moore, Ryan",1,275,"337"
"Watson, Bubba",1,275,"337"
"Day, Jason",1,268,"338"
"McIlroy, Rory",1,275,"339"
"Spieth, Jordan",1,275,"339"
"Spieth, Jordan",1,272,"340"
"Day, Jason",1,273,"341"
"Koepka, Brooks",1,273,"341"
"Matsuyama, Hideki",1,273,"341"
"Johnson, Dustin",1,274,"342"
"Grace, Branden",1,272,"343"
"Day, Jason",1,273,"344"
"Watson, Bubba",1,271,"345"
"Spieth, Jordan",1,275,"346"
"Scott, Adam",1,272,"347"
"Koepka, Brooks",1,272,"348"
"Spieth, Jordan",1,271,"349"
"Spieth, Jordan",1,272,"350"
"Day, Jason",1,273,"351"
"Day, Jason",1,272,"352"
"Johnson, Dustin",1,274,"353"
"Thomas, Justin",1,272,"354"
"McIlroy, Rory",1,273,"355"
"McIlroy, Rory",1,270,"356"
"Snedeker, Brandt",1,270,"356"
"Mickelson, Phil",1,273,"357"
"Day, Jason",1,271,"358"
"Reed, Patrick",1,273,"359"
"Spieth, Jordan",1,270,"360"
"Spieth, Jordan",1,267,"361"
"Watson, Bubba",1,273,"362"
"Watson, Bubba",1,271,"363"
"Jaidee, Thongchai",1,276,"364"
"Sullivan, Andy",1,276,"364"
"Spieth, Jordan",1,273,"365"
"Stenson, Henrik",1,274,"366"
"Day, Jason",1,273,"367"
"Spieth, Jordan",1,273,"367"
"Spieth, Jordan",1,276,"368"
"Stenson, Henrik",1,275,"369"
"Scott, Adam",1,266,"370"
"Spieth, Jordan",1,274,"371"
"Berger, Daniel",1,273,"372"
"Day, Jason",1,273,"372"
"McIlroy, Rory",1,273,"372"
"McIlroy, Rory",1,270,"373"
"Simpson, Webb",1,275,"374"
"Fowler, Rickie",1,273,"375"
"Kisner, Kevin",1,271,"376"
"McIlroy, Rory",1,276,"377"
"Day, Jason",1,272,"378"
"Day, Jason",1,275,"379"
"Day, Jason",1,276,"380"
"Day, Jason",1,273,"381"
"Scott, Adam",1,273,"382"
"Schwartzel, Charl",1,275,"383"
"Johnson, Dustin",1,274,"384"
"Snedeker, Brandt",1,274,"385"
"Haas, Bill",1,273,"386"
"Johnson, Dustin",1,274,"387"
"McIlroy, Rory",1,274,"387"
"Mickelson, Phil",1,274,"387"
"Na, Kevin",1,274,"388"
"Johnson, Dustin",1,271,"389"
"Day, Jason",1,272,"390"
"Cabrera Bello, Rafa",1,271,"391"
"McIlroy, Rory",1,269,"392"
"McIlroy, Rory",1,271,"393"
"McIlroy, Rory",1,275,"394"
"Willett, Danny",1,275,"394"
"Kirk, Chris",1,275,"395"
"Day, Jason",1,275,"396"
"Mickelson, Phil",1,275,"396"
"Kisner, Kevin",1,274,"397"
"Mickelson, Phil",1,274,"398"
"Simpson, Webb",1,273,"399"
"Haas, Bill",1,272,"400"
"Scott, Adam",1,274,"401"
"Watson, Bubba",1,275,"402"
"Wood, Chris",1,274,"403"
"Day, Jason",1,269,"404"
"Day, Jason",1,272,"405"
"An, Byeong Hun",1,275,"406"
"Day, Jason",1,270,"407"
"Mickelson, Phil",1,270,"408"
"McIlroy, Rory",1,273,"409"
"Haas, Bill",1,271,"410"
"Spieth, Jordan",1,271,"411"
"Kaufman, Smylie",1,271,"412"
"Spieth, Jordan",1,268,"413"
"Watson, Bubba",1,270,"414"
"Kuchar, Matt",1,275,"415"
"Johnson, Dustin",1,270,"416"
"Rose, Justin",1,270,"417"
"Day, Jason",1,277,"418"
"Haas, Bill",1,277,"418"
"Scott, Adam",1,269,"419"
"Rose, Justin",1,272,"420"
"Knox, Russell",1,275,"421"
"Mickelson, Phil",1,273,"422"
"Aphibarnrat, Kiradech",1,273,"423"
"Rose, Justin",1,268,"424"
"Day, Jason",1,273,"425"
"McIlroy, Rory",1,273,"426"
"Day, Jason",1,268,"427"
"Day, Jason",1,270,"428"
"Rose, Justin",1,274,"429"
"Day, Jason",1,268,"430"
"Kuchar, Matt",1,270,"431"
"Spieth, Jordan",1,272,"432"
"Rose, Justin",1,270,"433"
"Stenson, Henrik",1,270,"434"
"Snedeker, Brandt",1,274,"435"
"Hoffman, Charley",1,274,"436"
"Casey, Paul",1,269,"437"
"Day, Jason",1,272,"438"
"Spieth, Jordan",1,275,"439"
"Day, Jason",1,271,"440"
"Fowler, Rickie",1,273,"441"
"Scott, Adam",1,273,"441"
"Stenson, Henrik",1,273,"442"
"Willett, Danny",1,270,"443"
"Stenson, Henrik",1,270,"444"
"Spieth, Jordan",1,274,"445"
"Fowler, Rickie",1,271,"446"
"Day, Jason",1,274,"447"
"McIlroy, Rory",1,269,"448"
"Day, Jason",1,273,"449"
"Day, Jason",1,271,"450"
"Day, Jason",1,273,"451"
"McIlroy, Rory",1,269,"452"
"McIlroy, Rory",1,271,"453"
"Mickelson, Phil",1,272,"454"
"Spieth, Jordan",1,272,"454"
"Day, Jason",1,274,"455"
"Schwartzel, Charl",1,274,"456"
"Day, Jason",1,271,"457"
"Na, Kevin",1,270,"458"
"Berger, Daniel",1,272,"459"
"Day, Jason",1,275,"460"
"Day, Jason",1,277,"461"
"Johnson, Dustin",1,277,"461"
"Oosthuizen, Louis",1,277,"461"
"Spieth, Jordan",1,277,"461"
"Watson, Bubba",1,275,"462"
"Grace, Branden",1,275,"463"
"Day, Jason",1,273,"464"
"Day, Jason",1,273,"465"
"Hoffman, Charley",1,271,"466"
"Rose, Justin",1,272,"467"
"Mickelson, Phil",1,275,"468"
"McIlroy, Rory",1,271,"469"
"Spieth, Jordan",1,274,"470"
"Day, Jason",1,278,"471"
"Fowler, Rickie",1,278,"471"
"Reed, Patrick",1,270,"472"
"Holmes, J.B.",1,273,"473"
"Watson, Bubba",1,275,"474"
"Kisner, Kevin",1,277,"475"
"Day, Jason",1,274,"476"
"Grace, Branden",1,274,"477"
"Wiesberger, Bernd",1,274,"477"
"Wood, Chris",1,273,"478"
"Walker, Jimmy",1,270,"479"
"Watson, Bubba",1,270,"480"
"Day, Jason",1,273,"481"
"Day, Jason",1,272,"482"
"Johnson, Zach",1,276,"483"
"Fowler, Rickie",1,275,"484"
"Day, Jason",1,275,"485"
"Day, Jason",1,272,"486"
"Johnson, Dustin",1,272,"486"
"McIlroy, Rory",1,270,"487"
"Spieth, Jordan",1,266,"488"
"Piercy, Scott",1,273,"489"
"Spieth, Jordan",1,273,"489"
"Kisner, Kevin",1,277,"490"
"Stenson, Henrik",1,277,"490"
"Kuchar, Matt",1,275,"491"
"McIlroy, Rory",1,268,"492"
"Day, Jason",1,270,"493"
"Day, Jason",1,265,"494"
"Holmes, J.B.",1,276,"495"
"Lowry, Shane",1,276,"495"
"Spieth, Jordan",1,273,"496"
"Watson, Bubba",1,274,"497"
"Day, Jason",1,274,"498"
"McIlroy, Rory",1,274,"499"
"McIlroy, Rory",1,274,"500"
"Spieth, Jordan",1,274,"500"
"Watson, Bubba",1,275,"501"
"Spieth, Jordan",1,271,"502"
"Hoffman, Charley",1,275,"503"
"Day, Jason",1,272,"504"
"Casey, Paul",1,271,"505"
"Fowler, Rickie",1,272,"506"
"Johnson, Dustin",1,272,"507"
"Koepka, Brooks",1,272,"508"
"Watson, Bubba",1,268,"509"
"Spieth, Jordan",1,274,"510"
"Lee, Danny",1,269,"511"
"Grillo, Emiliano",1,272,"512"
"Spieth, Jordan",1,270,"513"
"Cabrera Bello, Rafa",1,273,"514"
"Day, Jason",1,270,"515"
"Day, Jason",1,272,"516"
"Cabrera Bello, Rafa",1,271,"517"
"McIlroy, Rory",1,271,"517"
"Day, Jason",1,271,"518"
"An, Byeong Hun",1,273,"519"
"Spieth, Jordan",1,268,"520"
"Poulter, Ian",1,278,"521"
"Streb, Robert",1,278,"521"
"Lowry, Shane",1,273,"522"
"Horschel, Billy",1,274,"523"
"Schwartzel, Charl",1,274,"523"
"Stenson, Henrik",1,274,"523"
"McIlroy, Rory",1,265,"524"
"Johnson, Dustin",1,272,"525"
"Day, Jason",1,271,"526"
"Day, Jason",1,272,"527"
"Mickelson, Phil",1,270,"528"
"Rose, Justin",1,274,"529"
"Dufner, Jason",1,273,"530"
"Spieth, Jordan",1,268,"531"
"McIlroy, Rory",1,272,"532"
"Grace, Branden",1,272,"533"
"Reed, Patrick",1,272,"534"
"Stenson, Henrik",1,273,"535"
"Day, Jason",1,265,"536"
"Oosthuizen, Louis",1,273,"537"
"Day, Jason",1,274,"538"
"Day, Jason",1,275,"539"
"Johnson, Dustin",1,269,"540"
"Stenson, Henrik",1,272,"541"
"Day, Jason",1,267,"542"
"Fowler, Rickie",1,273,"543"
"Fowler, Rickie",1,272,"544"
"Reed, Patrick",1,272,"545"
"Spieth, Jordan",1,272,"546"
"Watson, Bubba",1,271,"547"
"Kjeldsen, Soren",1,276,"548"
"Stenson, Henrik",1,276,"548"
"Scott, Adam",1,272,"549"
"Day, Jason",1,271,"550"
"Day, Jason",1,269,"551"
"Watson, Bubba",1,271,"552"
"Mickelson, Phil",1,271,"553"
"Johnson, Zach",1,276,"554"
"Fowler, Rickie",1,274,"555"
"Kuchar, Matt",1,274,"555"
"Schwartzel, Charl",1,274,"555"
"Spieth, Jordan",1,268,"556"
"Day, Jason",1,269,"557"
"Day, Jason",1,271,"558"
"Kuchar, Matt",1,271,"559"
"Scott, Adam",1,271,"559"
"Day, Jason",1,275,"560"
"Day, Jason",1,268,"561"
"Day, Jason",1,275,"562"
"Johnson, Dustin",1,269,"563"
"Koepka, Brooks",1,274,"564"
"Casey, Paul",1,274,"565"
"Scott, Adam",1,271,"566"
"Kaymer, Martin",1,276,"567"
"Grace, Branden",1,273,"568"
"Jaidee, Thongchai",1,277,"569"
"McIlroy, Rory",1,277,"569"
"Watson, Bubba",1,273,"570"
"McIlroy, Rory",1,267,"571"
"Day, Jason",1,271,"572"
"Day, Jason",1,271,"573"
"Fowler, Rickie",1,272,"574"
"Streelman, Kevin",1,275,"575"
"Lingmerth, David",1,276,"576"
"Mickelson, Phil",1,276,"577"
"Watson, Bubba",1,273,"578"
"Horschel, Billy",1,274,"579"
"Johnson, Zach",1,270,"580"
"Day, Jason",1,273,"581"
"Casey, Paul",1,275,"582"
"McIlroy, Rory",1,275,"582"
"Watson, Bubba",1,274,"583"
"Scott, Adam",1,274,"584"
"Matsuyama, Hideki",1,277,"585"
"Mickelson, Phil",1,277,"585"
"Rose, Justin",1,262,"586"
"Stenson, Henrik",1,277,"587"
"Mickelson, Phil",1,274,"588"
"Mickelson, Phil",1,273,"589"
"Watson, Bubba",1,270,"590"
"Spieth, Jordan",1,274,"591"
"Stenson, Henrik",1,274,"591"
"McIlroy, Rory",1,271,"592"
"Cabrera Bello, Rafa",1,273,"593"
"McIlroy, Rory",1,273,"594"
"Rose, Justin",1,274,"595"
"Schwartzel, Charl",1,274,"595"
"Mickelson, Phil",1,274,"596"
"Stenson, Henrik",1,270,"597"
"Kisner, Kevin",1,274,"598"
"Fowler, Rickie",1,274,"599"
"Rose, Justin",1,270,"600"
"Spieth, Jordan",1,275,"601"
"Johnson, Dustin",1,277,"602"
"Day, Jason",1,270,"603"
"Holmes, J.B.",1,273,"604"
"Walker, Jimmy",1,273,"604"
"Thomas, Justin",1,272,"605"
"Matsuyama, Hideki",1,267,"606"
"Grace, Branden",1,271,"607"
"Fowler, Rickie",1,272,"608"
"Scott, Adam",1,272,"608"
"Spieth, Jordan",1,272,"608"
"Spieth, Jordan",1,265,"609"
"Day, Jason",1,273,"610"
"Mickelson, Phil",1,275,"611"
"Scott, Adam",1,273,"612"
"Horschel, Billy",1,272,"613"
"Watson, Bubba",1,270,"614"
"Spieth, Jordan",1,276,"615"
"Fowler, Rickie",1,273,"616"
"Day, Jason",1,273,"617"
"Rose, Justin",1,273,"617"
"Leishman, Marc",1,274,"618"
"Kaymer, Martin",1,274,"619"
"Spieth, Jordan",1,274,"619"
"Moore, Ryan",1,274,"620"
"Day, Jason",1,275,"621"
"Mickelson, Phil",1,276,"622"
"Day, Jason",1,275,"623"
"Day, Jason",1,262,"624"
"Snedeker, Brandt",1,270,"625"
"McIlroy, Rory",1,273,"626"
"McIlroy, Rory",1,272,"627"
"Fowler, Rickie",1,276,"628"
"Na, Kevin",1,276,"628"
"Rose, Justin",1,274,"629"
"Rose, Justin",1,274,"630"
"Casey, Paul",1,274,"631"
"Walker, Jimmy",1,274,"631"
"Rose, Justin",1,274,"632"
"Walker, Jimmy",1,274,"632"
"Johnson, Zach",1,277,"633"
"Spieth, Jordan",1,277,"633"
"Dufner, Jason",1,275,"634"
"Spieth, Jordan",1,275,"634"
"Scott, Adam",1,266,"635"
"Day, Jason",1,271,"636"
"Sullivan, Andy",1,272,"637"
"Johnson, Dustin",1,272,"638"
"Walker, Jimmy",1,273,"639"
"McIlroy, Rory",1,270,"640"
"Spieth, Jordan",1,274,"641"
"Koepka, Brooks",1,272,"642"
"Day, Jason",1,272,"643"
"Snedeker, Brandt",1,272,"644"
"Fowler, Rickie",1,274,"645"
"Kaufman, Smylie",1,274,"645"
"Day, Jason",1,274,"646"
"Day, Jason",1,271,"647"
"Spieth, Jordan",1,271,"647"
"Matsuyama, Hideki",1,271,"648"
"McIlroy, Rory",1,270,"649"
"Day, Jason",1,272,"650"
"Walker, Jimmy",1,276,"651"
"McIlroy, Rory",1,273,"652"
