"","name","rank","friday","sunday","simulationID"
"25211","Kjeldsen, Soren",67,149,NA,"7002"
"25931","Knox, Russell",72,151,NA,"7002"
"26651","Koepka, Brooks",19,141,284,"7002"
"27371","Kuchar, Matt",2,137,276,"7002"
"28091","Lahiri, Anirban",34,143,288,"7002"
"28811","Langer, Bernhard",76,154,NA,"7002"
"29531","Lee, Danny",34,140,288,"7002"
"30251","Leishman, Marc",67,149,NA,"7002"
"30971","Lingmerth, David",67,149,NA,"7002"
"31691","Love III, Davis",42,145,291,"7002"
"32411","Lowry, Shane",14,145,283,"7002"
"33131","Mahan, Hunter",74,152,NA,"7002"
"33851","Matsuyama, Hideki",9,141,282,"7002"
"34571","McDowell, Graeme",60,148,NA,"7002"
"35291","McIlroy, Rory",67,149,NA,"7002"
"36011","Merritt, Troy",76,154,NA,"7002"
"36731","Mickelson, Phil",19,143,284,"7002"
"37451","Moore, Ryan",9,134,282,"7002"
"38171","Na, Kevin",72,151,NA,"7002"
"38891","Oosthuizen, Louis",5,136,280,"7002"
"39611","Piercy, Scott",39,144,289,"7002"
"40331","Poulter, Ian",9,145,282,"7002"
"41051","Reed, Patrick",55,147,NA,"7002"
"41771","Rose, Justin",19,142,284,"7002"
"42491","Schwartzel, Charl",31,145,287,"7002"
"43211","Scott, Adam",22,141,285,"7002"
"43931","Simpson, Webb",40,145,290,"7002"
"44651","Singh, Vijay",55,147,NA,"7002"
"45371","Smith, Cameron",60,148,NA,"7002"
"46091","Snedeker, Brandt",51,146,NA,"7002"
"46811","Spieth, Jordan",1,144,275,"7002"
"47531","Stenson, Henrik",9,144,282,"7002"
"48251","Streb, Robert",51,146,NA,"7002"
"48971","Streelman, Kevin",55,147,NA,"7002"
"49691","Sullivan, Andy",44,143,292,"7002"
"50411","Taylor, Vaughn",76,154,NA,"7002"
"51131","Thomas, Justin",44,143,292,"7002"
"51851","Walker, Jimmy",26,144,286,"7002"
"52571","Watson, Bubba",8,144,281,"7002"
"53291","Weir, Mike",26,144,286,"7002"
"54011","Westwood, Lee",60,148,NA,"7002"
"54731","Wiesberger, Bernd",31,142,287,"7002"
"55451","Willett, Danny",22,139,285,"7002"
"56171","Wood, Chris",76,154,NA,"7002"
"12","An, Byeong Hun",49,144,292,"7003"
"732","Aphibarnrat, Kiradech",39,146,290,"7003"
"1452","Berger, Daniel",1,138,273,"7003"
"2172","Bowditch, Steven",39,143,290,"7003"
"2892","Bradley, Keegan",53,147,294,"7003"
"3612","Cabrera Bello, Rafa",28,147,286,"7003"
"4332","Cabrera, Angel",30,146,287,"7003"
"5052","Casey, Paul",30,146,287,"7003"
"5772","Clarke, Darren",70,151,NA,"7003"
"6492","Day, Jason",9,139,280,"7003"
"7212","DeChambeau, Bryson",45,143,291,"7003"
"7932","Donaldson, Jamie",55,146,295,"7003"
"8652","Dubuisson, Victor",58,148,NA,"7003"
"9372","Dufner, Jason",5,138,277,"7003"
"10092","Els, Ernie",63,149,NA,"7003"
"10812","English, Harris",70,151,NA,"7003"
"11532","Fitzpatrick, Matthew",70,151,NA,"7003"
"12252","Fowler, Rickie",39,147,290,"7003"
"12972","Garcia, Sergio",9,143,280,"7003"
"13692","Gomez, Fabian",22,143,284,"7003"
"14412","Grace, Branden",19,139,282,"7003"
"15132","Grillo, Emiliano",2,138,275,"7003"
"15852","Haas, Bill",79,154,NA,"7003"
"16572","Herman, Jim",45,144,291,"7003"
"17292","Hoffman, Charley",49,147,292,"7003"
"18012","Holmes, J.B.",30,144,287,"7003"
"18732","Horschel, Billy",28,144,286,"7003"
"19452","Immelman, Trevor",63,149,NA,"7003"
"20172","Jaidee, Thongchai",58,148,NA,"7003"
"20892","Johnson, Dustin",7,141,278,"7003"
"21612","Johnson, Zach",9,136,280,"7003"
"22332","Kaufman, Smylie",24,142,285,"7003"
"23052","Kaymer, Martin",30,147,287,"7003"
"23772","Kirk, Chris",70,151,NA,"7003"
"24492","Kisner, Kevin",49,144,292,"7003"
"25212","Kjeldsen, Soren",67,150,NA,"7003"
"25932","Knox, Russell",57,147,296,"7003"
"26652","Koepka, Brooks",63,149,NA,"7003"
"27372","Kuchar, Matt",24,140,285,"7003"
"28092","Lahiri, Anirban",45,147,291,"7003"
"28812","Langer, Bernhard",76,153,NA,"7003"
"29532","Lee, Danny",20,139,283,"7003"
"30252","Leishman, Marc",67,150,NA,"7003"
"30972","Lingmerth, David",13,140,281,"7003"
"31692","Love III, Davis",24,137,285,"7003"
"32412","Lowry, Shane",45,141,291,"7003"
"33132","Mahan, Hunter",3,135,276,"7003"
"33852","Matsuyama, Hideki",39,144,290,"7003"
"34572","McDowell, Graeme",13,137,281,"7003"
"35292","McIlroy, Rory",9,141,280,"7003"
"36012","Merritt, Troy",36,138,288,"7003"
"36732","Mickelson, Phil",13,142,281,"7003"
"37452","Moore, Ryan",58,148,NA,"7003"
"38172","Na, Kevin",52,144,293,"7003"
"38892","Oosthuizen, Louis",39,145,290,"7003"
"39612","Piercy, Scott",53,146,294,"7003"
"40332","Poulter, Ian",55,147,295,"7003"
"41052","Reed, Patrick",76,153,NA,"7003"
"41772","Rose, Justin",24,145,285,"7003"
"42492","Schwartzel, Charl",37,146,289,"7003"
"43212","Scott, Adam",3,140,276,"7003"
"43932","Simpson, Webb",39,146,290,"7003"
"44652","Singh, Vijay",76,153,NA,"7003"
"45372","Smith, Cameron",67,150,NA,"7003"
"46092","Snedeker, Brandt",22,146,284,"7003"
"46812","Spieth, Jordan",5,142,277,"7003"
"47532","Stenson, Henrik",8,142,279,"7003"
"48252","Streb, Robert",58,148,NA,"7003"
"48972","Streelman, Kevin",63,149,NA,"7003"
"49692","Sullivan, Andy",74,152,NA,"7003"
"50412","Taylor, Vaughn",30,142,287,"7003"
"51132","Thomas, Justin",13,144,281,"7003"
"51852","Walker, Jimmy",13,142,281,"7003"
"52572","Watson, Bubba",13,146,281,"7003"
"53292","Weir, Mike",74,152,NA,"7003"
"54012","Westwood, Lee",20,145,283,"7003"
"54732","Wiesberger, Bernd",58,148,NA,"7003"
"55452","Willett, Danny",30,145,287,"7003"
"56172","Wood, Chris",37,146,289,"7003"
"13","An, Byeong Hun",74,152,NA,"7004"
"733","Aphibarnrat, Kiradech",43,144,292,"7004"
"1453","Berger, Daniel",43,144,292,"7004"
"2173","Bowditch, Steven",51,147,NA,"7004"
"2893","Bradley, Keegan",41,146,291,"7004"
"3613","Cabrera Bello, Rafa",13,144,284,"7004"
"4333","Cabrera, Angel",43,143,292,"7004"
"5053","Casey, Paul",19,138,285,"7004"
"5773","Clarke, Darren",33,146,289,"7004"
"6493","Day, Jason",19,141,285,"7004"
"7213","DeChambeau, Bryson",19,145,285,"7004"
"7933","Donaldson, Jamie",7,140,281,"7004"
"8653","Dubuisson, Victor",50,145,300,"7004"
"9373","Dufner, Jason",13,140,284,"7004"
"10093","Els, Ernie",30,140,288,"7004"
"10813","English, Harris",67,150,NA,"7004"
"11533","Fitzpatrick, Matthew",67,150,NA,"7004"
"12253","Fowler, Rickie",9,142,283,"7004"
"12973","Garcia, Sergio",33,146,289,"7004"
"13693","Gomez, Fabian",51,147,NA,"7004"
"14413","Grace, Branden",41,140,291,"7004"
"15133","Grillo, Emiliano",24,145,286,"7004"
"15853","Haas, Bill",30,142,288,"7004"
"16573","Herman, Jim",79,156,NA,"7004"
"17293","Hoffman, Charley",72,151,NA,"7004"
"18013","Holmes, J.B.",13,139,284,"7004"
"18733","Horschel, Billy",55,148,NA,"7004"
"19453","Immelman, Trevor",74,152,NA,"7004"
"20173","Jaidee, Thongchai",78,154,NA,"7004"
"20893","Johnson, Dustin",3,137,280,"7004"
"21613","Johnson, Zach",43,146,292,"7004"
"22333","Kaufman, Smylie",37,145,290,"7004"
"23053","Kaymer, Martin",61,149,NA,"7004"
"23773","Kirk, Chris",9,143,283,"7004"
"24493","Kisner, Kevin",30,144,288,"7004"
"25213","Kjeldsen, Soren",51,147,NA,"7004"
"25933","Knox, Russell",19,145,285,"7004"
"26653","Koepka, Brooks",8,141,282,"7004"
"27373","Kuchar, Matt",24,145,286,"7004"
"28093","Lahiri, Anirban",24,141,286,"7004"
"28813","Langer, Bernhard",9,143,283,"7004"
"29533","Lee, Danny",13,138,284,"7004"
"30253","Leishman, Marc",28,142,287,"7004"
"30973","Lingmerth, David",61,149,NA,"7004"
"31693","Love III, Davis",37,145,290,"7004"
"32413","Lowry, Shane",33,145,289,"7004"
"33133","Mahan, Hunter",61,149,NA,"7004"
"33853","Matsuyama, Hideki",49,146,295,"7004"
"34573","McDowell, Graeme",72,151,NA,"7004"
"35293","McIlroy, Rory",2,140,277,"7004"
"36013","Merritt, Troy",51,147,NA,"7004"
"36733","Mickelson, Phil",24,143,286,"7004"
"37453","Moore, Ryan",3,140,280,"7004"
"38173","Na, Kevin",48,146,294,"7004"
"38893","Oosthuizen, Louis",61,149,NA,"7004"
"39613","Piercy, Scott",13,139,284,"7004"
"40333","Poulter, Ian",28,140,287,"7004"
"41053","Reed, Patrick",43,142,292,"7004"
"41773","Rose, Justin",61,149,NA,"7004"
"42493","Schwartzel, Charl",33,143,289,"7004"
"43213","Scott, Adam",1,136,275,"7004"
"43933","Simpson, Webb",13,143,284,"7004"
"44653","Singh, Vijay",74,152,NA,"7004"
"45373","Smith, Cameron",67,150,NA,"7004"
"46093","Snedeker, Brandt",61,149,NA,"7004"
"46813","Spieth, Jordan",3,145,280,"7004"
"47533","Stenson, Henrik",74,152,NA,"7004"
"48253","Streb, Robert",55,148,NA,"7004"
"48973","Streelman, Kevin",3,143,280,"7004"
"49693","Sullivan, Andy",19,142,285,"7004"
"50413","Taylor, Vaughn",37,143,290,"7004"
"51133","Thomas, Justin",55,148,NA,"7004"
"51853","Walker, Jimmy",9,144,283,"7004"
"52573","Watson, Bubba",55,148,NA,"7004"
"53293","Weir, Mike",67,150,NA,"7004"
"54013","Westwood, Lee",67,150,NA,"7004"
"54733","Wiesberger, Bernd",37,142,290,"7004"
"55453","Willett, Danny",55,148,NA,"7004"
"56173","Wood, Chris",55,148,NA,"7004"
"14","An, Byeong Hun",38,142,289,"7005"
"734","Aphibarnrat, Kiradech",33,145,287,"7005"
"1454","Berger, Daniel",77,154,NA,"7005"
"2174","Bowditch, Steven",59,148,NA,"7005"
"2894","Bradley, Keegan",47,145,291,"7005"
"3614","Cabrera Bello, Rafa",50,145,294,"7005"
"4334","Cabrera, Angel",66,150,NA,"7005"
"5054","Casey, Paul",21,143,283,"7005"
"5774","Clarke, Darren",47,144,291,"7005"
"6494","Day, Jason",2,137,276,"7005"
"7214","DeChambeau, Bryson",24,142,284,"7005"
"7934","Donaldson, Jamie",38,146,289,"7005"
"8654","Dubuisson, Victor",62,149,NA,"7005"
"9374","Dufner, Jason",28,137,286,"7005"
"10094","Els, Ernie",16,135,281,"7005"
"10814","English, Harris",54,147,NA,"7005"
"11534","Fitzpatrick, Matthew",78,155,NA,"7005"
"12254","Fowler, Rickie",33,144,287,"7005"
"12974","Garcia, Sergio",28,144,286,"7005"
"13694","Gomez, Fabian",78,155,NA,"7005"
"14414","Grace, Branden",27,145,285,"7005"
"15134","Grillo, Emiliano",9,137,279,"7005"
"15854","Haas, Bill",24,144,284,"7005"
"16574","Herman, Jim",50,146,294,"7005"
"17294","Hoffman, Charley",43,146,290,"7005"
"18014","Holmes, J.B.",54,147,NA,"7005"
"18734","Horschel, Billy",16,138,281,"7005"
"19454","Immelman, Trevor",66,150,NA,"7005"
"20174","Jaidee, Thongchai",38,145,289,"7005"
"20894","Johnson, Dustin",36,144,288,"7005"
"21614","Johnson, Zach",66,150,NA,"7005"
"22334","Kaufman, Smylie",13,143,280,"7005"
"23054","Kaymer, Martin",59,148,NA,"7005"
"23774","Kirk, Chris",54,147,NA,"7005"
"24494","Kisner, Kevin",74,151,NA,"7005"
"25214","Kjeldsen, Soren",9,144,279,"7005"
"25934","Knox, Russell",50,145,294,"7005"
"26654","Koepka, Brooks",5,139,278,"7005"
"27374","Kuchar, Matt",9,136,279,"7005"
"28094","Lahiri, Anirban",28,141,286,"7005"
"28814","Langer, Bernhard",66,150,NA,"7005"
"29534","Lee, Danny",9,139,279,"7005"
"30254","Leishman, Marc",28,141,286,"7005"
"30974","Lingmerth, David",66,150,NA,"7005"
"31694","Love III, Davis",33,138,287,"7005"
"32414","Lowry, Shane",43,143,290,"7005"
"33134","Mahan, Hunter",75,152,NA,"7005"
"33854","Matsuyama, Hideki",54,147,NA,"7005"
"34574","McDowell, Graeme",66,150,NA,"7005"
"35294","McIlroy, Rory",5,141,278,"7005"
"36014","Merritt, Troy",24,146,284,"7005"
"36734","Mickelson, Phil",62,149,NA,"7005"
"37454","Moore, Ryan",28,145,286,"7005"
"38174","Na, Kevin",38,144,289,"7005"
"38894","Oosthuizen, Louis",62,149,NA,"7005"
"39614","Piercy, Scott",4,139,277,"7005"
"40334","Poulter, Ian",38,145,289,"7005"
"41054","Reed, Patrick",2,142,276,"7005"
"41774","Rose, Justin",16,141,281,"7005"
"42494","Schwartzel, Charl",43,144,290,"7005"
"43214","Scott, Adam",59,148,NA,"7005"
"43934","Simpson, Webb",21,137,283,"7005"
"44654","Singh, Vijay",5,139,278,"7005"
"45374","Smith, Cameron",49,144,292,"7005"
"46094","Snedeker, Brandt",54,147,NA,"7005"
"46814","Spieth, Jordan",13,142,280,"7005"
"47534","Stenson, Henrik",1,138,272,"7005"
"48254","Streb, Robert",53,143,297,"7005"
"48974","Streelman, Kevin",36,143,288,"7005"
"49694","Sullivan, Andy",62,149,NA,"7005"
"50414","Taylor, Vaughn",43,142,290,"7005"
"51134","Thomas, Justin",66,150,NA,"7005"
"51854","Walker, Jimmy",13,143,280,"7005"
"52574","Watson, Bubba",5,140,278,"7005"
"53294","Weir, Mike",76,153,NA,"7005"
"54014","Westwood, Lee",66,150,NA,"7005"
"54734","Wiesberger, Bernd",19,138,282,"7005"
"55454","Willett, Danny",21,146,283,"7005"
"56174","Wood, Chris",19,140,282,"7005"
"15","An, Byeong Hun",56,146,NA,"7006"
"735","Aphibarnrat, Kiradech",77,153,NA,"7006"
"1455","Berger, Daniel",56,146,NA,"7006"
"2175","Bowditch, Steven",53,145,293,"7006"
"2895","Bradley, Keegan",66,148,NA,"7006"
"3615","Cabrera Bello, Rafa",27,139,285,"7006"
"4335","Cabrera, Angel",43,142,289,"7006"
"5055","Casey, Paul",9,141,281,"7006"
"5775","Clarke, Darren",45,139,290,"7006"
"6495","Day, Jason",27,144,285,"7006"
"7215","DeChambeau, Bryson",38,142,288,"7006"
"7935","Donaldson, Jamie",38,145,288,"7006"
"8655","Dubuisson, Victor",61,147,NA,"7006"
"9375","Dufner, Jason",61,147,NA,"7006"
"10095","Els, Ernie",53,144,293,"7006"
"10815","English, Harris",14,142,282,"7006"
"11535","Fitzpatrick, Matthew",72,149,NA,"7006"
"12255","Fowler, Rickie",23,140,284,"7006"
"12975","Garcia, Sergio",21,141,283,"7006"
"13695","Gomez, Fabian",9,140,281,"7006"
"14415","Grace, Branden",34,142,286,"7006"
"15135","Grillo, Emiliano",6,138,277,"7006"
"15855","Haas, Bill",66,148,NA,"7006"
"16575","Herman, Jim",47,144,291,"7006"
"17295","Hoffman, Charley",56,146,NA,"7006"
"18015","Holmes, J.B.",2,135,276,"7006"
"18735","Horschel, Billy",66,148,NA,"7006"
"19455","Immelman, Trevor",38,144,288,"7006"
"20175","Jaidee, Thongchai",75,150,NA,"7006"
"20895","Johnson, Dustin",1,139,275,"7006"
"21615","Johnson, Zach",38,144,288,"7006"
"22335","Kaufman, Smylie",9,143,281,"7006"
"23055","Kaymer, Martin",38,141,288,"7006"
"23775","Kirk, Chris",72,149,NA,"7006"
"24495","Kisner, Kevin",23,143,284,"7006"
"25215","Kjeldsen, Soren",14,140,282,"7006"
"25935","Knox, Russell",23,142,284,"7006"
"26655","Koepka, Brooks",47,143,291,"7006"
"27375","Kuchar, Matt",9,143,281,"7006"
"28095","Lahiri, Anirban",34,145,286,"7006"
"28815","Langer, Bernhard",61,147,NA,"7006"
"29535","Lee, Danny",66,148,NA,"7006"
"30255","Leishman, Marc",66,148,NA,"7006"
"30975","Lingmerth, David",36,143,287,"7006"
"31695","Love III, Davis",79,156,NA,"7006"
"32415","Lowry, Shane",21,142,283,"7006"
"33135","Mahan, Hunter",7,140,279,"7006"
"33855","Matsuyama, Hideki",27,139,285,"7006"
"34575","McDowell, Graeme",50,145,292,"7006"
"35295","McIlroy, Rory",2,145,276,"7006"
"36015","Merritt, Troy",50,144,292,"7006"
"36735","Mickelson, Phil",61,147,NA,"7006"
"37455","Moore, Ryan",56,146,NA,"7006"
"38175","Na, Kevin",61,147,NA,"7006"
"38895","Oosthuizen, Louis",27,139,285,"7006"
"39615","Piercy, Scott",8,142,280,"7006"
"40335","Poulter, Ian",14,143,282,"7006"
"41055","Reed, Patrick",14,143,282,"7006"
"41775","Rose, Justin",43,145,289,"7006"
"42495","Schwartzel, Charl",56,146,NA,"7006"
"43215","Scott, Adam",14,142,282,"7006"
"43935","Simpson, Webb",76,151,NA,"7006"
"44655","Singh, Vijay",27,141,285,"7006"
"45375","Smith, Cameron",45,144,290,"7006"
"46095","Snedeker, Brandt",47,143,291,"7006"
"46815","Spieth, Jordan",2,139,276,"7006"
"47535","Stenson, Henrik",14,145,282,"7006"
"48255","Streb, Robert",78,154,NA,"7006"
"48975","Streelman, Kevin",27,143,285,"7006"
"49695","Sullivan, Andy",72,149,NA,"7006"
"50415","Taylor, Vaughn",66,148,NA,"7006"
"51135","Thomas, Justin",36,145,287,"7006"
"51855","Walker, Jimmy",2,137,276,"7006"
"52575","Watson, Bubba",14,145,282,"7006"
"53295","Weir, Mike",55,145,296,"7006"
"54015","Westwood, Lee",27,140,285,"7006"
"54735","Wiesberger, Bernd",9,143,281,"7006"
"55455","Willett, Danny",23,139,284,"7006"
"56175","Wood, Chris",50,144,292,"7006"
"16","An, Byeong Hun",46,145,290,"7007"
"736","Aphibarnrat, Kiradech",58,145,295,"7007"
"1456","Berger, Daniel",33,146,287,"7007"
"2176","Bowditch, Steven",52,144,292,"7007"
"2896","Bradley, Keegan",15,144,283,"7007"
"3616","Cabrera Bello, Rafa",15,139,283,"7007"
"4336","Cabrera, Angel",74,151,NA,"7007"
"5056","Casey, Paul",7,141,281,"7007"
"5776","Clarke, Darren",49,144,291,"7007"
"6496","Day, Jason",4,139,279,"7007"
"7216","DeChambeau, Bryson",79,155,NA,"7007"
"7936","Donaldson, Jamie",56,140,294,"7007"
"8656","Dubuisson, Victor",52,144,292,"7007"
"9376","Dufner, Jason",21,145,284,"7007"
"10096","Els, Ernie",44,145,289,"7007"
"10816","English, Harris",60,146,296,"7007"
"11536","Fitzpatrick, Matthew",46,146,290,"7007"
"12256","Fowler, Rickie",44,144,289,"7007"
"12976","Garcia, Sergio",21,142,284,"7007"
"13696","Gomez, Fabian",54,142,293,"7007"
"14416","Grace, Branden",37,146,288,"7007"
"15136","Grillo, Emiliano",60,143,296,"7007"
"15856","Haas, Bill",75,153,NA,"7007"
"16576","Herman, Jim",54,145,293,"7007"
"17296","Hoffman, Charley",15,143,283,"7007"
"18016","Holmes, J.B.",37,143,288,"7007"
"18736","Horschel, Billy",49,143,291,"7007"
"19456","Immelman, Trevor",69,150,NA,"7007"
"20176","Jaidee, Thongchai",25,146,285,"7007"
"20896","Johnson, Dustin",4,144,279,"7007"
"21616","Johnson, Zach",28,141,286,"7007"
"22336","Kaufman, Smylie",28,146,286,"7007"
"23056","Kaymer, Martin",7,140,281,"7007"
"23776","Kirk, Chris",46,142,290,"7007"
"24496","Kisner, Kevin",37,142,288,"7007"
"25216","Kjeldsen, Soren",66,149,NA,"7007"
"25936","Knox, Russell",15,138,283,"7007"
"26656","Koepka, Brooks",66,149,NA,"7007"
"27376","Kuchar, Matt",6,142,280,"7007"
"28096","Lahiri, Anirban",33,139,287,"7007"
"28816","Langer, Bernhard",25,146,285,"7007"
"29536","Lee, Danny",64,148,NA,"7007"
"30256","Leishman, Marc",11,141,282,"7007"
"30976","Lingmerth, David",49,147,291,"7007"
"31696","Love III, Davis",69,150,NA,"7007"
"32416","Lowry, Shane",11,140,282,"7007"
"33136","Mahan, Hunter",78,154,NA,"7007"
"33856","Matsuyama, Hideki",28,147,286,"7007"
"34576","McDowell, Graeme",37,140,288,"7007"
"35296","McIlroy, Rory",1,139,273,"7007"
"36016","Merritt, Troy",11,142,282,"7007"
"36736","Mickelson, Phil",37,142,288,"7007"
"37456","Moore, Ryan",21,137,284,"7007"
"38176","Na, Kevin",28,143,286,"7007"
"38896","Oosthuizen, Louis",56,147,294,"7007"
"39616","Piercy, Scott",37,142,288,"7007"
"40336","Poulter, Ian",60,147,296,"7007"
"41056","Reed, Patrick",3,141,278,"7007"
"41776","Rose, Justin",15,142,283,"7007"
"42496","Schwartzel, Charl",33,142,287,"7007"
"43216","Scott, Adam",7,140,281,"7007"
"43936","Simpson, Webb",64,148,NA,"7007"
"44656","Singh, Vijay",69,150,NA,"7007"
"45376","Smith, Cameron",37,146,288,"7007"
"46096","Snedeker, Brandt",58,147,295,"7007"
"46816","Spieth, Jordan",1,138,273,"7007"
"47536","Stenson, Henrik",7,143,281,"7007"
"48256","Streb, Robert",63,147,299,"7007"
"48976","Streelman, Kevin",28,143,286,"7007"
"49696","Sullivan, Andy",11,141,282,"7007"
"50416","Taylor, Vaughn",69,150,NA,"7007"
"51136","Thomas, Justin",66,149,NA,"7007"
"51856","Walker, Jimmy",33,144,287,"7007"
"52576","Watson, Bubba",21,145,284,"7007"
"53296","Weir, Mike",75,153,NA,"7007"
"54016","Westwood, Lee",69,150,NA,"7007"
"54736","Wiesberger, Bernd",15,142,283,"7007"
"55456","Willett, Danny",25,142,285,"7007"
"56176","Wood, Chris",75,153,NA,"7007"
"17","An, Byeong Hun",62,149,NA,"7008"
"737","Aphibarnrat, Kiradech",62,149,NA,"7008"
"1457","Berger, Daniel",30,140,286,"7008"
"2177","Bowditch, Steven",79,157,NA,"7008"
"2897","Bradley, Keegan",41,142,291,"7008"
