"","name","rank","friday","sunday","simulationID"
"46812","Spieth, Jordan",10,137,282,"2003"
"47532","Stenson, Henrik",8,142,280,"2003"
"48252","Streb, Robert",71,151,NA,"2003"
"48972","Streelman, Kevin",60,148,NA,"2003"
"49692","Sullivan, Andy",12,135,283,"2003"
"50412","Taylor, Vaughn",33,146,289,"2003"
"51132","Thomas, Justin",47,146,293,"2003"
"51852","Walker, Jimmy",68,150,NA,"2003"
"52572","Watson, Bubba",37,142,290,"2003"
"53292","Weir, Mike",64,149,NA,"2003"
"54012","Westwood, Lee",37,143,290,"2003"
"54732","Wiesberger, Bernd",51,144,294,"2003"
"55452","Willett, Danny",56,147,NA,"2003"
"56172","Wood, Chris",56,147,NA,"2003"
"13","An, Byeong Hun",67,149,NA,"2004"
"733","Aphibarnrat, Kiradech",67,149,NA,"2004"
"1453","Berger, Daniel",37,142,288,"2004"
"2173","Bowditch, Steven",70,150,NA,"2004"
"2893","Bradley, Keegan",58,148,NA,"2004"
"3613","Cabrera Bello, Rafa",43,146,292,"2004"
"4333","Cabrera, Angel",35,141,287,"2004"
"5053","Casey, Paul",29,131,286,"2004"
"5773","Clarke, Darren",78,155,NA,"2004"
"6493","Day, Jason",1,135,271,"2004"
"7213","DeChambeau, Bryson",54,147,NA,"2004"
"7933","Donaldson, Jamie",58,148,NA,"2004"
"8653","Dubuisson, Victor",78,155,NA,"2004"
"9373","Dufner, Jason",2,138,274,"2004"
"10093","Els, Ernie",7,137,279,"2004"
"10813","English, Harris",40,146,289,"2004"
"11533","Fitzpatrick, Matthew",43,145,292,"2004"
"12253","Fowler, Rickie",3,138,276,"2004"
"12973","Garcia, Sergio",25,140,285,"2004"
"13693","Gomez, Fabian",70,150,NA,"2004"
"14413","Grace, Branden",58,148,NA,"2004"
"15133","Grillo, Emiliano",24,140,284,"2004"
"15853","Haas, Bill",41,141,290,"2004"
"16573","Herman, Jim",43,144,292,"2004"
"17293","Hoffman, Charley",37,143,288,"2004"
"18013","Holmes, J.B.",7,142,279,"2004"
"18733","Horschel, Billy",11,139,281,"2004"
"19453","Immelman, Trevor",53,146,300,"2004"
"20173","Jaidee, Thongchai",17,134,282,"2004"
"20893","Johnson, Dustin",6,140,278,"2004"
"21613","Johnson, Zach",11,142,281,"2004"
"22333","Kaufman, Smylie",23,144,283,"2004"
"23053","Kaymer, Martin",48,146,293,"2004"
"23773","Kirk, Chris",11,143,281,"2004"
"24493","Kisner, Kevin",58,148,NA,"2004"
"25213","Kjeldsen, Soren",58,148,NA,"2004"
"25933","Knox, Russell",48,144,293,"2004"
"26653","Koepka, Brooks",17,143,282,"2004"
"27373","Kuchar, Matt",25,144,285,"2004"
"28093","Lahiri, Anirban",29,142,286,"2004"
"28813","Langer, Bernhard",74,151,NA,"2004"
"29533","Lee, Danny",17,138,282,"2004"
"30253","Leishman, Marc",58,148,NA,"2004"
"30973","Lingmerth, David",25,138,285,"2004"
"31693","Love III, Davis",43,145,292,"2004"
"32413","Lowry, Shane",54,147,NA,"2004"
"33133","Mahan, Hunter",52,146,297,"2004"
"33853","Matsuyama, Hideki",37,143,288,"2004"
"34573","McDowell, Graeme",43,145,292,"2004"
"35293","McIlroy, Rory",54,147,NA,"2004"
"36013","Merritt, Troy",77,153,NA,"2004"
"36733","Mickelson, Phil",48,140,293,"2004"
"37453","Moore, Ryan",41,145,290,"2004"
"38173","Na, Kevin",3,137,276,"2004"
"38893","Oosthuizen, Louis",74,151,NA,"2004"
"39613","Piercy, Scott",11,145,281,"2004"
"40333","Poulter, Ian",70,150,NA,"2004"
"41053","Reed, Patrick",11,145,281,"2004"
"41773","Rose, Justin",25,143,285,"2004"
"42493","Schwartzel, Charl",54,147,NA,"2004"
"43213","Scott, Adam",17,146,282,"2004"
"43933","Simpson, Webb",29,141,286,"2004"
"44653","Singh, Vijay",29,144,286,"2004"
"45373","Smith, Cameron",48,143,293,"2004"
"46093","Snedeker, Brandt",58,148,NA,"2004"
"46813","Spieth, Jordan",17,144,282,"2004"
"47533","Stenson, Henrik",9,137,280,"2004"
"48253","Streb, Robert",29,145,286,"2004"
"48973","Streelman, Kevin",17,143,282,"2004"
"49693","Sullivan, Andy",29,146,286,"2004"
"50413","Taylor, Vaughn",70,150,NA,"2004"
"51133","Thomas, Justin",9,140,280,"2004"
"51853","Walker, Jimmy",58,148,NA,"2004"
"52573","Watson, Bubba",11,137,281,"2004"
"53293","Weir, Mike",67,149,NA,"2004"
"54013","Westwood, Lee",74,151,NA,"2004"
"54733","Wiesberger, Bernd",58,148,NA,"2004"
"55453","Willett, Danny",35,143,287,"2004"
"56173","Wood, Chris",3,134,276,"2004"
"14","An, Byeong Hun",23,139,284,"2005"
"734","Aphibarnrat, Kiradech",40,145,287,"2005"
"1454","Berger, Daniel",5,139,277,"2005"
"2174","Bowditch, Steven",77,153,NA,"2005"
"2894","Bradley, Keegan",40,143,287,"2005"
"3614","Cabrera Bello, Rafa",21,140,283,"2005"
"4334","Cabrera, Angel",56,143,295,"2005"
"5054","Casey, Paul",29,145,285,"2005"
"5774","Clarke, Darren",76,152,NA,"2005"
"6494","Day, Jason",12,134,279,"2005"
"7214","DeChambeau, Bryson",58,146,NA,"2005"
"7934","Donaldson, Jamie",8,140,278,"2005"
"8654","Dubuisson, Victor",78,156,NA,"2005"
"9374","Dufner, Jason",40,141,287,"2005"
"10094","Els, Ernie",58,146,NA,"2005"
"10814","English, Harris",52,141,290,"2005"
"11534","Fitzpatrick, Matthew",29,144,285,"2005"
"12254","Fowler, Rickie",5,140,277,"2005"
"12974","Garcia, Sergio",29,144,285,"2005"
"13694","Gomez, Fabian",66,148,NA,"2005"
"14414","Grace, Branden",35,143,286,"2005"
"15134","Grillo, Emiliano",63,147,NA,"2005"
"15854","Haas, Bill",47,143,288,"2005"
"16574","Herman, Jim",72,151,NA,"2005"
"17294","Hoffman, Charley",66,148,NA,"2005"
"18014","Holmes, J.B.",71,150,NA,"2005"
"18734","Horschel, Billy",20,137,282,"2005"
"19454","Immelman, Trevor",63,147,NA,"2005"
"20174","Jaidee, Thongchai",47,145,288,"2005"
"20894","Johnson, Dustin",4,132,276,"2005"
"21614","Johnson, Zach",51,145,289,"2005"
"22334","Kaufman, Smylie",40,142,287,"2005"
"23054","Kaymer, Martin",66,148,NA,"2005"
"23774","Kirk, Chris",40,142,287,"2005"
"24494","Kisner, Kevin",57,145,296,"2005"
"25214","Kjeldsen, Soren",35,145,286,"2005"
"25934","Knox, Russell",40,141,287,"2005"
"26654","Koepka, Brooks",29,141,285,"2005"
"27374","Kuchar, Matt",12,143,279,"2005"
"28094","Lahiri, Anirban",17,141,281,"2005"
"28814","Langer, Bernhard",40,145,287,"2005"
"29534","Lee, Danny",58,146,NA,"2005"
"30254","Leishman, Marc",66,148,NA,"2005"
"30974","Lingmerth, David",29,141,285,"2005"
"31694","Love III, Davis",72,151,NA,"2005"
"32414","Lowry, Shane",35,140,286,"2005"
"33134","Mahan, Hunter",63,147,NA,"2005"
"33854","Matsuyama, Hideki",8,142,278,"2005"
"34574","McDowell, Graeme",17,140,281,"2005"
"35294","McIlroy, Rory",23,136,284,"2005"
"36014","Merritt, Troy",23,141,284,"2005"
"36734","Mickelson, Phil",23,142,284,"2005"
"37454","Moore, Ryan",21,145,283,"2005"
"38174","Na, Kevin",2,135,275,"2005"
"38894","Oosthuizen, Louis",66,148,NA,"2005"
"39614","Piercy, Scott",55,145,294,"2005"
"40334","Poulter, Ian",35,145,286,"2005"
"41054","Reed, Patrick",12,140,279,"2005"
"41774","Rose, Justin",1,137,273,"2005"
"42494","Schwartzel, Charl",35,141,286,"2005"
"43214","Scott, Adam",2,132,275,"2005"
"43934","Simpson, Webb",47,142,288,"2005"
"44654","Singh, Vijay",29,143,285,"2005"
"45374","Smith, Cameron",72,151,NA,"2005"
"46094","Snedeker, Brandt",23,145,284,"2005"
"46814","Spieth, Jordan",5,135,277,"2005"
"47534","Stenson, Henrik",23,142,284,"2005"
"48254","Streb, Robert",15,144,280,"2005"
"48974","Streelman, Kevin",58,146,NA,"2005"
"49694","Sullivan, Andy",15,143,280,"2005"
"50414","Taylor, Vaughn",53,145,293,"2005"
"51134","Thomas, Justin",53,142,293,"2005"
"51854","Walker, Jimmy",79,157,NA,"2005"
"52574","Watson, Bubba",8,137,278,"2005"
"53294","Weir, Mike",72,151,NA,"2005"
"54014","Westwood, Lee",47,145,288,"2005"
"54734","Wiesberger, Bernd",58,146,NA,"2005"
"55454","Willett, Danny",8,141,278,"2005"
"56174","Wood, Chris",17,140,281,"2005"
"15","An, Byeong Hun",41,142,289,"2006"
"735","Aphibarnrat, Kiradech",61,148,NA,"2006"
"1455","Berger, Daniel",46,145,291,"2006"
"2175","Bowditch, Steven",79,157,NA,"2006"
"2895","Bradley, Keegan",23,138,285,"2006"
"3615","Cabrera Bello, Rafa",14,142,282,"2006"
"4335","Cabrera, Angel",69,149,NA,"2006"
"5055","Casey, Paul",23,146,285,"2006"
"5775","Clarke, Darren",78,156,NA,"2006"
"6495","Day, Jason",23,145,285,"2006"
"7215","DeChambeau, Bryson",56,147,NA,"2006"
"7935","Donaldson, Jamie",14,138,282,"2006"
"8655","Dubuisson, Victor",56,147,NA,"2006"
"9375","Dufner, Jason",37,142,288,"2006"
"10095","Els, Ernie",56,147,NA,"2006"
"10815","English, Harris",29,141,286,"2006"
"11535","Fitzpatrick, Matthew",61,148,NA,"2006"
"12255","Fowler, Rickie",9,140,281,"2006"
"12975","Garcia, Sergio",35,141,287,"2006"
"13695","Gomez, Fabian",37,142,288,"2006"
"14415","Grace, Branden",6,141,279,"2006"
"15135","Grillo, Emiliano",71,150,NA,"2006"
"15855","Haas, Bill",9,139,281,"2006"
"16575","Herman, Jim",8,141,280,"2006"
"17295","Hoffman, Charley",20,146,284,"2006"
"18015","Holmes, J.B.",61,148,NA,"2006"
"18735","Horschel, Billy",29,144,286,"2006"
"19455","Immelman, Trevor",48,145,293,"2006"
"20175","Jaidee, Thongchai",50,143,294,"2006"
"20895","Johnson, Dustin",29,145,286,"2006"
"21615","Johnson, Zach",1,138,275,"2006"
"22335","Kaufman, Smylie",18,139,283,"2006"
"23055","Kaymer, Martin",69,149,NA,"2006"
"23775","Kirk, Chris",50,143,294,"2006"
"24495","Kisner, Kevin",23,143,285,"2006"
"25215","Kjeldsen, Soren",20,143,284,"2006"
"25935","Knox, Russell",37,146,288,"2006"
"26655","Koepka, Brooks",9,142,281,"2006"
"27375","Kuchar, Matt",3,135,276,"2006"
"28095","Lahiri, Anirban",29,145,286,"2006"
"28815","Langer, Bernhard",29,140,286,"2006"
"29535","Lee, Danny",61,148,NA,"2006"
"30255","Leishman, Marc",18,140,283,"2006"
"30975","Lingmerth, David",4,136,277,"2006"
"31695","Love III, Davis",55,144,298,"2006"
"32415","Lowry, Shane",35,143,287,"2006"
"33135","Mahan, Hunter",61,148,NA,"2006"
"33855","Matsuyama, Hideki",9,140,281,"2006"
"34575","McDowell, Graeme",53,142,296,"2006"
"35295","McIlroy, Rory",9,138,281,"2006"
"36015","Merritt, Troy",75,152,NA,"2006"
"36735","Mickelson, Phil",42,141,290,"2006"
"37455","Moore, Ryan",14,143,282,"2006"
"38175","Na, Kevin",42,139,290,"2006"
"38895","Oosthuizen, Louis",61,148,NA,"2006"
"39615","Piercy, Scott",23,145,285,"2006"
"40335","Poulter, Ian",42,142,290,"2006"
"41055","Reed, Patrick",29,143,286,"2006"
"41775","Rose, Justin",20,144,284,"2006"
"42495","Schwartzel, Charl",14,145,282,"2006"
"43215","Scott, Adam",5,141,278,"2006"
"43935","Simpson, Webb",52,146,295,"2006"
"44655","Singh, Vijay",53,146,296,"2006"
"45375","Smith, Cameron",73,151,NA,"2006"
"46095","Snedeker, Brandt",61,148,NA,"2006"
"46815","Spieth, Jordan",75,152,NA,"2006"
"47535","Stenson, Henrik",6,139,279,"2006"
"48255","Streb, Robert",56,147,NA,"2006"
"48975","Streelman, Kevin",42,145,290,"2006"
"49695","Sullivan, Andy",48,146,293,"2006"
"50415","Taylor, Vaughn",56,147,NA,"2006"
"51135","Thomas, Justin",46,145,291,"2006"
"51855","Walker, Jimmy",23,144,285,"2006"
"52575","Watson, Bubba",61,148,NA,"2006"
"53295","Weir, Mike",73,151,NA,"2006"
"54015","Westwood, Lee",71,150,NA,"2006"
"54735","Wiesberger, Bernd",75,152,NA,"2006"
"55455","Willett, Danny",1,133,275,"2006"
"56175","Wood, Chris",37,142,288,"2006"
"16","An, Byeong Hun",55,148,NA,"2007"
"736","Aphibarnrat, Kiradech",74,152,NA,"2007"
"1456","Berger, Daniel",55,148,NA,"2007"
"2176","Bowditch, Steven",51,147,295,"2007"
"2896","Bradley, Keegan",49,143,294,"2007"
"3616","Cabrera Bello, Rafa",52,145,296,"2007"
"4336","Cabrera, Angel",78,154,NA,"2007"
"5056","Casey, Paul",13,143,284,"2007"
"5776","Clarke, Darren",55,148,NA,"2007"
"6496","Day, Jason",13,141,284,"2007"
"7216","DeChambeau, Bryson",71,151,NA,"2007"
"7936","Donaldson, Jamie",63,149,NA,"2007"
"8656","Dubuisson, Victor",45,147,292,"2007"
"9376","Dufner, Jason",63,149,NA,"2007"
"10096","Els, Ernie",3,138,279,"2007"
"10816","English, Harris",68,150,NA,"2007"
"11536","Fitzpatrick, Matthew",5,140,281,"2007"
"12256","Fowler, Rickie",2,142,278,"2007"
"12976","Garcia, Sergio",55,148,NA,"2007"
"13696","Gomez, Fabian",53,147,297,"2007"
"14416","Grace, Branden",25,146,286,"2007"
"15136","Grillo, Emiliano",48,147,293,"2007"
"15856","Haas, Bill",68,150,NA,"2007"
"16576","Herman, Jim",9,141,282,"2007"
"17296","Hoffman, Charley",13,143,284,"2007"
"18016","Holmes, J.B.",42,145,291,"2007"
"18736","Horschel, Billy",5,139,281,"2007"
"19456","Immelman, Trevor",63,149,NA,"2007"
"20176","Jaidee, Thongchai",55,148,NA,"2007"
"20896","Johnson, Dustin",5,143,281,"2007"
"21616","Johnson, Zach",22,144,285,"2007"
"22336","Kaufman, Smylie",74,152,NA,"2007"
"23056","Kaymer, Martin",45,145,292,"2007"
"23776","Kirk, Chris",42,145,291,"2007"
"24496","Kisner, Kevin",79,155,NA,"2007"
"25216","Kjeldsen, Soren",54,147,303,"2007"
"25936","Knox, Russell",13,145,284,"2007"
"26656","Koepka, Brooks",31,143,288,"2007"
"27376","Kuchar, Matt",31,145,288,"2007"
"28096","Lahiri, Anirban",25,139,286,"2007"
"28816","Langer, Bernhard",45,144,292,"2007"
"29536","Lee, Danny",11,142,283,"2007"
"30256","Leishman, Marc",13,143,284,"2007"
"30976","Lingmerth, David",31,146,288,"2007"
"31696","Love III, Davis",25,146,286,"2007"
"32416","Lowry, Shane",13,139,284,"2007"
"33136","Mahan, Hunter",74,152,NA,"2007"
"33856","Matsuyama, Hideki",22,142,285,"2007"
"34576","McDowell, Graeme",63,149,NA,"2007"
"35296","McIlroy, Rory",37,145,289,"2007"
"36016","Merritt, Troy",25,140,286,"2007"
"36736","Mickelson, Phil",3,138,279,"2007"
"37456","Moore, Ryan",29,142,287,"2007"
"38176","Na, Kevin",13,138,284,"2007"
"38896","Oosthuizen, Louis",31,142,288,"2007"
"39616","Piercy, Scott",31,145,288,"2007"
"40336","Poulter, Ian",55,148,NA,"2007"
"41056","Reed, Patrick",37,140,289,"2007"
"41776","Rose, Justin",37,142,289,"2007"
"42496","Schwartzel, Charl",68,150,NA,"2007"
"43216","Scott, Adam",22,145,285,"2007"
"43936","Simpson, Webb",63,149,NA,"2007"
"44656","Singh, Vijay",13,142,284,"2007"
"45376","Smith, Cameron",41,147,290,"2007"
"46096","Snedeker, Brandt",13,146,284,"2007"
"46816","Spieth, Jordan",1,137,277,"2007"
"47536","Stenson, Henrik",71,151,NA,"2007"
"48256","Streb, Robert",55,148,NA,"2007"
"48976","Streelman, Kevin",11,143,283,"2007"
"49696","Sullivan, Andy",49,147,294,"2007"
"50416","Taylor, Vaughn",74,152,NA,"2007"
"51136","Thomas, Justin",31,137,288,"2007"
"51856","Walker, Jimmy",5,138,281,"2007"
"52576","Watson, Bubba",29,145,287,"2007"
"53296","Weir, Mike",71,151,NA,"2007"
"54016","Westwood, Lee",55,148,NA,"2007"
"54736","Wiesberger, Bernd",37,144,289,"2007"
"55456","Willett, Danny",42,146,291,"2007"
"56176","Wood, Chris",9,141,282,"2007"
"17","An, Byeong Hun",36,145,288,"2008"
"737","Aphibarnrat, Kiradech",46,141,290,"2008"
"1457","Berger, Daniel",50,145,291,"2008"
"2177","Bowditch, Steven",43,145,289,"2008"
"2897","Bradley, Keegan",46,146,290,"2008"
"3617","Cabrera Bello, Rafa",7,137,280,"2008"
