"","name","rank","friday","sunday","simulationID"
"44652","Singh, Vijay",25,146,286,"8003"
"45372","Smith, Cameron",76,152,NA,"8003"
"46092","Snedeker, Brandt",9,140,282,"8003"
"46812","Spieth, Jordan",12,138,283,"8003"
"47532","Stenson, Henrik",4,135,278,"8003"
"48252","Streb, Robert",62,148,NA,"8003"
"48972","Streelman, Kevin",25,141,286,"8003"
"49692","Sullivan, Andy",55,146,293,"8003"
"50412","Taylor, Vaughn",21,137,285,"8003"
"51132","Thomas, Justin",73,150,NA,"8003"
"51852","Walker, Jimmy",51,145,292,"8003"
"52572","Watson, Bubba",34,145,288,"8003"
"53292","Weir, Mike",73,150,NA,"8003"
"54012","Westwood, Lee",25,141,286,"8003"
"54732","Wiesberger, Bernd",62,148,NA,"8003"
"55452","Willett, Danny",21,143,285,"8003"
"56172","Wood, Chris",34,142,288,"8003"
"13","An, Byeong Hun",25,145,286,"8004"
"733","Aphibarnrat, Kiradech",78,155,NA,"8004"
"1453","Berger, Daniel",62,147,NA,"8004"
"2173","Bowditch, Steven",51,145,296,"8004"
"2893","Bradley, Keegan",62,147,NA,"8004"
"3613","Cabrera Bello, Rafa",11,142,282,"8004"
"4333","Cabrera, Angel",25,142,286,"8004"
"5053","Casey, Paul",73,150,NA,"8004"
"5773","Clarke, Darren",75,151,NA,"8004"
"6493","Day, Jason",2,142,275,"8004"
"7213","DeChambeau, Bryson",68,148,NA,"8004"
"7933","Donaldson, Jamie",21,140,285,"8004"
"8653","Dubuisson, Victor",79,156,NA,"8004"
"9373","Dufner, Jason",52,146,NA,"8004"
"10093","Els, Ernie",75,151,NA,"8004"
"10813","English, Harris",21,139,285,"8004"
"11533","Fitzpatrick, Matthew",52,146,NA,"8004"
"12253","Fowler, Rickie",3,137,276,"8004"
"12973","Garcia, Sergio",30,145,287,"8004"
"13693","Gomez, Fabian",7,140,279,"8004"
"14413","Grace, Branden",52,146,NA,"8004"
"15133","Grillo, Emiliano",36,143,289,"8004"
"15853","Haas, Bill",52,146,NA,"8004"
"16573","Herman, Jim",52,146,NA,"8004"
"17293","Hoffman, Charley",10,137,281,"8004"
"18013","Holmes, J.B.",36,144,289,"8004"
"18733","Horschel, Billy",48,144,293,"8004"
"19453","Immelman, Trevor",50,142,295,"8004"
"20173","Jaidee, Thongchai",52,146,NA,"8004"
"20893","Johnson, Dustin",3,141,276,"8004"
"21613","Johnson, Zach",42,144,290,"8004"
"22333","Kaufman, Smylie",18,143,284,"8004"
"23053","Kaymer, Martin",11,139,282,"8004"
"23773","Kirk, Chris",77,152,NA,"8004"
"24493","Kisner, Kevin",34,143,288,"8004"
"25213","Kjeldsen, Soren",52,146,NA,"8004"
"25933","Knox, Russell",16,143,283,"8004"
"26653","Koepka, Brooks",30,143,287,"8004"
"27373","Kuchar, Matt",9,135,280,"8004"
"28093","Lahiri, Anirban",25,145,286,"8004"
"28813","Langer, Bernhard",36,145,289,"8004"
"29533","Lee, Danny",11,143,282,"8004"
"30253","Leishman, Marc",42,144,290,"8004"
"30973","Lingmerth, David",25,143,286,"8004"
"31693","Love III, Davis",30,144,287,"8004"
"32413","Lowry, Shane",62,147,NA,"8004"
"33133","Mahan, Hunter",47,140,291,"8004"
"33853","Matsuyama, Hideki",68,148,NA,"8004"
"34573","McDowell, Graeme",21,140,285,"8004"
"35293","McIlroy, Rory",25,143,286,"8004"
"36013","Merritt, Troy",18,142,284,"8004"
"36733","Mickelson, Phil",72,149,NA,"8004"
"37453","Moore, Ryan",3,139,276,"8004"
"38173","Na, Kevin",52,146,NA,"8004"
"38893","Oosthuizen, Louis",11,142,282,"8004"
"39613","Piercy, Scott",18,140,284,"8004"
"40333","Poulter, Ian",73,150,NA,"8004"
"41053","Reed, Patrick",1,138,271,"8004"
"41773","Rose, Justin",36,145,289,"8004"
"42493","Schwartzel, Charl",68,148,NA,"8004"
"43213","Scott, Adam",11,141,282,"8004"
"43933","Simpson, Webb",42,144,290,"8004"
"44653","Singh, Vijay",16,141,283,"8004"
"45373","Smith, Cameron",21,145,285,"8004"
"46093","Snedeker, Brandt",62,147,NA,"8004"
"46813","Spieth, Jordan",7,138,279,"8004"
"47533","Stenson, Henrik",3,140,276,"8004"
"48253","Streb, Robert",52,146,NA,"8004"
"48973","Streelman, Kevin",42,144,290,"8004"
"49693","Sullivan, Andy",36,141,289,"8004"
"50413","Taylor, Vaughn",34,143,288,"8004"
"51133","Thomas, Justin",62,147,NA,"8004"
"51853","Walker, Jimmy",36,144,289,"8004"
"52573","Watson, Bubba",42,145,290,"8004"
"53293","Weir, Mike",49,145,294,"8004"
"54013","Westwood, Lee",62,147,NA,"8004"
"54733","Wiesberger, Bernd",52,146,NA,"8004"
"55453","Willett, Danny",68,148,NA,"8004"
"56173","Wood, Chris",30,140,287,"8004"
"14","An, Byeong Hun",57,148,NA,"8005"
"734","Aphibarnrat, Kiradech",11,136,281,"8005"
"1454","Berger, Daniel",11,138,281,"8005"
"2174","Bowditch, Steven",50,143,296,"8005"
"2894","Bradley, Keegan",9,143,278,"8005"
"3614","Cabrera Bello, Rafa",3,136,276,"8005"
"4334","Cabrera, Angel",6,140,277,"8005"
"5054","Casey, Paul",22,141,284,"8005"
"5774","Clarke, Darren",48,141,295,"8005"
"6494","Day, Jason",1,134,269,"8005"
"7214","DeChambeau, Bryson",50,147,296,"8005"
"7934","Donaldson, Jamie",57,148,NA,"8005"
"8654","Dubuisson, Victor",37,145,290,"8005"
"9374","Dufner, Jason",6,138,277,"8005"
"10094","Els, Ernie",45,142,294,"8005"
"10814","English, Harris",57,148,NA,"8005"
"11534","Fitzpatrick, Matthew",50,146,296,"8005"
"12254","Fowler, Rickie",3,142,276,"8005"
"12974","Garcia, Sergio",11,139,281,"8005"
"13694","Gomez, Fabian",73,152,NA,"8005"
"14414","Grace, Branden",70,150,NA,"8005"
"15134","Grillo, Emiliano",27,140,287,"8005"
"15854","Haas, Bill",43,146,293,"8005"
"16574","Herman, Jim",41,147,291,"8005"
"17294","Hoffman, Charley",78,156,NA,"8005"
"18014","Holmes, J.B.",55,147,299,"8005"
"18734","Horschel, Billy",15,138,282,"8005"
"19454","Immelman, Trevor",79,158,NA,"8005"
"20174","Jaidee, Thongchai",15,143,282,"8005"
"20894","Johnson, Dustin",66,149,NA,"8005"
"21614","Johnson, Zach",30,139,288,"8005"
"22334","Kaufman, Smylie",33,147,289,"8005"
"23054","Kaymer, Martin",57,148,NA,"8005"
"23774","Kirk, Chris",33,143,289,"8005"
"24494","Kisner, Kevin",57,148,NA,"8005"
"25214","Kjeldsen, Soren",6,137,277,"8005"
"25934","Knox, Russell",71,151,NA,"8005"
"26654","Koepka, Brooks",42,146,292,"8005"
"27374","Kuchar, Matt",30,147,288,"8005"
"28094","Lahiri, Anirban",22,142,284,"8005"
"28814","Langer, Bernhard",37,143,290,"8005"
"29534","Lee, Danny",11,141,281,"8005"
"30254","Leishman, Marc",57,148,NA,"8005"
"30974","Lingmerth, David",37,145,290,"8005"
"31694","Love III, Davis",27,147,287,"8005"
"32414","Lowry, Shane",24,143,286,"8005"
"33134","Mahan, Hunter",54,144,297,"8005"
"33854","Matsuyama, Hideki",57,148,NA,"8005"
"34574","McDowell, Graeme",66,149,NA,"8005"
"35294","McIlroy, Rory",3,140,276,"8005"
"36014","Merritt, Troy",50,146,296,"8005"
"36734","Mickelson, Phil",19,142,283,"8005"
"37454","Moore, Ryan",24,144,286,"8005"
"38174","Na, Kevin",57,148,NA,"8005"
"38894","Oosthuizen, Louis",37,141,290,"8005"
"39614","Piercy, Scott",74,153,NA,"8005"
"40334","Poulter, Ian",9,134,278,"8005"
"41054","Reed, Patrick",45,144,294,"8005"
"41774","Rose, Justin",56,145,302,"8005"
"42494","Schwartzel, Charl",66,149,NA,"8005"
"43214","Scott, Adam",15,141,282,"8005"
"43934","Simpson, Webb",45,145,294,"8005"
"44654","Singh, Vijay",27,144,287,"8005"
"45374","Smith, Cameron",24,144,286,"8005"
"46094","Snedeker, Brandt",19,144,283,"8005"
"46814","Spieth, Jordan",19,144,283,"8005"
"47534","Stenson, Henrik",74,153,NA,"8005"
"48254","Streb, Robert",43,147,293,"8005"
"48974","Streelman, Kevin",71,151,NA,"8005"
"49694","Sullivan, Andy",48,146,295,"8005"
"50414","Taylor, Vaughn",33,147,289,"8005"
"51134","Thomas, Justin",30,142,288,"8005"
"51854","Walker, Jimmy",33,142,289,"8005"
"52574","Watson, Bubba",2,140,274,"8005"
"53294","Weir, Mike",74,153,NA,"8005"
"54014","Westwood, Lee",57,148,NA,"8005"
"54734","Wiesberger, Bernd",66,149,NA,"8005"
"55454","Willett, Danny",15,142,282,"8005"
"56174","Wood, Chris",77,154,NA,"8005"
"15","An, Byeong Hun",53,145,296,"8006"
"735","Aphibarnrat, Kiradech",65,150,NA,"8006"
"1455","Berger, Daniel",1,140,277,"8006"
"2175","Bowditch, Steven",70,151,NA,"8006"
"2895","Bradley, Keegan",65,150,NA,"8006"
"3615","Cabrera Bello, Rafa",3,138,278,"8006"
"4335","Cabrera, Angel",50,147,294,"8006"
"5055","Casey, Paul",32,141,288,"8006"
"5775","Clarke, Darren",70,151,NA,"8006"
"6495","Day, Jason",5,142,280,"8006"
"7215","DeChambeau, Bryson",49,145,293,"8006"
"7935","Donaldson, Jamie",14,143,284,"8006"
"8655","Dubuisson, Victor",77,155,NA,"8006"
"9375","Dufner, Jason",21,143,285,"8006"
"10095","Els, Ernie",70,151,NA,"8006"
"10815","English, Harris",52,146,295,"8006"
"11535","Fitzpatrick, Matthew",39,145,289,"8006"
"12255","Fowler, Rickie",4,139,279,"8006"
"12975","Garcia, Sergio",14,141,284,"8006"
"13695","Gomez, Fabian",75,153,NA,"8006"
"14415","Grace, Branden",32,146,288,"8006"
"15135","Grillo, Emiliano",21,144,285,"8006"
"15855","Haas, Bill",42,145,290,"8006"
"16575","Herman, Jim",45,148,291,"8006"
"17295","Hoffman, Charley",57,149,NA,"8006"
"18015","Holmes, J.B.",32,146,288,"8006"
"18735","Horschel, Billy",57,149,NA,"8006"
"19455","Immelman, Trevor",75,153,NA,"8006"
"20175","Jaidee, Thongchai",65,150,NA,"8006"
"20895","Johnson, Dustin",14,143,284,"8006"
"21615","Johnson, Zach",53,148,296,"8006"
"22335","Kaufman, Smylie",57,149,NA,"8006"
"23055","Kaymer, Martin",21,143,285,"8006"
"23775","Kirk, Chris",78,157,NA,"8006"
"24495","Kisner, Kevin",32,146,288,"8006"
"25215","Kjeldsen, Soren",57,149,NA,"8006"
"25935","Knox, Russell",42,146,290,"8006"
"26655","Koepka, Brooks",10,143,283,"8006"
"27375","Kuchar, Matt",32,145,288,"8006"
"28095","Lahiri, Anirban",73,152,NA,"8006"
"28815","Langer, Bernhard",27,143,286,"8006"
"29535","Lee, Danny",8,142,282,"8006"
"30255","Leishman, Marc",57,149,NA,"8006"
"30975","Lingmerth, David",14,147,284,"8006"
"31695","Love III, Davis",21,142,285,"8006"
"32415","Lowry, Shane",47,148,292,"8006"
"33135","Mahan, Hunter",57,149,NA,"8006"
"33855","Matsuyama, Hideki",50,146,294,"8006"
"34575","McDowell, Graeme",21,147,285,"8006"
"35295","McIlroy, Rory",10,148,283,"8006"
"36015","Merritt, Troy",10,142,283,"8006"
"36735","Mickelson, Phil",14,141,284,"8006"
"37455","Moore, Ryan",6,145,281,"8006"
"38175","Na, Kevin",29,147,287,"8006"
"38895","Oosthuizen, Louis",39,148,289,"8006"
"39615","Piercy, Scott",47,148,292,"8006"
"40335","Poulter, Ian",65,150,NA,"8006"
"41055","Reed, Patrick",55,146,297,"8006"
"41775","Rose, Justin",8,141,282,"8006"
"42495","Schwartzel, Charl",14,145,284,"8006"
"43215","Scott, Adam",57,149,NA,"8006"
"43935","Simpson, Webb",57,149,NA,"8006"
"44655","Singh, Vijay",55,147,297,"8006"
"45375","Smith, Cameron",73,152,NA,"8006"
"46095","Snedeker, Brandt",32,146,288,"8006"
"46815","Spieth, Jordan",45,142,291,"8006"
"47535","Stenson, Henrik",39,147,289,"8006"
"48255","Streb, Robert",65,150,NA,"8006"
"48975","Streelman, Kevin",27,140,286,"8006"
"49695","Sullivan, Andy",6,144,281,"8006"
"50415","Taylor, Vaughn",21,145,285,"8006"
"51135","Thomas, Justin",14,144,284,"8006"
"51855","Walker, Jimmy",1,139,277,"8006"
"52575","Watson, Bubba",29,140,287,"8006"
"53295","Weir, Mike",79,158,NA,"8006"
"54015","Westwood, Lee",32,142,288,"8006"
"54735","Wiesberger, Bernd",29,138,287,"8006"
"55455","Willett, Danny",42,146,290,"8006"
"56175","Wood, Chris",10,143,283,"8006"
"16","An, Byeong Hun",5,141,278,"8007"
"736","Aphibarnrat, Kiradech",26,143,286,"8007"
"1456","Berger, Daniel",32,146,287,"8007"
"2176","Bowditch, Steven",71,151,NA,"8007"
"2896","Bradley, Keegan",65,149,NA,"8007"
"3616","Cabrera Bello, Rafa",26,146,286,"8007"
"4336","Cabrera, Angel",40,142,290,"8007"
"5056","Casey, Paul",2,143,277,"8007"
"5776","Clarke, Darren",78,155,NA,"8007"
"6496","Day, Jason",15,142,283,"8007"
"7216","DeChambeau, Bryson",71,151,NA,"8007"
"7936","Donaldson, Jamie",26,143,286,"8007"
"8656","Dubuisson, Victor",74,152,NA,"8007"
"9376","Dufner, Jason",15,136,283,"8007"
"10096","Els, Ernie",22,141,285,"8007"
"10816","English, Harris",22,146,285,"8007"
"11536","Fitzpatrick, Matthew",65,149,NA,"8007"
"12256","Fowler, Rickie",34,144,288,"8007"
"12976","Garcia, Sergio",9,139,281,"8007"
"13696","Gomez, Fabian",32,140,287,"8007"
"14416","Grace, Branden",47,143,293,"8007"
"15136","Grillo, Emiliano",52,146,295,"8007"
"15856","Haas, Bill",38,142,289,"8007"
"16576","Herman, Jim",55,144,299,"8007"
"17296","Hoffman, Charley",74,152,NA,"8007"
"18016","Holmes, J.B.",1,141,275,"8007"
"18736","Horschel, Billy",53,146,296,"8007"
"19456","Immelman, Trevor",26,143,286,"8007"
"20176","Jaidee, Thongchai",56,147,NA,"8007"
"20896","Johnson, Dustin",9,140,281,"8007"
"21616","Johnson, Zach",26,146,286,"8007"
"22336","Kaufman, Smylie",34,144,288,"8007"
"23056","Kaymer, Martin",47,144,293,"8007"
"23776","Kirk, Chris",5,136,278,"8007"
"24496","Kisner, Kevin",26,145,286,"8007"
"25216","Kjeldsen, Soren",40,146,290,"8007"
"25936","Knox, Russell",56,147,NA,"8007"
"26656","Koepka, Brooks",22,144,285,"8007"
"27376","Kuchar, Matt",9,139,281,"8007"
"28096","Lahiri, Anirban",51,144,294,"8007"
"28816","Langer, Bernhard",22,144,285,"8007"
"29536","Lee, Danny",53,145,296,"8007"
"30256","Leishman, Marc",40,142,290,"8007"
"30976","Lingmerth, David",65,149,NA,"8007"
"31696","Love III, Davis",20,141,284,"8007"
"32416","Lowry, Shane",44,145,291,"8007"
"33136","Mahan, Hunter",70,150,NA,"8007"
"33856","Matsuyama, Hideki",2,138,277,"8007"
"34576","McDowell, Graeme",34,145,288,"8007"
"35296","McIlroy, Rory",9,139,281,"8007"
"36016","Merritt, Troy",15,140,283,"8007"
"36736","Mickelson, Phil",34,146,288,"8007"
"37456","Moore, Ryan",59,148,NA,"8007"
"38176","Na, Kevin",65,149,NA,"8007"
"38896","Oosthuizen, Louis",40,145,290,"8007"
"39616","Piercy, Scott",59,148,NA,"8007"
"40336","Poulter, Ian",65,149,NA,"8007"
"41056","Reed, Patrick",5,135,278,"8007"
"41776","Rose, Justin",59,148,NA,"8007"
"42496","Schwartzel, Charl",15,143,283,"8007"
"43216","Scott, Adam",2,134,277,"8007"
"43936","Simpson, Webb",59,148,NA,"8007"
"44656","Singh, Vijay",56,147,NA,"8007"
"45376","Smith, Cameron",77,154,NA,"8007"
"46096","Snedeker, Brandt",47,145,293,"8007"
"46816","Spieth, Jordan",71,151,NA,"8007"
"47536","Stenson, Henrik",79,156,NA,"8007"
"48256","Streb, Robert",20,140,284,"8007"
"48976","Streelman, Kevin",47,146,293,"8007"
"49696","Sullivan, Andy",13,143,282,"8007"
"50416","Taylor, Vaughn",45,144,292,"8007"
"51136","Thomas, Justin",45,144,292,"8007"
"51856","Walker, Jimmy",76,153,NA,"8007"
"52576","Watson, Bubba",15,140,283,"8007"
"53296","Weir, Mike",59,148,NA,"8007"
"54016","Westwood, Lee",59,148,NA,"8007"
"54736","Wiesberger, Bernd",38,144,289,"8007"
"55456","Willett, Danny",13,142,282,"8007"
"56176","Wood, Chris",8,139,279,"8007"
"17","An, Byeong Hun",35,145,290,"8008"
"737","Aphibarnrat, Kiradech",27,145,286,"8008"
"1457","Berger, Daniel",13,144,281,"8008"
"2177","Bowditch, Steven",68,150,NA,"8008"
"2897","Bradley, Keegan",32,142,289,"8008"
"3617","Cabrera Bello, Rafa",43,145,293,"8008"
