"","name","rank","friday","sunday","simulationID"
"388983","Oosthuizen, Louis",17,135,284,"5084"
"396183","Piercy, Scott",74,151,NA,"5084"
"403383","Poulter, Ian",48,145,293,"5084"
"410583","Reed, Patrick",30,144,287,"5084"
"417783","Rose, Justin",69,149,NA,"5084"
"424983","Schwartzel, Charl",25,142,286,"5084"
"432183","Scott, Adam",5,141,279,"5084"
"439383","Simpson, Webb",2,139,277,"5084"
"446583","Singh, Vijay",35,143,288,"5084"
"453783","Smith, Cameron",61,148,NA,"5084"
"460983","Snedeker, Brandt",61,148,NA,"5084"
"468183","Spieth, Jordan",2,144,277,"5084"
"475383","Stenson, Henrik",55,147,NA,"5084"
"482583","Streb, Robert",55,147,NA,"5084"
"489783","Streelman, Kevin",61,148,NA,"5084"
"496983","Sullivan, Andy",71,150,NA,"5084"
"504183","Taylor, Vaughn",38,145,289,"5084"
"511383","Thomas, Justin",30,142,287,"5084"
"518583","Walker, Jimmy",8,144,281,"5084"
"525783","Watson, Bubba",11,145,283,"5084"
"532983","Weir, Mike",61,148,NA,"5084"
"540183","Westwood, Lee",11,146,283,"5084"
"547383","Wiesberger, Bernd",38,145,289,"5084"
"554583","Willett, Danny",25,142,286,"5084"
"561783","Wood, Chris",55,147,NA,"5084"
"185","An, Byeong Hun",64,148,NA,"5085"
"7384","Aphibarnrat, Kiradech",55,142,293,"5085"
"14584","Berger, Daniel",40,144,290,"5085"
"21784","Bowditch, Steven",59,147,296,"5085"
"28984","Bradley, Keegan",10,140,282,"5085"
"36184","Cabrera Bello, Rafa",4,142,278,"5085"
"43384","Cabrera, Angel",15,146,284,"5085"
"50584","Casey, Paul",43,147,291,"5085"
"57784","Clarke, Darren",62,146,300,"5085"
"64984","Day, Jason",1,137,269,"5085"
"72184","DeChambeau, Bryson",57,141,294,"5085"
"79384","Donaldson, Jamie",77,154,NA,"5085"
"86584","Dubuisson, Victor",34,143,288,"5085"
"93784","Dufner, Jason",28,147,287,"5085"
"100984","Els, Ernie",72,150,NA,"5085"
"108184","English, Harris",43,145,291,"5085"
"115384","Fitzpatrick, Matthew",19,144,285,"5085"
"122584","Fowler, Rickie",64,148,NA,"5085"
"129784","Garcia, Sergio",28,147,287,"5085"
"136984","Gomez, Fabian",60,147,297,"5085"
"144184","Grace, Branden",15,144,284,"5085"
"151384","Grillo, Emiliano",64,148,NA,"5085"
"158584","Haas, Bill",50,145,292,"5085"
"165784","Herman, Jim",37,143,289,"5085"
"172984","Hoffman, Charley",68,149,NA,"5085"
"180184","Holmes, J.B.",68,149,NA,"5085"
"187384","Horschel, Billy",43,147,291,"5085"
"194584","Immelman, Trevor",63,147,301,"5085"
"201784","Jaidee, Thongchai",28,144,287,"5085"
"208984","Johnson, Dustin",28,146,287,"5085"
"216184","Johnson, Zach",25,144,286,"5085"
"223384","Kaufman, Smylie",68,149,NA,"5085"
"230584","Kaymer, Martin",25,145,286,"5085"
"237784","Kirk, Chris",43,146,291,"5085"
"244984","Kisner, Kevin",12,143,283,"5085"
"252184","Kjeldsen, Soren",19,144,285,"5085"
"259384","Knox, Russell",28,147,287,"5085"
"266584","Koepka, Brooks",6,139,280,"5085"
"273784","Kuchar, Matt",15,144,284,"5085"
"280984","Lahiri, Anirban",40,145,290,"5085"
"288184","Langer, Bernhard",12,141,283,"5085"
"295384","Lee, Danny",34,146,288,"5085"
"302584","Leishman, Marc",43,143,291,"5085"
"309784","Lingmerth, David",19,146,285,"5085"
"316984","Love III, Davis",50,147,292,"5085"
"324184","Lowry, Shane",72,150,NA,"5085"
"331384","Mahan, Hunter",75,152,NA,"5085"
"338584","Matsuyama, Hideki",12,139,283,"5085"
"345784","McDowell, Graeme",37,144,289,"5085"
"352984","McIlroy, Rory",8,140,281,"5085"
"360184","Merritt, Troy",43,145,291,"5085"
"367384","Mickelson, Phil",2,137,270,"5085"
"374584","Moore, Ryan",10,138,282,"5085"
"381784","Na, Kevin",50,144,292,"5085"
"388984","Oosthuizen, Louis",8,143,281,"5085"
"396184","Piercy, Scott",64,148,NA,"5085"
"403384","Poulter, Ian",37,146,289,"5085"
"410584","Reed, Patrick",15,146,284,"5085"
"417784","Rose, Justin",6,138,280,"5085"
"424984","Schwartzel, Charl",19,144,285,"5085"
"432184","Scott, Adam",50,144,292,"5085"
"439384","Simpson, Webb",28,142,287,"5085"
"446584","Singh, Vijay",34,145,288,"5085"
"453784","Smith, Cameron",57,146,294,"5085"
"460984","Snedeker, Brandt",50,142,292,"5085"
"468184","Spieth, Jordan",3,138,273,"5085"
"475384","Stenson, Henrik",43,147,291,"5085"
"482584","Streb, Robert",40,143,290,"5085"
"489784","Streelman, Kevin",76,153,NA,"5085"
"496984","Sullivan, Andy",72,150,NA,"5085"
"504184","Taylor, Vaughn",55,147,293,"5085"
"511384","Thomas, Justin",19,147,285,"5085"
"518584","Walker, Jimmy",19,142,285,"5085"
"525784","Watson, Bubba",61,147,299,"5085"
"532984","Weir, Mike",77,154,NA,"5085"
"540184","Westwood, Lee",5,140,279,"5085"
"547384","Wiesberger, Bernd",25,143,286,"5085"
"554584","Willett, Danny",68,149,NA,"5085"
"561784","Wood, Chris",79,155,NA,"5085"
"186","An, Byeong Hun",56,148,NA,"5086"
"7385","Aphibarnrat, Kiradech",32,143,288,"5086"
"14585","Berger, Daniel",17,143,284,"5086"
"21785","Bowditch, Steven",53,146,297,"5086"
"28985","Bradley, Keegan",37,147,289,"5086"
"36185","Cabrera Bello, Rafa",17,140,284,"5086"
"43385","Cabrera, Angel",7,140,280,"5086"
"50585","Casey, Paul",62,149,NA,"5086"
"57785","Clarke, Darren",42,147,291,"5086"
"64985","Day, Jason",4,139,279,"5086"
"72185","DeChambeau, Bryson",30,145,287,"5086"
"79385","Donaldson, Jamie",62,149,NA,"5086"
"86585","Dubuisson, Victor",56,148,NA,"5086"
"93785","Dufner, Jason",62,149,NA,"5086"
"100985","Els, Ernie",39,144,290,"5086"
"108185","English, Harris",45,143,292,"5086"
"115385","Fitzpatrick, Matthew",15,140,283,"5086"
"122585","Fowler, Rickie",75,152,NA,"5086"
"129785","Garcia, Sergio",3,144,278,"5086"
"136985","Gomez, Fabian",75,152,NA,"5086"
"144185","Grace, Branden",37,147,289,"5086"
"151385","Grillo, Emiliano",24,141,286,"5086"
"158585","Haas, Bill",39,146,290,"5086"
"165785","Herman, Jim",17,141,284,"5086"
"172985","Hoffman, Charley",52,147,296,"5086"
"180185","Holmes, J.B.",45,145,292,"5086"
"187385","Horschel, Billy",17,142,284,"5086"
"194585","Immelman, Trevor",53,146,297,"5086"
"201785","Jaidee, Thongchai",62,149,NA,"5086"
"208985","Johnson, Dustin",24,147,286,"5086"
"216185","Johnson, Zach",50,147,294,"5086"
"223385","Kaufman, Smylie",48,145,293,"5086"
"230585","Kaymer, Martin",7,140,280,"5086"
"237785","Kirk, Chris",73,151,NA,"5086"
"244985","Kisner, Kevin",17,139,284,"5086"
"252185","Kjeldsen, Soren",71,150,NA,"5086"
"259385","Knox, Russell",30,142,287,"5086"
"266585","Koepka, Brooks",32,143,288,"5086"
"273785","Kuchar, Matt",62,149,NA,"5086"
"280985","Lahiri, Anirban",15,143,283,"5086"
"288185","Langer, Bernhard",71,150,NA,"5086"
"295385","Lee, Danny",42,146,291,"5086"
"302585","Leishman, Marc",75,152,NA,"5086"
"309785","Lingmerth, David",4,140,279,"5086"
"316985","Love III, Davis",56,148,NA,"5086"
"324185","Lowry, Shane",17,142,284,"5086"
"331385","Mahan, Hunter",13,140,282,"5086"
"338585","Matsuyama, Hideki",24,147,286,"5086"
"345785","McDowell, Graeme",62,149,NA,"5086"
"352985","McIlroy, Rory",2,137,274,"5086"
"360185","Merritt, Troy",13,147,282,"5086"
"367385","Mickelson, Phil",56,148,NA,"5086"
"374585","Moore, Ryan",56,148,NA,"5086"
"381785","Na, Kevin",32,147,288,"5086"
"388985","Oosthuizen, Louis",79,156,NA,"5086"
"396185","Piercy, Scott",24,140,286,"5086"
"403385","Poulter, Ian",45,144,292,"5086"
"410585","Reed, Patrick",9,144,281,"5086"
"417785","Rose, Justin",24,144,286,"5086"
"424985","Schwartzel, Charl",56,148,NA,"5086"
"432185","Scott, Adam",23,138,285,"5086"
"439385","Simpson, Webb",24,147,286,"5086"
"446585","Singh, Vijay",4,138,279,"5086"
"453785","Smith, Cameron",62,149,NA,"5086"
"460985","Snedeker, Brandt",9,143,281,"5086"
"468185","Spieth, Jordan",9,142,281,"5086"
"475385","Stenson, Henrik",32,140,288,"5086"
"482585","Streb, Robert",51,143,295,"5086"
"489785","Streelman, Kevin",48,146,293,"5086"
"496985","Sullivan, Andy",73,151,NA,"5086"
"504185","Taylor, Vaughn",42,145,291,"5086"
"511385","Thomas, Justin",62,149,NA,"5086"
"518585","Walker, Jimmy",9,142,281,"5086"
"525785","Watson, Bubba",1,140,272,"5086"
"532985","Weir, Mike",78,153,NA,"5086"
"540185","Westwood, Lee",39,146,290,"5086"
"547385","Wiesberger, Bernd",62,149,NA,"5086"
"554585","Willett, Danny",32,140,288,"5086"
"561785","Wood, Chris",55,143,299,"5086"
"187","An, Byeong Hun",51,144,296,"5087"
"7386","Aphibarnrat, Kiradech",79,158,NA,"5087"
"14586","Berger, Daniel",62,149,NA,"5087"
"21786","Bowditch, Steven",56,148,NA,"5087"
"28986","Bradley, Keegan",15,141,283,"5087"
"36186","Cabrera Bello, Rafa",7,138,279,"5087"
"43386","Cabrera, Angel",75,152,NA,"5087"
"50586","Casey, Paul",4,140,276,"5087"
"57786","Clarke, Darren",77,154,NA,"5087"
"64986","Day, Jason",1,137,269,"5087"
"72186","DeChambeau, Bryson",52,147,NA,"5087"
"79386","Donaldson, Jamie",62,149,NA,"5087"
"86586","Dubuisson, Victor",36,143,288,"5087"
"93786","Dufner, Jason",62,149,NA,"5087"
"100986","Els, Ernie",27,144,286,"5087"
"108186","English, Harris",38,146,289,"5087"
"115386","Fitzpatrick, Matthew",22,143,284,"5087"
"122586","Fowler, Rickie",2,135,270,"5087"
"129786","Garcia, Sergio",33,145,287,"5087"
"136986","Gomez, Fabian",27,136,286,"5087"
"144186","Grace, Branden",36,144,288,"5087"
"151386","Grillo, Emiliano",62,149,NA,"5087"
"158586","Haas, Bill",38,145,289,"5087"
"165786","Herman, Jim",9,140,281,"5087"
"172986","Hoffman, Charley",47,143,293,"5087"
"180186","Holmes, J.B.",22,146,284,"5087"
"187386","Horschel, Billy",27,144,286,"5087"
"194586","Immelman, Trevor",33,146,287,"5087"
"201786","Jaidee, Thongchai",49,144,294,"5087"
"208986","Johnson, Dustin",15,143,283,"5087"
"216186","Johnson, Zach",70,150,NA,"5087"
"223386","Kaufman, Smylie",72,151,NA,"5087"
"230586","Kaymer, Martin",52,147,NA,"5087"
"237786","Kirk, Chris",47,146,293,"5087"
"244986","Kisner, Kevin",15,143,283,"5087"
"252186","Kjeldsen, Soren",27,144,286,"5087"
"259386","Knox, Russell",52,147,NA,"5087"
"266586","Koepka, Brooks",7,138,279,"5087"
"273786","Kuchar, Matt",9,142,281,"5087"
"280986","Lahiri, Anirban",45,145,292,"5087"
"288186","Langer, Bernhard",25,143,285,"5087"
"295386","Lee, Danny",52,147,NA,"5087"
"302586","Leishman, Marc",25,143,285,"5087"
"309786","Lingmerth, David",62,149,NA,"5087"
"316986","Love III, Davis",56,148,NA,"5087"
"324186","Lowry, Shane",56,148,NA,"5087"
"331386","Mahan, Hunter",49,142,294,"5087"
"338586","Matsuyama, Hideki",72,151,NA,"5087"
"345786","McDowell, Graeme",38,142,289,"5087"
"352986","McIlroy, Rory",12,141,282,"5087"
"360186","Merritt, Troy",33,143,287,"5087"
"367386","Mickelson, Phil",75,152,NA,"5087"
"374586","Moore, Ryan",38,145,289,"5087"
"381786","Na, Kevin",45,145,292,"5087"
"388986","Oosthuizen, Louis",38,145,289,"5087"
"396186","Piercy, Scott",43,142,291,"5087"
"403386","Poulter, Ian",62,149,NA,"5087"
"410586","Reed, Patrick",15,139,283,"5087"
"417786","Rose, Justin",43,140,291,"5087"
"424986","Schwartzel, Charl",6,142,278,"5087"
"432186","Scott, Adam",27,140,286,"5087"
"439386","Simpson, Webb",22,142,284,"5087"
"446586","Singh, Vijay",72,151,NA,"5087"
"453786","Smith, Cameron",15,144,283,"5087"
"460986","Snedeker, Brandt",56,148,NA,"5087"
"468186","Spieth, Jordan",5,145,277,"5087"
"475386","Stenson, Henrik",12,140,282,"5087"
"482586","Streb, Robert",70,150,NA,"5087"
"489786","Streelman, Kevin",12,141,282,"5087"
"496986","Sullivan, Andy",9,141,281,"5087"
"504186","Taylor, Vaughn",56,148,NA,"5087"
"511386","Thomas, Justin",27,145,286,"5087"
"518586","Walker, Jimmy",15,143,283,"5087"
"525786","Watson, Bubba",15,145,283,"5087"
"532986","Weir, Mike",78,155,NA,"5087"
"540186","Westwood, Lee",62,149,NA,"5087"
"547386","Wiesberger, Bernd",3,136,274,"5087"
"554586","Willett, Danny",56,148,NA,"5087"
"561786","Wood, Chris",62,149,NA,"5087"
"188","An, Byeong Hun",40,146,290,"5088"
"7387","Aphibarnrat, Kiradech",64,148,NA,"5088"
"14587","Berger, Daniel",53,147,NA,"5088"
"21787","Bowditch, Steven",53,147,NA,"5088"
"28987","Bradley, Keegan",40,141,290,"5088"
"36187","Cabrera Bello, Rafa",35,144,288,"5088"
"43387","Cabrera, Angel",53,147,NA,"5088"
"50587","Casey, Paul",27,143,287,"5088"
"57787","Clarke, Darren",47,146,292,"5088"
"64987","Day, Jason",4,139,279,"5088"
"72187","DeChambeau, Bryson",45,144,291,"5088"
"79387","Donaldson, Jamie",3,143,278,"5088"
"86587","Dubuisson, Victor",64,148,NA,"5088"
"93787","Dufner, Jason",37,142,289,"5088"
"100987","Els, Ernie",75,150,NA,"5088"
"108187","English, Harris",53,147,NA,"5088"
"115387","Fitzpatrick, Matthew",53,147,NA,"5088"
"122587","Fowler, Rickie",35,140,288,"5088"
"129787","Garcia, Sergio",20,142,286,"5088"
"136987","Gomez, Fabian",64,148,NA,"5088"
"144187","Grace, Branden",2,135,277,"5088"
"151387","Grillo, Emiliano",40,141,290,"5088"
"158587","Haas, Bill",4,143,279,"5088"
"165787","Herman, Jim",37,143,289,"5088"
"172987","Hoffman, Charley",20,141,286,"5088"
"180187","Holmes, J.B.",47,143,292,"5088"
"187387","Horschel, Billy",15,143,285,"5088"
"194587","Immelman, Trevor",64,148,NA,"5088"
"201787","Jaidee, Thongchai",12,142,283,"5088"
"208987","Johnson, Dustin",9,142,280,"5088"
"216187","Johnson, Zach",64,148,NA,"5088"
"223387","Kaufman, Smylie",20,141,286,"5088"
"230587","Kaymer, Martin",4,135,279,"5088"
"237787","Kirk, Chris",40,145,290,"5088"
"244987","Kisner, Kevin",11,141,282,"5088"
"252187","Kjeldsen, Soren",27,142,287,"5088"
"259387","Knox, Russell",53,147,NA,"5088"
"266587","Koepka, Brooks",20,141,286,"5088"
"273787","Kuchar, Matt",15,143,285,"5088"
"280987","Lahiri, Anirban",4,142,279,"5088"
"288187","Langer, Bernhard",20,140,286,"5088"
"295387","Lee, Danny",27,141,287,"5088"
"302587","Leishman, Marc",40,141,290,"5088"
"309787","Lingmerth, David",53,147,NA,"5088"
"316987","Love III, Davis",53,147,NA,"5088"
"324187","Lowry, Shane",78,151,NA,"5088"
"331387","Mahan, Hunter",51,144,294,"5088"
"338587","Matsuyama, Hideki",15,146,285,"5088"
"345787","McDowell, Graeme",13,141,284,"5088"
"352987","McIlroy, Rory",4,141,279,"5088"
"360187","Merritt, Troy",75,150,NA,"5088"
"367387","Mickelson, Phil",13,141,284,"5088"
"374587","Moore, Ryan",27,142,287,"5088"
"381787","Na, Kevin",64,148,NA,"5088"
"388987","Oosthuizen, Louis",27,140,287,"5088"
"396187","Piercy, Scott",37,145,289,"5088"
"403387","Poulter, Ian",15,136,285,"5088"
"410587","Reed, Patrick",20,146,286,"5088"
"417787","Rose, Justin",72,149,NA,"5088"
"424987","Schwartzel, Charl",53,147,NA,"5088"
"432187","Scott, Adam",10,137,281,"5088"
"439387","Simpson, Webb",27,145,287,"5088"
"446587","Singh, Vijay",27,140,287,"5088"
"453787","Smith, Cameron",72,149,NA,"5088"
"460987","Snedeker, Brandt",1,138,271,"5088"
"468187","Spieth, Jordan",53,147,NA,"5088"
"475387","Stenson, Henrik",20,143,286,"5088"
"482587","Streb, Robert",64,148,NA,"5088"
"489787","Streelman, Kevin",15,142,285,"5088"
"496987","Sullivan, Andy",75,150,NA,"5088"
"504187","Taylor, Vaughn",53,147,NA,"5088"
"511387","Thomas, Justin",27,143,287,"5088"
"518587","Walker, Jimmy",50,144,293,"5088"
"525787","Watson, Bubba",45,145,291,"5088"
"532987","Weir, Mike",52,145,298,"5088"
"540187","Westwood, Lee",78,151,NA,"5088"
"547387","Wiesberger, Bernd",72,149,NA,"5088"
"554587","Willett, Danny",64,148,NA,"5088"
"561787","Wood, Chris",47,145,292,"5088"
"189","An, Byeong Hun",54,147,NA,"5089"
"7388","Aphibarnrat, Kiradech",66,149,NA,"5089"
"14588","Berger, Daniel",66,149,NA,"5089"
"21788","Bowditch, Steven",61,148,NA,"5089"
"28988","Bradley, Keegan",52,141,294,"5089"
"36188","Cabrera Bello, Rafa",44,143,290,"5089"
"43388","Cabrera, Angel",44,140,290,"5089"
"50588","Casey, Paul",30,143,287,"5089"
"57788","Clarke, Darren",71,150,NA,"5089"
"64988","Day, Jason",30,143,287,"5089"
"72188","DeChambeau, Bryson",36,141,288,"5089"
"79388","Donaldson, Jamie",40,140,289,"5089"
"86588","Dubuisson, Victor",30,141,287,"5089"
"93788","Dufner, Jason",13,138,283,"5089"
"100988","Els, Ernie",36,139,288,"5089"
"108188","English, Harris",71,150,NA,"5089"
"115388","Fitzpatrick, Matthew",71,150,NA,"5089"
"122588","Fowler, Rickie",5,134,281,"5089"
"129788","Garcia, Sergio",2,136,279,"5089"
"136988","Gomez, Fabian",17,140,285,"5089"
"144188","Grace, Branden",40,145,289,"5089"
"151388","Grillo, Emiliano",30,146,287,"5089"
"158588","Haas, Bill",17,146,285,"5089"
"165788","Herman, Jim",22,145,286,"5089"
"172988","Hoffman, Charley",36,142,288,"5089"
"180188","Holmes, J.B.",17,145,285,"5089"
"187388","Horschel, Billy",14,143,284,"5089"
"194588","Immelman, Trevor",22,143,286,"5089"
"201788","Jaidee, Thongchai",66,149,NA,"5089"
"208988","Johnson, Dustin",30,141,287,"5089"
"216188","Johnson, Zach",66,149,NA,"5089"
"223388","Kaufman, Smylie",78,152,NA,"5089"
"230588","Kaymer, Martin",61,148,NA,"5089"
"237788","Kirk, Chris",22,144,286,"5089"
"244988","Kisner, Kevin",5,144,281,"5089"
"252188","Kjeldsen, Soren",54,147,NA,"5089"
"259388","Knox, Russell",14,142,284,"5089"
"266588","Koepka, Brooks",22,140,286,"5089"
"273788","Kuchar, Matt",54,147,NA,"5089"
"280988","Lahiri, Anirban",22,142,286,"5089"
"288188","Langer, Bernhard",79,155,NA,"5089"
"295388","Lee, Danny",61,148,NA,"5089"
"302588","Leishman, Marc",8,139,282,"5089"
"309788","Lingmerth, David",49,142,292,"5089"
"316988","Love III, Davis",71,150,NA,"5089"
"324188","Lowry, Shane",30,136,287,"5089"
"331388","Mahan, Hunter",71,150,NA,"5089"
"338588","Matsuyama, Hideki",8,146,282,"5089"
"345788","McDowell, Graeme",61,148,NA,"5089"
"352988","McIlroy, Rory",8,141,282,"5089"
"360188","Merritt, Troy",66,149,NA,"5089"
"367388","Mickelson, Phil",47,144,291,"5089"
"374588","Moore, Ryan",47,146,291,"5089"
"381788","Na, Kevin",22,139,286,"5089"
"388988","Oosthuizen, Louis",40,146,289,"5089"
"396188","Piercy, Scott",44,145,290,"5089"
"403388","Poulter, Ian",54,147,NA,"5089"
"410588","Reed, Patrick",22,141,286,"5089"
"417788","Rose, Justin",61,148,NA,"5089"
"424988","Schwartzel, Charl",5,141,281,"5089"
"432188","Scott, Adam",54,147,NA,"5089"
"439388","Simpson, Webb",51,144,293,"5089"
"446588","Singh, Vijay",8,142,282,"5089"
"453788","Smith, Cameron",52,146,294,"5089"
"460988","Snedeker, Brandt",22,144,286,"5089"
"468188","Spieth, Jordan",1,140,275,"5089"
"475388","Stenson, Henrik",17,145,285,"5089"
"482588","Streb, Robert",40,145,289,"5089"
"489788","Streelman, Kevin",54,147,NA,"5089"
"496988","Sullivan, Andy",17,141,285,"5089"
"504188","Taylor, Vaughn",8,141,282,"5089"
"511388","Thomas, Justin",14,145,284,"5089"
"518588","Walker, Jimmy",4,138,280,"5089"
"525788","Watson, Bubba",2,142,279,"5089"
"532988","Weir, Mike",71,150,NA,"5089"
"540188","Westwood, Lee",49,145,292,"5089"
"547388","Wiesberger, Bernd",36,145,288,"5089"
"554588","Willett, Danny",54,147,NA,"5089"
"561788","Wood, Chris",71,150,NA,"5089"
"190","An, Byeong Hun",40,144,289,"5090"
"7389","Aphibarnrat, Kiradech",28,143,286,"5090"
"14589","Berger, Daniel",49,146,295,"5090"
"21789","Bowditch, Steven",25,141,285,"5090"
"28989","Bradley, Keegan",6,143,281,"5090"
"36189","Cabrera Bello, Rafa",33,140,287,"5090"
"43389","Cabrera, Angel",49,146,295,"5090"
"50589","Casey, Paul",33,139,287,"5090"
"57789","Clarke, Darren",69,150,NA,"5090"
"64989","Day, Jason",3,139,277,"5090"
"72189","DeChambeau, Bryson",64,149,NA,"5090"
"79389","Donaldson, Jamie",38,145,288,"5090"
"86589","Dubuisson, Victor",76,152,NA,"5090"
"93789","Dufner, Jason",55,147,NA,"5090"
"100989","Els, Ernie",3,137,277,"5090"
"108189","English, Harris",47,142,293,"5090"
"115389","Fitzpatrick, Matthew",19,141,284,"5090"
"122589","Fowler, Rickie",15,139,283,"5090"
"129789","Garcia, Sergio",15,142,283,"5090"
"136989","Gomez, Fabian",69,150,NA,"5090"
"144189","Grace, Branden",33,143,287,"5090"
"151389","Grillo, Emiliano",5,138,279,"5090"
"158589","Haas, Bill",64,149,NA,"5090"
"165789","Herman, Jim",44,145,292,"5090"
"172989","Hoffman, Charley",19,144,284,"5090"
"180189","Holmes, J.B.",19,140,284,"5090"
"187389","Horschel, Billy",25,139,285,"5090"
"194589","Immelman, Trevor",72,151,NA,"5090"
"201789","Jaidee, Thongchai",6,136,281,"5090"
"208989","Johnson, Dustin",1,134,275,"5090"
"216189","Johnson, Zach",42,143,290,"5090"
"223389","Kaufman, Smylie",19,144,284,"5090"
"230589","Kaymer, Martin",72,151,NA,"5090"
"237789","Kirk, Chris",6,137,281,"5090"
"244989","Kisner, Kevin",58,148,NA,"5090"
"252189","Kjeldsen, Soren",58,148,NA,"5090"
"259389","Knox, Russell",58,148,NA,"5090"
"266589","Koepka, Brooks",47,144,293,"5090"
"273789","Kuchar, Matt",58,148,NA,"5090"
"280989","Lahiri, Anirban",78,154,NA,"5090"
"288189","Langer, Bernhard",54,146,297,"5090"
"295389","Lee, Danny",72,151,NA,"5090"
"302589","Leishman, Marc",6,141,281,"5090"
"309789","Lingmerth, David",6,141,281,"5090"
"316989","Love III, Davis",25,140,285,"5090"
"324189","Lowry, Shane",28,141,286,"5090"
"331389","Mahan, Hunter",12,139,282,"5090"
"338589","Matsuyama, Hideki",44,139,292,"5090"
"345789","McDowell, Graeme",79,159,NA,"5090"
"352989","McIlroy, Rory",28,145,286,"5090"
"360189","Merritt, Troy",33,140,287,"5090"
"367389","Mickelson, Phil",28,146,286,"5090"
"374589","Moore, Ryan",15,142,283,"5090"
"381789","Na, Kevin",55,147,NA,"5090"
"388989","Oosthuizen, Louis",15,143,283,"5090"
"396189","Piercy, Scott",64,149,NA,"5090"
"403389","Poulter, Ian",43,138,291,"5090"
"410589","Reed, Patrick",72,151,NA,"5090"
"417789","Rose, Justin",38,142,288,"5090"
"424989","Schwartzel, Charl",12,144,282,"5090"
"432189","Scott, Adam",19,143,284,"5090"
"439389","Simpson, Webb",44,146,292,"5090"
"446589","Singh, Vijay",52,144,296,"5090"
"453789","Smith, Cameron",76,152,NA,"5090"
"460989","Snedeker, Brandt",6,140,281,"5090"
"468189","Spieth, Jordan",12,143,282,"5090"
"475389","Stenson, Henrik",1,132,275,"5090"
"482589","Streb, Robert",55,147,NA,"5090"
"489789","Streelman, Kevin",33,140,287,"5090"
"496989","Sullivan, Andy",64,149,NA,"5090"
"504189","Taylor, Vaughn",19,145,284,"5090"
"511389","Thomas, Justin",40,146,289,"5090"
"518589","Walker, Jimmy",69,150,NA,"5090"
"525789","Watson, Bubba",28,144,286,"5090"
"532989","Weir, Mike",64,149,NA,"5090"
"540189","Westwood, Lee",58,148,NA,"5090"
"547389","Wiesberger, Bernd",58,148,NA,"5090"
"554589","Willett, Danny",49,146,295,"5090"
"561789","Wood, Chris",52,146,296,"5090"
"191","An, Byeong Hun",70,151,NA,"5091"
"7390","Aphibarnrat, Kiradech",26,146,287,"5091"
"14590","Berger, Daniel",61,149,NA,"5091"
"21790","Bowditch, Steven",79,157,NA,"5091"
"28990","Bradley, Keegan",17,143,285,"5091"
"36190","Cabrera Bello, Rafa",22,145,286,"5091"
"43390","Cabrera, Angel",49,141,292,"5091"
"50590","Casey, Paul",11,142,284,"5091"
"57790","Clarke, Darren",44,146,291,"5091"
"64990","Day, Jason",3,141,279,"5091"
"72190","DeChambeau, Bryson",26,145,287,"5091"
"79390","Donaldson, Jamie",73,152,NA,"5091"
"86590","Dubuisson, Victor",73,152,NA,"5091"
"93790","Dufner, Jason",65,150,NA,"5091"
"100990","Els, Ernie",22,142,286,"5091"
"108190","English, Harris",36,144,289,"5091"
"115390","Fitzpatrick, Matthew",32,147,288,"5091"
"122590","Fowler, Rickie",26,147,287,"5091"
"129790","Garcia, Sergio",17,143,285,"5091"
"136990","Gomez, Fabian",78,156,NA,"5091"
"144190","Grace, Branden",56,148,NA,"5091"
"151390","Grillo, Emiliano",56,148,NA,"5091"
"158590","Haas, Bill",52,143,294,"5091"
"165790","Herman, Jim",52,141,294,"5091"
"172990","Hoffman, Charley",50,147,293,"5091"
"180190","Holmes, J.B.",4,137,280,"5091"
"187390","Horschel, Billy",11,135,284,"5091"
"194590","Immelman, Trevor",54,147,295,"5091"
"201790","Jaidee, Thongchai",5,142,281,"5091"
"208990","Johnson, Dustin",17,147,285,"5091"
"216190","Johnson, Zach",26,145,287,"5091"
"223390","Kaufman, Smylie",50,142,293,"5091"
"230590","Kaymer, Martin",26,145,287,"5091"
"237790","Kirk, Chris",22,143,286,"5091"
"244990","Kisner, Kevin",56,148,NA,"5091"
"252190","Kjeldsen, Soren",11,145,284,"5091"
"259390","Knox, Russell",40,144,290,"5091"
"266590","Koepka, Brooks",44,138,291,"5091"
"273790","Kuchar, Matt",44,144,291,"5091"
"280990","Lahiri, Anirban",65,150,NA,"5091"
"288190","Langer, Bernhard",65,150,NA,"5091"
"295390","Lee, Danny",40,144,290,"5091"
"302590","Leishman, Marc",56,148,NA,"5091"
"309790","Lingmerth, David",70,151,NA,"5091"
"316990","Love III, Davis",26,143,287,"5091"
"324190","Lowry, Shane",36,143,289,"5091"
"331390","Mahan, Hunter",36,143,289,"5091"
"338590","Matsuyama, Hideki",5,142,281,"5091"
"345790","McDowell, Graeme",22,145,286,"5091"
"352990","McIlroy, Rory",17,141,285,"5091"
"360190","Merritt, Troy",40,146,290,"5091"
"367390","Mickelson, Phil",32,147,288,"5091"
"374590","Moore, Ryan",55,143,296,"5091"
"381790","Na, Kevin",44,146,291,"5091"
"388990","Oosthuizen, Louis",65,150,NA,"5091"
"396190","Piercy, Scott",76,154,NA,"5091"
"403390","Poulter, Ian",76,154,NA,"5091"
"410590","Reed, Patrick",32,145,288,"5091"
"417790","Rose, Justin",1,144,278,"5091"
"424990","Schwartzel, Charl",10,129,283,"5091"
