"","name","rank","friday","sunday","simulationID"
"3673","Mickelson, Phil",47,146,291,"1001"
"3745","Moore, Ryan",20,138,284,"1001"
"3817","Na, Kevin",79,154,NA,"1001"
"3889","Oosthuizen, Louis",20,141,284,"1001"
"3961","Piercy, Scott",77,151,NA,"1001"
"4033","Poulter, Ian",38,144,288,"1001"
"4105","Reed, Patrick",65,148,NA,"1001"
"4177","Rose, Justin",3,142,276,"1001"
"4249","Schwartzel, Charl",24,139,285,"1001"
"4321","Scott, Adam",17,144,283,"1001"
"4393","Simpson, Webb",9,143,281,"1001"
"4465","Singh, Vijay",27,142,286,"1001"
"4537","Smith, Cameron",58,147,NA,"1001"
"4609","Snedeker, Brandt",20,141,284,"1001"
"4681","Spieth, Jordan",76,150,NA,"1001"
"4753","Stenson, Henrik",2,140,273,"1001"
"4825","Streb, Robert",53,146,294,"1001"
"4897","Streelman, Kevin",58,147,NA,"1001"
"4969","Sullivan, Andy",35,141,287,"1001"
"5041","Taylor, Vaughn",15,146,282,"1001"
"5113","Thomas, Justin",65,148,NA,"1001"
"5185","Walker, Jimmy",5,140,280,"1001"
"5257","Watson, Bubba",5,139,280,"1001"
"5329","Weir, Mike",57,142,299,"1001"
"5401","Westwood, Lee",58,147,NA,"1001"
"5473","Wiesberger, Bernd",56,143,298,"1001"
"5545","Willett, Danny",47,144,291,"1001"
"5617","Wood, Chris",17,138,283,"1001"
"11","An, Byeong Hun",57,146,297,"1002"
"731","Aphibarnrat, Kiradech",11,146,283,"1002"
"1451","Berger, Daniel",41,145,289,"1002"
"2171","Bowditch, Steven",76,155,NA,"1002"
"2891","Bradley, Keegan",45,147,290,"1002"
"3611","Cabrera Bello, Rafa",28,141,286,"1002"
"4331","Cabrera, Angel",32,146,287,"1002"
"5051","Casey, Paul",45,142,290,"1002"
"5771","Clarke, Darren",71,152,NA,"1002"
"6491","Day, Jason",2,147,277,"1002"
"7211","DeChambeau, Bryson",54,146,294,"1002"
"7931","Donaldson, Jamie",23,146,285,"1002"
"8651","Dubuisson, Victor",28,146,286,"1002"
"9371","Dufner, Jason",48,146,291,"1002"
"10091","Els, Ernie",71,152,NA,"1002"
"10811","English, Harris",63,149,NA,"1002"
"11531","Fitzpatrick, Matthew",15,145,284,"1002"
"12251","Fowler, Rickie",32,138,287,"1002"
"12971","Garcia, Sergio",41,143,289,"1002"
"13691","Gomez, Fabian",53,146,293,"1002"
"14411","Grace, Branden",35,146,288,"1002"
"15131","Grillo, Emiliano",45,146,290,"1002"
"15851","Haas, Bill",8,146,282,"1002"
"16571","Herman, Jim",74,153,NA,"1002"
"17291","Hoffman, Charley",5,142,280,"1002"
"18011","Holmes, J.B.",35,143,288,"1002"
"18731","Horschel, Billy",15,144,284,"1002"
"19451","Immelman, Trevor",74,153,NA,"1002"
"20171","Jaidee, Thongchai",11,137,283,"1002"
"20891","Johnson, Dustin",66,150,NA,"1002"
"21611","Johnson, Zach",41,147,289,"1002"
"22331","Kaufman, Smylie",15,137,284,"1002"
"23051","Kaymer, Martin",66,150,NA,"1002"
"23771","Kirk, Chris",15,141,284,"1002"
"24491","Kisner, Kevin",35,145,288,"1002"
"25211","Kjeldsen, Soren",78,157,NA,"1002"
"25931","Knox, Russell",69,151,NA,"1002"
"26651","Koepka, Brooks",23,142,285,"1002"
"27371","Kuchar, Matt",35,146,288,"1002"
"28091","Lahiri, Anirban",48,141,291,"1002"
"28811","Langer, Bernhard",15,137,284,"1002"
"29531","Lee, Danny",1,141,275,"1002"
"30251","Leishman, Marc",28,144,286,"1002"
"30971","Lingmerth, David",8,142,282,"1002"
"31691","Love III, Davis",63,149,NA,"1002"
"32411","Lowry, Shane",11,140,283,"1002"
"33131","Mahan, Hunter",61,148,NA,"1002"
"33851","Matsuyama, Hideki",23,147,285,"1002"
"34571","McDowell, Graeme",51,145,292,"1002"
"35291","McIlroy, Rory",32,147,287,"1002"
"36011","Merritt, Troy",66,150,NA,"1002"
"36731","Mickelson, Phil",23,147,285,"1002"
"37451","Moore, Ryan",6,142,281,"1002"
"38171","Na, Kevin",35,141,288,"1002"
"38891","Oosthuizen, Louis",63,149,NA,"1002"
"39611","Piercy, Scott",61,148,NA,"1002"
"40331","Poulter, Ian",58,147,299,"1002"
"41051","Reed, Patrick",6,142,281,"1002"
"41771","Rose, Justin",8,143,282,"1002"
"42491","Schwartzel, Charl",69,151,NA,"1002"
"43211","Scott, Adam",3,140,279,"1002"
"43931","Simpson, Webb",15,143,284,"1002"
"44651","Singh, Vijay",15,146,284,"1002"
"45371","Smith, Cameron",76,155,NA,"1002"
"46091","Snedeker, Brandt",11,140,283,"1002"
"46811","Spieth, Jordan",35,146,288,"1002"
"47531","Stenson, Henrik",41,146,289,"1002"
"48251","Streb, Robert",3,137,279,"1002"
"48971","Streelman, Kevin",71,152,NA,"1002"
"49691","Sullivan, Andy",23,137,285,"1002"
"50411","Taylor, Vaughn",15,140,284,"1002"
"51131","Thomas, Justin",60,146,302,"1002"
"51851","Walker, Jimmy",48,147,291,"1002"
"52571","Watson, Bubba",28,144,286,"1002"
"53291","Weir, Mike",79,158,NA,"1002"
"54011","Westwood, Lee",54,147,294,"1002"
"54731","Wiesberger, Bernd",59,145,300,"1002"
"55451","Willett, Danny",51,146,292,"1002"
"56171","Wood, Chris",54,146,294,"1002"
"12","An, Byeong Hun",4,137,278,"1003"
"732","Aphibarnrat, Kiradech",68,150,NA,"1003"
"1452","Berger, Daniel",13,143,284,"1003"
"2172","Bowditch, Steven",58,148,NA,"1003"
"2892","Bradley, Keegan",34,145,289,"1003"
"3612","Cabrera Bello, Rafa",79,155,NA,"1003"
"4332","Cabrera, Angel",55,147,NA,"1003"
"5052","Casey, Paul",9,134,283,"1003"
"5772","Clarke, Darren",30,146,288,"1003"
"6492","Day, Jason",8,140,282,"1003"
"7212","DeChambeau, Bryson",19,144,286,"1003"
"7932","Donaldson, Jamie",68,150,NA,"1003"
"8652","Dubuisson, Victor",38,145,290,"1003"
"9372","Dufner, Jason",58,148,NA,"1003"
"10092","Els, Ernie",68,150,NA,"1003"
"10812","English, Harris",68,150,NA,"1003"
"11532","Fitzpatrick, Matthew",58,148,NA,"1003"
"12252","Fowler, Rickie",1,138,274,"1003"
"12972","Garcia, Sergio",25,140,287,"1003"
"13692","Gomez, Fabian",38,145,290,"1003"
"14412","Grace, Branden",30,142,288,"1003"
"15132","Grillo, Emiliano",68,150,NA,"1003"
"15852","Haas, Bill",38,146,290,"1003"
"16572","Herman, Jim",58,148,NA,"1003"
"17292","Hoffman, Charley",30,141,288,"1003"
"18012","Holmes, J.B.",65,149,NA,"1003"
"18732","Horschel, Billy",44,144,291,"1003"
"19452","Immelman, Trevor",55,147,NA,"1003"
"20172","Jaidee, Thongchai",54,146,297,"1003"
"20892","Johnson, Dustin",58,148,NA,"1003"
"21612","Johnson, Zach",25,146,287,"1003"
"22332","Kaufman, Smylie",14,141,285,"1003"
"23052","Kaymer, Martin",19,143,286,"1003"
"23772","Kirk, Chris",52,146,296,"1003"
"24492","Kisner, Kevin",19,145,286,"1003"
"25212","Kjeldsen, Soren",52,146,296,"1003"
"25932","Knox, Russell",5,142,281,"1003"
"26652","Koepka, Brooks",25,141,287,"1003"
"27372","Kuchar, Matt",34,146,289,"1003"
"28092","Lahiri, Anirban",19,145,286,"1003"
"28812","Langer, Bernhard",47,144,292,"1003"
"29532","Lee, Danny",58,148,NA,"1003"
"30252","Leishman, Marc",34,143,289,"1003"
"30972","Lingmerth, David",51,145,295,"1003"
"31692","Love III, Davis",50,146,294,"1003"
"32412","Lowry, Shane",38,143,290,"1003"
"33132","Mahan, Hunter",78,154,NA,"1003"
"33852","Matsuyama, Hideki",75,152,NA,"1003"
"34572","McDowell, Graeme",44,140,291,"1003"
"35292","McIlroy, Rory",9,140,283,"1003"
"36012","Merritt, Troy",38,142,290,"1003"
"36732","Mickelson, Phil",19,146,286,"1003"
"37452","Moore, Ryan",25,145,287,"1003"
"38172","Na, Kevin",14,141,285,"1003"
"38892","Oosthuizen, Louis",58,148,NA,"1003"
"39612","Piercy, Scott",49,143,293,"1003"
"40332","Poulter, Ian",65,149,NA,"1003"
"41052","Reed, Patrick",30,142,288,"1003"
"41772","Rose, Justin",14,140,285,"1003"
"42492","Schwartzel, Charl",5,140,281,"1003"
"43212","Scott, Adam",9,146,283,"1003"
"43932","Simpson, Webb",47,145,292,"1003"
"44652","Singh, Vijay",73,151,NA,"1003"
"45372","Smith, Cameron",76,153,NA,"1003"
"46092","Snedeker, Brandt",9,143,283,"1003"
"46812","Spieth, Jordan",34,146,289,"1003"
"47532","Stenson, Henrik",2,136,275,"1003"
"48252","Streb, Robert",14,144,285,"1003"
"48972","Streelman, Kevin",55,147,NA,"1003"
"49692","Sullivan, Andy",44,145,291,"1003"
"50412","Taylor, Vaughn",25,143,287,"1003"
"51132","Thomas, Justin",38,143,290,"1003"
"51852","Walker, Jimmy",14,141,285,"1003"
"52572","Watson, Bubba",19,143,286,"1003"
"53292","Weir, Mike",76,153,NA,"1003"
"54012","Westwood, Lee",65,149,NA,"1003"
"54732","Wiesberger, Bernd",5,137,281,"1003"
"55452","Willett, Danny",3,141,277,"1003"
"56172","Wood, Chris",73,151,NA,"1003"
"13","An, Byeong Hun",9,137,280,"1004"
"733","Aphibarnrat, Kiradech",55,147,NA,"1004"
"1453","Berger, Daniel",55,147,NA,"1004"
"2173","Bowditch, Steven",74,151,NA,"1004"
"2893","Bradley, Keegan",42,140,290,"1004"
"3613","Cabrera Bello, Rafa",17,142,282,"1004"
"4333","Cabrera, Angel",67,149,NA,"1004"
"5053","Casey, Paul",13,141,281,"1004"
"5773","Clarke, Darren",53,145,301,"1004"
"6493","Day, Jason",4,139,277,"1004"
"7213","DeChambeau, Bryson",35,139,288,"1004"
"7933","Donaldson, Jamie",29,142,287,"1004"
"8653","Dubuisson, Victor",35,144,288,"1004"
"9373","Dufner, Jason",74,151,NA,"1004"
"10093","Els, Ernie",4,136,277,"1004"
"10813","English, Harris",46,144,291,"1004"
"11533","Fitzpatrick, Matthew",71,150,NA,"1004"
"12253","Fowler, Rickie",7,137,279,"1004"
"12973","Garcia, Sergio",13,143,281,"1004"
"13693","Gomez, Fabian",42,143,290,"1004"
"14413","Grace, Branden",13,139,281,"1004"
"15133","Grillo, Emiliano",26,146,285,"1004"
"15853","Haas, Bill",22,139,284,"1004"
"16573","Herman, Jim",55,147,NA,"1004"
"17293","Hoffman, Charley",29,141,287,"1004"
"18013","Holmes, J.B.",35,139,288,"1004"
"18733","Horschel, Billy",13,139,281,"1004"
"19453","Immelman, Trevor",54,145,303,"1004"
"20173","Jaidee, Thongchai",55,147,NA,"1004"
"20893","Johnson, Dustin",3,136,276,"1004"
"21613","Johnson, Zach",46,146,291,"1004"
"22333","Kaufman, Smylie",46,146,291,"1004"
"23053","Kaymer, Martin",52,146,300,"1004"
"23773","Kirk, Chris",29,142,287,"1004"
"24493","Kisner, Kevin",38,143,289,"1004"
"25213","Kjeldsen, Soren",9,145,280,"1004"
"25933","Knox, Russell",51,145,298,"1004"
"26653","Koepka, Brooks",38,146,289,"1004"
"27373","Kuchar, Matt",46,145,291,"1004"
"28093","Lahiri, Anirban",78,156,NA,"1004"
"28813","Langer, Bernhard",61,148,NA,"1004"
"29533","Lee, Danny",29,142,287,"1004"
"30253","Leishman, Marc",67,149,NA,"1004"
"30973","Lingmerth, David",71,150,NA,"1004"
"31693","Love III, Davis",77,153,NA,"1004"
"32413","Lowry, Shane",71,150,NA,"1004"
"33133","Mahan, Hunter",29,146,287,"1004"
"33853","Matsuyama, Hideki",2,138,274,"1004"
"34573","McDowell, Graeme",38,144,289,"1004"
"35293","McIlroy, Rory",9,138,280,"1004"
"36013","Merritt, Troy",27,146,286,"1004"
"36733","Mickelson, Phil",22,141,284,"1004"
"37453","Moore, Ryan",74,151,NA,"1004"
"38173","Na, Kevin",61,148,NA,"1004"
"38893","Oosthuizen, Louis",61,148,NA,"1004"
"39613","Piercy, Scott",18,139,283,"1004"
"40333","Poulter, Ian",50,145,292,"1004"
"41053","Reed, Patrick",18,145,283,"1004"
"41773","Rose, Justin",55,147,NA,"1004"
"42493","Schwartzel, Charl",22,141,284,"1004"
"43213","Scott, Adam",18,146,283,"1004"
"43933","Simpson, Webb",38,143,289,"1004"
"44653","Singh, Vijay",29,143,287,"1004"
"45373","Smith, Cameron",61,148,NA,"1004"
"46093","Snedeker, Brandt",61,148,NA,"1004"
"46813","Spieth, Jordan",7,137,279,"1004"
"47533","Stenson, Henrik",1,139,272,"1004"
"48253","Streb, Robert",42,145,290,"1004"
"48973","Streelman, Kevin",6,142,278,"1004"
"49693","Sullivan, Andy",61,148,NA,"1004"
"50413","Taylor, Vaughn",55,147,NA,"1004"
"51133","Thomas, Justin",18,141,283,"1004"
"51853","Walker, Jimmy",27,144,286,"1004"
"52573","Watson, Bubba",42,145,290,"1004"
"53293","Weir, Mike",78,156,NA,"1004"
"54013","Westwood, Lee",67,149,NA,"1004"
"54733","Wiesberger, Bernd",9,139,280,"1004"
"55453","Willett, Danny",22,140,284,"1004"
"56173","Wood, Chris",67,149,NA,"1004"
"14","An, Byeong Hun",9,142,280,"1005"
"734","Aphibarnrat, Kiradech",17,140,284,"1005"
"1454","Berger, Daniel",40,146,290,"1005"
"2174","Bowditch, Steven",75,152,NA,"1005"
"2894","Bradley, Keegan",53,147,294,"1005"
"3614","Cabrera Bello, Rafa",31,144,288,"1005"
"4334","Cabrera, Angel",63,149,NA,"1005"
"5054","Casey, Paul",23,142,286,"1005"
"5774","Clarke, Darren",69,150,NA,"1005"
"6494","Day, Jason",9,144,280,"1005"
"7214","DeChambeau, Bryson",21,140,285,"1005"
"7934","Donaldson, Jamie",31,146,288,"1005"
"8654","Dubuisson, Victor",50,145,293,"1005"
"9374","Dufner, Jason",63,149,NA,"1005"
"10094","Els, Ernie",44,145,291,"1005"
"10814","English, Harris",23,145,286,"1005"
"11534","Fitzpatrick, Matthew",40,143,290,"1005"
"12254","Fowler, Rickie",3,139,277,"1005"
"12974","Garcia, Sergio",58,148,NA,"1005"
"13694","Gomez, Fabian",72,151,NA,"1005"
"14414","Grace, Branden",77,153,NA,"1005"
"15134","Grillo, Emiliano",23,142,286,"1005"
"15854","Haas, Bill",69,150,NA,"1005"
"16574","Herman, Jim",29,140,287,"1005"
"17294","Hoffman, Charley",50,146,293,"1005"
"18014","Holmes, J.B.",50,146,293,"1005"
"18734","Horschel, Billy",44,143,291,"1005"
"19454","Immelman, Trevor",58,148,NA,"1005"
"20174","Jaidee, Thongchai",21,145,285,"1005"
"20894","Johnson, Dustin",1,137,275,"1005"
"21614","Johnson, Zach",44,147,291,"1005"
"22334","Kaufman, Smylie",77,153,NA,"1005"
"23054","Kaymer, Martin",13,139,283,"1005"
"23774","Kirk, Chris",58,148,NA,"1005"
"24494","Kisner, Kevin",9,143,280,"1005"
"25214","Kjeldsen, Soren",63,149,NA,"1005"
"25934","Knox, Russell",35,147,289,"1005"
"26654","Koepka, Brooks",58,148,NA,"1005"
"27374","Kuchar, Matt",63,149,NA,"1005"
"28094","Lahiri, Anirban",40,147,290,"1005"
"28814","Langer, Bernhard",63,149,NA,"1005"
"29534","Lee, Danny",35,144,289,"1005"
"30254","Leishman, Marc",13,141,283,"1005"
"30974","Lingmerth, David",44,145,291,"1005"
"31694","Love III, Davis",58,148,NA,"1005"
"32414","Lowry, Shane",40,146,290,"1005"
"33134","Mahan, Hunter",77,153,NA,"1005"
"33854","Matsuyama, Hideki",2,141,276,"1005"
"34574","McDowell, Graeme",56,147,296,"1005"
"35294","McIlroy, Rory",23,143,286,"1005"
"36014","Merritt, Troy",23,144,286,"1005"
"36734","Mickelson, Phil",6,146,279,"1005"
"37454","Moore, Ryan",31,145,288,"1005"
"38174","Na, Kevin",6,141,279,"1005"
"38894","Oosthuizen, Louis",23,140,286,"1005"
"39614","Piercy, Scott",75,152,NA,"1005"
"40334","Poulter, Ian",72,151,NA,"1005"
"41054","Reed, Patrick",13,139,283,"1005"
"41774","Rose, Justin",17,147,284,"1005"
"42494","Schwartzel, Charl",35,143,289,"1005"
"43214","Scott, Adam",5,143,278,"1005"
"43934","Simpson, Webb",48,147,292,"1005"
"44654","Singh, Vijay",69,150,NA,"1005"
"45374","Smith, Cameron",53,147,294,"1005"
"46094","Snedeker, Brandt",6,141,279,"1005"
"46814","Spieth, Jordan",9,142,280,"1005"
"47534","Stenson, Henrik",3,143,277,"1005"
"48254","Streb, Robert",63,149,NA,"1005"
"48974","Streelman, Kevin",35,146,289,"1005"
"49694","Sullivan, Andy",31,145,288,"1005"
"50414","Taylor, Vaughn",17,144,284,"1005"
"51134","Thomas, Justin",13,141,283,"1005"
"51854","Walker, Jimmy",17,140,284,"1005"
"52574","Watson, Bubba",29,137,287,"1005"
"53294","Weir, Mike",72,151,NA,"1005"
"54014","Westwood, Lee",57,144,299,"1005"
"54734","Wiesberger, Bernd",35,147,289,"1005"
"55454","Willett, Danny",55,145,295,"1005"
"56174","Wood, Chris",48,147,292,"1005"
"15","An, Byeong Hun",65,150,NA,"1006"
"735","Aphibarnrat, Kiradech",51,147,NA,"1006"
"1455","Berger, Daniel",5,138,279,"1006"
"2175","Bowditch, Steven",38,144,290,"1006"
"2895","Bradley, Keegan",32,139,288,"1006"
"3615","Cabrera Bello, Rafa",17,146,283,"1006"
"4335","Cabrera, Angel",78,155,NA,"1006"
"5055","Casey, Paul",43,143,291,"1006"
"5775","Clarke, Darren",65,150,NA,"1006"
"6495","Day, Jason",11,140,281,"1006"
"7215","DeChambeau, Bryson",65,150,NA,"1006"
"7935","Donaldson, Jamie",38,145,290,"1006"
"8655","Dubuisson, Victor",61,149,NA,"1006"
"9375","Dufner, Jason",75,152,NA,"1006"
"10095","Els, Ernie",38,146,290,"1006"
"10815","English, Harris",65,150,NA,"1006"
"11535","Fitzpatrick, Matthew",72,151,NA,"1006"
"12255","Fowler, Rickie",1,142,277,"1006"
"12975","Garcia, Sergio",51,147,NA,"1006"
"13695","Gomez, Fabian",72,151,NA,"1006"
"14415","Grace, Branden",17,139,283,"1006"
"15135","Grillo, Emiliano",48,143,293,"1006"
"15855","Haas, Bill",35,146,289,"1006"
"16575","Herman, Jim",13,143,282,"1006"
"17295","Hoffman, Charley",13,145,282,"1006"
"18015","Holmes, J.B.",27,146,287,"1006"
"18735","Horschel, Billy",43,144,291,"1006"
"19455","Immelman, Trevor",56,148,NA,"1006"
"20175","Jaidee, Thongchai",46,145,292,"1006"
"20895","Johnson, Dustin",22,141,284,"1006"
"21615","Johnson, Zach",27,146,287,"1006"
"22335","Kaufman, Smylie",26,144,286,"1006"
"23055","Kaymer, Martin",61,149,NA,"1006"
"23775","Kirk, Chris",17,140,283,"1006"
"24495","Kisner, Kevin",13,139,282,"1006"
"25215","Kjeldsen, Soren",13,143,282,"1006"
"25935","Knox, Russell",65,150,NA,"1006"
"26655","Koepka, Brooks",56,148,NA,"1006"
"27375","Kuchar, Matt",32,146,288,"1006"
"28095","Lahiri, Anirban",77,154,NA,"1006"
"28815","Langer, Bernhard",72,151,NA,"1006"
"29535","Lee, Danny",35,144,289,"1006"
"30255","Leishman, Marc",17,145,283,"1006"
"30975","Lingmerth, David",48,145,293,"1006"
"31695","Love III, Davis",50,144,295,"1006"
"32415","Lowry, Shane",46,146,292,"1006"
"33135","Mahan, Hunter",61,149,NA,"1006"
"33855","Matsuyama, Hideki",5,137,279,"1006"
"34575","McDowell, Graeme",65,150,NA,"1006"
"35295","McIlroy, Rory",2,140,278,"1006"
"36015","Merritt, Troy",56,148,NA,"1006"
"36735","Mickelson, Phil",27,141,287,"1006"
"37455","Moore, Ryan",22,137,284,"1006"
"38175","Na, Kevin",51,147,NA,"1006"
"38895","Oosthuizen, Louis",32,141,288,"1006"
"39615","Piercy, Scott",35,142,289,"1006"
"40335","Poulter, Ian",56,148,NA,"1006"
"41055","Reed, Patrick",8,143,280,"1006"
"41775","Rose, Justin",65,150,NA,"1006"
"42495","Schwartzel, Charl",51,147,NA,"1006"
"43215","Scott, Adam",27,146,287,"1006"
"43935","Simpson, Webb",8,140,280,"1006"
"44655","Singh, Vijay",43,143,291,"1006"
"45375","Smith, Cameron",56,148,NA,"1006"
"46095","Snedeker, Brandt",17,139,283,"1006"
"46815","Spieth, Jordan",5,136,279,"1006"
"47535","Stenson, Henrik",11,145,281,"1006"
"48255","Streb, Robert",38,145,290,"1006"
"48975","Streelman, Kevin",51,147,NA,"1006"
"49695","Sullivan, Andy",78,155,NA,"1006"
"50415","Taylor, Vaughn",61,149,NA,"1006"
"51135","Thomas, Justin",8,140,280,"1006"
"51855","Walker, Jimmy",2,133,278,"1006"
"52575","Watson, Bubba",25,142,285,"1006"
"53295","Weir, Mike",75,152,NA,"1006"
"54015","Westwood, Lee",2,136,278,"1006"
"54735","Wiesberger, Bernd",38,142,290,"1006"
"55455","Willett, Danny",27,140,287,"1006"
"56175","Wood, Chris",22,142,284,"1006"
"16","An, Byeong Hun",5,141,278,"1007"
"736","Aphibarnrat, Kiradech",74,152,NA,"1007"
"1456","Berger, Daniel",1,140,274,"1007"
"2176","Bowditch, Steven",79,162,NA,"1007"
"2896","Bradley, Keegan",74,152,NA,"1007"
"3616","Cabrera Bello, Rafa",24,145,286,"1007"
"4336","Cabrera, Angel",18,141,285,"1007"
"5056","Casey, Paul",24,146,286,"1007"
"5776","Clarke, Darren",78,153,NA,"1007"
"6496","Day, Jason",2,139,275,"1007"
"7216","DeChambeau, Bryson",18,141,285,"1007"
"7936","Donaldson, Jamie",39,138,289,"1007"
"8656","Dubuisson, Victor",63,149,NA,"1007"
"9376","Dufner, Jason",24,144,286,"1007"
"10096","Els, Ernie",63,149,NA,"1007"
"10816","English, Harris",33,144,288,"1007"
"11536","Fitzpatrick, Matthew",13,142,283,"1007"
"12256","Fowler, Rickie",7,141,279,"1007"
"12976","Garcia, Sergio",15,144,284,"1007"
"13696","Gomez, Fabian",39,140,289,"1007"
"14416","Grace, Branden",44,144,290,"1007"
"15136","Grillo, Emiliano",69,150,NA,"1007"
"15856","Haas, Bill",63,149,NA,"1007"
"16576","Herman, Jim",50,144,293,"1007"
"17296","Hoffman, Charley",74,152,NA,"1007"
"18016","Holmes, J.B.",7,142,279,"1007"
"18736","Horschel, Billy",24,146,286,"1007"
"19456","Immelman, Trevor",55,143,298,"1007"
"20176","Jaidee, Thongchai",69,150,NA,"1007"
"20896","Johnson, Dustin",2,141,275,"1007"
"21616","Johnson, Zach",57,147,NA,"1007"
"22336","Kaufman, Smylie",15,143,284,"1007"
"23056","Kaymer, Martin",33,145,288,"1007"
"23776","Kirk, Chris",54,145,297,"1007"
"24496","Kisner, Kevin",72,151,NA,"1007"
"25216","Kjeldsen, Soren",50,146,293,"1007"
"25936","Knox, Russell",18,144,285,"1007"
"26656","Koepka, Brooks",33,144,288,"1007"
"27376","Kuchar, Matt",33,144,288,"1007"
"28096","Lahiri, Anirban",47,144,292,"1007"
"28816","Langer, Bernhard",5,137,278,"1007"
"29536","Lee, Danny",57,147,NA,"1007"
"30256","Leishman, Marc",69,150,NA,"1007"
"30976","Lingmerth, David",63,149,NA,"1007"
"31696","Love III, Davis",15,144,284,"1007"
"32416","Lowry, Shane",47,146,292,"1007"
"33136","Mahan, Hunter",33,143,288,"1007"
"33856","Matsuyama, Hideki",18,141,285,"1007"
"34576","McDowell, Graeme",45,146,291,"1007"
"35296","McIlroy, Rory",4,141,277,"1007"
"36016","Merritt, Troy",18,141,285,"1007"
"36736","Mickelson, Phil",31,145,287,"1007"
"37456","Moore, Ryan",74,152,NA,"1007"
"38176","Na, Kevin",57,147,NA,"1007"
"38896","Oosthuizen, Louis",24,142,286,"1007"
"39616","Piercy, Scott",61,148,NA,"1007"
"40336","Poulter, Ian",56,143,299,"1007"
"41056","Reed, Patrick",39,144,289,"1007"
"41776","Rose, Justin",72,151,NA,"1007"
"42496","Schwartzel, Charl",24,146,286,"1007"
"43216","Scott, Adam",7,136,279,"1007"
"43936","Simpson, Webb",33,143,288,"1007"
"44656","Singh, Vijay",39,143,289,"1007"
"45376","Smith, Cameron",61,148,NA,"1007"
"46096","Snedeker, Brandt",10,140,282,"1007"
"46816","Spieth, Jordan",10,143,282,"1007"
"47536","Stenson, Henrik",24,145,286,"1007"
"48256","Streb, Robert",18,142,285,"1007"
"48976","Streelman, Kevin",13,141,283,"1007"
"49696","Sullivan, Andy",57,147,NA,"1007"
"50416","Taylor, Vaughn",47,146,292,"1007"
"51136","Thomas, Justin",63,149,NA,"1007"
"51856","Walker, Jimmy",50,142,293,"1007"
"52576","Watson, Bubba",31,145,287,"1007"
"53296","Weir, Mike",50,143,293,"1007"
"54016","Westwood, Lee",63,149,NA,"1007"
"54736","Wiesberger, Bernd",45,141,291,"1007"
"55456","Willett, Danny",10,139,282,"1007"
"56176","Wood, Chris",39,145,289,"1007"
"17","An, Byeong Hun",13,145,282,"1008"
"737","Aphibarnrat, Kiradech",78,155,NA,"1008"
"1457","Berger, Daniel",69,150,NA,"1008"
"2177","Bowditch, Steven",74,153,NA,"1008"
"2897","Bradley, Keegan",32,139,287,"1008"
"3617","Cabrera Bello, Rafa",1,142,274,"1008"
