"","name","rank","friday","sunday","simulationID"
"38891","Oosthuizen, Louis",14,141,283,"4002"
"39611","Piercy, Scott",5,140,279,"4002"
"40331","Poulter, Ian",47,144,290,"4002"
"41051","Reed, Patrick",5,139,279,"4002"
"41771","Rose, Justin",53,145,295,"4002"
"42491","Schwartzel, Charl",28,140,285,"4002"
"43211","Scott, Adam",10,142,281,"4002"
"43931","Simpson, Webb",31,143,286,"4002"
"44651","Singh, Vijay",14,137,283,"4002"
"45371","Smith, Cameron",39,144,288,"4002"
"46091","Snedeker, Brandt",56,147,NA,"4002"
"46811","Spieth, Jordan",8,136,280,"4002"
"47531","Stenson, Henrik",24,143,284,"4002"
"48251","Streb, Robert",14,141,283,"4002"
"48971","Streelman, Kevin",55,144,298,"4002"
"49691","Sullivan, Andy",39,146,288,"4002"
"50411","Taylor, Vaughn",43,145,289,"4002"
"51131","Thomas, Justin",56,147,NA,"4002"
"51851","Walker, Jimmy",11,144,282,"4002"
"52571","Watson, Bubba",11,136,282,"4002"
"53291","Weir, Mike",78,157,NA,"4002"
"54011","Westwood, Lee",14,145,283,"4002"
"54731","Wiesberger, Bernd",31,144,286,"4002"
"55451","Willett, Danny",47,144,290,"4002"
"56171","Wood, Chris",28,142,285,"4002"
"12","An, Byeong Hun",17,143,283,"4003"
"732","Aphibarnrat, Kiradech",50,144,294,"4003"
"1452","Berger, Daniel",9,136,279,"4003"
"2172","Bowditch, Steven",57,148,NA,"4003"
"2892","Bradley, Keegan",57,148,NA,"4003"
"3612","Cabrera Bello, Rafa",70,150,NA,"4003"
"4332","Cabrera, Angel",52,147,NA,"4003"
"5052","Casey, Paul",13,138,281,"4003"
"5772","Clarke, Darren",66,149,NA,"4003"
"6492","Day, Jason",6,138,278,"4003"
"7212","DeChambeau, Bryson",47,143,293,"4003"
"7932","Donaldson, Jamie",75,152,NA,"4003"
"8652","Dubuisson, Victor",47,144,293,"4003"
"9372","Dufner, Jason",75,152,NA,"4003"
"10092","Els, Ernie",66,149,NA,"4003"
"10812","English, Harris",38,140,290,"4003"
"11532","Fitzpatrick, Matthew",24,143,285,"4003"
"12252","Fowler, Rickie",1,137,272,"4003"
"12972","Garcia, Sergio",73,151,NA,"4003"
"13692","Gomez, Fabian",25,141,286,"4003"
"14412","Grace, Branden",57,148,NA,"4003"
"15132","Grillo, Emiliano",17,146,283,"4003"
"15852","Haas, Bill",38,146,290,"4003"
"16572","Herman, Jim",35,142,289,"4003"
"17292","Hoffman, Charley",38,144,290,"4003"
"18012","Holmes, J.B.",33,145,288,"4003"
"18732","Horschel, Billy",22,143,284,"4003"
"19452","Immelman, Trevor",66,149,NA,"4003"
"20172","Jaidee, Thongchai",29,142,287,"4003"
"20892","Johnson, Dustin",2,137,273,"4003"
"21612","Johnson, Zach",14,140,282,"4003"
"22332","Kaufman, Smylie",79,155,NA,"4003"
"23052","Kaymer, Martin",38,142,290,"4003"
"23772","Kirk, Chris",70,150,NA,"4003"
"24492","Kisner, Kevin",52,147,NA,"4003"
"25212","Kjeldsen, Soren",57,148,NA,"4003"
"25932","Knox, Russell",43,145,291,"4003"
"26652","Koepka, Brooks",14,144,282,"4003"
"27372","Kuchar, Matt",9,138,279,"4003"
"28092","Lahiri, Anirban",25,140,286,"4003"
"28812","Langer, Bernhard",75,152,NA,"4003"
"29532","Lee, Danny",43,145,291,"4003"
"30252","Leishman, Marc",29,146,287,"4003"
"30972","Lingmerth, David",35,138,289,"4003"
"31692","Love III, Davis",73,151,NA,"4003"
"32412","Lowry, Shane",70,150,NA,"4003"
"33132","Mahan, Hunter",57,148,NA,"4003"
"33852","Matsuyama, Hideki",6,144,278,"4003"
"34572","McDowell, Graeme",52,147,NA,"4003"
"35292","McIlroy, Rory",33,146,288,"4003"
"36012","Merritt, Troy",47,143,293,"4003"
"36732","Mickelson, Phil",6,136,278,"4003"
"37452","Moore, Ryan",52,147,NA,"4003"
"38172","Na, Kevin",75,152,NA,"4003"
"38892","Oosthuizen, Louis",5,137,276,"4003"
"39612","Piercy, Scott",12,143,280,"4003"
"40332","Poulter, Ian",43,141,291,"4003"
"41052","Reed, Patrick",17,146,283,"4003"
"41772","Rose, Justin",2,139,273,"4003"
"42492","Schwartzel, Charl",52,147,NA,"4003"
"43212","Scott, Adam",17,141,283,"4003"
"43932","Simpson, Webb",57,148,NA,"4003"
"44652","Singh, Vijay",66,149,NA,"4003"
"45372","Smith, Cameron",25,145,286,"4003"
"46092","Snedeker, Brandt",29,140,287,"4003"
"46812","Spieth, Jordan",9,145,279,"4003"
"47532","Stenson, Henrik",14,137,282,"4003"
"48252","Streb, Robert",51,146,299,"4003"
"48972","Streelman, Kevin",22,139,284,"4003"
"49692","Sullivan, Andy",57,148,NA,"4003"
"50412","Taylor, Vaughn",35,141,289,"4003"
"51132","Thomas, Justin",43,146,291,"4003"
"51852","Walker, Jimmy",25,143,286,"4003"
"52572","Watson, Bubba",4,138,275,"4003"
"53292","Weir, Mike",38,145,290,"4003"
"54012","Westwood, Lee",57,148,NA,"4003"
"54732","Wiesberger, Bernd",57,148,NA,"4003"
"55452","Willett, Danny",29,139,287,"4003"
"56172","Wood, Chris",17,145,283,"4003"
"13","An, Byeong Hun",38,146,289,"4004"
"733","Aphibarnrat, Kiradech",73,153,NA,"4004"
"1453","Berger, Daniel",73,153,NA,"4004"
"2173","Bowditch, Steven",57,148,NA,"4004"
"2893","Bradley, Keegan",50,145,295,"4004"
"3613","Cabrera Bello, Rafa",6,139,279,"4004"
"4333","Cabrera, Angel",75,154,NA,"4004"
"5053","Casey, Paul",29,145,287,"4004"
"5773","Clarke, Darren",45,142,291,"4004"
"6493","Day, Jason",2,138,274,"4004"
"7213","DeChambeau, Bryson",78,157,NA,"4004"
"7933","Donaldson, Jamie",47,146,293,"4004"
"8653","Dubuisson, Victor",65,150,NA,"4004"
"9373","Dufner, Jason",11,144,282,"4004"
"10093","Els, Ernie",75,154,NA,"4004"
"10813","English, Harris",52,147,NA,"4004"
"11533","Fitzpatrick, Matthew",20,146,284,"4004"
"12253","Fowler, Rickie",17,143,283,"4004"
"12973","Garcia, Sergio",11,146,282,"4004"
"13693","Gomez, Fabian",34,143,288,"4004"
"14413","Grace, Branden",34,144,288,"4004"
"15133","Grillo, Emiliano",69,151,NA,"4004"
"15853","Haas, Bill",17,140,283,"4004"
"16573","Herman, Jim",50,144,295,"4004"
"17293","Hoffman, Charley",61,149,NA,"4004"
"18013","Holmes, J.B.",29,144,287,"4004"
"18733","Horschel, Billy",47,146,293,"4004"
"19453","Immelman, Trevor",61,149,NA,"4004"
"20173","Jaidee, Thongchai",11,144,282,"4004"
"20893","Johnson, Dustin",11,142,282,"4004"
"21613","Johnson, Zach",25,142,286,"4004"
"22333","Kaufman, Smylie",1,137,270,"4004"
"23053","Kaymer, Martin",11,140,282,"4004"
"23773","Kirk, Chris",38,146,289,"4004"
"24493","Kisner, Kevin",2,136,274,"4004"
"25213","Kjeldsen, Soren",25,145,286,"4004"
"25933","Knox, Russell",71,152,NA,"4004"
"26653","Koepka, Brooks",4,144,277,"4004"
"27373","Kuchar, Matt",20,141,284,"4004"
"28093","Lahiri, Anirban",57,148,NA,"4004"
"28813","Langer, Bernhard",45,144,291,"4004"
"29533","Lee, Danny",9,140,280,"4004"
"30253","Leishman, Marc",52,147,NA,"4004"
"30973","Lingmerth, David",23,138,285,"4004"
"31693","Love III, Davis",71,152,NA,"4004"
"32413","Lowry, Shane",44,143,290,"4004"
"33133","Mahan, Hunter",69,151,NA,"4004"
"33853","Matsuyama, Hideki",29,146,287,"4004"
"34573","McDowell, Graeme",61,149,NA,"4004"
"35293","McIlroy, Rory",6,139,279,"4004"
"36013","Merritt, Troy",65,150,NA,"4004"
"36733","Mickelson, Phil",38,140,289,"4004"
"37453","Moore, Ryan",38,144,289,"4004"
"38173","Na, Kevin",10,142,281,"4004"
"38893","Oosthuizen, Louis",52,147,NA,"4004"
"39613","Piercy, Scott",34,140,288,"4004"
"40333","Poulter, Ian",65,150,NA,"4004"
"41053","Reed, Patrick",52,147,NA,"4004"
"41773","Rose, Justin",65,150,NA,"4004"
"42493","Schwartzel, Charl",29,139,287,"4004"
"43213","Scott, Adam",25,140,286,"4004"
"43933","Simpson, Webb",6,138,279,"4004"
"44653","Singh, Vijay",38,140,289,"4004"
"45373","Smith, Cameron",75,154,NA,"4004"
"46093","Snedeker, Brandt",25,140,286,"4004"
"46813","Spieth, Jordan",17,138,283,"4004"
"47533","Stenson, Henrik",20,143,284,"4004"
"48253","Streb, Robert",57,148,NA,"4004"
"48973","Streelman, Kevin",49,146,294,"4004"
"49693","Sullivan, Andy",61,149,NA,"4004"
"50413","Taylor, Vaughn",57,148,NA,"4004"
"51133","Thomas, Justin",34,146,288,"4004"
"51853","Walker, Jimmy",5,135,278,"4004"
"52573","Watson, Bubba",11,141,282,"4004"
"53293","Weir, Mike",79,159,NA,"4004"
"54013","Westwood, Lee",52,147,NA,"4004"
"54733","Wiesberger, Bernd",29,144,287,"4004"
"55453","Willett, Danny",38,146,289,"4004"
"56173","Wood, Chris",23,145,285,"4004"
"14","An, Byeong Hun",71,151,NA,"4005"
"734","Aphibarnrat, Kiradech",71,151,NA,"4005"
"1454","Berger, Daniel",49,144,294,"4005"
"2174","Bowditch, Steven",79,156,NA,"4005"
"2894","Bradley, Keegan",49,147,294,"4005"
"3614","Cabrera Bello, Rafa",57,148,NA,"4005"
"4334","Cabrera, Angel",48,147,293,"4005"
"5054","Casey, Paul",31,141,288,"4005"
"5774","Clarke, Darren",63,149,NA,"4005"
"6494","Day, Jason",11,143,283,"4005"
"7214","DeChambeau, Bryson",78,153,NA,"4005"
"7934","Donaldson, Jamie",11,142,283,"4005"
"8654","Dubuisson, Victor",73,152,NA,"4005"
"9374","Dufner, Jason",4,142,278,"4005"
"10094","Els, Ernie",56,147,298,"4005"
"10814","English, Harris",42,140,290,"4005"
"11534","Fitzpatrick, Matthew",27,143,287,"4005"
"12254","Fowler, Rickie",57,148,NA,"4005"
"12974","Garcia, Sergio",7,141,281,"4005"
"13694","Gomez, Fabian",53,144,296,"4005"
"14414","Grace, Branden",2,136,275,"4005"
"15134","Grillo, Emiliano",57,148,NA,"4005"
"15854","Haas, Bill",22,146,286,"4005"
"16574","Herman, Jim",16,140,284,"4005"
"17294","Hoffman, Charley",27,141,287,"4005"
"18014","Holmes, J.B.",67,150,NA,"4005"
"18734","Horschel, Billy",11,144,283,"4005"
"19454","Immelman, Trevor",63,149,NA,"4005"
"20174","Jaidee, Thongchai",37,147,289,"4005"
"20894","Johnson, Dustin",4,144,278,"4005"
"21614","Johnson, Zach",63,149,NA,"4005"
"22334","Kaufman, Smylie",27,146,287,"4005"
"23054","Kaymer, Martin",22,139,286,"4005"
"23774","Kirk, Chris",67,150,NA,"4005"
"24494","Kisner, Kevin",31,142,288,"4005"
"25214","Kjeldsen, Soren",55,147,297,"4005"
"25934","Knox, Russell",16,139,284,"4005"
"26654","Koepka, Brooks",18,141,285,"4005"
"27374","Kuchar, Matt",10,139,282,"4005"
"28094","Lahiri, Anirban",37,143,289,"4005"
"28814","Langer, Bernhard",67,150,NA,"4005"
"29534","Lee, Danny",51,146,295,"4005"
"30254","Leishman, Marc",31,146,288,"4005"
"30974","Lingmerth, David",46,142,292,"4005"
"31694","Love III, Davis",73,152,NA,"4005"
"32414","Lowry, Shane",42,143,290,"4005"
"33134","Mahan, Hunter",46,147,292,"4005"
"33854","Matsuyama, Hideki",18,141,285,"4005"
"34574","McDowell, Graeme",67,150,NA,"4005"
"35294","McIlroy, Rory",11,140,283,"4005"
"36014","Merritt, Troy",73,152,NA,"4005"
"36734","Mickelson, Phil",7,141,281,"4005"
"37454","Moore, Ryan",22,144,286,"4005"
"38174","Na, Kevin",37,145,289,"4005"
"38894","Oosthuizen, Louis",31,143,288,"4005"
"39614","Piercy, Scott",37,142,289,"4005"
"40334","Poulter, Ian",42,147,290,"4005"
"41054","Reed, Patrick",11,147,283,"4005"
"41774","Rose, Justin",1,137,274,"4005"
"42494","Schwartzel, Charl",37,142,289,"4005"
"43214","Scott, Adam",18,143,285,"4005"
"43934","Simpson, Webb",6,139,280,"4005"
"44654","Singh, Vijay",53,147,296,"4005"
"45374","Smith, Cameron",57,148,NA,"4005"
"46094","Snedeker, Brandt",31,147,288,"4005"
"46814","Spieth, Jordan",3,139,277,"4005"
"47534","Stenson, Henrik",45,145,291,"4005"
"48254","Streb, Robert",51,145,295,"4005"
"48974","Streelman, Kevin",63,149,NA,"4005"
"49694","Sullivan, Andy",57,148,NA,"4005"
"50414","Taylor, Vaughn",22,146,286,"4005"
"51134","Thomas, Justin",73,152,NA,"4005"
"51854","Walker, Jimmy",31,146,288,"4005"
"52574","Watson, Bubba",27,145,287,"4005"
"53294","Weir, Mike",73,152,NA,"4005"
"54014","Westwood, Lee",7,137,281,"4005"
"54734","Wiesberger, Bernd",18,142,285,"4005"
"55454","Willett, Danny",57,148,NA,"4005"
"56174","Wood, Chris",22,144,286,"4005"
"15","An, Byeong Hun",64,147,298,"4006"
"735","Aphibarnrat, Kiradech",29,144,287,"4006"
"1455","Berger, Daniel",12,138,284,"4006"
"2175","Bowditch, Steven",74,152,NA,"4006"
"2895","Bradley, Keegan",40,143,289,"4006"
"3615","Cabrera Bello, Rafa",26,146,286,"4006"
"4335","Cabrera, Angel",76,153,NA,"4006"
"5055","Casey, Paul",12,142,284,"4006"
"5775","Clarke, Darren",72,151,NA,"4006"
"6495","Day, Jason",3,140,280,"4006"
"7215","DeChambeau, Bryson",54,145,292,"4006"
"7935","Donaldson, Jamie",59,145,294,"4006"
"8655","Dubuisson, Victor",70,150,NA,"4006"
"9375","Dufner, Jason",56,146,293,"4006"
"10095","Els, Ernie",38,147,288,"4006"
"10815","English, Harris",29,145,287,"4006"
"11535","Fitzpatrick, Matthew",12,141,284,"4006"
"12255","Fowler, Rickie",12,148,284,"4006"
"12975","Garcia, Sergio",3,146,280,"4006"
"13695","Gomez, Fabian",29,145,287,"4006"
"14415","Grace, Branden",19,145,285,"4006"
"15135","Grillo, Emiliano",70,150,NA,"4006"
"15855","Haas, Bill",26,140,286,"4006"
"16575","Herman, Jim",19,140,285,"4006"
"17295","Hoffman, Charley",40,148,289,"4006"
"18015","Holmes, J.B.",26,141,286,"4006"
"18735","Horschel, Billy",38,148,288,"4006"
"19455","Immelman, Trevor",79,156,NA,"4006"
"20175","Jaidee, Thongchai",45,146,290,"4006"
"20895","Johnson, Dustin",64,145,298,"4006"
"21615","Johnson, Zach",12,141,284,"4006"
"22335","Kaufman, Smylie",59,145,294,"4006"
"23055","Kaymer, Martin",3,139,280,"4006"
"23775","Kirk, Chris",51,147,291,"4006"
"24495","Kisner, Kevin",56,144,293,"4006"
"25215","Kjeldsen, Soren",59,145,294,"4006"
"25935","Knox, Russell",12,140,284,"4006"
"26655","Koepka, Brooks",51,148,291,"4006"
"27375","Kuchar, Matt",3,142,280,"4006"
"28095","Lahiri, Anirban",2,142,277,"4006"
"28815","Langer, Bernhard",45,148,290,"4006"
"29535","Lee, Danny",40,147,289,"4006"
"30255","Leishman, Marc",45,143,290,"4006"
"30975","Lingmerth, David",29,146,287,"4006"
"31695","Love III, Davis",66,145,300,"4006"
"32415","Lowry, Shane",29,146,287,"4006"
"33135","Mahan, Hunter",40,143,289,"4006"
"33855","Matsuyama, Hideki",59,144,294,"4006"
"34575","McDowell, Graeme",19,145,285,"4006"
"35295","McIlroy, Rory",29,147,287,"4006"
"36015","Merritt, Troy",63,146,296,"4006"
"36735","Mickelson, Phil",45,148,290,"4006"
"37455","Moore, Ryan",76,153,NA,"4006"
"38175","Na, Kevin",9,142,282,"4006"
"38895","Oosthuizen, Louis",12,144,284,"4006"
"39615","Piercy, Scott",51,143,291,"4006"
"40335","Poulter, Ian",11,146,283,"4006"
"41055","Reed, Patrick",54,147,292,"4006"
"41775","Rose, Justin",8,145,281,"4006"
"42495","Schwartzel, Charl",56,141,293,"4006"
"43215","Scott, Adam",19,143,285,"4006"
"43935","Simpson, Webb",68,149,NA,"4006"
"44655","Singh, Vijay",19,147,285,"4006"
"45375","Smith, Cameron",66,148,300,"4006"
"46095","Snedeker, Brandt",29,143,287,"4006"
"46815","Spieth, Jordan",9,140,282,"4006"
"47535","Stenson, Henrik",3,143,280,"4006"
"48255","Streb, Robert",40,145,289,"4006"
"48975","Streelman, Kevin",29,146,287,"4006"
"49695","Sullivan, Andy",19,140,285,"4006"
"50415","Taylor, Vaughn",19,144,285,"4006"
"51135","Thomas, Justin",74,152,NA,"4006"
"51855","Walker, Jimmy",72,151,NA,"4006"
"52575","Watson, Bubba",68,149,NA,"4006"
"53295","Weir, Mike",76,153,NA,"4006"
"54015","Westwood, Lee",1,142,276,"4006"
"54735","Wiesberger, Bernd",29,143,287,"4006"
"55455","Willett, Danny",45,147,290,"4006"
"56175","Wood, Chris",45,142,290,"4006"
"16","An, Byeong Hun",72,151,NA,"4007"
"736","Aphibarnrat, Kiradech",41,143,290,"4007"
"1456","Berger, Daniel",58,149,NA,"4007"
"2176","Bowditch, Steven",76,152,NA,"4007"
"2896","Bradley, Keegan",43,146,291,"4007"
"3616","Cabrera Bello, Rafa",17,143,283,"4007"
"4336","Cabrera, Angel",48,142,295,"4007"
"5056","Casey, Paul",55,148,NA,"4007"
"5776","Clarke, Darren",76,152,NA,"4007"
"6496","Day, Jason",4,139,278,"4007"
"7216","DeChambeau, Bryson",21,141,285,"4007"
"7936","Donaldson, Jamie",13,141,282,"4007"
"8656","Dubuisson, Victor",62,150,NA,"4007"
"9376","Dufner, Jason",5,137,280,"4007"
"10096","Els, Ernie",72,151,NA,"4007"
"10816","English, Harris",72,151,NA,"4007"
"11536","Fitzpatrick, Matthew",45,145,292,"4007"
"12256","Fowler, Rickie",11,143,281,"4007"
"12976","Garcia, Sergio",55,148,NA,"4007"
"13696","Gomez, Fabian",17,142,283,"4007"
"14416","Grace, Branden",51,147,NA,"4007"
"15136","Grillo, Emiliano",28,144,287,"4007"
"15856","Haas, Bill",50,145,297,"4007"
"16576","Herman, Jim",48,146,295,"4007"
"17296","Hoffman, Charley",5,140,280,"4007"
"18016","Holmes, J.B.",32,144,288,"4007"
"18736","Horschel, Billy",21,144,285,"4007"
"19456","Immelman, Trevor",39,145,289,"4007"
"20176","Jaidee, Thongchai",58,149,NA,"4007"
"20896","Johnson, Dustin",32,145,288,"4007"
"21616","Johnson, Zach",11,141,281,"4007"
"22336","Kaufman, Smylie",28,141,287,"4007"
"23056","Kaymer, Martin",79,153,NA,"4007"
"23776","Kirk, Chris",43,146,291,"4007"
"24496","Kisner, Kevin",62,150,NA,"4007"
"25216","Kjeldsen, Soren",62,150,NA,"4007"
"25936","Knox, Russell",19,140,284,"4007"
"26656","Koepka, Brooks",47,146,294,"4007"
"27376","Kuchar, Matt",62,150,NA,"4007"
"28096","Lahiri, Anirban",58,149,NA,"4007"
"28816","Langer, Bernhard",58,149,NA,"4007"
"29536","Lee, Danny",41,146,290,"4007"
"30256","Leishman, Marc",5,142,280,"4007"
"30976","Lingmerth, David",25,146,286,"4007"
"31696","Love III, Davis",55,148,NA,"4007"
"32416","Lowry, Shane",13,142,282,"4007"
"33136","Mahan, Hunter",72,151,NA,"4007"
"33856","Matsuyama, Hideki",5,145,280,"4007"
"34576","McDowell, Graeme",19,144,284,"4007"
"35296","McIlroy, Rory",1,135,270,"4007"
"36016","Merritt, Troy",62,150,NA,"4007"
"36736","Mickelson, Phil",32,142,288,"4007"
"37456","Moore, Ryan",13,135,282,"4007"
"38176","Na, Kevin",32,146,288,"4007"
"38896","Oosthuizen, Louis",62,150,NA,"4007"
"39616","Piercy, Scott",39,146,289,"4007"
"40336","Poulter, Ian",32,144,288,"4007"
"41056","Reed, Patrick",25,143,286,"4007"
"41776","Rose, Justin",32,142,288,"4007"
"42496","Schwartzel, Charl",5,144,280,"4007"
"43216","Scott, Adam",62,150,NA,"4007"
"43936","Simpson, Webb",51,147,NA,"4007"
"44656","Singh, Vijay",21,143,285,"4007"
"45376","Smith, Cameron",62,150,NA,"4007"
"46096","Snedeker, Brandt",28,145,287,"4007"
"46816","Spieth, Jordan",2,137,277,"4007"
"47536","Stenson, Henrik",2,139,277,"4007"
"48256","Streb, Robert",76,152,NA,"4007"
"48976","Streelman, Kevin",13,137,282,"4007"
"49696","Sullivan, Andy",62,150,NA,"4007"
"50416","Taylor, Vaughn",62,150,NA,"4007"
"51136","Thomas, Justin",32,141,288,"4007"
"51856","Walker, Jimmy",51,147,NA,"4007"
"52576","Watson, Bubba",21,143,285,"4007"
"53296","Weir, Mike",51,147,NA,"4007"
"54016","Westwood, Lee",45,145,292,"4007"
"54736","Wiesberger, Bernd",28,144,287,"4007"
"55456","Willett, Danny",5,137,280,"4007"
"56176","Wood, Chris",25,141,286,"4007"
"17","An, Byeong Hun",56,148,NA,"4008"
"737","Aphibarnrat, Kiradech",67,151,NA,"4008"
"1457","Berger, Daniel",41,146,291,"4008"
"2177","Bowditch, Steven",53,145,295,"4008"
"2897","Bradley, Keegan",19,145,287,"4008"
"3617","Cabrera Bello, Rafa",63,149,NA,"4008"
