"name","modranks","prob","mododds"
"Rose, Justin",1,0.27,"2.7:1"
"Fowler, Rickie",2,0.22,"3.5:1"
"Garcia, Sergio",3,0.18,"4.6:1"
"Spieth, Jordan",4,0.12,"7.3:1"
"Moore, Ryan",5,0.06,"15.7:1"
"Scott, Adam",5,0.06,"15.7:1"
"Hoffman, Charley",5,0.06,"15.7:1"
"Pieters, Thomas",8,0.01,"99:1"
"Casey, Paul",8,0.01,"99:1"
"McIlroy, Rory",8,0.01,"99:1"
