"name","modranks","prob","mododds"
"Garcia, Sergio",1,0.3,"2.3:1"
"Fowler, Rickie",2,0.2,"4:1"
"McIlroy, Rory",3,0.1,"9:1"
"McGirt, William",3,0.1,"9:1"
"Rose, Justin",3,0.1,"9:1"
"Mickelson, Phil",3,0.1,"9:1"
"Spieth, Jordan",3,0.1,"9:1"
