"name","modranks","prob","mododds"
"Fitzpatrick, Matthew",1,0.1,"9:1"
"Hatton, Tyrrell",1,0.1,"9:1"
"Berger, Daniel",1,0.1,"9:1"
"Vegas, Jhonattan",1,0.1,"9:1"
"Sullivan, Andy",1,0.1,"9:1"
"Hoffman, Charley",1,0.1,"9:1"
"Day, Jason",1,0.1,"9:1"
"Matsuyama, Hideki",1,0.1,"9:1"
"Wiesberger, Bernd",1,0.1,"9:1"
"Steele, Brendan",1,0.1,"9:1"
