"name","modranks","prob","mododds"
"Rose, Justin",2,0.1,"9:1"
"Wiesberger, Bernd",2,0.1,"9:1"
"Tanihara, Hideto",2,0.1,"9:1"
"Piercy, Scott",2,0.1,"9:1"
"McIlroy, Rory",1,0.2,"4:1"
"Matsuyama, Hideki",2,0.1,"9:1"
"Woodland, Gary",2,0.1,"9:1"
"Fowler, Rickie",2,0.1,"9:1"
"Fisher, Ross",2,0.1,"9:1"
