"name","modranks","prob","mododds"
"Berger, Daniel",4,0.1,"9:1"
"Rahm, Jon",1,0.2,"4:1"
"Oosthuizen, Louis",4,0.1,"9:1"
"Spieth, Jordan",4,0.1,"9:1"
"Fowler, Rickie",1,0.2,"4:1"
"McIlroy, Rory",4,0.1,"9:1"
"Moore, Ryan",1,0.2,"4:1"
