"name","modranks","prob","mododds"
"Spieth, Jordan",3,0.1,"9:1"
"Day, Jason",1,0.2,"4:1"
"McGirt, William",3,0.1,"9:1"
"Rahm, Jon",3,0.1,"9:1"
"Rose, Justin",1,0.2,"4:1"
"Fisher, Ross",3,0.1,"9:1"
"Chappell, Kevin",3,0.1,"9:1"
"Westwood, Lee",3,0.1,"9:1"
