"name","modranks","prob","mododds"
"Pieters, Thomas",1,0.3,"2.3:1"
"Hoffman, Charley",1,0.3,"2.3:1"
"Fowler, Rickie",3,0.2,"4:1"
"Garcia, Sergio",4,0.1,"9:1"
"Spieth, Jordan",4,0.1,"9:1"
