"name","modranks","prob","mododds"
"Hoffman, Charley",1,0.3,"2.3:1"
"Matsuyama, Hideki",2,0.2,"4:1"
"Rose, Justin",2,0.2,"4:1"
"Fowler, Rickie",4,0.1,"9:1"
"McGirt, William",4,0.1,"9:1"
"Pieters, Thomas",4,0.1,"9:1"
