"name","modranks","prob","mododds"
"Rose, Justin",1,0.4,"1.5:1"
"Moore, Ryan",2,0.2,"4:1"
"Hoffman, Charley",2,0.2,"4:1"
"Fowler, Rickie",4,0.1,"9:1"
"Spieth, Jordan",4,0.1,"9:1"
