"name","modranks","prob","mododds"
"Garcia, Sergio",4,0.1,"9:1"
"Fowler, Rickie",1,0.3,"2.3:1"
"Scott, Adam",4,0.1,"9:1"
"Hoffman, Charley",2,0.2,"4:1"
"Rahm, Jon",2,0.2,"4:1"
"Oosthuizen, Louis",4,0.1,"9:1"
