name,year,hole,yardage,round,par,score,rtp_score,sg_total,no_masters,rtp_score_grouped,time,no_masters_category,Level,Mu,Mu (no blups),P
"Wiesberger, Bernd",2016,17,440,2,4,4,0,0.101,2,.,12,1,3,0.0016,0.00164,0.0016
"Wiesberger, Bernd",2016,17,440,2,4,4,0,0.101,2,.,12,1,2,0.01284,0.01315,0.01284
"Wiesberger, Bernd",2016,17,440,2,4,4,0,0.101,2,.,12,1,1,0.13295,0.13573,0.13295
"Wiesberger, Bernd",2016,17,440,2,4,4,0,0.101,2,.,12,1,0,0.78559,0.78959,0.78559
"Wiesberger, Bernd",2016,17,440,2,4,4,0,0.101,2,.,12,1,-1,0.99381,0.99396,0.99381
"Wiesberger, Bernd",2016,18,465,2,4,4,0,0.101,2,.,12,1,3,0.00169,0.00174,0.00169
"Wiesberger, Bernd",2016,18,465,2,4,4,0,0.101,2,.,12,1,2,0.01356,0.01388,0.01356
"Wiesberger, Bernd",2016,18,465,2,4,4,0,0.101,2,.,12,1,1,0.13945,0.14234,0.13945
"Wiesberger, Bernd",2016,18,465,2,4,4,0,0.101,2,.,12,1,0,0.79475,0.79863,0.79475
"Wiesberger, Bernd",2016,18,465,2,4,4,0,0.101,2,.,12,1,-1,0.99415,0.99428,0.99415
"Wiesberger, Bernd",2016,1,445,3,4,4,0,0.101,2,.,12,1,3,0.00541,0.00554,0.00541
"Wiesberger, Bernd",2016,1,445,3,4,4,0,0.101,2,.,12,1,2,0.04219,0.04317,0.04219
"Wiesberger, Bernd",2016,1,445,3,4,4,0,0.101,2,.,12,1,1,0.34179,0.34719,0.34179
"Wiesberger, Bernd",2016,1,445,3,4,4,0,0.101,2,.,12,1,0,0.92542,0.92705,0.92542
"Wiesberger, Bernd",2016,1,445,3,4,4,0,0.101,2,.,12,1,-1,0.99817,0.99821,0.99817
"Wiesberger, Bernd",2016,2,575,3,5,4,-1,0.101,2,.,12,1,3,0.00069,0.0007,0.00069
"Wiesberger, Bernd",2016,2,575,3,5,4,-1,0.101,2,.,12,1,2,0.00554,0.00568,0.00554
"Wiesberger, Bernd",2016,2,575,3,5,4,-1,0.101,2,.,12,1,1,0.06167,0.06307,0.06167
"Wiesberger, Bernd",2016,2,575,3,5,4,-1,0.101,2,.,12,1,0,0.61097,0.61664,0.61097
"Wiesberger, Bernd",2016,2,575,3,5,4,-1,0.101,2,.,12,1,-1,0.98569,0.98602,0.98569
"Wiesberger, Bernd",2016,3,350,3,4,6,2,0.101,2,.,12,1,3,0.00077,0.00079,0.00077
"Wiesberger, Bernd",2016,3,350,3,4,6,2,0.101,2,.,12,1,2,0.00618,0.00633,0.00618
"Wiesberger, Bernd",2016,3,350,3,4,6,2,0.101,2,.,12,1,1,0.0683,0.06984,0.0683
"Wiesberger, Bernd",2016,3,350,3,4,6,2,0.101,2,.,12,1,0,0.6366,0.64211,0.6366
"Wiesberger, Bernd",2016,3,350,3,4,6,2,0.101,2,.,12,1,-1,0.98715,0.98745,0.98715
"Wiesberger, Bernd",2016,4,240,3,3,4,1,0.101,2,.,12,1,3,0.0064,0.00656,0.0064
"Wiesberger, Bernd",2016,4,240,3,3,4,1,0.101,2,.,12,1,2,0.04962,0.05075,0.04962
"Wiesberger, Bernd",2016,4,240,3,3,4,1,0.101,2,.,12,1,1,0.38095,0.38661,0.38095
"Wiesberger, Bernd",2016,4,240,3,3,4,1,0.101,2,.,12,1,0,0.93633,0.93774,0.93633
"Wiesberger, Bernd",2016,4,240,3,3,4,1,0.101,2,.,12,1,-1,0.99845,0.99849,0.99845
"Wiesberger, Bernd",2016,5,455,3,4,5,1,0.101,2,.,12,1,3,0.00505,0.00517,0.00505
"Wiesberger, Bernd",2016,5,455,3,4,5,1,0.101,2,.,12,1,2,0.03952,0.04043,0.03952
"Wiesberger, Bernd",2016,5,455,3,4,5,1,0.101,2,.,12,1,1,0.32658,0.33186,0.32658
"Wiesberger, Bernd",2016,5,455,3,4,5,1,0.101,2,.,12,1,0,0.92056,0.92229,0.92056
"Wiesberger, Bernd",2016,5,455,3,4,5,1,0.101,2,.,12,1,-1,0.99804,0.99808,0.99804
"Wiesberger, Bernd",2016,6,180,3,3,3,0,0.101,2,.,12,1,3,0.0019,0.00195,0.0019
"Wiesberger, Bernd",2016,6,180,3,3,3,0,0.101,2,.,12,1,2,0.01519,0.01556,0.01519
"Wiesberger, Bernd",2016,6,180,3,3,3,0,0.101,2,.,12,1,1,0.15389,0.15703,0.15389
"Wiesberger, Bernd",2016,6,180,3,3,3,0,0.101,2,.,12,1,0,0.81294,0.81655,0.81294
"Wiesberger, Bernd",2016,6,180,3,3,3,0,0.101,2,.,12,1,-1,0.99478,0.9949,0.99478
"Wiesberger, Bernd",2016,7,450,3,4,5,1,0.101,2,.,12,1,3,0.00475,0.00486,0.00475
"Wiesberger, Bernd",2016,7,450,3,4,5,1,0.101,2,.,12,1,2,0.03722,0.03809,0.03722
"Wiesberger, Bernd",2016,7,450,3,4,5,1,0.101,2,.,12,1,1,0.31305,0.31822,0.31305
"Wiesberger, Bernd",2016,7,450,3,4,5,1,0.101,2,.,12,1,0,0.91589,0.91772,0.91589
"Wiesberger, Bernd",2016,7,450,3,4,5,1,0.101,2,.,12,1,-1,0.99791,0.99796,0.99791
"Wiesberger, Bernd",2016,8,570,3,5,5,0,0.101,2,.,12,1,3,0.00072,0.00074,0.00072
"Wiesberger, Bernd",2016,8,570,3,5,5,0,0.101,2,.,12,1,2,0.00579,0.00593,0.00579
"Wiesberger, Bernd",2016,8,570,3,5,5,0,0.101,2,.,12,1,1,0.06426,0.06571,0.06426
"Wiesberger, Bernd",2016,8,570,3,5,5,0,0.101,2,.,12,1,0,0.62135,0.62696,0.62135
"Wiesberger, Bernd",2016,8,570,3,5,5,0,0.101,2,.,12,1,-1,0.98629,0.98661,0.98629
"Wiesberger, Bernd",2016,9,460,3,4,5,1,0.101,2,.,12,1,3,0.00257,0.00263,0.00257
"Wiesberger, Bernd",2016,9,460,3,4,5,1,0.101,2,.,12,1,2,0.02044,0.02092,0.02044
"Wiesberger, Bernd",2016,9,460,3,4,5,1,0.101,2,.,12,1,1,0.19738,0.20119,0.19738
"Wiesberger, Bernd",2016,9,460,3,4,5,1,0.101,2,.,12,1,0,0.85457,0.85752,0.85457
"Wiesberger, Bernd",2016,9,460,3,4,5,1,0.101,2,.,12,1,-1,0.99613,0.99623,0.99613
"Wiesberger, Bernd",2016,10,495,3,4,4,0,0.101,2,.,12,1,3,0.00364,0.00372,0.00364
"Wiesberger, Bernd",2016,10,495,3,4,4,0,0.101,2,.,12,1,2,0.02872,0.02939,0.02872
"Wiesberger, Bernd",2016,10,495,3,4,4,0,0.101,2,.,12,1,1,0.25846,0.26307,0.25846
"Wiesberger, Bernd",2016,10,495,3,4,4,0,0.101,2,.,12,1,0,0.8928,0.89507,0.8928
"Wiesberger, Bernd",2016,10,495,3,4,4,0,0.101,2,.,12,1,-1,0.99727,0.99733,0.99727
"Wiesberger, Bernd",2016,11,505,3,4,5,1,0.101,2,.,12,1,3,0.00318,0.00326,0.00318
"Wiesberger, Bernd",2016,11,505,3,4,5,1,0.101,2,.,12,1,2,0.02519,0.02578,0.02519
"Wiesberger, Bernd",2016,11,505,3,4,5,1,0.101,2,.,12,1,1,0.23345,0.23776,0.23345
"Wiesberger, Bernd",2016,11,505,3,4,5,1,0.101,2,.,12,1,0,0.87919,0.88171,0.87919
"Wiesberger, Bernd",2016,11,505,3,4,5,1,0.101,2,.,12,1,-1,0.99688,0.99695,0.99688
"Wiesberger, Bernd",2016,12,155,3,3,3,0,0.101,2,.,12,1,3,0.002,0.00205,0.002
"Wiesberger, Bernd",2016,12,155,3,3,3,0,0.101,2,.,12,1,2,0.01596,0.01634,0.01596
"Wiesberger, Bernd",2016,12,155,3,3,3,0,0.101,2,.,12,1,1,0.16047,0.16371,0.16047
"Wiesberger, Bernd",2016,12,155,3,3,3,0,0.101,2,.,12,1,0,0.82038,0.82388,0.82038
"Wiesberger, Bernd",2016,12,155,3,3,3,0,0.101,2,.,12,1,-1,0.99503,0.99515,0.99503
"Wiesberger, Bernd",2016,13,510,3,5,6,1,0.101,2,.,12,1,3,0.00034,0.00035,0.00034
"Wiesberger, Bernd",2016,13,510,3,5,6,1,0.101,2,.,12,1,2,0.00276,0.00283,0.00276
"Wiesberger, Bernd",2016,13,510,3,5,6,1,0.101,2,.,12,1,1,0.03158,0.03232,0.03158
"Wiesberger, Bernd",2016,13,510,3,5,6,1,0.101,2,.,12,1,0,0.43797,0.44386,0.43797
"Wiesberger, Bernd",2016,13,510,3,5,6,1,0.101,2,.,12,1,-1,0.97157,0.97222,0.97157
"Wiesberger, Bernd",2016,14,440,3,4,4,0,0.101,2,.,12,1,3,0.00284,0.00291,0.00284
"Wiesberger, Bernd",2016,14,440,3,4,4,0,0.101,2,.,12,1,2,0.02257,0.0231,0.02257
"Wiesberger, Bernd",2016,14,440,3,4,4,0,0.101,2,.,12,1,1,0.21393,0.21797,0.21393
"Wiesberger, Bernd",2016,14,440,3,4,4,0,0.101,2,.,12,1,0,0.86672,0.86946,0.86672
"Wiesberger, Bernd",2016,14,440,3,4,4,0,0.101,2,.,12,1,-1,0.99651,0.99659,0.99651
"Wiesberger, Bernd",2016,15,530,3,5,6,1,0.101,2,.,12,1,3,0.00089,0.00091,0.00089
"Wiesberger, Bernd",2016,15,530,3,5,6,1,0.101,2,.,12,1,2,0.00716,0.00734,0.00716
"Wiesberger, Bernd",2016,15,530,3,5,6,1,0.101,2,.,12,1,1,0.07838,0.08013,0.07838
"Wiesberger, Bernd",2016,15,530,3,5,6,1,0.101,2,.,12,1,0,0.67022,0.67549,0.67022
"Wiesberger, Bernd",2016,15,530,3,5,6,1,0.101,2,.,12,1,-1,0.9889,0.98916,0.9889
"Wiesberger, Bernd",2016,16,170,3,3,2,-1,0.101,2,.,12,1,3,0.00188,0.00193,0.00188
"Wiesberger, Bernd",2016,16,170,3,3,2,-1,0.101,2,.,12,1,2,0.01506,0.01542,0.01506
"Wiesberger, Bernd",2016,16,170,3,3,2,-1,0.101,2,.,12,1,1,0.15273,0.15585,0.15273
"Wiesberger, Bernd",2016,16,170,3,3,2,-1,0.101,2,.,12,1,0,0.81159,0.81522,0.81159
"Wiesberger, Bernd",2016,16,170,3,3,2,-1,0.101,2,.,12,1,-1,0.99473,0.99486,0.99473
"Wiesberger, Bernd",2016,17,440,3,4,4,0,0.101,2,.,12,1,3,0.00721,0.00739,0.00721
"Wiesberger, Bernd",2016,17,440,3,4,4,0,0.101,2,.,12,1,2,0.05559,0.05686,0.05559
"Wiesberger, Bernd",2016,17,440,3,4,4,0,0.101,2,.,12,1,1,0.40962,0.41542,0.40962
"Wiesberger, Bernd",2016,17,440,3,4,4,0,0.101,2,.,12,1,0,0.94312,0.94438,0.94312
"Wiesberger, Bernd",2016,17,440,3,4,4,0,0.101,2,.,12,1,-1,0.99863,0.99866,0.99863
"Wiesberger, Bernd",2016,18,465,3,4,4,0,0.101,2,.,12,1,3,0.00641,0.00656,0.00641
"Wiesberger, Bernd",2016,18,465,3,4,4,0,0.101,2,.,12,1,2,0.04966,0.05081,0.04966
"Wiesberger, Bernd",2016,18,465,3,4,4,0,0.101,2,.,12,1,1,0.3812,0.38686,0.3812
"Wiesberger, Bernd",2016,18,465,3,4,4,0,0.101,2,.,12,1,0,0.93639,0.9378,0.93639
"Wiesberger, Bernd",2016,18,465,3,4,4,0,0.101,2,.,12,1,-1,0.99845,0.99849,0.99845
"Wiesberger, Bernd",2016,1,445,4,4,4,0,0.101,2,.,12,1,3,0.00365,0.00374,0.00365
"Wiesberger, Bernd",2016,1,445,4,4,4,0,0.101,2,.,12,1,2,0.02886,0.02953,0.02886
"Wiesberger, Bernd",2016,1,445,4,4,4,0,0.101,2,.,12,1,1,0.2594,0.26402,0.2594
"Wiesberger, Bernd",2016,1,445,4,4,4,0,0.101,2,.,12,1,0,0.89327,0.89553,0.89327
"Wiesberger, Bernd",2016,1,445,4,4,4,0,0.101,2,.,12,1,-1,0.99728,0.99735,0.99728
"Wiesberger, Bernd",2016,2,575,4,5,5,0,0.101,2,.,12,1,3,0.00049,0.0005,0.00049
"Wiesberger, Bernd",2016,2,575,4,5,5,0,0.101,2,.,12,1,2,0.00395,0.00405,0.00395
"Wiesberger, Bernd",2016,2,575,4,5,5,0,0.101,2,.,12,1,1,0.04466,0.04569,0.04466
"Wiesberger, Bernd",2016,2,575,4,5,5,0,0.101,2,.,12,1,0,0.52763,0.53358,0.52763
"Wiesberger, Bernd",2016,2,575,4,5,5,0,0.101,2,.,12,1,-1,0.97999,0.98046,0.97999
"Wiesberger, Bernd",2016,3,350,4,4,4,0,0.101,2,.,12,1,3,0.0027,0.00276,0.0027
"Wiesberger, Bernd",2016,3,350,4,4,4,0,0.101,2,.,12,1,2,0.02143,0.02193,0.02143
"Wiesberger, Bernd",2016,3,350,4,4,4,0,0.101,2,.,12,1,1,0.20516,0.20909,0.20516
"Wiesberger, Bernd",2016,3,350,4,4,4,0,0.101,2,.,12,1,0,0.86049,0.86333,0.86049
"Wiesberger, Bernd",2016,3,350,4,4,4,0,0.101,2,.,12,1,-1,0.99632,0.9964,0.99632
"Wiesberger, Bernd",2016,4,240,4,3,4,1,0.101,2,.,12,1,3,0.00375,0.00384,0.00375
"Wiesberger, Bernd",2016,4,240,4,3,4,1,0.101,2,.,12,1,2,0.0296,0.0303,0.0296
"Wiesberger, Bernd",2016,4,240,4,3,4,1,0.101,2,.,12,1,1,0.2645,0.26917,0.2645
"Wiesberger, Bernd",2016,4,240,4,3,4,1,0.101,2,.,12,1,0,0.89576,0.89797,0.89576
"Wiesberger, Bernd",2016,4,240,4,3,4,1,0.101,2,.,12,1,-1,0.99735,0.99742,0.99735
"Wiesberger, Bernd",2016,5,455,4,4,4,0,0.101,2,.,12,1,3,0.00374,0.00383,0.00374
"Wiesberger, Bernd",2016,5,455,4,4,4,0,0.101,2,.,12,1,2,0.0295,0.03019,0.0295
"Wiesberger, Bernd",2016,5,455,4,4,4,0,0.101,2,.,12,1,1,0.26379,0.26846,0.26379
"Wiesberger, Bernd",2016,5,455,4,4,4,0,0.101,2,.,12,1,0,0.89542,0.89764,0.89542
"Wiesberger, Bernd",2016,5,455,4,4,4,0,0.101,2,.,12,1,-1,0.99734,0.99741,0.99734
"Wiesberger, Bernd",2016,6,180,4,3,3,0,0.101,2,.,12,1,3,0.00351,0.0036,0.00351
"Wiesberger, Bernd",2016,6,180,4,3,3,0,0.101,2,.,12,1,2,0.02778,0.02843,0.02778
"Wiesberger, Bernd",2016,6,180,4,3,3,0,0.101,2,.,12,1,1,0.25194,0.25647,0.25194
"Wiesberger, Bernd",2016,6,180,4,3,3,0,0.101,2,.,12,1,0,0.88947,0.8918,0.88947
"Wiesberger, Bernd",2016,6,180,4,3,3,0,0.101,2,.,12,1,-1,0.99717,0.99724,0.99717
"Wiesberger, Bernd",2016,7,450,4,4,4,0,0.101,2,.,12,1,3,0.00308,0.00316,0.00308
"Wiesberger, Bernd",2016,7,450,4,4,4,0,0.101,2,.,12,1,2,0.02445,0.02502,0.02445
"Wiesberger, Bernd",2016,7,450,4,4,4,0,0.101,2,.,12,1,1,0.22804,0.23227,0.22804
"Wiesberger, Bernd",2016,7,450,4,4,4,0,0.101,2,.,12,1,0,0.87591,0.87848,0.87591
"Wiesberger, Bernd",2016,7,450,4,4,4,0,0.101,2,.,12,1,-1,0.99678,0.99686,0.99678
"Wiesberger, Bernd",2016,8,570,4,5,5,0,0.101,2,.,12,1,3,0.00051,0.00052,0.00051
"Wiesberger, Bernd",2016,8,570,4,5,5,0,0.101,2,.,12,1,2,0.0041,0.0042,0.0041
"Wiesberger, Bernd",2016,8,570,4,5,5,0,0.101,2,.,12,1,1,0.04633,0.0474,0.04633
"Wiesberger, Bernd",2016,8,570,4,5,5,0,0.101,2,.,12,1,0,0.53724,0.54318,0.53724
"Wiesberger, Bernd",2016,8,570,4,5,5,0,0.101,2,.,12,1,-1,0.98074,0.98118,0.98074
"Wiesberger, Bernd",2016,9,460,4,4,5,1,0.101,2,.,12,1,3,0.00432,0.00443,0.00432
"Wiesberger, Bernd",2016,9,460,4,4,5,1,0.101,2,.,12,1,2,0.03397,0.03476,0.03397
"Wiesberger, Bernd",2016,9,460,4,4,5,1,0.101,2,.,12,1,1,0.29303,0.298,0.29303
"Wiesberger, Bernd",2016,9,460,4,4,5,1,0.101,2,.,12,1,0,0.90829,0.91026,0.90829
"Wiesberger, Bernd",2016,9,460,4,4,5,1,0.101,2,.,12,1,-1,0.9977,0.99776,0.9977
"Wiesberger, Bernd",2016,10,495,4,4,4,0,0.101,2,.,12,1,3,0.00272,0.00279,0.00272
"Wiesberger, Bernd",2016,10,495,4,4,4,0,0.101,2,.,12,1,2,0.02162,0.02213,0.02162
"Wiesberger, Bernd",2016,10,495,4,4,4,0,0.101,2,.,12,1,1,0.20662,0.21057,0.20662
"Wiesberger, Bernd",2016,10,495,4,4,4,0,0.101,2,.,12,1,0,0.86156,0.86439,0.86156
"Wiesberger, Bernd",2016,10,495,4,4,4,0,0.101,2,.,12,1,-1,0.99635,0.99644,0.99635
"Wiesberger, Bernd",2016,11,505,4,4,4,0,0.101,2,.,12,1,3,0.00328,0.00336,0.00328
"Wiesberger, Bernd",2016,11,505,4,4,4,0,0.101,2,.,12,1,2,0.02598,0.02659,0.02598
"Wiesberger, Bernd",2016,11,505,4,4,4,0,0.101,2,.,12,1,1,0.23919,0.24356,0.23919
"Wiesberger, Bernd",2016,11,505,4,4,4,0,0.101,2,.,12,1,0,0.88252,0.88498,0.88252
"Wiesberger, Bernd",2016,11,505,4,4,4,0,0.101,2,.,12,1,-1,0.99697,0.99705,0.99697
"Wiesberger, Bernd",2016,12,155,4,3,3,0,0.101,2,.,12,1,3,0.00328,0.00335,0.00328
"Wiesberger, Bernd",2016,12,155,4,3,3,0,0.101,2,.,12,1,2,0.02593,0.02654,0.02593
"Wiesberger, Bernd",2016,12,155,4,3,3,0,0.101,2,.,12,1,1,0.23888,0.24325,0.23888
"Wiesberger, Bernd",2016,12,155,4,3,3,0,0.101,2,.,12,1,0,0.88235,0.88481,0.88235
"Wiesberger, Bernd",2016,12,155,4,3,3,0,0.101,2,.,12,1,-1,0.99697,0.99704,0.99697
"Wiesberger, Bernd",2016,13,510,4,5,4,-1,0.101,2,.,12,1,3,0.00029,0.0003,0.00029
"Wiesberger, Bernd",2016,13,510,4,5,4,-1,0.101,2,.,12,1,2,0.00236,0.00241,0.00236
"Wiesberger, Bernd",2016,13,510,4,5,4,-1,0.101,2,.,12,1,1,0.02709,0.02773,0.02709
"Wiesberger, Bernd",2016,13,510,4,5,4,-1,0.101,2,.,12,1,0,0.39957,0.40532,0.39957
"Wiesberger, Bernd",2016,13,510,4,5,4,-1,0.101,2,.,12,1,-1,0.96687,0.96763,0.96687
"Wiesberger, Bernd",2016,14,440,4,4,4,0,0.101,2,.,12,1,3,0.00133,0.00136,0.00133
"Wiesberger, Bernd",2016,14,440,4,4,4,0,0.101,2,.,12,1,2,0.01068,0.01094,0.01068
"Wiesberger, Bernd",2016,14,440,4,4,4,0,0.101,2,.,12,1,1,0.11292,0.11534,0.11292
"Wiesberger, Bernd",2016,14,440,4,4,4,0,0.101,2,.,12,1,0,0.75259,0.75701,0.75259
"Wiesberger, Bernd",2016,14,440,4,4,4,0,0.101,2,.,12,1,-1,0.99256,0.99273,0.99256
"Wiesberger, Bernd",2016,15,530,4,5,5,0,0.101,2,.,12,1,3,0.00019,0.00019,0.00019
"Wiesberger, Bernd",2016,15,530,4,5,5,0,0.101,2,.,12,1,2,0.0015,0.00154,0.0015
"Wiesberger, Bernd",2016,15,530,4,5,5,0,0.101,2,.,12,1,1,0.0174,0.01782,0.0174
"Wiesberger, Bernd",2016,15,530,4,5,5,0,0.101,2,.,12,1,0,0.29736,0.30238,0.29736
"Wiesberger, Bernd",2016,15,530,4,5,5,0,0.101,2,.,12,1,-1,0.94887,0.95002,0.94887
"Wiesberger, Bernd",2016,16,170,4,3,3,0,0.101,2,.,12,1,3,0.00186,0.00191,0.00186
"Wiesberger, Bernd",2016,16,170,4,3,3,0,0.101,2,.,12,1,2,0.01489,0.01524,0.01489
"Wiesberger, Bernd",2016,16,170,4,3,3,0,0.101,2,.,12,1,1,0.15121,0.15431,0.15121
"Wiesberger, Bernd",2016,16,170,4,3,3,0,0.101,2,.,12,1,0,0.80978,0.81344,0.80978
"Wiesberger, Bernd",2016,16,170,4,3,3,0,0.101,2,.,12,1,-1,0.99467,0.9948,0.99467
"Wiesberger, Bernd",2016,17,440,4,4,4,0,0.101,2,.,12,1,3,0.00361,0.0037,0.00361
"Wiesberger, Bernd",2016,17,440,4,4,4,0,0.101,2,.,12,1,2,0.02855,0.02922,0.02855
"Wiesberger, Bernd",2016,17,440,4,4,4,0,0.101,2,.,12,1,1,0.25728,0.26187,0.25728
"Wiesberger, Bernd",2016,17,440,4,4,4,0,0.101,2,.,12,1,0,0.89221,0.89449,0.89221
"Wiesberger, Bernd",2016,17,440,4,4,4,0,0.101,2,.,12,1,-1,0.99725,0.99732,0.99725
"Wiesberger, Bernd",2016,18,465,4,4,3,-1,0.101,2,.,12,1,3,0.00318,0.00325,0.00318
"Wiesberger, Bernd",2016,18,465,4,4,3,-1,0.101,2,.,12,1,2,0.02516,0.02575,0.02516
"Wiesberger, Bernd",2016,18,465,4,4,3,-1,0.101,2,.,12,1,1,0.23328,0.23758,0.23328
"Wiesberger, Bernd",2016,18,465,4,4,3,-1,0.101,2,.,12,1,0,0.87908,0.8816,0.87908
"Wiesberger, Bernd",2016,18,465,4,4,3,-1,0.101,2,.,12,1,-1,0.99687,0.99695,0.99687
"Willett, Danny",2016,1,445,1,4,4,0,0.999,2,.,12,1,3,0.00358,0.00358,0.00358
"Willett, Danny",2016,1,445,1,4,4,0,0.999,2,.,12,1,2,0.02829,0.02828,0.02829
"Willett, Danny",2016,1,445,1,4,4,0,0.999,2,.,12,1,1,0.25551,0.25541,0.25551
"Willett, Danny",2016,1,445,1,4,4,0,0.999,2,.,12,1,0,0.89132,0.89126,0.89132
"Willett, Danny",2016,1,445,1,4,4,0,0.999,2,.,12,1,-1,0.99723,0.99723,0.99723
"Willett, Danny",2016,2,575,1,5,5,0,0.999,2,.,12,1,3,0.00068,0.00068,0.00068
"Willett, Danny",2016,2,575,1,5,5,0,0.999,2,.,12,1,2,0.0055,0.00549,0.0055
"Willett, Danny",2016,2,575,1,5,5,0,0.999,2,.,12,1,1,0.06115,0.06112,0.06115
"Willett, Danny",2016,2,575,1,5,5,0,0.999,2,.,12,1,0,0.60882,0.60869,0.60882
"Willett, Danny",2016,2,575,1,5,5,0,0.999,2,.,12,1,-1,0.98556,0.98555,0.98556
"Willett, Danny",2016,3,350,1,4,3,-1,0.999,2,.,12,1,3,0.0012,0.0012,0.0012
"Willett, Danny",2016,3,350,1,4,3,-1,0.999,2,.,12,1,2,0.00964,0.00964,0.00964
"Willett, Danny",2016,3,350,1,4,3,-1,0.999,2,.,12,1,1,0.10298,0.10292,0.10298
"Willett, Danny",2016,3,350,1,4,3,-1,0.999,2,.,12,1,0,0.73285,0.73274,0.73285
"Willett, Danny",2016,3,350,1,4,3,-1,0.999,2,.,12,1,-1,0.99176,0.99175,0.99176
"Willett, Danny",2016,4,240,1,3,3,0,0.999,2,.,12,1,3,0.00372,0.00372,0.00372
"Willett, Danny",2016,4,240,1,3,3,0,0.999,2,.,12,1,2,0.02938,0.02936,0.02938
"Willett, Danny",2016,4,240,1,3,3,0,0.999,2,.,12,1,1,0.26296,0.26285,0.26296
"Willett, Danny",2016,4,240,1,3,3,0,0.999,2,.,12,1,0,0.89502,0.89497,0.89502
"Willett, Danny",2016,4,240,1,3,3,0,0.999,2,.,12,1,-1,0.99733,0.99733,0.99733
"Willett, Danny",2016,5,455,1,4,4,0,0.999,2,.,12,1,3,0.00275,0.00275,0.00275
"Willett, Danny",2016,5,455,1,4,4,0,0.999,2,.,12,1,2,0.02188,0.02187,0.02188
"Willett, Danny",2016,5,455,1,4,4,0,0.999,2,.,12,1,1,0.20868,0.20859,0.20868
"Willett, Danny",2016,5,455,1,4,4,0,0.999,2,.,12,1,0,0.86304,0.86298,0.86304
"Willett, Danny",2016,5,455,1,4,4,0,0.999,2,.,12,1,-1,0.99639,0.99639,0.99639
"Willett, Danny",2016,6,180,1,3,3,0,0.999,2,.,12,1,3,0.00223,0.00223,0.00223
"Willett, Danny",2016,6,180,1,3,3,0,0.999,2,.,12,1,2,0.01782,0.01781,0.01782
"Willett, Danny",2016,6,180,1,3,3,0,0.999,2,.,12,1,1,0.17618,0.1761,0.17618
"Willett, Danny",2016,6,180,1,3,3,0,0.999,2,.,12,1,0,0.83634,0.83626,0.83634
"Willett, Danny",2016,6,180,1,3,3,0,0.999,2,.,12,1,-1,0.99556,0.99556,0.99556
"Willett, Danny",2016,7,450,1,4,4,0,0.999,2,.,12,1,3,0.00307,0.00307,0.00307
"Willett, Danny",2016,7,450,1,4,4,0,0.999,2,.,12,1,2,0.02436,0.02435,0.02436
"Willett, Danny",2016,7,450,1,4,4,0,0.999,2,.,12,1,1,0.22741,0.22731,0.22741
"Willett, Danny",2016,7,450,1,4,4,0,0.999,2,.,12,1,0,0.87552,0.87546,0.87552
"Willett, Danny",2016,7,450,1,4,4,0,0.999,2,.,12,1,-1,0.99677,0.99677,0.99677
"Willett, Danny",2016,8,570,1,5,5,0,0.999,2,.,12,1,3,0.00091,0.00091,0.00091
"Willett, Danny",2016,8,570,1,5,5,0,0.999,2,.,12,1,2,0.0073,0.0073,0.0073
"Willett, Danny",2016,8,570,1,5,5,0,0.999,2,.,12,1,1,0.07981,0.07977,0.07981
"Willett, Danny",2016,8,570,1,5,5,0,0.999,2,.,12,1,0,0.67452,0.6744,0.67452
"Willett, Danny",2016,8,570,1,5,5,0,0.999,2,.,12,1,-1,0.98912,0.98911,0.98912
"Willett, Danny",2016,9,460,1,4,3,-1,0.999,2,.,12,1,3,0.00205,0.00205,0.00205
"Willett, Danny",2016,9,460,1,4,3,-1,0.999,2,.,12,1,2,0.01639,0.01638,0.01639
"Willett, Danny",2016,9,460,1,4,3,-1,0.999,2,.,12,1,1,0.16421,0.16413,0.16421
"Willett, Danny",2016,9,460,1,4,3,-1,0.999,2,.,12,1,0,0.8244,0.82432,0.8244
"Willett, Danny",2016,9,460,1,4,3,-1,0.999,2,.,12,1,-1,0.99517,0.99516,0.99517
"Willett, Danny",2016,10,495,1,4,4,0,0.999,2,.,12,1,3,0.00356,0.00356,0.00356
"Willett, Danny",2016,10,495,1,4,4,0,0.999,2,.,12,1,2,0.02813,0.02811,0.02813
"Willett, Danny",2016,10,495,1,4,4,0,0.999,2,.,12,1,1,0.25439,0.25428,0.25439
"Willett, Danny",2016,10,495,1,4,4,0,0.999,2,.,12,1,0,0.89074,0.89069,0.89074
"Willett, Danny",2016,10,495,1,4,4,0,0.999,2,.,12,1,-1,0.99721,0.99721,0.99721
"Willett, Danny",2016,11,505,1,4,4,0,0.999,2,.,12,1,3,0.00699,0.00699,0.00699
"Willett, Danny",2016,11,505,1,4,4,0,0.999,2,.,12,1,2,0.05398,0.05395,0.05398
"Willett, Danny",2016,11,505,1,4,4,0,0.999,2,.,12,1,1,0.40212,0.40198,0.40212
"Willett, Danny",2016,11,505,1,4,4,0,0.999,2,.,12,1,0,0.94142,0.94139,0.94142
"Willett, Danny",2016,11,505,1,4,4,0,0.999,2,.,12,1,-1,0.99858,0.99858,0.99858
"Willett, Danny",2016,12,155,1,3,3,0,0.999,2,.,12,1,3,0.00375,0.00375,0.00375
"Willett, Danny",2016,12,155,1,3,3,0,0.999,2,.,12,1,2,0.02959,0.02958,0.02959
