name,year,hole,yardage,round,par,score,rtp_score,sg_total,no_masters,rtp_score_grouped,time,no_masters_category,Level,Mu,Mu (no blups),P
"Fitzpatrick, Matthew",2016,16,170,3,3,4,1,0.173,2,.,12,1,-1,0.9948,0.9948,0.9948
"Fitzpatrick, Matthew",2016,17,440,3,4,4,0,0.173,2,.,12,1,3,0.0073,0.00731,0.0073
"Fitzpatrick, Matthew",2016,17,440,3,4,4,0,0.173,2,.,12,1,2,0.05624,0.05626,0.05624
"Fitzpatrick, Matthew",2016,17,440,3,4,4,0,0.173,2,.,12,1,1,0.41261,0.41272,0.41261
"Fitzpatrick, Matthew",2016,17,440,3,4,4,0,0.173,2,.,12,1,0,0.94377,0.9438,0.94377
"Fitzpatrick, Matthew",2016,17,440,3,4,4,0,0.173,2,.,12,1,-1,0.99864,0.99864,0.99864
"Fitzpatrick, Matthew",2016,18,465,3,4,4,0,0.173,2,.,12,1,3,0.00649,0.00649,0.00649
"Fitzpatrick, Matthew",2016,18,465,3,4,4,0,0.173,2,.,12,1,2,0.05025,0.05027,0.05025
"Fitzpatrick, Matthew",2016,18,465,3,4,4,0,0.173,2,.,12,1,1,0.38412,0.38422,0.38412
"Fitzpatrick, Matthew",2016,18,465,3,4,4,0,0.173,2,.,12,1,0,0.93712,0.93715,0.93712
"Fitzpatrick, Matthew",2016,18,465,3,4,4,0,0.173,2,.,12,1,-1,0.99847,0.99847,0.99847
"Fitzpatrick, Matthew",2016,1,445,4,4,4,0,0.173,2,.,12,1,3,0.0037,0.0037,0.0037
"Fitzpatrick, Matthew",2016,1,445,4,4,4,0,0.173,2,.,12,1,2,0.0292,0.02922,0.0292
"Fitzpatrick, Matthew",2016,1,445,4,4,4,0,0.173,2,.,12,1,1,0.26178,0.26187,0.26178
"Fitzpatrick, Matthew",2016,1,445,4,4,4,0,0.173,2,.,12,1,0,0.89444,0.89449,0.89444
"Fitzpatrick, Matthew",2016,1,445,4,4,4,0,0.173,2,.,12,1,-1,0.99732,0.99732,0.99732
"Fitzpatrick, Matthew",2016,2,575,4,5,4,-1,0.173,2,.,12,1,3,0.0005,0.0005,0.0005
"Fitzpatrick, Matthew",2016,2,575,4,5,4,-1,0.173,2,.,12,1,2,0.004,0.004,0.004
"Fitzpatrick, Matthew",2016,2,575,4,5,4,-1,0.173,2,.,12,1,1,0.04519,0.04521,0.04519
"Fitzpatrick, Matthew",2016,2,575,4,5,4,-1,0.173,2,.,12,1,0,0.5307,0.53082,0.5307
"Fitzpatrick, Matthew",2016,2,575,4,5,4,-1,0.173,2,.,12,1,-1,0.98023,0.98024,0.98023
"Fitzpatrick, Matthew",2016,3,350,4,4,3,-1,0.173,2,.,12,1,3,0.00273,0.00273,0.00273
"Fitzpatrick, Matthew",2016,3,350,4,4,3,-1,0.173,2,.,12,1,2,0.02169,0.0217,0.02169
"Fitzpatrick, Matthew",2016,3,350,4,4,3,-1,0.173,2,.,12,1,1,0.20718,0.20726,0.20718
"Fitzpatrick, Matthew",2016,3,350,4,4,3,-1,0.173,2,.,12,1,0,0.86196,0.86202,0.86196
"Fitzpatrick, Matthew",2016,3,350,4,4,3,-1,0.173,2,.,12,1,-1,0.99636,0.99636,0.99636
"Fitzpatrick, Matthew",2016,4,240,4,3,3,0,0.173,2,.,12,1,3,0.0038,0.0038,0.0038
"Fitzpatrick, Matthew",2016,4,240,4,3,3,0,0.173,2,.,12,1,2,0.02996,0.02997,0.02996
"Fitzpatrick, Matthew",2016,4,240,4,3,3,0,0.173,2,.,12,1,1,0.26691,0.267,0.26691
"Fitzpatrick, Matthew",2016,4,240,4,3,3,0,0.173,2,.,12,1,0,0.89691,0.89695,0.89691
"Fitzpatrick, Matthew",2016,4,240,4,3,3,0,0.173,2,.,12,1,-1,0.99739,0.99739,0.99739
"Fitzpatrick, Matthew",2016,5,455,4,4,4,0,0.173,2,.,12,1,3,0.00378,0.00379,0.00378
"Fitzpatrick, Matthew",2016,5,455,4,4,4,0,0.173,2,.,12,1,2,0.02986,0.02987,0.02986
"Fitzpatrick, Matthew",2016,5,455,4,4,4,0,0.173,2,.,12,1,1,0.2662,0.26629,0.2662
"Fitzpatrick, Matthew",2016,5,455,4,4,4,0,0.173,2,.,12,1,0,0.89657,0.89661,0.89657
"Fitzpatrick, Matthew",2016,5,455,4,4,4,0,0.173,2,.,12,1,-1,0.99738,0.99738,0.99738
"Fitzpatrick, Matthew",2016,6,180,4,3,3,0,0.173,2,.,12,1,3,0.00356,0.00356,0.00356
"Fitzpatrick, Matthew",2016,6,180,4,3,3,0,0.173,2,.,12,1,2,0.02811,0.02812,0.02811
"Fitzpatrick, Matthew",2016,6,180,4,3,3,0,0.173,2,.,12,1,1,0.25427,0.25436,0.25427
"Fitzpatrick, Matthew",2016,6,180,4,3,3,0,0.173,2,.,12,1,0,0.89068,0.89073,0.89068
"Fitzpatrick, Matthew",2016,6,180,4,3,3,0,0.173,2,.,12,1,-1,0.99721,0.99721,0.99721
"Fitzpatrick, Matthew",2016,7,450,4,4,4,0,0.173,2,.,12,1,3,0.00312,0.00312,0.00312
"Fitzpatrick, Matthew",2016,7,450,4,4,4,0,0.173,2,.,12,1,2,0.02474,0.02475,0.02474
"Fitzpatrick, Matthew",2016,7,450,4,4,4,0,0.173,2,.,12,1,1,0.23022,0.2303,0.23022
"Fitzpatrick, Matthew",2016,7,450,4,4,4,0,0.173,2,.,12,1,0,0.87724,0.87729,0.87724
"Fitzpatrick, Matthew",2016,7,450,4,4,4,0,0.173,2,.,12,1,-1,0.99682,0.99682,0.99682
"Fitzpatrick, Matthew",2016,8,570,4,5,5,0,0.173,2,.,12,1,3,0.00051,0.00052,0.00051
"Fitzpatrick, Matthew",2016,8,570,4,5,5,0,0.173,2,.,12,1,2,0.00416,0.00416,0.00416
"Fitzpatrick, Matthew",2016,8,570,4,5,5,0,0.173,2,.,12,1,1,0.04688,0.0469,0.04688
"Fitzpatrick, Matthew",2016,8,570,4,5,5,0,0.173,2,.,12,1,0,0.54031,0.54043,0.54031
"Fitzpatrick, Matthew",2016,8,570,4,5,5,0,0.173,2,.,12,1,-1,0.98097,0.98098,0.98097
"Fitzpatrick, Matthew",2016,9,460,4,4,4,0,0.173,2,.,12,1,3,0.00438,0.00438,0.00438
"Fitzpatrick, Matthew",2016,9,460,4,4,4,0,0.173,2,.,12,1,2,0.03437,0.03439,0.03437
"Fitzpatrick, Matthew",2016,9,460,4,4,4,0,0.173,2,.,12,1,1,0.29559,0.29568,0.29559
"Fitzpatrick, Matthew",2016,9,460,4,4,4,0,0.173,2,.,12,1,0,0.90931,0.90935,0.90931
"Fitzpatrick, Matthew",2016,9,460,4,4,4,0,0.173,2,.,12,1,-1,0.99773,0.99773,0.99773
"Fitzpatrick, Matthew",2016,10,495,4,4,4,0,0.173,2,.,12,1,3,0.00275,0.00275,0.00275
"Fitzpatrick, Matthew",2016,10,495,4,4,4,0,0.173,2,.,12,1,2,0.02188,0.02189,0.02188
"Fitzpatrick, Matthew",2016,10,495,4,4,4,0,0.173,2,.,12,1,1,0.20866,0.20873,0.20866
"Fitzpatrick, Matthew",2016,10,495,4,4,4,0,0.173,2,.,12,1,0,0.86302,0.86308,0.86302
"Fitzpatrick, Matthew",2016,10,495,4,4,4,0,0.173,2,.,12,1,-1,0.99639,0.9964,0.99639
"Fitzpatrick, Matthew",2016,11,505,4,4,5,1,0.173,2,.,12,1,3,0.00332,0.00332,0.00332
"Fitzpatrick, Matthew",2016,11,505,4,4,5,1,0.173,2,.,12,1,2,0.02629,0.0263,0.02629
"Fitzpatrick, Matthew",2016,11,505,4,4,5,1,0.173,2,.,12,1,1,0.24144,0.24152,0.24144
"Fitzpatrick, Matthew",2016,11,505,4,4,5,1,0.173,2,.,12,1,0,0.8838,0.88384,0.8838
"Fitzpatrick, Matthew",2016,11,505,4,4,5,1,0.173,2,.,12,1,-1,0.99701,0.99701,0.99701
"Fitzpatrick, Matthew",2016,12,155,4,3,3,0,0.173,2,.,12,1,3,0.00332,0.00332,0.00332
"Fitzpatrick, Matthew",2016,12,155,4,3,3,0,0.173,2,.,12,1,2,0.02625,0.02626,0.02625
"Fitzpatrick, Matthew",2016,12,155,4,3,3,0,0.173,2,.,12,1,1,0.24113,0.24121,0.24113
"Fitzpatrick, Matthew",2016,12,155,4,3,3,0,0.173,2,.,12,1,0,0.88362,0.88367,0.88362
"Fitzpatrick, Matthew",2016,12,155,4,3,3,0,0.173,2,.,12,1,-1,0.99701,0.99701,0.99701
"Fitzpatrick, Matthew",2016,13,510,4,5,5,0,0.173,2,.,12,1,3,0.0003,0.0003,0.0003
"Fitzpatrick, Matthew",2016,13,510,4,5,5,0,0.173,2,.,12,1,2,0.00239,0.00239,0.00239
"Fitzpatrick, Matthew",2016,13,510,4,5,5,0,0.173,2,.,12,1,1,0.02742,0.02743,0.02742
"Fitzpatrick, Matthew",2016,13,510,4,5,5,0,0.173,2,.,12,1,0,0.40253,0.40264,0.40253
"Fitzpatrick, Matthew",2016,13,510,4,5,5,0,0.173,2,.,12,1,-1,0.96726,0.96728,0.96726
"Fitzpatrick, Matthew",2016,14,440,4,4,3,-1,0.173,2,.,12,1,3,0.00135,0.00135,0.00135
"Fitzpatrick, Matthew",2016,14,440,4,4,3,-1,0.173,2,.,12,1,2,0.01081,0.01082,0.01081
"Fitzpatrick, Matthew",2016,14,440,4,4,3,-1,0.173,2,.,12,1,1,0.11416,0.11421,0.11416
"Fitzpatrick, Matthew",2016,14,440,4,4,3,-1,0.173,2,.,12,1,0,0.75488,0.75496,0.75488
"Fitzpatrick, Matthew",2016,14,440,4,4,3,-1,0.173,2,.,12,1,-1,0.99265,0.99265,0.99265
"Fitzpatrick, Matthew",2016,15,530,4,5,4,-1,0.173,2,.,12,1,3,0.00019,0.00019,0.00019
"Fitzpatrick, Matthew",2016,15,530,4,5,4,-1,0.173,2,.,12,1,2,0.00152,0.00152,0.00152
"Fitzpatrick, Matthew",2016,15,530,4,5,4,-1,0.173,2,.,12,1,1,0.01762,0.01762,0.01762
"Fitzpatrick, Matthew",2016,15,530,4,5,4,-1,0.173,2,.,12,1,0,0.29995,0.30004,0.29995
"Fitzpatrick, Matthew",2016,15,530,4,5,4,-1,0.173,2,.,12,1,-1,0.94947,0.94949,0.94947
"Fitzpatrick, Matthew",2016,16,170,4,3,2,-1,0.173,2,.,12,1,3,0.00189,0.00189,0.00189
"Fitzpatrick, Matthew",2016,16,170,4,3,2,-1,0.173,2,.,12,1,2,0.01507,0.01508,0.01507
"Fitzpatrick, Matthew",2016,16,170,4,3,2,-1,0.173,2,.,12,1,1,0.15281,0.15287,0.15281
"Fitzpatrick, Matthew",2016,16,170,4,3,2,-1,0.173,2,.,12,1,0,0.81167,0.81175,0.81167
"Fitzpatrick, Matthew",2016,16,170,4,3,2,-1,0.173,2,.,12,1,-1,0.99474,0.99474,0.99474
"Fitzpatrick, Matthew",2016,17,440,4,4,4,0,0.173,2,.,12,1,3,0.00366,0.00366,0.00366
"Fitzpatrick, Matthew",2016,17,440,4,4,4,0,0.173,2,.,12,1,2,0.02889,0.0289,0.02889
"Fitzpatrick, Matthew",2016,17,440,4,4,4,0,0.173,2,.,12,1,1,0.25964,0.25973,0.25964
"Fitzpatrick, Matthew",2016,17,440,4,4,4,0,0.173,2,.,12,1,0,0.89339,0.89343,0.89339
"Fitzpatrick, Matthew",2016,17,440,4,4,4,0,0.173,2,.,12,1,-1,0.99729,0.99729,0.99729
"Fitzpatrick, Matthew",2016,18,465,4,4,3,-1,0.173,2,.,12,1,3,0.00322,0.00322,0.00322
"Fitzpatrick, Matthew",2016,18,465,4,4,3,-1,0.173,2,.,12,1,2,0.02547,0.02548,0.02547
"Fitzpatrick, Matthew",2016,18,465,4,4,3,-1,0.173,2,.,12,1,1,0.23549,0.23558,0.23549
"Fitzpatrick, Matthew",2016,18,465,4,4,3,-1,0.173,2,.,12,1,0,0.88039,0.88044,0.88039
"Fitzpatrick, Matthew",2016,18,465,4,4,3,-1,0.173,2,.,12,1,-1,0.99691,0.99691,0.99691
"Fowler, Rickie",2016,1,445,1,4,6,2,1.378,6,.,12,2,3,0.00295,0.00311,0.00295
"Fowler, Rickie",2016,1,445,1,4,6,2,1.378,6,.,12,2,2,0.0234,0.02467,0.0234
"Fowler, Rickie",2016,1,445,1,4,6,2,1.378,6,.,12,2,1,0.22024,0.22966,0.22024
"Fowler, Rickie",2016,1,445,1,4,6,2,1.378,6,.,12,2,0,0.87095,0.8769,0.87095
"Fowler, Rickie",2016,1,445,1,4,6,2,1.378,6,.,12,2,-1,0.99663,0.99681,0.99663
"Fowler, Rickie",2016,2,575,1,5,4,-1,1.378,6,.,12,2,3,0.00056,0.00059,0.00056
"Fowler, Rickie",2016,2,575,1,5,4,-1,1.378,6,.,12,2,2,0.00453,0.00478,0.00453
"Fowler, Rickie",2016,2,575,1,5,4,-1,1.378,6,.,12,2,1,0.05087,0.05355,0.05087
"Fowler, Rickie",2016,2,575,1,5,4,-1,1.378,6,.,12,2,0,0.56156,0.57482,0.56156
"Fowler, Rickie",2016,2,575,1,5,4,-1,1.378,6,.,12,2,-1,0.98251,0.98341,0.98251
"Fowler, Rickie",2016,3,350,1,4,3,-1,1.378,6,.,12,2,3,0.00099,0.00104,0.00099
"Fowler, Rickie",2016,3,350,1,4,3,-1,1.378,6,.,12,2,2,0.00795,0.00839,0.00795
"Fowler, Rickie",2016,3,350,1,4,3,-1,1.378,6,.,12,2,1,0.08632,0.09068,0.08632
"Fowler, Rickie",2016,3,350,1,4,3,-1,1.378,6,.,12,2,0,0.69302,0.70439,0.69302
"Fowler, Rickie",2016,3,350,1,4,3,-1,1.378,6,.,12,2,-1,0.99,0.99052,0.99
"Fowler, Rickie",2016,4,240,1,3,3,0,1.378,6,.,12,2,3,0.00307,0.00323,0.00307
"Fowler, Rickie",2016,4,240,1,3,3,0,1.378,6,.,12,2,2,0.0243,0.02562,0.0243
"Fowler, Rickie",2016,4,240,1,3,3,0,1.378,6,.,12,2,1,0.22698,0.23659,0.22698
"Fowler, Rickie",2016,4,240,1,3,3,0,1.378,6,.,12,2,0,0.87525,0.88103,0.87525
"Fowler, Rickie",2016,4,240,1,3,3,0,1.378,6,.,12,2,-1,0.99676,0.99693,0.99676
"Fowler, Rickie",2016,5,455,1,4,3,-1,1.378,6,.,12,2,3,0.00227,0.00239,0.00227
"Fowler, Rickie",2016,5,455,1,4,3,-1,1.378,6,.,12,2,2,0.01808,0.01906,0.01808
"Fowler, Rickie",2016,5,455,1,4,3,-1,1.378,6,.,12,2,1,0.17832,0.18638,0.17832
"Fowler, Rickie",2016,5,455,1,4,3,-1,1.378,6,.,12,2,0,0.83834,0.84553,0.83834
"Fowler, Rickie",2016,5,455,1,4,3,-1,1.378,6,.,12,2,-1,0.99562,0.99585,0.99562
"Fowler, Rickie",2016,6,180,1,3,3,0,1.378,6,.,12,2,3,0.00184,0.00194,0.00184
"Fowler, Rickie",2016,6,180,1,3,3,0,1.378,6,.,12,2,2,0.01471,0.01551,0.01471
"Fowler, Rickie",2016,6,180,1,3,3,0,1.378,6,.,12,2,1,0.14966,0.15666,0.14966
"Fowler, Rickie",2016,6,180,1,3,3,0,1.378,6,.,12,2,0,0.80789,0.81614,0.80789
"Fowler, Rickie",2016,6,180,1,3,3,0,1.378,6,.,12,2,-1,0.99461,0.99489,0.99461
"Fowler, Rickie",2016,7,450,1,4,5,1,1.378,6,.,12,2,3,0.00253,0.00267,0.00253
"Fowler, Rickie",2016,7,450,1,4,5,1,1.378,6,.,12,2,2,0.02014,0.02123,0.02014
"Fowler, Rickie",2016,7,450,1,4,5,1,1.378,6,.,12,2,1,0.195,0.20362,0.195
"Fowler, Rickie",2016,7,450,1,4,5,1,1.378,6,.,12,2,0,0.85269,0.85934,0.85269
"Fowler, Rickie",2016,7,450,1,4,5,1,1.378,6,.,12,2,-1,0.99608,0.99628,0.99608
"Fowler, Rickie",2016,8,570,1,5,5,0,1.378,6,.,12,2,3,0.00075,0.00079,0.00075
"Fowler, Rickie",2016,8,570,1,5,5,0,1.378,6,.,12,2,2,0.00602,0.00635,0.00602
"Fowler, Rickie",2016,8,570,1,5,5,0,1.378,6,.,12,2,1,0.06662,0.07006,0.06662
"Fowler, Rickie",2016,8,570,1,5,5,0,1.378,6,.,12,2,0,0.63038,0.64288,0.63038
"Fowler, Rickie",2016,8,570,1,5,5,0,1.378,6,.,12,2,-1,0.98681,0.98749,0.98681
"Fowler, Rickie",2016,9,460,1,4,4,0,1.378,6,.,12,2,3,0.00169,0.00178,0.00169
"Fowler, Rickie",2016,9,460,1,4,4,0,1.378,6,.,12,2,2,0.01353,0.01427,0.01353
"Fowler, Rickie",2016,9,460,1,4,4,0,1.378,6,.,12,2,1,0.13918,0.14578,0.13918
"Fowler, Rickie",2016,9,460,1,4,4,0,1.378,6,.,12,2,0,0.79439,0.80307,0.79439
"Fowler, Rickie",2016,9,460,1,4,4,0,1.378,6,.,12,2,-1,0.99413,0.99444,0.99413
"Fowler, Rickie",2016,10,495,1,4,5,1,1.378,6,.,12,2,3,0.00293,0.00309,0.00293
"Fowler, Rickie",2016,10,495,1,4,5,1,1.378,6,.,12,2,2,0.02327,0.02452,0.02327
"Fowler, Rickie",2016,10,495,1,4,5,1,1.378,6,.,12,2,1,0.21922,0.22861,0.21922
"Fowler, Rickie",2016,10,495,1,4,5,1,1.378,6,.,12,2,0,0.87029,0.87626,0.87029
"Fowler, Rickie",2016,10,495,1,4,5,1,1.378,6,.,12,2,-1,0.99661,0.99679,0.99661
"Fowler, Rickie",2016,11,505,1,4,4,0,1.378,6,.,12,2,3,0.00576,0.00608,0.00576
"Fowler, Rickie",2016,11,505,1,4,4,0,1.378,6,.,12,2,2,0.04485,0.04722,0.04485
"Fowler, Rickie",2016,11,505,1,4,4,0,1.378,6,.,12,2,1,0.35629,0.36877,0.35629
"Fowler, Rickie",2016,11,505,1,4,4,0,1.378,6,.,12,2,0,0.92971,0.93316,0.92971
"Fowler, Rickie",2016,11,505,1,4,4,0,1.378,6,.,12,2,-1,0.99828,0.99837,0.99828
"Fowler, Rickie",2016,12,155,1,3,3,0,1.378,6,.,12,2,3,0.00309,0.00326,0.00309
"Fowler, Rickie",2016,12,155,1,3,3,0,1.378,6,.,12,2,2,0.02448,0.02581,0.02448
"Fowler, Rickie",2016,12,155,1,3,3,0,1.378,6,.,12,2,1,0.22829,0.23795,0.22829
"Fowler, Rickie",2016,12,155,1,3,3,0,1.378,6,.,12,2,0,0.87607,0.88181,0.87607
"Fowler, Rickie",2016,12,155,1,3,3,0,1.378,6,.,12,2,-1,0.99678,0.99695,0.99678
"Fowler, Rickie",2016,13,510,1,5,8,3,1.378,6,.,12,2,3,0.00038,0.0004,0.00038
"Fowler, Rickie",2016,13,510,1,5,8,3,1.378,6,.,12,2,2,0.0031,0.00327,0.0031
"Fowler, Rickie",2016,13,510,1,5,8,3,1.378,6,.,12,2,1,0.03534,0.03723,0.03534
"Fowler, Rickie",2016,13,510,1,5,8,3,1.378,6,.,12,2,0,0.46681,0.48028,0.46681
"Fowler, Rickie",2016,13,510,1,5,8,3,1.378,6,.,12,2,-1,0.97462,0.97592,0.97462
"Fowler, Rickie",2016,14,440,1,4,5,1,1.378,6,.,12,2,3,0.00232,0.00245,0.00232
"Fowler, Rickie",2016,14,440,1,4,5,1,1.378,6,.,12,2,2,0.01851,0.01952,0.01851
"Fowler, Rickie",2016,14,440,1,4,5,1,1.378,6,.,12,2,1,0.18189,0.19007,0.18189
"Fowler, Rickie",2016,14,440,1,4,5,1,1.378,6,.,12,2,0,0.84159,0.84866,0.84159
"Fowler, Rickie",2016,14,440,1,4,5,1,1.378,6,.,12,2,-1,0.99573,0.99595,0.99573
"Fowler, Rickie",2016,15,530,1,5,5,0,1.378,6,.,12,2,3,0.00041,0.00043,0.00041
"Fowler, Rickie",2016,15,530,1,5,5,0,1.378,6,.,12,2,2,0.00331,0.00349,0.00331
"Fowler, Rickie",2016,15,530,1,5,5,0,1.378,6,.,12,2,1,0.03767,0.03967,0.03767
"Fowler, Rickie",2016,15,530,1,5,5,0,1.378,6,.,12,2,0,0.48327,0.49677,0.48327
"Fowler, Rickie",2016,15,530,1,5,5,0,1.378,6,.,12,2,-1,0.9762,0.97742,0.9762
"Fowler, Rickie",2016,16,170,1,3,5,2,1.378,6,.,12,2,3,0.00148,0.00156,0.00148
"Fowler, Rickie",2016,16,170,1,3,5,2,1.378,6,.,12,2,2,0.01187,0.01252,0.01187
"Fowler, Rickie",2016,16,170,1,3,5,2,1.378,6,.,12,2,1,0.12405,0.13004,0.12405
"Fowler, Rickie",2016,16,170,1,3,5,2,1.378,6,.,12,2,0,0.7719,0.78127,0.7719
"Fowler, Rickie",2016,16,170,1,3,5,2,1.378,6,.,12,2,-1,0.99331,0.99366,0.99331
"Fowler, Rickie",2016,17,440,1,4,4,0,1.378,6,.,12,2,3,0.00355,0.00374,0.00355
"Fowler, Rickie",2016,17,440,1,4,4,0,1.378,6,.,12,2,2,0.02802,0.02953,0.02802
"Fowler, Rickie",2016,17,440,1,4,4,0,1.378,6,.,12,2,1,0.25364,0.264,0.25364
"Fowler, Rickie",2016,17,440,1,4,4,0,1.378,6,.,12,2,0,0.89036,0.89552,0.89036
"Fowler, Rickie",2016,17,440,1,4,4,0,1.378,6,.,12,2,-1,0.9972,0.99735,0.9972
"Fowler, Rickie",2016,18,465,1,4,5,1,1.378,6,.,12,2,3,0.00567,0.00598,0.00567
"Fowler, Rickie",2016,18,465,1,4,5,1,1.378,6,.,12,2,2,0.04415,0.04649,0.04415
"Fowler, Rickie",2016,18,465,1,4,5,1,1.378,6,.,12,2,1,0.35252,0.36495,0.35252
"Fowler, Rickie",2016,18,465,1,4,5,1,1.378,6,.,12,2,0,0.92862,0.93212,0.92862
"Fowler, Rickie",2016,18,465,1,4,5,1,1.378,6,.,12,2,-1,0.99825,0.99834,0.99825
"Fowler, Rickie",2016,1,445,2,4,5,1,1.378,6,.,12,2,3,0.00326,0.00344,0.00326
"Fowler, Rickie",2016,1,445,2,4,5,1,1.378,6,.,12,2,2,0.0258,0.02719,0.0258
"Fowler, Rickie",2016,1,445,2,4,5,1,1.378,6,.,12,2,1,0.23792,0.24785,0.23792
"Fowler, Rickie",2016,1,445,2,4,5,1,1.378,6,.,12,2,0,0.8818,0.88731,0.8818
"Fowler, Rickie",2016,1,445,2,4,5,1,1.378,6,.,12,2,-1,0.99695,0.99711,0.99695
"Fowler, Rickie",2016,2,575,2,5,4,-1,1.378,6,.,12,2,3,0.00038,0.0004,0.00038
"Fowler, Rickie",2016,2,575,2,5,4,-1,1.378,6,.,12,2,2,0.0031,0.00327,0.0031
"Fowler, Rickie",2016,2,575,2,5,4,-1,1.378,6,.,12,2,1,0.03533,0.03722,0.03533
"Fowler, Rickie",2016,2,575,2,5,4,-1,1.378,6,.,12,2,0,0.46671,0.48017,0.46671
"Fowler, Rickie",2016,2,575,2,5,4,-1,1.378,6,.,12,2,-1,0.97461,0.97591,0.97461
"Fowler, Rickie",2016,3,350,2,4,4,0,1.378,6,.,12,2,3,0.00243,0.00257,0.00243
"Fowler, Rickie",2016,3,350,2,4,4,0,1.378,6,.,12,2,2,0.01936,0.02041,0.01936
"Fowler, Rickie",2016,3,350,2,4,4,0,1.378,6,.,12,2,1,0.18876,0.19717,0.18876
"Fowler, Rickie",2016,3,350,2,4,4,0,1.378,6,.,12,2,0,0.84756,0.85441,0.84756
"Fowler, Rickie",2016,3,350,2,4,4,0,1.378,6,.,12,2,-1,0.99592,0.99613,0.99592
"Fowler, Rickie",2016,4,240,2,3,4,1,1.378,6,.,12,2,3,0.00509,0.00537,0.00509
"Fowler, Rickie",2016,4,240,2,3,4,1,1.378,6,.,12,2,2,0.03978,0.04189,0.03978
"Fowler, Rickie",2016,4,240,2,3,4,1,1.378,6,.,12,2,1,0.32809,0.3401,0.32809
"Fowler, Rickie",2016,4,240,2,3,4,1,1.378,6,.,12,2,0,0.92106,0.9249,0.92106
"Fowler, Rickie",2016,4,240,2,3,4,1,1.378,6,.,12,2,-1,0.99805,0.99815,0.99805
"Fowler, Rickie",2016,5,455,2,4,4,0,1.378,6,.,12,2,3,0.00203,0.00215,0.00203
"Fowler, Rickie",2016,5,455,2,4,4,0,1.378,6,.,12,2,2,0.01625,0.01713,0.01625
"Fowler, Rickie",2016,5,455,2,4,4,0,1.378,6,.,12,2,1,0.16296,0.17047,0.16296
"Fowler, Rickie",2016,5,455,2,4,4,0,1.378,6,.,12,2,0,0.82308,0.83081,0.82308
"Fowler, Rickie",2016,5,455,2,4,4,0,1.378,6,.,12,2,-1,0.99512,0.99538,0.99512
"Fowler, Rickie",2016,6,180,2,3,4,1,1.378,6,.,12,2,3,0.00284,0.00299,0.00284
"Fowler, Rickie",2016,6,180,2,3,4,1,1.378,6,.,12,2,2,0.02253,0.02375,0.02253
"Fowler, Rickie",2016,6,180,2,3,4,1,1.378,6,.,12,2,1,0.21364,0.22285,0.21364
"Fowler, Rickie",2016,6,180,2,3,4,1,1.378,6,.,12,2,0,0.86652,0.87265,0.86652
"Fowler, Rickie",2016,6,180,2,3,4,1,1.378,6,.,12,2,-1,0.9965,0.99668,0.9965
"Fowler, Rickie",2016,7,450,2,4,4,0,1.378,6,.,12,2,3,0.00519,0.00548,0.00519
"Fowler, Rickie",2016,7,450,2,4,4,0,1.378,6,.,12,2,2,0.04057,0.04273,0.04057
"Fowler, Rickie",2016,7,450,2,4,4,0,1.378,6,.,12,2,1,0.33267,0.34477,0.33267
"Fowler, Rickie",2016,7,450,2,4,4,0,1.378,6,.,12,2,0,0.92255,0.92633,0.92255
"Fowler, Rickie",2016,7,450,2,4,4,0,1.378,6,.,12,2,-1,0.99809,0.99819,0.99809
"Fowler, Rickie",2016,8,570,2,5,5,0,1.378,6,.,12,2,3,0.00044,0.00046,0.00044
"Fowler, Rickie",2016,8,570,2,5,5,0,1.378,6,.,12,2,2,0.00354,0.00374,0.00354
"Fowler, Rickie",2016,8,570,2,5,5,0,1.378,6,.,12,2,1,0.0402,0.04234,0.0402
"Fowler, Rickie",2016,8,570,2,5,5,0,1.378,6,.,12,2,0,0.50021,0.51371,0.50021
"Fowler, Rickie",2016,8,570,2,5,5,0,1.378,6,.,12,2,-1,0.97772,0.97887,0.97772
"Fowler, Rickie",2016,9,460,2,4,4,0,1.378,6,.,12,2,3,0.00199,0.0021,0.00199
"Fowler, Rickie",2016,9,460,2,4,4,0,1.378,6,.,12,2,2,0.01588,0.01674,0.01588
"Fowler, Rickie",2016,9,460,2,4,4,0,1.378,6,.,12,2,1,0.1598,0.16718,0.1598
"Fowler, Rickie",2016,9,460,2,4,4,0,1.378,6,.,12,2,0,0.81964,0.82749,0.81964
"Fowler, Rickie",2016,9,460,2,4,4,0,1.378,6,.,12,2,-1,0.99501,0.99527,0.99501
"Fowler, Rickie",2016,10,495,2,4,4,0,1.378,6,.,12,2,3,0.00253,0.00267,0.00253
"Fowler, Rickie",2016,10,495,2,4,4,0,1.378,6,.,12,2,2,0.02017,0.02127,0.02017
"Fowler, Rickie",2016,10,495,2,4,4,0,1.378,6,.,12,2,1,0.19527,0.2039,0.19527
"Fowler, Rickie",2016,10,495,2,4,4,0,1.378,6,.,12,2,0,0.8529,0.85955,0.8529
"Fowler, Rickie",2016,10,495,2,4,4,0,1.378,6,.,12,2,-1,0.99608,0.99629,0.99608
"Fowler, Rickie",2016,11,505,2,4,4,0,1.378,6,.,12,2,3,0.00504,0.00531,0.00504
"Fowler, Rickie",2016,11,505,2,4,4,0,1.378,6,.,12,2,2,0.03939,0.04149,0.03939
"Fowler, Rickie",2016,11,505,2,4,4,0,1.378,6,.,12,2,1,0.32588,0.33785,0.32588
