name,year,hole,yardage,round,par,score,rtp_score,fairway,green,bunker,sand_save,scrambling,putts,par3,par4,par5,sg_approach,sg_around,sg_tee,sg_putt,sg_total,total_score,no_holes,avg_round_score,rank,no_masters,OWGR_april,OWGR_feb,rtp_score_grouped,time,round_hole,round_hole_time,round_year,no_masters_category,performance_by_par,OWGR_change,Level,P(w/ player effects),P(w/o player effects)
"Johnson, Zach",2016,15,530,4,5,.,.,1,1,0,0,-1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,60,780,8064,2,4.65,-0.0376,0,0.52507,0.52313
"Johnson, Zach",2016,15,530,4,5,.,.,1,1,0,0,-1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,60,780,8064,2,4.65,-0.0376,-1,0.97873,0.97856
"Johnson, Zach",2016,16,170,4,3,.,.,0,1,0,0,-1,2,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,64,832,8064,2,3.04,-0.0376,2,0.01608,0.01596
"Johnson, Zach",2016,16,170,4,3,.,.,0,1,0,0,-1,2,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,64,832,8064,2,3.04,-0.0376,1,0.15684,0.15581
"Johnson, Zach",2016,16,170,4,3,.,.,0,1,0,0,-1,2,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,64,832,8064,2,3.04,-0.0376,0,0.80241,0.80117
"Johnson, Zach",2016,16,170,4,3,.,.,0,1,0,0,-1,2,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,64,832,8064,2,3.04,-0.0376,-1,0.99412,0.99407
"Johnson, Zach",2016,17,440,4,4,.,.,1,0,1,1,1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,68,884,8064,2,4.03,-0.0376,2,0.022,0.02183
"Johnson, Zach",2016,17,440,4,4,.,.,1,0,1,1,1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,68,884,8064,2,4.03,-0.0376,1,0.20381,0.20255
"Johnson, Zach",2016,17,440,4,4,.,.,1,0,1,1,1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,68,884,8064,2,4.03,-0.0376,0,0.84822,0.84722
"Johnson, Zach",2016,17,440,4,4,.,.,1,0,1,1,1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,68,884,8064,2,4.03,-0.0376,-1,0.99572,0.99568
"Johnson, Zach",2016,18,465,4,4,.,.,0,0,0,0,1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,72,936,8064,2,4.03,-0.0376,2,0.02452,0.02433
"Johnson, Zach",2016,18,465,4,4,.,.,0,0,0,0,1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,72,936,8064,2,4.03,-0.0376,1,0.22239,0.22105
"Johnson, Zach",2016,18,465,4,4,.,.,0,0,0,0,1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,72,936,8064,2,4.03,-0.0376,0,0.86195,0.86102
"Johnson, Zach",2016,18,465,4,4,.,.,0,0,0,0,1,1,3.04,4.03,4.65,0.163,0.321,-0.269,0.395,0.609,152,36,76,62,12,4.1717,4.2093,.,12,72,936,8064,2,4.03,-0.0376,-1,0.99617,0.99614
"Kaufman, Smylie",2016,1,445,1,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,1,13,2016,1,4.06,0.3185,2,0.03602,0.03602
"Kaufman, Smylie",2016,1,445,1,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,1,13,2016,1,4.06,0.3185,1,0.29833,0.29833
"Kaufman, Smylie",2016,1,445,1,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,1,13,2016,1,4.06,0.3185,0,0.90274,0.90274
"Kaufman, Smylie",2016,1,445,1,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,1,13,2016,1,4.06,0.3185,-1,0.99742,0.99742
"Kaufman, Smylie",2016,2,575,1,5,4,-1,1,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,2,26,2016,1,4.61,0.3185,2,0.00629,0.00629
"Kaufman, Smylie",2016,2,575,1,5,4,-1,1,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,2,26,2016,1,4.61,0.3185,1,0.06717,0.06717
"Kaufman, Smylie",2016,2,575,1,5,4,-1,1,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,2,26,2016,1,4.61,0.3185,0,0.61121,0.61121
"Kaufman, Smylie",2016,2,575,1,5,4,-1,1,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,2,26,2016,1,4.61,0.3185,-1,0.98494,0.98494
"Kaufman, Smylie",2016,3,350,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,3,39,2016,1,4.06,0.3185,2,0.01484,0.01484
"Kaufman, Smylie",2016,3,350,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,3,39,2016,1,4.06,0.3185,1,0.14634,0.14634
"Kaufman, Smylie",2016,3,350,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,3,39,2016,1,4.06,0.3185,0,0.78914,0.78914
"Kaufman, Smylie",2016,3,350,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,3,39,2016,1,4.06,0.3185,-1,0.99362,0.99362
"Kaufman, Smylie",2016,4,240,1,3,3,0,0,0,1,1,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,4,52,2016,1,3.06,0.3185,2,0.03596,0.03596
"Kaufman, Smylie",2016,4,240,1,3,3,0,0,0,1,1,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,4,52,2016,1,3.06,0.3185,1,0.29798,0.29798
"Kaufman, Smylie",2016,4,240,1,3,3,0,0,0,1,1,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,4,52,2016,1,3.06,0.3185,0,0.9026,0.9026
"Kaufman, Smylie",2016,4,240,1,3,3,0,0,0,1,1,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,4,52,2016,1,3.06,0.3185,-1,0.99741,0.99741
"Kaufman, Smylie",2016,5,455,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,5,65,2016,1,4.06,0.3185,2,0.02877,0.02877
"Kaufman, Smylie",2016,5,455,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,5,65,2016,1,4.06,0.3185,1,0.25213,0.25213
"Kaufman, Smylie",2016,5,455,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,5,65,2016,1,4.06,0.3185,0,0.88038,0.88038
"Kaufman, Smylie",2016,5,455,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,5,65,2016,1,4.06,0.3185,-1,0.99675,0.99675
"Kaufman, Smylie",2016,6,180,1,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,6,78,2016,1,3.06,0.3185,2,0.02357,0.02357
"Kaufman, Smylie",2016,6,180,1,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,6,78,2016,1,3.06,0.3185,1,0.2155,0.2155
"Kaufman, Smylie",2016,6,180,1,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,6,78,2016,1,3.06,0.3185,0,0.85709,0.85709
"Kaufman, Smylie",2016,6,180,1,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,6,78,2016,1,3.06,0.3185,-1,0.99601,0.99601
"Kaufman, Smylie",2016,7,450,1,4,5,1,1,0,1,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,7,91,2016,1,4.06,0.3185,2,0.02763,0.02763
"Kaufman, Smylie",2016,7,450,1,4,5,1,1,0,1,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,7,91,2016,1,4.06,0.3185,1,0.2443,0.2443
"Kaufman, Smylie",2016,7,450,1,4,5,1,1,0,1,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,7,91,2016,1,4.06,0.3185,0,0.8759,0.8759
"Kaufman, Smylie",2016,7,450,1,4,5,1,1,0,1,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,7,91,2016,1,4.06,0.3185,-1,0.99661,0.99661
"Kaufman, Smylie",2016,8,570,1,5,6,1,0,0,0,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,8,104,2016,1,4.61,0.3185,2,0.00746,0.00746
"Kaufman, Smylie",2016,8,570,1,5,6,1,0,0,0,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,8,104,2016,1,4.61,0.3185,1,0.07875,0.07875
"Kaufman, Smylie",2016,8,570,1,5,6,1,0,0,0,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,8,104,2016,1,4.61,0.3185,0,0.65111,0.65111
"Kaufman, Smylie",2016,8,570,1,5,6,1,0,0,0,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,8,104,2016,1,4.61,0.3185,-1,0.98729,0.98729
"Kaufman, Smylie",2016,9,460,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,9,117,2016,1,4.06,0.3185,2,0.02255,0.02255
"Kaufman, Smylie",2016,9,460,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,9,117,2016,1,4.06,0.3185,1,0.20791,0.20791
"Kaufman, Smylie",2016,9,460,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,9,117,2016,1,4.06,0.3185,0,0.85142,0.85142
"Kaufman, Smylie",2016,9,460,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,9,117,2016,1,4.06,0.3185,-1,0.99582,0.99582
"Kaufman, Smylie",2016,10,495,1,4,5,1,1,0,1,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,10,130,2016,1,4.06,0.3185,2,0.03178,0.03178
"Kaufman, Smylie",2016,10,495,1,4,5,1,1,0,1,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,10,130,2016,1,4.06,0.3185,1,0.27195,0.27195
"Kaufman, Smylie",2016,10,495,1,4,5,1,1,0,1,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,10,130,2016,1,4.06,0.3185,0,0.89077,0.89077
"Kaufman, Smylie",2016,10,495,1,4,5,1,1,0,1,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,10,130,2016,1,4.06,0.3185,-1,0.99706,0.99706
"Kaufman, Smylie",2016,11,505,1,4,4,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,11,143,2016,1,4.06,0.3185,2,0.04274,0.04274
"Kaufman, Smylie",2016,11,505,1,4,4,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,11,143,2016,1,4.06,0.3185,1,0.33691,0.33691
"Kaufman, Smylie",2016,11,505,1,4,4,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,11,143,2016,1,4.06,0.3185,0,0.9173,0.9173
"Kaufman, Smylie",2016,11,505,1,4,4,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,11,143,2016,1,4.06,0.3185,-1,0.99784,0.99784
"Kaufman, Smylie",2016,12,155,1,3,2,-1,0,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,12,156,2016,1,3.06,0.3185,2,0.02457,0.02457
"Kaufman, Smylie",2016,12,155,1,3,2,-1,0,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,12,156,2016,1,3.06,0.3185,1,0.22279,0.22279
"Kaufman, Smylie",2016,12,155,1,3,2,-1,0,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,12,156,2016,1,3.06,0.3185,0,0.86222,0.86222
"Kaufman, Smylie",2016,12,155,1,3,2,-1,0,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,12,156,2016,1,3.06,0.3185,-1,0.99617,0.99617
"Kaufman, Smylie",2016,13,510,1,5,4,-1,0,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,13,169,2016,1,4.61,0.3185,2,0.00573,0.00573
"Kaufman, Smylie",2016,13,510,1,5,4,-1,0,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,13,169,2016,1,4.61,0.3185,1,0.06154,0.06154
"Kaufman, Smylie",2016,13,510,1,5,4,-1,0,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,13,169,2016,1,4.61,0.3185,0,0.58874,0.58874
"Kaufman, Smylie",2016,13,510,1,5,4,-1,0,1,0,0,-1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,13,169,2016,1,4.61,0.3185,-1,0.98349,0.98349
"Kaufman, Smylie",2016,14,440,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,14,182,2016,1,4.06,0.3185,2,0.02291,0.02291
"Kaufman, Smylie",2016,14,440,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,14,182,2016,1,4.06,0.3185,1,0.21062,0.21062
"Kaufman, Smylie",2016,14,440,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,14,182,2016,1,4.06,0.3185,0,0.85348,0.85348
"Kaufman, Smylie",2016,14,440,1,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,14,182,2016,1,4.06,0.3185,-1,0.99589,0.99589
"Kaufman, Smylie",2016,15,530,1,5,5,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,15,195,2016,1,4.61,0.3185,2,0.00547,0.00547
"Kaufman, Smylie",2016,15,530,1,5,5,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,15,195,2016,1,4.61,0.3185,1,0.0589,0.0589
"Kaufman, Smylie",2016,15,530,1,5,5,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,15,195,2016,1,4.61,0.3185,0,0.57742,0.57742
"Kaufman, Smylie",2016,15,530,1,5,5,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,15,195,2016,1,4.61,0.3185,-1,0.98272,0.98272
"Kaufman, Smylie",2016,16,170,1,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,16,208,2016,1,3.06,0.3185,2,0.0198,0.0198
"Kaufman, Smylie",2016,16,170,1,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,16,208,2016,1,3.06,0.3185,1,0.18692,0.18692
"Kaufman, Smylie",2016,16,170,1,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,16,208,2016,1,3.06,0.3185,0,0.83386,0.83386
"Kaufman, Smylie",2016,16,170,1,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,16,208,2016,1,3.06,0.3185,-1,0.99523,0.99523
"Kaufman, Smylie",2016,17,440,1,4,5,1,1,1,0,0,-1,3,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,17,221,2016,1,4.06,0.3185,2,0.02705,0.02705
"Kaufman, Smylie",2016,17,440,1,4,5,1,1,1,0,0,-1,3,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,17,221,2016,1,4.06,0.3185,1,0.24034,0.24034
"Kaufman, Smylie",2016,17,440,1,4,5,1,1,1,0,0,-1,3,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,17,221,2016,1,4.06,0.3185,0,0.87353,0.87353
"Kaufman, Smylie",2016,17,440,1,4,5,1,1,1,0,0,-1,3,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,17,221,2016,1,4.06,0.3185,-1,0.99653,0.99653
"Kaufman, Smylie",2016,18,465,1,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,18,234,2016,1,4.06,0.3185,2,0.03013,0.03013
"Kaufman, Smylie",2016,18,465,1,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,18,234,2016,1,4.06,0.3185,1,0.26116,0.26116
"Kaufman, Smylie",2016,18,465,1,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,18,234,2016,1,4.06,0.3185,0,0.88528,0.88528
"Kaufman, Smylie",2016,18,465,1,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,18,234,2016,1,4.06,0.3185,-1,0.9969,0.9969
"Kaufman, Smylie",2016,1,445,2,4,4,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,2,26,4032,1,4.06,0.3185,2,0.03616,0.03616
"Kaufman, Smylie",2016,1,445,2,4,4,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,2,26,4032,1,4.06,0.3185,1,0.2992,0.2992
"Kaufman, Smylie",2016,1,445,2,4,4,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,2,26,4032,1,4.06,0.3185,0,0.90311,0.90311
"Kaufman, Smylie",2016,1,445,2,4,4,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,2,26,4032,1,4.06,0.3185,-1,0.99743,0.99743
"Kaufman, Smylie",2016,2,575,2,5,4,-1,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,4,52,4032,1,4.61,0.3185,2,0.00631,0.00631
"Kaufman, Smylie",2016,2,575,2,5,4,-1,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,4,52,4032,1,4.61,0.3185,1,0.06743,0.06743
"Kaufman, Smylie",2016,2,575,2,5,4,-1,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,4,52,4032,1,4.61,0.3185,0,0.61219,0.61219
"Kaufman, Smylie",2016,2,575,2,5,4,-1,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,4,52,4032,1,4.61,0.3185,-1,0.985,0.985
"Kaufman, Smylie",2016,3,350,2,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,6,78,4032,1,4.06,0.3185,2,0.0149,0.0149
"Kaufman, Smylie",2016,3,350,2,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,6,78,4032,1,4.06,0.3185,1,0.14686,0.14686
"Kaufman, Smylie",2016,3,350,2,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,6,78,4032,1,4.06,0.3185,0,0.78982,0.78982
"Kaufman, Smylie",2016,3,350,2,4,4,0,1,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,6,78,4032,1,4.06,0.3185,-1,0.99365,0.99365
"Kaufman, Smylie",2016,4,240,2,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,8,104,4032,1,3.06,0.3185,2,0.0361,0.0361
"Kaufman, Smylie",2016,4,240,2,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,8,104,4032,1,3.06,0.3185,1,0.29885,0.29885
"Kaufman, Smylie",2016,4,240,2,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,8,104,4032,1,3.06,0.3185,0,0.90296,0.90296
"Kaufman, Smylie",2016,4,240,2,3,3,0,0,1,0,0,-1,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,8,104,4032,1,3.06,0.3185,-1,0.99742,0.99742
"Kaufman, Smylie",2016,5,455,2,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,10,130,4032,1,4.06,0.3185,2,0.02889,0.02889
"Kaufman, Smylie",2016,5,455,2,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,10,130,4032,1,4.06,0.3185,1,0.25291,0.25291
"Kaufman, Smylie",2016,5,455,2,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,10,130,4032,1,4.06,0.3185,0,0.88082,0.88082
"Kaufman, Smylie",2016,5,455,2,4,4,0,1,0,0,0,1,1,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,10,130,4032,1,4.06,0.3185,-1,0.99676,0.99676
"Kaufman, Smylie",2016,6,180,2,3,4,1,0,0,0,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,12,156,4032,1,3.06,0.3185,2,0.02367,0.02367
"Kaufman, Smylie",2016,6,180,2,3,4,1,0,0,0,0,0,2,3.06,4.06,4.61,0.065,0.041,0.082,0.134,0.322,295,72,73.75,31,1,2.3946,2.0761,.,12,12,156,4032,1,3.06,0.3185,1,0.2162,0.2162
