name,year,hole,yardage,round,par,score,rtp_score,fairway,green,bunker,sand_save,scrambling,putts,par3,par4,par5,sg_approach,sg_around,sg_tee,sg_putt,sg_total,total_score,no_holes,avg_round_score,rank,no_masters,OWGR_april,OWGR_feb,rtp_score_grouped,time,round_hole,round_hole_time,round_year,no_masters_category,performance_by_par,OWGR_change,Level,P(w/ player effects),P(w/o player effects)
"Casey, Paul",2016,9,460,3,4,5,1,1,1,0,0,-1,3,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,27,351,6048,2,4.01,0.0202,-1,0.99493,0.99503
"Casey, Paul",2016,10,495,3,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,30,390,6048,2,4.01,0.0202,2,0.0263,0.02684
"Casey, Paul",2016,10,495,3,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,30,390,6048,2,4.01,0.0202,1,0.2351,0.23887
"Casey, Paul",2016,10,495,3,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,30,390,6048,2,4.01,0.0202,0,0.8703,0.87264
"Casey, Paul",2016,10,495,3,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,30,390,6048,2,4.01,0.0202,-1,0.99643,0.9965
"Casey, Paul",2016,11,505,3,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,33,429,6048,2,4.01,0.0202,2,0.03544,0.03616
"Casey, Paul",2016,11,505,3,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,33,429,6048,2,4.01,0.0202,1,0.29483,0.29918
"Casey, Paul",2016,11,505,3,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,33,429,6048,2,4.01,0.0202,0,0.90126,0.9031
"Casey, Paul",2016,11,505,3,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,33,429,6048,2,4.01,0.0202,-1,0.99737,0.99743
"Casey, Paul",2016,12,155,3,3,3,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,36,468,6048,2,3.03,0.0202,2,0.02031,0.02073
"Casey, Paul",2016,12,155,3,3,3,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,36,468,6048,2,3.03,0.0202,1,0.19086,0.1941
"Casey, Paul",2016,12,155,3,3,3,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,36,468,6048,2,3.03,0.0202,0,0.83739,0.84021
"Casey, Paul",2016,12,155,3,3,3,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,36,468,6048,2,3.03,0.0202,-1,0.99535,0.99545
"Casey, Paul",2016,13,510,3,5,5,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,39,507,6048,2,4.64,0.0202,2,0.00472,0.00482
"Casey, Paul",2016,13,510,3,5,5,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,39,507,6048,2,4.64,0.0202,1,0.05119,0.05222
"Casey, Paul",2016,13,510,3,5,5,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,39,507,6048,2,4.64,0.0202,0,0.54085,0.54603
"Casey, Paul",2016,13,510,3,5,5,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,39,507,6048,2,4.64,0.0202,-1,0.98001,0.98041
"Casey, Paul",2016,14,440,3,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,42,546,6048,2,4.01,0.0202,2,0.01893,0.01932
"Casey, Paul",2016,14,440,3,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,42,546,6048,2,4.01,0.0202,1,0.18003,0.18313
"Casey, Paul",2016,14,440,3,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,42,546,6048,2,4.01,0.0202,0,0.82738,0.83034
"Casey, Paul",2016,14,440,3,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,42,546,6048,2,4.01,0.0202,-1,0.99501,0.99511
"Casey, Paul",2016,15,530,3,5,5,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,45,585,6048,2,4.64,0.0202,2,0.00451,0.0046
"Casey, Paul",2016,15,530,3,5,5,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,45,585,6048,2,4.64,0.0202,1,0.04898,0.04996
"Casey, Paul",2016,15,530,3,5,5,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,45,585,6048,2,4.64,0.0202,0,0.52927,0.53447
"Casey, Paul",2016,15,530,3,5,5,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,45,585,6048,2,4.64,0.0202,-1,0.97907,0.9795
"Casey, Paul",2016,16,170,3,3,2,-1,0,0,0,0,1,0,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,48,624,6048,2,3.03,0.0202,2,0.01635,0.01669
"Casey, Paul",2016,16,170,3,3,2,-1,0,0,0,0,1,0,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,48,624,6048,2,3.03,0.0202,1,0.15908,0.16189
"Casey, Paul",2016,16,170,3,3,2,-1,0,0,0,0,1,0,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,48,624,6048,2,3.03,0.0202,0,0.80506,0.80832
"Casey, Paul",2016,16,170,3,3,2,-1,0,0,0,0,1,0,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,48,624,6048,2,3.03,0.0202,-1,0.99421,0.99433
"Casey, Paul",2016,17,440,3,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,51,663,6048,2,4.01,0.0202,2,0.02237,0.02283
"Casey, Paul",2016,17,440,3,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,51,663,6048,2,4.01,0.0202,1,0.20656,0.21
"Casey, Paul",2016,17,440,3,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,51,663,6048,2,4.01,0.0202,0,0.85038,0.85301
"Casey, Paul",2016,17,440,3,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,51,663,6048,2,4.01,0.0202,-1,0.99579,0.99588
"Casey, Paul",2016,18,465,3,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,54,702,6048,2,4.01,0.0202,2,0.02492,0.02544
"Casey, Paul",2016,18,465,3,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,54,702,6048,2,4.01,0.0202,1,0.22532,0.22898
"Casey, Paul",2016,18,465,3,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,54,702,6048,2,4.01,0.0202,0,0.86394,0.86638
"Casey, Paul",2016,18,465,3,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,54,702,6048,2,4.01,0.0202,-1,0.99623,0.99631
"Casey, Paul",2016,1,445,4,4,4,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,4,52,8064,2,4.01,0.0202,2,0.02672,0.02727
"Casey, Paul",2016,1,445,4,4,4,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,4,52,8064,2,4.01,0.0202,1,0.23803,0.24184
"Casey, Paul",2016,1,445,4,4,4,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,4,52,8064,2,4.01,0.0202,0,0.87212,0.87443
"Casey, Paul",2016,1,445,4,4,4,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,4,52,8064,2,4.01,0.0202,-1,0.99649,0.99656
"Casey, Paul",2016,2,575,4,5,4,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,8,104,8064,2,4.64,0.0202,2,0.00463,0.00473
"Casey, Paul",2016,2,575,4,5,4,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,8,104,8064,2,4.64,0.0202,1,0.05025,0.05125
"Casey, Paul",2016,2,575,4,5,4,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,8,104,8064,2,4.64,0.0202,0,0.53597,0.54116
"Casey, Paul",2016,2,575,4,5,4,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,8,104,8064,2,4.64,0.0202,-1,0.97962,0.98003
"Casey, Paul",2016,3,350,4,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,12,156,8064,2,4.01,0.0202,2,0.01095,0.01118
"Casey, Paul",2016,3,350,4,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,12,156,8064,2,4.01,0.0202,1,0.11186,0.11395
"Casey, Paul",2016,3,350,4,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,12,156,8064,2,4.01,0.0202,0,0.73331,0.73737
"Casey, Paul",2016,3,350,4,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,12,156,8064,2,4.01,0.0202,-1,0.99134,0.99151
"Casey, Paul",2016,4,240,4,3,3,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,16,208,8064,2,3.03,0.0202,2,0.02668,0.02722
"Casey, Paul",2016,4,240,4,3,3,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,16,208,8064,2,3.03,0.0202,1,0.23773,0.24153
"Casey, Paul",2016,4,240,4,3,3,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,16,208,8064,2,3.03,0.0202,0,0.87194,0.87425
"Casey, Paul",2016,4,240,4,3,3,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,16,208,8064,2,3.03,0.0202,-1,0.99648,0.99656
"Casey, Paul",2016,5,455,4,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,20,260,8064,2,4.01,0.0202,2,0.0213,0.02174
"Casey, Paul",2016,5,455,4,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,20,260,8064,2,4.01,0.0202,1,0.19852,0.20187
"Casey, Paul",2016,5,455,4,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,20,260,8064,2,4.01,0.0202,0,0.84394,0.84667
"Casey, Paul",2016,5,455,4,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,20,260,8064,2,4.01,0.0202,-1,0.99558,0.99567
"Casey, Paul",2016,6,180,4,3,3,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,24,312,8064,2,3.03,0.0202,2,0.01743,0.01779
"Casey, Paul",2016,6,180,4,3,3,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,24,312,8064,2,3.03,0.0202,1,0.16794,0.17088
"Casey, Paul",2016,6,180,4,3,3,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,24,312,8064,2,3.03,0.0202,0,0.81503,0.81816
"Casey, Paul",2016,6,180,4,3,3,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,24,312,8064,2,3.03,0.0202,-1,0.99458,0.99469
"Casey, Paul",2016,7,450,4,4,3,-1,0,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,28,364,8064,2,4.01,0.0202,2,0.02045,0.02087
"Casey, Paul",2016,7,450,4,4,3,-1,0,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,28,364,8064,2,4.01,0.0202,1,0.19194,0.1952
"Casey, Paul",2016,7,450,4,4,3,-1,0,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,28,364,8064,2,4.01,0.0202,0,0.83833,0.84114
"Casey, Paul",2016,7,450,4,4,3,-1,0,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,28,364,8064,2,4.01,0.0202,-1,0.99539,0.99548
"Casey, Paul",2016,8,570,4,5,5,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,32,416,8064,2,4.64,0.0202,2,0.00549,0.0056
"Casey, Paul",2016,8,570,4,5,5,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,32,416,8064,2,4.64,0.0202,1,0.0591,0.06027
"Casey, Paul",2016,8,570,4,5,5,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,32,416,8064,2,4.64,0.0202,0,0.57827,0.58335
"Casey, Paul",2016,8,570,4,5,5,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,32,416,8064,2,4.64,0.0202,-1,0.98278,0.98313
"Casey, Paul",2016,9,460,4,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,36,468,8064,2,4.01,0.0202,2,0.01667,0.01701
"Casey, Paul",2016,9,460,4,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,36,468,8064,2,4.01,0.0202,1,0.16168,0.16453
"Casey, Paul",2016,9,460,4,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,36,468,8064,2,4.01,0.0202,0,0.80808,0.81129
"Casey, Paul",2016,9,460,4,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,36,468,8064,2,4.01,0.0202,-1,0.99432,0.99444
"Casey, Paul",2016,10,495,4,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,40,520,8064,2,4.01,0.0202,2,0.02355,0.02404
"Casey, Paul",2016,10,495,4,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,40,520,8064,2,4.01,0.0202,1,0.21534,0.21889
"Casey, Paul",2016,10,495,4,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,40,520,8064,2,4.01,0.0202,0,0.85697,0.85951
"Casey, Paul",2016,10,495,4,4,4,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,40,520,8064,2,4.01,0.0202,-1,0.99601,0.99609
"Casey, Paul",2016,11,505,4,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,44,572,8064,2,4.01,0.0202,2,0.03177,0.03241
"Casey, Paul",2016,11,505,4,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,44,572,8064,2,4.01,0.0202,1,0.27184,0.27599
"Casey, Paul",2016,11,505,4,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,44,572,8064,2,4.01,0.0202,0,0.89071,0.89273
"Casey, Paul",2016,11,505,4,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,44,572,8064,2,4.01,0.0202,-1,0.99706,0.99712
"Casey, Paul",2016,12,155,4,3,3,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,48,624,8064,2,3.03,0.0202,2,0.01817,0.01855
"Casey, Paul",2016,12,155,4,3,3,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,48,624,8064,2,3.03,0.0202,1,0.17398,0.177
"Casey, Paul",2016,12,155,4,3,3,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,48,624,8064,2,3.03,0.0202,0,0.82137,0.82441
"Casey, Paul",2016,12,155,4,3,3,0,0,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,48,624,8064,2,3.03,0.0202,-1,0.9948,0.99491
"Casey, Paul",2016,13,510,4,5,4,-1,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,52,676,8064,2,4.64,0.0202,2,0.00422,0.0043
"Casey, Paul",2016,13,510,4,5,4,-1,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,52,676,8064,2,4.64,0.0202,1,0.04596,0.04689
"Casey, Paul",2016,13,510,4,5,4,-1,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,52,676,8064,2,4.64,0.0202,0,0.51263,0.51784
"Casey, Paul",2016,13,510,4,5,4,-1,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,52,676,8064,2,4.64,0.0202,-1,0.97766,0.97811
"Casey, Paul",2016,14,440,4,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,56,728,8064,2,4.01,0.0202,2,0.01694,0.01729
"Casey, Paul",2016,14,440,4,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,56,728,8064,2,4.01,0.0202,1,0.16391,0.16679
"Casey, Paul",2016,14,440,4,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,56,728,8064,2,4.01,0.0202,0,0.8106,0.81378
"Casey, Paul",2016,14,440,4,4,4,0,0,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,56,728,8064,2,4.01,0.0202,-1,0.99442,0.99453
"Casey, Paul",2016,15,530,4,5,4,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,60,780,8064,2,4.64,0.0202,2,0.00403,0.00411
"Casey, Paul",2016,15,530,4,5,4,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,60,780,8064,2,4.64,0.0202,1,0.04396,0.04485
"Casey, Paul",2016,15,530,4,5,4,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,60,780,8064,2,4.64,0.0202,0,0.50099,0.50621
"Casey, Paul",2016,15,530,4,5,4,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,60,780,8064,2,4.64,0.0202,-1,0.97662,0.97709
"Casey, Paul",2016,16,170,4,3,3,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,64,832,8064,2,3.03,0.0202,2,0.01463,0.01493
"Casey, Paul",2016,16,170,4,3,3,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,64,832,8064,2,3.03,0.0202,1,0.14451,0.1471
"Casey, Paul",2016,16,170,4,3,3,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,64,832,8064,2,3.03,0.0202,0,0.78667,0.79016
"Casey, Paul",2016,16,170,4,3,3,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,64,832,8064,2,3.03,0.0202,-1,0.99353,0.99366
"Casey, Paul",2016,17,440,4,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,68,884,8064,2,4.01,0.0202,2,0.02002,0.02043
"Casey, Paul",2016,17,440,4,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,68,884,8064,2,4.01,0.0202,1,0.18861,0.19183
"Casey, Paul",2016,17,440,4,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,68,884,8064,2,4.01,0.0202,0,0.83539,0.83824
"Casey, Paul",2016,17,440,4,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,68,884,8064,2,4.01,0.0202,-1,0.99529,0.99538
"Casey, Paul",2016,18,465,4,4,3,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,72,936,8064,2,4.01,0.0202,2,0.02231,0.02277
"Casey, Paul",2016,18,465,4,4,3,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,72,936,8064,2,4.01,0.0202,1,0.20617,0.2096
"Casey, Paul",2016,18,465,4,4,3,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,72,936,8064,2,4.01,0.0202,0,0.85007,0.85271
"Casey, Paul",2016,18,465,4,4,3,-1,1,1,0,0,-1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,72,936,8064,2,4.01,0.0202,-1,0.99578,0.99587
"Clarke, Darren",2016,1,445,1,4,4,0,1,0,1,1,1,1,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,1,13,2016,2,4.23,-0.0291,2,0.04686,0.047
"Clarke, Darren",2016,1,445,1,4,4,0,1,0,1,1,1,1,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,1,13,2016,2,4.23,-0.0291,1,0.35872,0.35948
