"name","rank","freq","prob"
"Poulter, Ian",60,130,0.013
"Singh, Vijay",60,129,0.0129
"Johnson, Zach",60,125,0.0125
"Kisner, Kevin",60,124,0.0124
"Berger, Daniel",60,123,0.0123
"Kjeldsen, Soren",60,119,0.0119
"Bradley, Keegan",60,119,0.0119
"Koepka, Brooks",60,119,0.0119
"Kaymer, Martin",60,119,0.0119
"Na, Kevin",60,116,0.0116
"Donaldson, Jamie",60,114,0.0114
"Lowry, Shane",60,113,0.0113
"Horschel, Billy",60,112,0.0112
"Cabrera Bello, Rafa",60,111,0.0111
"Willett, Danny",60,111,0.0111
"Simpson, Webb",60,109,0.0109
"Weir, Mike",60,107,0.0107
"Reed, Patrick",60,106,0.0106
"Kirk, Chris",60,103,0.0103
"Dufner, Jason",60,102,0.0102
"Holmes, J.B.",60,102,0.0102
"Garcia, Sergio",60,100,0.01
"Grace, Branden",60,100,0.01
"Haas, Bill",60,99,0.0099
"Stenson, Henrik",60,98,0.0098
"Walker, Jimmy",60,97,0.0097
"Leishman, Marc",60,95,0.0095
"Oosthuizen, Louis",60,95,0.0095
"Hoffman, Charley",60,86,0.0086
"Moore, Ryan",60,84,0.0084
"Snedeker, Brandt",60,84,0.0084
"Schwartzel, Charl",60,73,0.0073
"Matsuyama, Hideki",60,63,0.0063
"Watson, Bubba",60,60,0.006
"Rose, Justin",60,58,0.0058
"Fowler, Rickie",60,57,0.0057
"McIlroy, Rory",60,50,0.005
"Casey, Paul",60,48,0.0048
"Kuchar, Matt",60,42,0.0042
"Spieth, Jordan",60,41,0.0041
"Johnson, Dustin",60,41,0.0041
"Mickelson, Phil",60,37,0.0037
"Scott, Adam",60,34,0.0034
"Day, Jason",60,31,0.0031
"Dubuisson, Victor",61,228,0.0228
"Immelman, Trevor",61,211,0.0211
"Clarke, Darren",61,211,0.0211
"Smith, Cameron",61,205,0.0205
"Aphibarnrat, Kiradech",61,200,0.02
"Westwood, Lee",61,198,0.0198
"Merritt, Troy",61,193,0.0193
"Herman, Jim",61,181,0.0181
"Langer, Bernhard",61,178,0.0178
"Streb, Robert",61,177,0.0177
"Love III, Davis",61,173,0.0173
"Lahiri, Anirban",61,170,0.017
"Mahan, Hunter",61,168,0.0168
"Sullivan, Andy",61,162,0.0162
"Thomas, Justin",61,161,0.0161
"Fitzpatrick, Matthew",61,160,0.016
"Lee, Danny",61,159,0.0159
"DeChambeau, Bryson",61,158,0.0158
"An, Byeong Hun",61,158,0.0158
"Jaidee, Thongchai",61,157,0.0157
"Lingmerth, David",61,156,0.0156
"Gomez, Fabian",61,156,0.0156
"McDowell, Graeme",61,154,0.0154
"Singh, Vijay",61,152,0.0152
"Bradley, Keegan",61,152,0.0152
"Poulter, Ian",61,152,0.0152
"Piercy, Scott",61,150,0.015
"Els, Ernie",61,149,0.0149
"Streelman, Kevin",61,149,0.0149
"Cabrera, Angel",61,149,0.0149
"Wiesberger, Bernd",61,146,0.0146
"Wood, Chris",61,142,0.0142
"English, Harris",61,141,0.0141
"Kaufman, Smylie",61,141,0.0141
"Knox, Russell",61,140,0.014
"Taylor, Vaughn",61,138,0.0138
"Kisner, Kevin",61,129,0.0129
"Lowry, Shane",61,129,0.0129
"Kjeldsen, Soren",61,125,0.0125
"Bowditch, Steven",61,125,0.0125
"Johnson, Zach",61,123,0.0123
"Grillo, Emiliano",61,121,0.0121
"Kaymer, Martin",61,120,0.012
"Willett, Danny",61,118,0.0118
"Weir, Mike",61,117,0.0117
"Holmes, J.B.",61,117,0.0117
"Dufner, Jason",61,114,0.0114
"Berger, Daniel",61,113,0.0113
"Koepka, Brooks",61,103,0.0103
"Cabrera Bello, Rafa",61,102,0.0102
"Haas, Bill",61,100,0.01
"Na, Kevin",61,99,0.0099
"Simpson, Webb",61,98,0.0098
"Horschel, Billy",61,95,0.0095
"Donaldson, Jamie",61,94,0.0094
"Hoffman, Charley",61,93,0.0093
"Garcia, Sergio",61,93,0.0093
"Reed, Patrick",61,88,0.0088
"Kirk, Chris",61,88,0.0088
"Oosthuizen, Louis",61,88,0.0088
"Stenson, Henrik",61,85,0.0085
"Leishman, Marc",61,84,0.0084
"Grace, Branden",61,83,0.0083
"Walker, Jimmy",61,81,0.0081
"Watson, Bubba",61,77,0.0077
"Moore, Ryan",61,72,0.0072
"Kuchar, Matt",61,72,0.0072
"Snedeker, Brandt",61,69,0.0069
"Matsuyama, Hideki",61,63,0.0063
"Schwartzel, Charl",61,63,0.0063
"Fowler, Rickie",61,55,0.0055
"Rose, Justin",61,49,0.0049
"Casey, Paul",61,46,0.0046
"McIlroy, Rory",61,45,0.0045
"Johnson, Dustin",61,36,0.0036
"Scott, Adam",61,34,0.0034
"Spieth, Jordan",61,30,0.003
"Day, Jason",61,23,0.0023
"Mickelson, Phil",61,17,0.0017
"Smith, Cameron",62,205,0.0205
"Westwood, Lee",62,205,0.0205
"Dubuisson, Victor",62,203,0.0203
"Clarke, Darren",62,197,0.0197
"Immelman, Trevor",62,190,0.019
"Gomez, Fabian",62,180,0.018
"Love III, Davis",62,178,0.0178
"Aphibarnrat, Kiradech",62,177,0.0177
"Wood, Chris",62,176,0.0176
"Merritt, Troy",62,169,0.0169
"Streb, Robert",62,161,0.0161
"Herman, Jim",62,160,0.016
"Sullivan, Andy",62,160,0.016
"An, Byeong Hun",62,159,0.0159
"Langer, Bernhard",62,159,0.0159
"Lahiri, Anirban",62,158,0.0158
"Mahan, Hunter",62,157,0.0157
"Lee, Danny",62,153,0.0153
"Lingmerth, David",62,151,0.0151
"Bowditch, Steven",62,151,0.0151
"Fitzpatrick, Matthew",62,151,0.0151
"Piercy, Scott",62,149,0.0149
"Jaidee, Thongchai",62,147,0.0147
"Streelman, Kevin",62,145,0.0145
"DeChambeau, Bryson",62,141,0.0141
"Poulter, Ian",62,140,0.014
"Cabrera, Angel",62,139,0.0139
"Kaymer, Martin",62,138,0.0138
"Kisner, Kevin",62,137,0.0137
"Kaufman, Smylie",62,136,0.0136
"English, Harris",62,136,0.0136
"Wiesberger, Bernd",62,135,0.0135
"Thomas, Justin",62,135,0.0135
"McDowell, Graeme",62,134,0.0134
"Singh, Vijay",62,134,0.0134
"Taylor, Vaughn",62,133,0.0133
"Lowry, Shane",62,133,0.0133
"Grillo, Emiliano",62,130,0.013
"Els, Ernie",62,126,0.0126
"Knox, Russell",62,125,0.0125
"Holmes, J.B.",62,121,0.0121
"Bradley, Keegan",62,115,0.0115
"Weir, Mike",62,109,0.0109
"Garcia, Sergio",62,108,0.0108
"Leishman, Marc",62,108,0.0108
"Willett, Danny",62,108,0.0108
"Berger, Daniel",62,105,0.0105
"Kjeldsen, Soren",62,104,0.0104
"Simpson, Webb",62,102,0.0102
"Johnson, Zach",62,101,0.0101
"Horschel, Billy",62,98,0.0098
"Dufner, Jason",62,95,0.0095
"Oosthuizen, Louis",62,94,0.0094
"Na, Kevin",62,94,0.0094
"Koepka, Brooks",62,92,0.0092
"Donaldson, Jamie",62,92,0.0092
"Hoffman, Charley",62,90,0.009
"Reed, Patrick",62,89,0.0089
"Kirk, Chris",62,88,0.0088
"Moore, Ryan",62,87,0.0087
"Haas, Bill",62,84,0.0084
"Grace, Branden",62,81,0.0081
"Cabrera Bello, Rafa",62,78,0.0078
"Schwartzel, Charl",62,75,0.0075
"Walker, Jimmy",62,75,0.0075
"Snedeker, Brandt",62,74,0.0074
"Stenson, Henrik",62,61,0.0061
"Casey, Paul",62,56,0.0056
"Matsuyama, Hideki",62,55,0.0055
"Kuchar, Matt",62,51,0.0051
"Fowler, Rickie",62,46,0.0046
"Watson, Bubba",62,46,0.0046
"McIlroy, Rory",62,43,0.0043
"Rose, Justin",62,43,0.0043
"Spieth, Jordan",62,34,0.0034
"Scott, Adam",62,32,0.0032
"Mickelson, Phil",62,24,0.0024
"Day, Jason",62,23,0.0023
"Johnson, Dustin",62,22,0.0022
"Immelman, Trevor",63,219,0.0219
"Clarke, Darren",63,206,0.0206
"Westwood, Lee",63,195,0.0195
"Smith, Cameron",63,193,0.0193
"Aphibarnrat, Kiradech",63,191,0.0191
"Merritt, Troy",63,180,0.018
"Langer, Bernhard",63,177,0.0177
"Streb, Robert",63,175,0.0175
"Piercy, Scott",63,174,0.0174
"An, Byeong Hun",63,163,0.0163
"Herman, Jim",63,162,0.0162
"Fitzpatrick, Matthew",63,161,0.0161
"Love III, Davis",63,161,0.0161
"Wiesberger, Bernd",63,159,0.0159
"Jaidee, Thongchai",63,158,0.0158
"Dubuisson, Victor",63,156,0.0156
"Sullivan, Andy",63,153,0.0153
"Lahiri, Anirban",63,152,0.0152
"Bowditch, Steven",63,152,0.0152
"Kaufman, Smylie",63,149,0.0149
"Wood, Chris",63,145,0.0145
"Gomez, Fabian",63,143,0.0143
"Lee, Danny",63,143,0.0143
"DeChambeau, Bryson",63,143,0.0143
"Els, Ernie",63,141,0.0141
"McDowell, Graeme",63,140,0.014
"Poulter, Ian",63,137,0.0137
"Mahan, Hunter",63,136,0.0136
"Lingmerth, David",63,134,0.0134
"Grillo, Emiliano",63,133,0.0133
"Kisner, Kevin",63,132,0.0132
"Thomas, Justin",63,130,0.013
"Streelman, Kevin",63,129,0.0129
"Willett, Danny",63,124,0.0124
"Taylor, Vaughn",63,124,0.0124
"Cabrera, Angel",63,123,0.0123
"Kaymer, Martin",63,123,0.0123
"Lowry, Shane",63,122,0.0122
"Weir, Mike",63,121,0.0121
"Knox, Russell",63,121,0.0121
"English, Harris",63,119,0.0119
"Bradley, Keegan",63,118,0.0118
"Singh, Vijay",63,117,0.0117
"Donaldson, Jamie",63,115,0.0115
"Kjeldsen, Soren",63,108,0.0108
"Berger, Daniel",63,107,0.0107
"Na, Kevin",63,102,0.0102
"Holmes, J.B.",63,101,0.0101
"Simpson, Webb",63,99,0.0099
"Koepka, Brooks",63,98,0.0098
"Dufner, Jason",63,97,0.0097
"Haas, Bill",63,96,0.0096
"Johnson, Zach",63,96,0.0096
"Horschel, Billy",63,95,0.0095
"Leishman, Marc",63,95,0.0095
"Oosthuizen, Louis",63,90,0.009
"Reed, Patrick",63,89,0.0089
"Hoffman, Charley",63,86,0.0086
"Kirk, Chris",63,82,0.0082
"Walker, Jimmy",63,80,0.008
"Garcia, Sergio",63,80,0.008
"Grace, Branden",63,77,0.0077
"Moore, Ryan",63,76,0.0076
"Stenson, Henrik",63,72,0.0072
"Schwartzel, Charl",63,71,0.0071
"Cabrera Bello, Rafa",63,71,0.0071
"Kuchar, Matt",63,64,0.0064
"Matsuyama, Hideki",63,64,0.0064
"Snedeker, Brandt",63,60,0.006
"Watson, Bubba",63,59,0.0059
"Casey, Paul",63,51,0.0051
"McIlroy, Rory",63,47,0.0047
"Rose, Justin",63,43,0.0043
"Johnson, Dustin",63,41,0.0041
"Fowler, Rickie",63,38,0.0038
"Spieth, Jordan",63,35,0.0035
"Mickelson, Phil",63,31,0.0031
"Scott, Adam",63,30,0.003
"Day, Jason",63,13,0.0013
"Clarke, Darren",64,243,0.0243
"Dubuisson, Victor",64,198,0.0198
"Smith, Cameron",64,198,0.0198
"Immelman, Trevor",64,188,0.0188
"Aphibarnrat, Kiradech",64,186,0.0186
"Merritt, Troy",64,181,0.0181
"Love III, Davis",64,180,0.018
"Langer, Bernhard",64,177,0.0177
"Westwood, Lee",64,175,0.0175
"Fitzpatrick, Matthew",64,165,0.0165
"Gomez, Fabian",64,165,0.0165
"An, Byeong Hun",64,164,0.0164
"Wood, Chris",64,162,0.0162
"Jaidee, Thongchai",64,161,0.0161
"Lahiri, Anirban",64,158,0.0158
"Herman, Jim",64,158,0.0158
"Sullivan, Andy",64,157,0.0157
"Streb, Robert",64,157,0.0157
"Bowditch, Steven",64,156,0.0156
"Mahan, Hunter",64,156,0.0156
"Wiesberger, Bernd",64,155,0.0155
"Lee, Danny",64,152,0.0152
"Piercy, Scott",64,151,0.0151
"Streelman, Kevin",64,151,0.0151
"Cabrera, Angel",64,146,0.0146
"DeChambeau, Bryson",64,144,0.0144
"Lingmerth, David",64,144,0.0144
"Thomas, Justin",64,142,0.0142
"Els, Ernie",64,139,0.0139
"Poulter, Ian",64,137,0.0137
"Kaufman, Smylie",64,134,0.0134
"Kisner, Kevin",64,129,0.0129
"English, Harris",64,127,0.0127
"Weir, Mike",64,125,0.0125
"Grillo, Emiliano",64,123,0.0123
"Knox, Russell",64,122,0.0122
"McDowell, Graeme",64,121,0.0121
"Bradley, Keegan",64,116,0.0116
"Willett, Danny",64,113,0.0113
"Taylor, Vaughn",64,112,0.0112
"Johnson, Zach",64,111,0.0111
"Na, Kevin",64,108,0.0108
"Simpson, Webb",64,108,0.0108
"Kaymer, Martin",64,106,0.0106
"Lowry, Shane",64,105,0.0105
"Singh, Vijay",64,100,0.01
"Horschel, Billy",64,100,0.01
"Holmes, J.B.",64,97,0.0097
"Dufner, Jason",64,97,0.0097
"Berger, Daniel",64,97,0.0097
"Donaldson, Jamie",64,96,0.0096
"Koepka, Brooks",64,96,0.0096
"Kjeldsen, Soren",64,93,0.0093
"Oosthuizen, Louis",64,90,0.009
"Garcia, Sergio",64,89,0.0089
"Grace, Branden",64,88,0.0088
"Haas, Bill",64,87,0.0087
"Leishman, Marc",64,87,0.0087
"Kirk, Chris",64,85,0.0085
"Walker, Jimmy",64,80,0.008
"Reed, Patrick",64,79,0.0079
"Hoffman, Charley",64,76,0.0076
"Cabrera Bello, Rafa",64,73,0.0073
"Snedeker, Brandt",64,69,0.0069
"Stenson, Henrik",64,59,0.0059
"Watson, Bubba",64,59,0.0059
"Moore, Ryan",64,55,0.0055
"Matsuyama, Hideki",64,54,0.0054
"Schwartzel, Charl",64,53,0.0053
"Kuchar, Matt",64,49,0.0049
"Rose, Justin",64,47,0.0047
"Casey, Paul",64,45,0.0045
"McIlroy, Rory",64,42,0.0042
"Scott, Adam",64,40,0.004
"Johnson, Dustin",64,31,0.0031
"Fowler, Rickie",64,28,0.0028
"Spieth, Jordan",64,25,0.0025
"Day, Jason",64,23,0.0023
"Mickelson, Phil",64,20,0.002
"Clarke, Darren",65,248,0.0248
"Immelman, Trevor",65,232,0.0232
"Langer, Bernhard",65,215,0.0215
"Merritt, Troy",65,212,0.0212
"Westwood, Lee",65,211,0.0211
"Smith, Cameron",65,206,0.0206
"Love III, Davis",65,195,0.0195
"Bowditch, Steven",65,192,0.0192
"Aphibarnrat, Kiradech",65,186,0.0186
"Dubuisson, Victor",65,180,0.018
"An, Byeong Hun",65,179,0.0179
"Herman, Jim",65,175,0.0175
"Gomez, Fabian",65,165,0.0165
"Lee, Danny",65,162,0.0162
"Streb, Robert",65,162,0.0162
"Mahan, Hunter",65,158,0.0158
"Piercy, Scott",65,158,0.0158
"Thomas, Justin",65,158,0.0158
"Sullivan, Andy",65,147,0.0147
"Jaidee, Thongchai",65,146,0.0146
"Kaufman, Smylie",65,144,0.0144
"Lingmerth, David",65,143,0.0143
"Knox, Russell",65,143,0.0143
"McDowell, Graeme",65,140,0.014
"Fitzpatrick, Matthew",65,139,0.0139
"Grillo, Emiliano",65,137,0.0137
"Kaymer, Martin",65,136,0.0136
"Cabrera, Angel",65,136,0.0136
"Streelman, Kevin",65,136,0.0136
"Lahiri, Anirban",65,136,0.0136
"Kisner, Kevin",65,134,0.0134
"Lowry, Shane",65,133,0.0133
"Taylor, Vaughn",65,132,0.0132
"Weir, Mike",65,131,0.0131
"Wood, Chris",65,128,0.0128
"Els, Ernie",65,126,0.0126
"Bradley, Keegan",65,124,0.0124
"English, Harris",65,121,0.0121
"Singh, Vijay",65,117,0.0117
"Wiesberger, Bernd",65,117,0.0117
"DeChambeau, Bryson",65,115,0.0115
"Poulter, Ian",65,114,0.0114
"Willett, Danny",65,113,0.0113
"Berger, Daniel",65,107,0.0107
"Kjeldsen, Soren",65,103,0.0103
"Johnson, Zach",65,102,0.0102
"Donaldson, Jamie",65,97,0.0097
"Horschel, Billy",65,97,0.0097
"Dufner, Jason",65,94,0.0094
"Holmes, J.B.",65,92,0.0092
"Simpson, Webb",65,90,0.009
"Koepka, Brooks",65,85,0.0085
"Garcia, Sergio",65,85,0.0085
"Na, Kevin",65,85,0.0085
"Leishman, Marc",65,85,0.0085
"Kirk, Chris",65,84,0.0084
"Cabrera Bello, Rafa",65,83,0.0083
"Haas, Bill",65,77,0.0077
"Walker, Jimmy",65,74,0.0074
"Reed, Patrick",65,74,0.0074
"Hoffman, Charley",65,74,0.0074
"Oosthuizen, Louis",65,72,0.0072
"Grace, Branden",65,70,0.007
"Moore, Ryan",65,70,0.007
"Schwartzel, Charl",65,63,0.0063
"Snedeker, Brandt",65,63,0.0063
"Stenson, Henrik",65,59,0.0059
"Casey, Paul",65,53,0.0053
"Watson, Bubba",65,51,0.0051
"Rose, Justin",65,49,0.0049
"Matsuyama, Hideki",65,48,0.0048
"Kuchar, Matt",65,44,0.0044
"Fowler, Rickie",65,38,0.0038
"McIlroy, Rory",65,37,0.0037
"Johnson, Dustin",65,30,0.003
"Scott, Adam",65,27,0.0027
"Mickelson, Phil",65,27,0.0027
"Spieth, Jordan",65,26,0.0026
"Day, Jason",65,22,0.0022
"Clarke, Darren",66,249,0.0249
"Smith, Cameron",66,208,0.0208
"Bowditch, Steven",66,203,0.0203
"Aphibarnrat, Kiradech",66,200,0.02
"Westwood, Lee",66,200,0.02
"Immelman, Trevor",66,199,0.0199
"Love III, Davis",66,194,0.0194
"Langer, Bernhard",66,194,0.0194
"Streb, Robert",66,183,0.0183
"Merritt, Troy",66,174,0.0174
"Dubuisson, Victor",66,168,0.0168
"Lahiri, Anirban",66,163,0.0163
"Cabrera, Angel",66,163,0.0163
"Herman, Jim",66,155,0.0155
"Weir, Mike",66,155,0.0155
"Sullivan, Andy",66,154,0.0154
"Lee, Danny",66,151,0.0151
"Gomez, Fabian",66,151,0.0151
"An, Byeong Hun",66,150,0.015
"Mahan, Hunter",66,146,0.0146
"Wiesberger, Bernd",66,146,0.0146
"Wood, Chris",66,146,0.0146
"Kaufman, Smylie",66,142,0.0142
"Bradley, Keegan",66,141,0.0141
"DeChambeau, Bryson",66,141,0.0141
"Els, Ernie",66,140,0.014
"Jaidee, Thongchai",66,138,0.0138
"Poulter, Ian",66,137,0.0137
"Grillo, Emiliano",66,135,0.0135
"Piercy, Scott",66,134,0.0134
"Singh, Vijay",66,132,0.0132
"Streelman, Kevin",66,130,0.013
"Lingmerth, David",66,129,0.0129
"McDowell, Graeme",66,128,0.0128
"Lowry, Shane",66,126,0.0126
"Knox, Russell",66,126,0.0126
"Fitzpatrick, Matthew",66,124,0.0124
"Kisner, Kevin",66,119,0.0119
"Thomas, Justin",66,116,0.0116
"English, Harris",66,116,0.0116
"Taylor, Vaughn",66,113,0.0113
"Johnson, Zach",66,111,0.0111
"Berger, Daniel",66,105,0.0105
"Kaymer, Martin",66,98,0.0098
"Kjeldsen, Soren",66,98,0.0098
"Holmes, J.B.",66,97,0.0097
"Na, Kevin",66,96,0.0096
"Koepka, Brooks",66,94,0.0094
"Leishman, Marc",66,92,0.0092
"Haas, Bill",66,92,0.0092
"Simpson, Webb",66,89,0.0089
"Donaldson, Jamie",66,89,0.0089
"Willett, Danny",66,87,0.0087
"Dufner, Jason",66,86,0.0086
"Horschel, Billy",66,82,0.0082
"Garcia, Sergio",66,75,0.0075
"Cabrera Bello, Rafa",66,75,0.0075
"Hoffman, Charley",66,74,0.0074
"Reed, Patrick",66,71,0.0071
"Grace, Branden",66,70,0.007
"Moore, Ryan",66,67,0.0067
"Walker, Jimmy",66,66,0.0066
"Snedeker, Brandt",66,61,0.0061
"Kirk, Chris",66,61,0.0061
"Stenson, Henrik",66,61,0.0061
"Oosthuizen, Louis",66,56,0.0056
"Watson, Bubba",66,53,0.0053
"Casey, Paul",66,50,0.005
"Schwartzel, Charl",66,49,0.0049
"Kuchar, Matt",66,41,0.0041
"Fowler, Rickie",66,37,0.0037
"Matsuyama, Hideki",66,37,0.0037
"Scott, Adam",66,32,0.0032
"Rose, Justin",66,29,0.0029
"McIlroy, Rory",66,28,0.0028
"Mickelson, Phil",66,24,0.0024
"Johnson, Dustin",66,23,0.0023
"Spieth, Jordan",66,22,0.0022
"Day, Jason",66,15,0.0015
"Immelman, Trevor",67,251,0.0251
"Bowditch, Steven",67,239,0.0239
"Clarke, Darren",67,236,0.0236
"Dubuisson, Victor",67,211,0.0211
"Langer, Bernhard",67,202,0.0202
"Love III, Davis",67,199,0.0199
"Aphibarnrat, Kiradech",67,195,0.0195
"Merritt, Troy",67,195,0.0195
"Smith, Cameron",67,191,0.0191
"Weir, Mike",67,189,0.0189
"Westwood, Lee",67,187,0.0187
"Streb, Robert",67,183,0.0183
"Wood, Chris",67,178,0.0178
"An, Byeong Hun",67,163,0.0163
"Jaidee, Thongchai",67,162,0.0162
"Lahiri, Anirban",67,161,0.0161
"Herman, Jim",67,160,0.016
"Wiesberger, Bernd",67,156,0.0156
"McDowell, Graeme",67,155,0.0155
"Gomez, Fabian",67,152,0.0152
"Sullivan, Andy",67,152,0.0152
"DeChambeau, Bryson",67,150,0.015
"Mahan, Hunter",67,147,0.0147
"Cabrera, Angel",67,146,0.0146
"Lingmerth, David",67,146,0.0146
"Fitzpatrick, Matthew",67,144,0.0144
"Lee, Danny",67,142,0.0142
"Thomas, Justin",67,141,0.0141
"Els, Ernie",67,136,0.0136
"Knox, Russell",67,131,0.0131
"Taylor, Vaughn",67,130,0.013
"Grillo, Emiliano",67,129,0.0129
"Kaufman, Smylie",67,127,0.0127
"Piercy, Scott",67,124,0.0124
"Lowry, Shane",67,124,0.0124
"Kisner, Kevin",67,124,0.0124
"Kjeldsen, Soren",67,120,0.012
"Poulter, Ian",67,115,0.0115
"Streelman, Kevin",67,115,0.0115
"Bradley, Keegan",67,115,0.0115
"Johnson, Zach",67,113,0.0113
"Kaymer, Martin",67,112,0.0112
"Berger, Daniel",67,109,0.0109
"English, Harris",67,106,0.0106
"Singh, Vijay",67,105,0.0105
"Willett, Danny",67,103,0.0103
"Holmes, J.B.",67,102,0.0102
"Garcia, Sergio",67,85,0.0085
"Dufner, Jason",67,84,0.0084
"Hoffman, Charley",67,84,0.0084
"Simpson, Webb",67,83,0.0083
"Donaldson, Jamie",67,83,0.0083
"Kirk, Chris",67,80,0.008
"Grace, Branden",67,79,0.0079
"Na, Kevin",67,78,0.0078
"Horschel, Billy",67,78,0.0078
"Leishman, Marc",67,77,0.0077
"Snedeker, Brandt",67,74,0.0074
"Cabrera Bello, Rafa",67,73,0.0073
"Koepka, Brooks",67,68,0.0068
"Oosthuizen, Louis",67,68,0.0068
"Haas, Bill",67,67,0.0067
"Reed, Patrick",67,64,0.0064
"Schwartzel, Charl",67,60,0.006
"Stenson, Henrik",67,56,0.0056
"Walker, Jimmy",67,56,0.0056
"Moore, Ryan",67,54,0.0054
"Fowler, Rickie",67,48,0.0048
"Matsuyama, Hideki",67,44,0.0044
"Watson, Bubba",67,40,0.004
"Kuchar, Matt",67,36,0.0036
"Rose, Justin",67,35,0.0035
"Casey, Paul",67,29,0.0029
"McIlroy, Rory",67,25,0.0025
"Scott, Adam",67,25,0.0025
"Spieth, Jordan",67,22,0.0022
"Johnson, Dustin",67,21,0.0021
"Day, Jason",67,16,0.0016
"Mickelson, Phil",67,12,0.0012
"Clarke, Darren",68,277,0.0277
"Immelman, Trevor",68,252,0.0252
"Bowditch, Steven",68,230,0.023
"Smith, Cameron",68,216,0.0216
"Westwood, Lee",68,214,0.0214
"Weir, Mike",68,202,0.0202
"Love III, Davis",68,201,0.0201
"Dubuisson, Victor",68,197,0.0197
"Aphibarnrat, Kiradech",68,195,0.0195
"Streb, Robert",68,189,0.0189
"Herman, Jim",68,187,0.0187
"Lahiri, Anirban",68,178,0.0178
"Merritt, Troy",68,177,0.0177
"Langer, Bernhard",68,171,0.0171
"Fitzpatrick, Matthew",68,166,0.0166
"Gomez, Fabian",68,165,0.0165
"Jaidee, Thongchai",68,163,0.0163
"An, Byeong Hun",68,162,0.0162
"Piercy, Scott",68,160,0.016
"Wood, Chris",68,160,0.016
"Mahan, Hunter",68,157,0.0157
"Lee, Danny",68,157,0.0157
"McDowell, Graeme",68,154,0.0154
"Cabrera, Angel",68,150,0.015
"DeChambeau, Bryson",68,145,0.0145
"Sullivan, Andy",68,144,0.0144
"Kisner, Kevin",68,136,0.0136
"Knox, Russell",68,135,0.0135
"Els, Ernie",68,134,0.0134
"Streelman, Kevin",68,133,0.0133
"Bradley, Keegan",68,133,0.0133
"Thomas, Justin",68,132,0.0132
"Wiesberger, Bernd",68,130,0.013
"Kaufman, Smylie",68,126,0.0126
"Grillo, Emiliano",68,123,0.0123
"Lingmerth, David",68,123,0.0123
"Singh, Vijay",68,117,0.0117
"Poulter, Ian",68,115,0.0115
"Lowry, Shane",68,112,0.0112
"English, Harris",68,112,0.0112
"Taylor, Vaughn",68,104,0.0104
"Kjeldsen, Soren",68,104,0.0104
"Simpson, Webb",68,98,0.0098
"Kaymer, Martin",68,94,0.0094
"Horschel, Billy",68,94,0.0094
"Koepka, Brooks",68,94,0.0094
"Johnson, Zach",68,93,0.0093
"Dufner, Jason",68,93,0.0093
"Berger, Daniel",68,92,0.0092
"Willett, Danny",68,88,0.0088
"Na, Kevin",68,85,0.0085
"Donaldson, Jamie",68,83,0.0083
"Holmes, J.B.",68,82,0.0082
"Grace, Branden",68,81,0.0081
"Kirk, Chris",68,81,0.0081
"Leishman, Marc",68,80,0.008
"Hoffman, Charley",68,79,0.0079
"Haas, Bill",68,77,0.0077
"Garcia, Sergio",68,77,0.0077
"Reed, Patrick",68,71,0.0071
"Oosthuizen, Louis",68,69,0.0069
"Stenson, Henrik",68,67,0.0067
"Walker, Jimmy",68,64,0.0064
"Snedeker, Brandt",68,63,0.0063
"Moore, Ryan",68,62,0.0062
"Schwartzel, Charl",68,61,0.0061
"Cabrera Bello, Rafa",68,56,0.0056
"Rose, Justin",68,52,0.0052
"Watson, Bubba",68,48,0.0048
"Kuchar, Matt",68,44,0.0044
"Casey, Paul",68,38,0.0038
"Matsuyama, Hideki",68,38,0.0038
"Fowler, Rickie",68,32,0.0032
"McIlroy, Rory",68,29,0.0029
"Johnson, Dustin",68,25,0.0025
"Spieth, Jordan",68,18,0.0018
"Scott, Adam",68,16,0.0016
"Mickelson, Phil",68,15,0.0015
"Day, Jason",68,10,0.001
"Immelman, Trevor",69,276,0.0276
"Bowditch, Steven",69,274,0.0274
"Clarke, Darren",69,252,0.0252
"Smith, Cameron",69,235,0.0235
"Weir, Mike",69,223,0.0223
"Langer, Bernhard",69,202,0.0202
"Dubuisson, Victor",69,194,0.0194
"Merritt, Troy",69,190,0.019
"Westwood, Lee",69,185,0.0185
"Love III, Davis",69,184,0.0184
"Aphibarnrat, Kiradech",69,181,0.0181
"Mahan, Hunter",69,163,0.0163
"Herman, Jim",69,160,0.016
"Lee, Danny",69,154,0.0154
"An, Byeong Hun",69,152,0.0152
"Cabrera, Angel",69,151,0.0151
"Thomas, Justin",69,149,0.0149
"Gomez, Fabian",69,148,0.0148
"Streb, Robert",69,148,0.0148
"Lingmerth, David",69,146,0.0146
"Lahiri, Anirban",69,145,0.0145
"DeChambeau, Bryson",69,144,0.0144
"Piercy, Scott",69,143,0.0143
"McDowell, Graeme",69,141,0.0141
"Wiesberger, Bernd",69,139,0.0139
"Fitzpatrick, Matthew",69,137,0.0137
"Streelman, Kevin",69,137,0.0137
"Sullivan, Andy",69,134,0.0134
"Wood, Chris",69,130,0.013
"Jaidee, Thongchai",69,130,0.013
"Kaufman, Smylie",69,128,0.0128
"Lowry, Shane",69,127,0.0127
"Els, Ernie",69,126,0.0126
"English, Harris",69,124,0.0124
"Knox, Russell",69,117,0.0117
"Grillo, Emiliano",69,112,0.0112
"Poulter, Ian",69,110,0.011
