name,modranks,prob,run
"Spieth, Jordan",3,0.0558,9
"Steele, Brendan",38,0.0049,9
"Stenson, Henrik",17,0.0103,9
"Stricker, Steve",60,0.0015,9
"Stuard, Brian",74,7.00E-04,9
"Sullivan, Andy",47,0.0036,9
"Summerhays, Daniel",65,0.0014,9
"Swafford, Hudson",35,0.006,9
"Tanihara, Hideto",60,0.0015,9
"Thomas, Justin",11,0.0225,9
"Vegas, Jhonattan",44,0.0038,9
"Walker, Jimmy",53,0.0021,9
"Wang, Jeunghun",76,5.00E-04,9
"Watson, Bubba",47,0.0036,9
"Westwood, Lee",60,0.0015,9
"Wiesberger, Bernd",39,0.0046,9
"Willett, Danny",71,9.00E-04,9
"Wood, Chris",67,0.0013,9
"Woodland, Gary",27,0.0076,9
"An, Byeong Hun",45,0.0036,10
"Berger, Daniel",32,0.0066,10
"Cabrera, Angel",28,0.0077,10
"Cabrera-Bello, Rafael",61,0.0017,10
"Casey, Paul",18,0.0103,10
"Castro, Roberto",74,6.00E-04,10
"Chappell, Kevin",69,0.0011,10
"Day, Jason",10,0.0214,10
"Dufner, Jason",36,0.0051,10
"Els, Ernie",77,3.00E-04,10
"Fisher, Ross",12,0.0211,10
"Fitzpatrick, Matthew",49,0.0034,10
"Fleetwood, Tommy",9,0.0235,10
"Fowler, Rickie",4,0.0482,10
"Furyk, Jim",71,9.00E-04,10
"Garcia, Sergio",13,0.0168,10
"Grace, Branden",53,0.0025,10
"Grillo, Emiliano",37,0.0049,10
"Haas, Bill",27,0.0081,10
"Hadwin, Adam",18,0.0103,10
"Hahn, James",62,0.0015,10
"Hatton, Tyrrell",7,0.0306,10
"Henley, Russell",16,0.013,10
"Hoffman, Charley",28,0.0077,10
"Holmes, J.B.",25,0.0086,10
"Hughes, Mackenzie",72,8.00E-04,10
"Hurley III, Billy",65,0.0012,10
"Ikeda, Yuta",74,6.00E-04,10
"Johnson, Dustin",1,0.2302,10
"Johnson, Zach",48,0.0035,10
"Kaymer, Martin",33,0.0061,10
"Kim, Si Woo",80,1.00E-04,10
"Kisner, Kevin",23,0.009,10
"Kjeldsen, Soren",56,0.0018,10
"Knox, Russell",73,7.00E-04,10
"Koepka, Brooks",37,0.0049,10
"Kuchar, Matt",30,0.0076,10
"Leishman, Marc",15,0.0133,10
"Lowry, Shane",20,0.0102,10
"Matsuyama, Hideki",5,0.04,10
"McGirt, William",51,0.0027,10
"McIlroy, Rory",2,0.1235,10
"Mickelson, Phil",14,0.0148,10
"Molinari, Francesco",22,0.0096,10
"Moore, Ryan",34,0.0053,10
"Na, Kevin",56,0.0018,10
"Noren, Alex",63,0.0014,10
"O'Hair, Sean",45,0.0036,10
"Oosthuizen, Louis",23,0.009,10
"Pampling, Rod",70,0.001,10
"Perez, Pat",55,0.002,10
"Piercy, Scott",52,0.0026,10
"Pieters, Thomas",35,0.0052,10
"Rahm, Jon",8,0.0303,10
"Reed, Patrick",37,0.0049,10
"Rose, Justin",6,0.038,10
"Schwartzel, Charl",45,0.0036,10
"Scott, Adam",21,0.0097,10
"Simpson, Webb",50,0.0029,10
"Singh, Vijay",79,2.00E-04,10
"Snedeker, Brandt",17,0.0109,10
"Spieth, Jordan",3,0.055,10
"Steele, Brendan",44,0.0038,10
"Stenson, Henrik",30,0.0076,10
"Stricker, Steve",56,0.0018,10
"Stuard, Brian",65,0.0012,10
"Sullivan, Andy",42,0.0043,10
"Summerhays, Daniel",65,0.0012,10
"Swafford, Hudson",41,0.0044,10
"Tanihara, Hideto",56,0.0018,10
"Thomas, Justin",10,0.0214,10
"Vegas, Jhonattan",56,0.0018,10
"Walker, Jimmy",54,0.0024,10
"Wang, Jeunghun",77,3.00E-04,10
"Watson, Bubba",40,0.0048,10
"Westwood, Lee",64,0.0013,10
"Wiesberger, Bernd",43,0.0042,10
"Willett, Danny",76,5.00E-04,10
"Wood, Chris",65,0.0012,10
"Woodland, Gary",26,0.0085,10
"An, Byeong Hun",42,0.0041,11
"Berger, Daniel",27,0.0074,11
"Cabrera, Angel",29,0.0071,11
"Cabrera-Bello, Rafael",63,0.0015,11
"Casey, Paul",19,0.0097,11
"Castro, Roberto",71,7.00E-04,11
"Chappell, Kevin",71,7.00E-04,11
"Day, Jason",11,0.024,11
"Dufner, Jason",36,0.0053,11
"Els, Ernie",79,1.00E-04,11
"Fisher, Ross",12,0.0226,11
"Fitzpatrick, Matthew",39,0.0045,11
"Fleetwood, Tommy",10,0.026,11
"Fowler, Rickie",4,0.0509,11
"Furyk, Jim",53,0.0022,11
"Garcia, Sergio",13,0.0181,11
"Grace, Branden",59,0.0019,11
"Grillo, Emiliano",47,0.0034,11
"Haas, Bill",30,0.007,11
"Hadwin, Adam",28,0.0073,11
"Hahn, James",67,9.00E-04,11
"Hatton, Tyrrell",7,0.0314,11
"Henley, Russell",16,0.0106,11
"Hoffman, Charley",33,0.0061,11
"Holmes, J.B.",20,0.0094,11
"Hughes, Mackenzie",71,7.00E-04,11
"Hurley III, Billy",70,8.00E-04,11
"Ikeda, Yuta",76,5.00E-04,11
"Johnson, Dustin",1,0.2291,11
"Johnson, Zach",55,0.0021,11
"Kaymer, Martin",37,0.0052,11
"Kim, Si Woo",80,0.00E+00,11
"Kisner, Kevin",26,0.0082,11
"Kjeldsen, Soren",65,0.0014,11
"Knox, Russell",66,0.0012,11
"Koepka, Brooks",46,0.0036,11
"Kuchar, Matt",31,0.0062,11
"Leishman, Marc",15,0.0129,11
"Lowry, Shane",22,0.0091,11
"Matsuyama, Hideki",5,0.04,11
"McGirt, William",53,0.0022,11
"McIlroy, Rory",2,0.1231,11
"Mickelson, Phil",14,0.0143,11
"Molinari, Francesco",22,0.0091,11
"Moore, Ryan",34,0.0054,11
"Na, Kevin",59,0.0019,11
"Noren, Alex",59,0.0019,11
"O'Hair, Sean",44,0.0038,11
"Oosthuizen, Louis",24,0.0087,11
"Pampling, Rod",62,0.0018,11
"Perez, Pat",51,0.0025,11
"Piercy, Scott",47,0.0034,11
"Pieters, Thomas",41,0.0042,11
"Rahm, Jon",8,0.0286,11
"Reed, Patrick",38,0.005,11
"Rose, Justin",6,0.0349,11
"Schwartzel, Charl",47,0.0034,11
"Scott, Adam",18,0.0104,11
"Simpson, Webb",52,0.0024,11
"Singh, Vijay",78,2.00E-04,11
"Snedeker, Brandt",24,0.0087,11
"Spieth, Jordan",3,0.0566,11
"Steele, Brendan",34,0.0054,11
"Stenson, Henrik",16,0.0106,11
"Stricker, Steve",50,0.0026,11
"Stuard, Brian",67,9.00E-04,11
"Sullivan, Andy",44,0.0038,11
"Summerhays, Daniel",71,7.00E-04,11
"Swafford, Hudson",40,0.0043,11
"Tanihara, Hideto",56,0.002,11
"Thomas, Justin",9,0.0265,11
"Vegas, Jhonattan",56,0.002,11
"Walker, Jimmy",56,0.002,11
"Wang, Jeunghun",75,6.00E-04,11
"Watson, Bubba",31,0.0062,11
"Westwood, Lee",63,0.0015,11
"Wiesberger, Bernd",42,0.0041,11
"Willett, Danny",77,3.00E-04,11
"Wood, Chris",67,9.00E-04,11
"Woodland, Gary",21,0.0092,11
"An, Byeong Hun",47,0.0033,12
"Berger, Daniel",26,0.0072,12
"Cabrera, Angel",26,0.0072,12
"Cabrera-Bello, Rafael",67,0.0013,12
"Casey, Paul",24,0.0082,12
"Castro, Roberto",71,8.00E-04,12
"Chappell, Kevin",76,5.00E-04,12
"Day, Jason",12,0.0205,12
"Dufner, Jason",35,0.0056,12
"Els, Ernie",73,6.00E-04,12
"Fisher, Ross",11,0.0211,12
"Fitzpatrick, Matthew",47,0.0033,12
"Fleetwood, Tommy",9,0.0226,12
"Fowler, Rickie",4,0.0507,12
"Furyk, Jim",66,0.0015,12
"Garcia, Sergio",14,0.0164,12
"Grace, Branden",53,0.0023,12
"Grillo, Emiliano",40,0.0045,12
"Haas, Bill",26,0.0072,12
"Hadwin, Adam",30,0.0067,12
"Hahn, James",70,0.0012,12
"Hatton, Tyrrell",7,0.0336,12
"Henley, Russell",15,0.013,12
"Hoffman, Charley",33,0.006,12
"Holmes, J.B.",19,0.0098,12
"Hughes, Mackenzie",62,0.0016,12
"Hurley III, Billy",72,7.00E-04,12
"Ikeda, Yuta",78,2.00E-04,12
"Johnson, Dustin",1,0.2351,12
"Johnson, Zach",50,0.003,12
"Kaymer, Martin",31,0.0064,12
"Kim, Si Woo",80,0.00E+00,12
"Kisner, Kevin",23,0.0085,12
"Kjeldsen, Soren",51,0.0027,12
"Knox, Russell",67,0.0013,12
"Koepka, Brooks",38,0.0049,12
"Kuchar, Matt",32,0.0062,12
"Leishman, Marc",16,0.0119,12
"Lowry, Shane",20,0.0092,12
"Matsuyama, Hideki",5,0.0403,12
"McGirt, William",55,0.0022,12
"McIlroy, Rory",2,0.1213,12
"Mickelson, Phil",13,0.018,12
"Molinari, Francesco",25,0.0075,12
"Moore, Ryan",42,0.0044,12
"Na, Kevin",56,0.0021,12
"Noren, Alex",67,0.0013,12
"O'Hair, Sean",43,0.0043,12
"Oosthuizen, Louis",29,0.0071,12
"Pampling, Rod",62,0.0016,12
"Perez, Pat",56,0.0021,12
"Piercy, Scott",49,0.0031,12
"Pieters, Thomas",39,0.0048,12
"Rahm, Jon",8,0.0325,12
"Reed, Patrick",34,0.0059,12
"Rose, Justin",6,0.0358,12
"Schwartzel, Charl",46,0.0035,12
"Scott, Adam",21,0.009,12
"Simpson, Webb",61,0.0019,12
"Singh, Vijay",77,4.00E-04,12
"Snedeker, Brandt",22,0.0086,12
"Spieth, Jordan",3,0.0524,12
"Steele, Brendan",37,0.0051,12
"Stenson, Henrik",18,0.0103,12
"Stricker, Steve",52,0.0026,12
"Stuard, Brian",73,6.00E-04,12
"Sullivan, Andy",45,0.0039,12
"Summerhays, Daniel",62,0.0016,12
"Swafford, Hudson",40,0.0045,12
"Tanihara, Hideto",56,0.0021,12
"Thomas, Justin",10,0.0223,12
"Vegas, Jhonattan",53,0.0023,12
"Walker, Jimmy",60,0.002,12
"Wang, Jeunghun",78,2.00E-04,12
"Watson, Bubba",44,0.0042,12
"Westwood, Lee",56,0.0021,12
"Wiesberger, Bernd",36,0.0054,12
"Willett, Danny",73,6.00E-04,12
"Wood, Chris",62,0.0016,12
"Woodland, Gary",17,0.0117,12
"An, Byeong Hun",36,0.0046,13
"Berger, Daniel",29,0.0074,13
"Cabrera, Angel",32,0.0061,13
"Cabrera-Bello, Rafael",65,0.0013,13
"Casey, Paul",22,0.0095,13
"Castro, Roberto",75,6.00E-04,13
"Chappell, Kevin",75,6.00E-04,13
"Day, Jason",11,0.0223,13
"Dufner, Jason",39,0.0045,13
"Els, Ernie",79,1.00E-04,13
"Fisher, Ross",12,0.0221,13
"Fitzpatrick, Matthew",40,0.0044,13
"Fleetwood, Tommy",9,0.0233,13
"Fowler, Rickie",4,0.0476,13
"Furyk, Jim",60,0.0017,13
"Garcia, Sergio",14,0.0151,13
"Grace, Branden",55,0.002,13
"Grillo, Emiliano",41,0.0042,13
"Haas, Bill",23,0.0094,13
"Hadwin, Adam",27,0.0079,13
"Hahn, James",62,0.0015,13
"Hatton, Tyrrell",7,0.0298,13
"Henley, Russell",15,0.0135,13
"Hoffman, Charley",30,0.0071,13
"Holmes, J.B.",26,0.0081,13
"Hughes, Mackenzie",63,0.0014,13
"Hurley III, Billy",72,9.00E-04,13
"Ikeda, Yuta",73,8.00E-04,13
"Johnson, Dustin",1,0.2374,13
"Johnson, Zach",52,0.0024,13
"Kaymer, Martin",31,0.0065,13
"Kim, Si Woo",80,0.00E+00,13
"Kisner, Kevin",17,0.0102,13
"Kjeldsen, Soren",53,0.0022,13
"Knox, Russell",71,0.0011,13
"Koepka, Brooks",42,0.0041,13
"Kuchar, Matt",33,0.006,13
"Leishman, Marc",16,0.0129,13
"Lowry, Shane",28,0.0076,13
"Matsuyama, Hideki",5,0.0394,13
"McGirt, William",55,0.002,13
"McIlroy, Rory",2,0.1235,13
"Mickelson, Phil",13,0.0156,13
"Molinari, Francesco",19,0.0096,13
"Moore, Ryan",33,0.006,13
"Na, Kevin",51,0.0028,13
"Noren, Alex",58,0.0018,13
"O'Hair, Sean",47,0.0038,13
"Oosthuizen, Louis",25,0.0089,13
"Pampling, Rod",63,0.0014,13
"Perez, Pat",50,0.0033,13
"Piercy, Scott",48,0.0035,13
"Pieters, Thomas",44,0.004,13
"Rahm, Jon",8,0.0289,13
"Reed, Patrick",46,0.0039,13
"Rose, Justin",6,0.0359,13
"Schwartzel, Charl",49,0.0034,13
"Scott, Adam",18,0.01,13
"Simpson, Webb",58,0.0018,13
"Singh, Vijay",78,2.00E-04,13
"Snedeker, Brandt",24,0.0093,13
"Spieth, Jordan",3,0.0557,13
"Steele, Brendan",36,0.0046,13
"Stenson, Henrik",19,0.0096,13
"Stricker, Steve",67,0.0012,13
"Stuard, Brian",67,0.0012,13
"Sullivan, Andy",44,0.004,13
"Summerhays, Daniel",67,0.0012,13
"Swafford, Hudson",36,0.0046,13
"Tanihara, Hideto",61,0.0016,13
"Thomas, Justin",10,0.0226,13
"Vegas, Jhonattan",57,0.0019,13
"Walker, Jimmy",54,0.0021,13
"Wang, Jeunghun",77,3.00E-04,13
"Watson, Bubba",35,0.0053,13
"Westwood, Lee",67,0.0012,13
"Wiesberger, Bernd",42,0.0041,13
"Willett, Danny",74,7.00E-04,13
"Wood, Chris",65,0.0013,13
"Woodland, Gary",19,0.0096,13
"An, Byeong Hun",47,0.0034,14
"Berger, Daniel",26,0.0088,14
"Cabrera, Angel",29,0.0068,14
"Cabrera-Bello, Rafael",64,0.0015,14
"Casey, Paul",22,0.0094,14
"Castro, Roberto",68,0.0011,14
"Chappell, Kevin",74,5.00E-04,14
"Day, Jason",11,0.0209,14
"Dufner, Jason",41,0.0045,14
"Els, Ernie",76,2.00E-04,14
"Fisher, Ross",12,0.0203,14
"Fitzpatrick, Matthew",48,0.0033,14
"Fleetwood, Tommy",9,0.0228,14
"Fowler, Rickie",4,0.049,14
"Furyk, Jim",54,0.002,14
"Garcia, Sergio",13,0.0164,14
"Grace, Branden",51,0.003,14
"Grillo, Emiliano",43,0.0038,14
"Haas, Bill",28,0.0073,14
"Hadwin, Adam",30,0.0067,14
"Hahn, James",68,0.0011,14
"Hatton, Tyrrell",7,0.031,14
"Henley, Russell",19,0.0106,14
"Hoffman, Charley",32,0.0065,14
"Holmes, J.B.",20,0.0105,14
"Hughes, Mackenzie",60,0.0017,14
"Hurley III, Billy",72,6.00E-04,14
"Ikeda, Yuta",79,0,14
"Johnson, Dustin",1,0.2306,14
"Johnson, Zach",58,0.0019,14
"Kaymer, Martin",33,0.0062,14
"Kim, Si Woo",79,0,14
"Kisner, Kevin",17,0.0111,14
"Kjeldsen, Soren",64,0.0015,14
"Knox, Russell",74,5.00E-04,14
"Koepka, Brooks",37,0.0051,14
"Kuchar, Matt",30,0.0067,14
"Leishman, Marc",14,0.0138,14
"Lowry, Shane",23,0.0093,14
"Matsuyama, Hideki",5,0.0431,14
"McGirt, William",54,0.002,14
"McIlroy, Rory",2,0.1248,14
"Mickelson, Phil",15,0.0135,14
"Molinari, Francesco",26,0.0088,14
"Moore, Ryan",40,0.0047,14
"Na, Kevin",54,0.002,14
"Noren, Alex",67,0.0012,14
"O'Hair, Sean",38,0.005,14
"Oosthuizen, Louis",18,0.0107,14
"Pampling, Rod",60,0.0017,14
"Perez, Pat",62,0.0016,14
"Piercy, Scott",49,0.0031,14
"Pieters, Thomas",36,0.0053,14
"Rahm, Jon",8,0.0297,14
"Reed, Patrick",34,0.0061,14
"Rose, Justin",6,0.0367,14
"Schwartzel, Charl",44,0.0036,14
"Scott, Adam",16,0.0128,14
"Simpson, Webb",66,0.0014,14
"Singh, Vijay",77,1.00E-04,14
"Snedeker, Brandt",21,0.0098,14
"Spieth, Jordan",3,0.0535,14
"Steele, Brendan",38,0.005,14
"Stenson, Henrik",24,0.0091,14
"Stricker, Steve",59,0.0018,14
"Stuard, Brian",72,6.00E-04,14
"Sullivan, Andy",35,0.0054,14
"Summerhays, Daniel",62,0.0016,14
"Swafford, Hudson",41,0.0045,14
"Tanihara, Hideto",70,0.001,14
"Thomas, Justin",9,0.0228,14
"Vegas, Jhonattan",45,0.0035,14
"Walker, Jimmy",52,0.0025,14
"Wang, Jeunghun",77,1.00E-04,14
"Watson, Bubba",49,0.0031,14
"Westwood, Lee",54,0.002,14
"Wiesberger, Bernd",45,0.0035,14
"Willett, Danny",71,7.00E-04,14
"Wood, Chris",53,0.0021,14
"Woodland, Gary",24,0.0091,14
"An, Byeong Hun",37,0.0047,15
"Berger, Daniel",28,0.0077,15
"Cabrera, Angel",26,0.0081,15
"Cabrera-Bello, Rafael",65,0.0013,15
"Casey, Paul",20,0.0098,15
"Castro, Roberto",70,9.00E-04,15
"Chappell, Kevin",73,5.00E-04,15
"Day, Jason",11,0.0226,15
"Dufner, Jason",36,0.0049,15
"Els, Ernie",76,3.00E-04,15
"Fisher, Ross",10,0.0255,15
"Fitzpatrick, Matthew",39,0.0044,15
"Fleetwood, Tommy",9,0.0266,15
"Fowler, Rickie",4,0.0456,15
"Furyk, Jim",60,0.0016,15
"Garcia, Sergio",13,0.0169,15
"Grace, Branden",57,0.002,15
"Grillo, Emiliano",47,0.0036,15
"Haas, Bill",29,0.0074,15
"Hadwin, Adam",30,0.0067,15
"Hahn, James",61,0.0015,15
"Hatton, Tyrrell",8,0.0307,15
"Henley, Russell",16,0.0113,15
"Hoffman, Charley",30,0.0067,15
"Holmes, J.B.",24,0.0087,15
"Hughes, Mackenzie",69,0.001,15
"Hurley III, Billy",73,5.00E-04,15
"Ikeda, Yuta",76,3.00E-04,15
"Johnson, Dustin",1,0.2326,15
"Johnson, Zach",51,0.0028,15
"Kaymer, Martin",33,0.0057,15
"Kim, Si Woo",79,0,15
"Kisner, Kevin",18,0.0105,15
"Kjeldsen, Soren",57,0.002,15
"Knox, Russell",70,9.00E-04,15
"Koepka, Brooks",45,0.004,15
"Kuchar, Matt",34,0.0054,15
"Leishman, Marc",15,0.0143,15
"Lowry, Shane",21,0.0095,15
"Matsuyama, Hideki",5,0.0425,15
"McGirt, William",55,0.0023,15
"McIlroy, Rory",2,0.1217,15
"Mickelson, Phil",14,0.0168,15
"Molinari, Francesco",25,0.0082,15
"Moore, Ryan",39,0.0044,15
"Na, Kevin",50,0.0029,15
"Noren, Alex",67,0.0012,15
"O'Hair, Sean",42,0.0042,15
"Oosthuizen, Louis",22,0.0089,15
"Pampling, Rod",63,0.0014,15
"Perez, Pat",53,0.0024,15
"Piercy, Scott",49,0.0033,15
"Pieters, Thomas",38,0.0046,15
"Rahm, Jon",7,0.0332,15
"Reed, Patrick",32,0.0058,15
"Rose, Justin",6,0.0347,15
"Schwartzel, Charl",42,0.0042,15
"Scott, Adam",19,0.01,15
"Simpson, Webb",61,0.0015,15
"Singh, Vijay",79,0,15
"Snedeker, Brandt",27,0.0078,15
"Spieth, Jordan",3,0.0523,15
"Steele, Brendan",39,0.0044,15
"Stenson, Henrik",17,0.0106,15
"Stricker, Steve",65,0.0013,15
"Stuard, Brian",72,8.00E-04,15
"Sullivan, Andy",46,0.0038,15
"Summerhays, Daniel",59,0.0018,15
"Swafford, Hudson",42,0.0042,15
"Tanihara, Hideto",63,0.0014,15
"Thomas, Justin",12,0.0219,15
"Vegas, Jhonattan",56,0.0021,15
"Walker, Jimmy",53,0.0024,15
"Wang, Jeunghun",78,1.00E-04,15
"Watson, Bubba",35,0.0051,15
"Westwood, Lee",52,0.0025,15
"Wiesberger, Bernd",48,0.0034,15
"Willett, Danny",73,5.00E-04,15
"Wood, Chris",68,0.0011,15
"Woodland, Gary",23,0.0088,15
"An, Byeong Hun",45,0.0039,16
"Berger, Daniel",28,0.0073,16
"Cabrera, Angel",32,0.0066,16
"Cabrera-Bello, Rafael",69,9.00E-04,16
"Casey, Paul",20,0.0102,16
"Castro, Roberto",72,6.00E-04,16
"Chappell, Kevin",74,5.00E-04,16
"Day, Jason",10,0.022,16
"Dufner, Jason",37,0.0053,16
"Els, Ernie",77,2.00E-04,16
"Fisher, Ross",11,0.0213,16
"Fitzpatrick, Matthew",50,0.0031,16
"Fleetwood, Tommy",12,0.0202,16
"Fowler, Rickie",3,0.0517,16
"Furyk, Jim",60,0.0018,16
"Garcia, Sergio",13,0.0197,16
"Grace, Branden",60,0.0018,16
"Grillo, Emiliano",41,0.0046,16
"Haas, Bill",24,0.0088,16
"Hadwin, Adam",30,0.0069,16
"Hahn, James",65,0.0014,16
"Hatton, Tyrrell",8,0.0309,16
"Henley, Russell",16,0.0113,16
"Hoffman, Charley",30,0.0069,16
"Holmes, J.B.",18,0.0107,16
"Hughes, Mackenzie",66,0.0013,16
"Hurley III, Billy",72,6.00E-04,16
"Ikeda, Yuta",77,2.00E-04,16
"Johnson, Dustin",1,0.2276,16
"Johnson, Zach",42,0.0044,16
"Kaymer, Martin",33,0.0063,16
"Kim, Si Woo",79,1.00E-04,16
"Kisner, Kevin",26,0.0082,16
"Kjeldsen, Soren",56,0.0019,16
"Knox, Russell",67,0.0012,16
"Koepka, Brooks",49,0.0033,16
"Kuchar, Matt",29,0.0072,16
"Leishman, Marc",15,0.0114,16
"Lowry, Shane",20,0.0102,16
"Matsuyama, Hideki",5,0.0406,16
"McGirt, William",52,0.0028,16
"McIlroy, Rory",2,0.1214,16
"Mickelson, Phil",14,0.0165,16
"Molinari, Francesco",27,0.008,16
"Moore, Ryan",34,0.006,16
"Na, Kevin",47,0.0034,16
"Noren, Alex",62,0.0016,16
"O'Hair, Sean",44,0.0043,16
"Oosthuizen, Louis",25,0.0084,16
"Pampling, Rod",56,0.0019,16
"Perez, Pat",56,0.0019,16
"Piercy, Scott",47,0.0034,16
"Pieters, Thomas",40,0.0047,16
"Rahm, Jon",7,0.0312,16
"Reed, Patrick",36,0.0054,16
"Rose, Justin",6,0.0397,16
"Schwartzel, Charl",38,0.005,16
"Scott, Adam",17,0.011,16
"Simpson, Webb",56,0.0019,16
"Singh, Vijay",80,0,16
"Snedeker, Brandt",22,0.0097,16
"Spieth, Jordan",3,0.0517,16
"Steele, Brendan",35,0.0055,16
"Stenson, Henrik",19,0.0103,16
"Stricker, Steve",64,0.0015,16
"Stuard, Brian",69,9.00E-04,16
"Sullivan, Andy",39,0.0049,16
"Summerhays, Daniel",71,7.00E-04,16
"Swafford, Hudson",46,0.0035,16
"Tanihara, Hideto",62,0.0016,16
"Thomas, Justin",9,0.023,16
"Vegas, Jhonattan",54,0.0022,16
"Walker, Jimmy",53,0.0023,16
"Wang, Jeunghun",76,4.00E-04,16
"Watson, Bubba",42,0.0044,16
"Westwood, Lee",54,0.0022,16
"Wiesberger, Bernd",50,0.0031,16
"Willett, Danny",74,5.00E-04,16
"Wood, Chris",68,0.0011,16
"Woodland, Gary",23,0.0089,16
"An, Byeong Hun",41,0.0042,17
"Berger, Daniel",29,0.0073,17
"Cabrera, Angel",33,0.0064,17
"Cabrera-Bello, Rafael",57,0.002,17
"Casey, Paul",20,0.0092,17
"Castro, Roberto",69,0.001,17
"Chappell, Kevin",74,7.00E-04,17
"Day, Jason",10,0.0217,17
"Dufner, Jason",37,0.0054,17
"Els, Ernie",79,2.00E-04,17
"Fisher, Ross",11,0.0212,17
"Fitzpatrick, Matthew",44,0.0037,17
"Fleetwood, Tommy",9,0.028,17
"Fowler, Rickie",4,0.0484,17
"Furyk, Jim",61,0.0017,17
"Garcia, Sergio",13,0.0187,17
"Grace, Branden",54,0.0021,17
"Grillo, Emiliano",44,0.0037,17
"Haas, Bill",22,0.0089,17
"Hadwin, Adam",27,0.0078,17
"Hahn, James",76,5.00E-04,17
"Hatton, Tyrrell",8,0.0306,17
"Henley, Russell",16,0.0112,17
"Hoffman, Charley",32,0.0065,17
"Holmes, J.B.",26,0.008,17
"Hughes, Mackenzie",66,0.0014,17
"Hurley III, Billy",70,9.00E-04,17
"Ikeda, Yuta",70,9.00E-04,17
"Johnson, Dustin",1,0.2299,17
"Johnson, Zach",52,0.0024,17
"Kaymer, Martin",35,0.0058,17
"Kim, Si Woo",80,0,17
"Kisner, Kevin",23,0.0087,17
"Kjeldsen, Soren",50,0.0031,17
"Knox, Russell",66,0.0014,17
"Koepka, Brooks",46,0.0036,17
"Kuchar, Matt",30,0.0069,17
"Leishman, Marc",15,0.0133,17
"Lowry, Shane",19,0.0097,17
"Matsuyama, Hideki",5,0.0411,17
"McGirt, William",54,0.0021,17
"McIlroy, Rory",2,0.1192,17
"Mickelson, Phil",14,0.014,17
"Molinari, Francesco",25,0.0086,17
"Moore, Ryan",34,0.0062,17
"Na, Kevin",51,0.003,17
"Noren, Alex",58,0.0018,17
"O'Hair, Sean",41,0.0042,17
"Oosthuizen, Louis",23,0.0087,17
"Pampling, Rod",64,0.0015,17
"Perez, Pat",58,0.0018,17
"Piercy, Scott",48,0.0035,17
"Pieters, Thomas",38,0.005,17
"Rahm, Jon",7,0.0311,17
"Reed, Patrick",39,0.0044,17
"Rose, Justin",6,0.0389,17
"Schwartzel, Charl",46,0.0036,17
"Scott, Adam",17,0.0111,17
"Simpson, Webb",58,0.0018,17
"Singh, Vijay",78,3.00E-04,17
"Snedeker, Brandt",18,0.0104,17
"Spieth, Jordan",3,0.0562,17
"Steele, Brendan",31,0.0068,17
"Stenson, Henrik",21,0.009,17
"Stricker, Steve",64,0.0015,17
"Stuard, Brian",68,0.0011,17
"Sullivan, Andy",40,0.0043,17
"Summerhays, Daniel",74,7.00E-04,17
"Swafford, Hudson",41,0.0042,17
"Tanihara, Hideto",61,0.0017,17
"Thomas, Justin",12,0.0208,17
"Vegas, Jhonattan",63,0.0016,17
"Walker, Jimmy",53,0.0023,17
"Wang, Jeunghun",77,4.00E-04,17
"Watson, Bubba",36,0.0057,17
"Westwood, Lee",54,0.0021,17
"Wiesberger, Bernd",49,0.0032,17
"Willett, Danny",72,8.00E-04,17
"Wood, Chris",72,8.00E-04,17
"Woodland, Gary",28,0.0074,17
"An, Byeong Hun",40,0.0043,18
"Berger, Daniel",24,0.0085,18
"Cabrera, Angel",30,0.0073,18
"Cabrera-Bello, Rafael",60,0.0018,18
"Casey, Paul",19,0.0104,18
"Castro, Roberto",73,6.00E-04,18
"Chappell, Kevin",69,9.00E-04,18
"Day, Jason",12,0.0222,18
"Dufner, Jason",35,0.0053,18
"Els, Ernie",78,2.00E-04,18
"Fisher, Ross",11,0.0224,18
"Fitzpatrick, Matthew",47,0.0034,18
"Fleetwood, Tommy",9,0.0278,18
"Fowler, Rickie",4,0.0478,18
"Furyk, Jim",62,0.0016,18
"Garcia, Sergio",14,0.0165,18
"Grace, Branden",58,0.0019,18
"Grillo, Emiliano",49,0.0033,18
"Haas, Bill",29,0.0076,18
"Hadwin, Adam",24,0.0085,18
"Hahn, James",53,0.0023,18
"Hatton, Tyrrell",8,0.0285,18
"Henley, Russell",17,0.0105,18
"Hoffman, Charley",33,0.0061,18
"Holmes, J.B.",23,0.0086,18
"Hughes, Mackenzie",69,9.00E-04,18
"Hurley III, Billy",71,7.00E-04,18
"Ikeda, Yuta",76,5.00E-04,18
"Johnson, Dustin",1,0.2315,18
"Johnson, Zach",53,0.0023,18
"Kaymer, Martin",31,0.0069,18
"Kim, Si Woo",79,1.00E-04,18
"Kisner, Kevin",17,0.0105,18
"Kjeldsen, Soren",55,0.0021,18
"Knox, Russell",63,0.0015,18
"Koepka, Brooks",44,0.0038,18
"Kuchar, Matt",34,0.0055,18
"Leishman, Marc",15,0.0138,18
"Lowry, Shane",28,0.0078,18
"Matsuyama, Hideki",5,0.042,18
"McGirt, William",63,0.0015,18
"McIlroy, Rory",2,0.1186,18
"Mickelson, Phil",13,0.0182,18
"Molinari, Francesco",26,0.0083,18
"Moore, Ryan",32,0.0063,18
"Na, Kevin",50,0.003,18
