name,year,hole,yardage,round,par,score,rtp_score,sg_total,no_masters,Level,Mu,Mu.no.bulps,P
"Matsuyama, Hideki",2016,13,510,1,5,5,0,1.29,5,-1,0.97246,0.97472,0.97246
"Matsuyama, Hideki",2016,14,440,1,4,5,1,1.29,5,3,0.00199,0.00218,0.00199
"Matsuyama, Hideki",2016,14,440,1,4,5,1,1.29,5,2,0.01574,0.01716,0.01574
"Matsuyama, Hideki",2016,14,440,1,4,5,1,1.29,5,1,0.15475,0.16657,0.15475
"Matsuyama, Hideki",2016,14,440,1,4,5,1,1.29,5,0,0.80133,0.81493,0.80133
"Matsuyama, Hideki",2016,14,440,1,4,5,1,1.29,5,-1,0.99414,0.99463,0.99414
"Matsuyama, Hideki",2016,15,530,1,5,5,0,1.29,5,3,0.00037,0.0004,0.00037
"Matsuyama, Hideki",2016,15,530,1,5,5,0,1.29,5,2,0.00295,0.00322,0.00295
"Matsuyama, Hideki",2016,15,530,1,5,5,0,1.29,5,1,0.0328,0.0357,0.0328
"Matsuyama, Hideki",2016,15,530,1,5,5,0,1.29,5,0,0.42761,0.44921,0.42761
"Matsuyama, Hideki",2016,15,530,1,5,5,0,1.29,5,-1,0.96916,0.97167,0.96916
"Matsuyama, Hideki",2016,16,170,1,3,3,0,1.29,5,3,0.00169,0.00185,0.00169
"Matsuyama, Hideki",2016,16,170,1,3,3,0,1.29,5,2,0.01341,0.01462,0.01341
"Matsuyama, Hideki",2016,16,170,1,3,3,0,1.29,5,1,0.13464,0.14519,0.13464
"Matsuyama, Hideki",2016,16,170,1,3,3,0,1.29,5,0,0.77416,0.78912,0.77416
"Matsuyama, Hideki",2016,16,170,1,3,3,0,1.29,5,-1,0.99311,0.99369,0.99311
"Matsuyama, Hideki",2016,17,440,1,4,4,0,1.29,5,3,0.00248,0.00271,0.00248
"Matsuyama, Hideki",2016,17,440,1,4,4,0,1.29,5,2,0.01951,0.02126,0.01951
"Matsuyama, Hideki",2016,17,440,1,4,4,0,1.29,5,1,0.18549,0.1991,0.18549
"Matsuyama, Hideki",2016,17,440,1,4,4,0,1.29,5,0,0.83381,0.84561,0.83381
"Matsuyama, Hideki",2016,17,440,1,4,4,0,1.29,5,-1,0.99528,0.99568,0.99528
"Matsuyama, Hideki",2016,18,465,1,4,3,-1,1.29,5,3,0.0048,0.00524,0.0048
"Matsuyama, Hideki",2016,18,465,1,4,3,-1,1.29,5,2,0.03717,0.04044,0.03717
"Matsuyama, Hideki",2016,18,465,1,4,3,-1,1.29,5,1,0.30644,0.32539,0.30644
"Matsuyama, Hideki",2016,18,465,1,4,3,-1,1.29,5,0,0.90684,0.91399,0.90684
"Matsuyama, Hideki",2016,18,465,1,4,3,-1,1.29,5,-1,0.99756,0.99777,0.99756
"Matsuyama, Hideki",2016,1,445,2,4,5,1,1.29,5,3,0.00417,0.00456,0.00417
"Matsuyama, Hideki",2016,1,445,2,4,5,1,1.29,5,2,0.03248,0.03535,0.03248
"Matsuyama, Hideki",2016,1,445,2,4,5,1,1.29,5,1,0.27758,0.29551,0.27758
"Matsuyama, Hideki",2016,1,445,2,4,5,1,1.29,5,0,0.89436,0.90236,0.89436
"Matsuyama, Hideki",2016,1,445,2,4,5,1,1.29,5,-1,0.9972,0.99743,0.9972
"Matsuyama, Hideki",2016,2,575,2,5,5,0,1.29,5,3,0.00064,0.0007,0.00064
"Matsuyama, Hideki",2016,2,575,2,5,5,0,1.29,5,2,0.00508,0.00555,0.00508
"Matsuyama, Hideki",2016,2,575,2,5,5,0,1.29,5,1,0.05525,0.06002,0.05525
"Matsuyama, Hideki",2016,2,575,2,5,5,0,1.29,5,0,0.56305,0.58449,0.56305
"Matsuyama, Hideki",2016,2,575,2,5,5,0,1.29,5,-1,0.98188,0.98338,0.98188
"Matsuyama, Hideki",2016,3,350,2,4,4,0,1.29,5,3,0.00269,0.00294,0.00269
"Matsuyama, Hideki",2016,3,350,2,4,4,0,1.29,5,2,0.02115,0.02305,0.02115
"Matsuyama, Hideki",2016,3,350,2,4,4,0,1.29,5,1,0.19829,0.21261,0.19829
"Matsuyama, Hideki",2016,3,350,2,4,4,0,1.29,5,0,0.84495,0.85609,0.84495
"Matsuyama, Hideki",2016,3,350,2,4,4,0,1.29,5,-1,0.99566,0.99602,0.99566
"Matsuyama, Hideki",2016,4,240,2,3,3,0,1.29,5,3,0.00474,0.00517,0.00474
"Matsuyama, Hideki",2016,4,240,2,3,3,0,1.29,5,2,0.03673,0.03996,0.03673
"Matsuyama, Hideki",2016,4,240,2,3,3,0,1.29,5,1,0.30381,0.32267,0.30381
"Matsuyama, Hideki",2016,4,240,2,3,3,0,1.29,5,0,0.90579,0.91301,0.90579
"Matsuyama, Hideki",2016,4,240,2,3,3,0,1.29,5,-1,0.99753,0.99774,0.99753
"Matsuyama, Hideki",2016,5,455,2,4,5,1,1.29,5,3,0.0024,0.00262,0.0024
"Matsuyama, Hideki",2016,5,455,2,4,5,1,1.29,5,2,0.0189,0.0206,0.0189
"Matsuyama, Hideki",2016,5,455,2,4,5,1,1.29,5,1,0.1807,0.19405,0.1807
"Matsuyama, Hideki",2016,5,455,2,4,5,1,1.29,5,0,0.82933,0.84139,0.82933
"Matsuyama, Hideki",2016,5,455,2,4,5,1,1.29,5,-1,0.99513,0.99554,0.99513
"Matsuyama, Hideki",2016,6,180,2,3,4,1,1.29,5,3,0.00306,0.00334,0.00306
"Matsuyama, Hideki",2016,6,180,2,3,4,1,1.29,5,2,0.024,0.02614,0.024
"Matsuyama, Hideki",2016,6,180,2,3,4,1,1.29,5,1,0.21964,0.23504,0.21964
"Matsuyama, Hideki",2016,6,180,2,3,4,1,1.29,5,0,0.86113,0.87129,0.86113
"Matsuyama, Hideki",2016,6,180,2,3,4,1,1.29,5,-1,0.99618,0.9965,0.99618
"Matsuyama, Hideki",2016,7,450,2,4,3,-1,1.29,5,3,0.00417,0.00455,0.00417
"Matsuyama, Hideki",2016,7,450,2,4,3,-1,1.29,5,2,0.03242,0.03529,0.03242
"Matsuyama, Hideki",2016,7,450,2,4,3,-1,1.29,5,1,0.27722,0.29513,0.27722
"Matsuyama, Hideki",2016,7,450,2,4,3,-1,1.29,5,0,0.89418,0.9022,0.89418
"Matsuyama, Hideki",2016,7,450,2,4,3,-1,1.29,5,-1,0.99719,0.99743,0.99719
"Matsuyama, Hideki",2016,8,570,2,5,4,-1,1.29,5,3,0.00082,0.0009,0.00082
"Matsuyama, Hideki",2016,8,570,2,5,4,-1,1.29,5,2,0.00656,0.00716,0.00656
"Matsuyama, Hideki",2016,8,570,2,5,4,-1,1.29,5,1,0.07032,0.07627,0.07032
"Matsuyama, Hideki",2016,8,570,2,5,4,-1,1.29,5,0,0.62496,0.64529,0.62496
"Matsuyama, Hideki",2016,8,570,2,5,4,-1,1.29,5,-1,0.98593,0.9871,0.98593
"Matsuyama, Hideki",2016,9,460,2,4,4,0,1.29,5,3,0.00355,0.00388,0.00355
"Matsuyama, Hideki",2016,9,460,2,4,4,0,1.29,5,2,0.02775,0.03022,0.02775
"Matsuyama, Hideki",2016,9,460,2,4,4,0,1.29,5,1,0.24626,0.2629,0.24626
"Matsuyama, Hideki",2016,9,460,2,4,4,0,1.29,5,0,0.87802,0.88711,0.87802
"Matsuyama, Hideki",2016,9,460,2,4,4,0,1.29,5,-1,0.99671,0.99698,0.99671
"Matsuyama, Hideki",2016,10,495,2,4,4,0,1.29,5,3,0.0029,0.00316,0.0029
"Matsuyama, Hideki",2016,10,495,2,4,4,0,1.29,5,2,0.02273,0.02476,0.02273
"Matsuyama, Hideki",2016,10,495,2,4,4,0,1.29,5,1,0.21026,0.2252,0.21026
"Matsuyama, Hideki",2016,10,495,2,4,4,0,1.29,5,0,0.85436,0.86493,0.85436
"Matsuyama, Hideki",2016,10,495,2,4,4,0,1.29,5,-1,0.99596,0.9963,0.99596
"Matsuyama, Hideki",2016,11,505,2,4,5,1,1.29,5,3,0.00507,0.00554,0.00507
"Matsuyama, Hideki",2016,11,505,2,4,5,1,1.29,5,2,0.03924,0.04268,0.03924
"Matsuyama, Hideki",2016,11,505,2,4,5,1,1.29,5,1,0.31855,0.33788,0.31855
"Matsuyama, Hideki",2016,11,505,2,4,5,1,1.29,5,0,0.9115,0.91832,0.9115
"Matsuyama, Hideki",2016,11,505,2,4,5,1,1.29,5,-1,0.9977,0.99789,0.9977
"Matsuyama, Hideki",2016,12,155,2,3,2,-1,1.29,5,3,0.00324,0.00353,0.00324
"Matsuyama, Hideki",2016,12,155,2,3,2,-1,1.29,5,2,0.02533,0.02759,0.02533
"Matsuyama, Hideki",2016,12,155,2,3,2,-1,1.29,5,1,0.2293,0.24516,0.2293
"Matsuyama, Hideki",2016,12,155,2,3,2,-1,1.29,5,0,0.86764,0.87739,0.86764
"Matsuyama, Hideki",2016,12,155,2,3,2,-1,1.29,5,-1,0.99639,0.99669,0.99639
"Matsuyama, Hideki",2016,13,510,2,5,4,-1,1.29,5,3,0.00053,0.00057,0.00053
"Matsuyama, Hideki",2016,13,510,2,5,4,-1,1.29,5,2,0.0042,0.00458,0.0042
"Matsuyama, Hideki",2016,13,510,2,5,4,-1,1.29,5,1,0.04601,0.05002,0.04601
"Matsuyama, Hideki",2016,13,510,2,5,4,-1,1.29,5,0,0.51519,0.53705,0.51519
"Matsuyama, Hideki",2016,13,510,2,5,4,-1,1.29,5,-1,0.97812,0.97992,0.97812
"Matsuyama, Hideki",2016,14,440,2,4,3,-1,1.29,5,3,0.0027,0.00295,0.0027
"Matsuyama, Hideki",2016,14,440,2,4,3,-1,1.29,5,2,0.02125,0.02316,0.02125
"Matsuyama, Hideki",2016,14,440,2,4,3,-1,1.29,5,1,0.19908,0.21344,0.19908
"Matsuyama, Hideki",2016,14,440,2,4,3,-1,1.29,5,0,0.84559,0.8567,0.84559
"Matsuyama, Hideki",2016,14,440,2,4,3,-1,1.29,5,-1,0.99568,0.99604,0.99568
"Matsuyama, Hideki",2016,15,530,2,5,5,0,1.29,5,3,0.00072,0.00079,0.00072
"Matsuyama, Hideki",2016,15,530,2,5,5,0,1.29,5,2,0.00574,0.00626,0.00574
"Matsuyama, Hideki",2016,15,530,2,5,5,0,1.29,5,1,0.06198,0.06728,0.06198
"Matsuyama, Hideki",2016,15,530,2,5,5,0,1.29,5,0,0.59282,0.61381,0.59282
"Matsuyama, Hideki",2016,15,530,2,5,5,0,1.29,5,-1,0.98393,0.98526,0.98393
"Matsuyama, Hideki",2016,16,170,2,3,3,0,1.29,5,3,0.0023,0.00251,0.0023
"Matsuyama, Hideki",2016,16,170,2,3,3,0,1.29,5,2,0.01816,0.01979,0.01816
"Matsuyama, Hideki",2016,16,170,2,3,3,0,1.29,5,1,0.17469,0.1877,0.17469
"Matsuyama, Hideki",2016,16,170,2,3,3,0,1.29,5,0,0.82343,0.83582,0.82343
"Matsuyama, Hideki",2016,16,170,2,3,3,0,1.29,5,-1,0.99493,0.99535,0.99493
"Matsuyama, Hideki",2016,17,440,2,4,4,0,1.29,5,3,0.00261,0.00284,0.00261
"Matsuyama, Hideki",2016,17,440,2,4,4,0,1.29,5,2,0.02049,0.02233,0.02049
"Matsuyama, Hideki",2016,17,440,2,4,4,0,1.29,5,1,0.19321,0.20725,0.19321
"Matsuyama, Hideki",2016,17,440,2,4,4,0,1.29,5,0,0.84067,0.85207,0.84067
"Matsuyama, Hideki",2016,17,440,2,4,4,0,1.29,5,-1,0.99551,0.99589,0.99551
"Matsuyama, Hideki",2016,18,465,2,4,5,1,1.29,5,3,0.00179,0.00196,0.00179
"Matsuyama, Hideki",2016,18,465,2,4,5,1,1.29,5,2,0.01417,0.01545,0.01417
"Matsuyama, Hideki",2016,18,465,2,4,5,1,1.29,5,1,0.14126,0.15224,0.14126
"Matsuyama, Hideki",2016,18,465,2,4,5,1,1.29,5,0,0.78375,0.79825,0.78375
"Matsuyama, Hideki",2016,18,465,2,4,5,1,1.29,5,-1,0.99348,0.99403,0.99348
"Matsuyama, Hideki",2016,1,445,3,4,4,0,1.29,5,3,0.00523,0.0057,0.00523
"Matsuyama, Hideki",2016,1,445,3,4,4,0,1.29,5,2,0.04037,0.0439,0.04037
"Matsuyama, Hideki",2016,1,445,3,4,4,0,1.29,5,1,0.32499,0.34452,0.32499
"Matsuyama, Hideki",2016,1,445,3,4,4,0,1.29,5,0,0.91385,0.92051,0.91385
"Matsuyama, Hideki",2016,1,445,3,4,4,0,1.29,5,-1,0.99776,0.99795,0.99776
"Matsuyama, Hideki",2016,2,575,3,5,4,-1,1.29,5,3,0.0006,0.00065,0.0006
"Matsuyama, Hideki",2016,2,575,3,5,4,-1,1.29,5,2,0.00475,0.00519,0.00475
"Matsuyama, Hideki",2016,2,575,3,5,4,-1,1.29,5,1,0.05183,0.05631,0.05183
"Matsuyama, Hideki",2016,2,575,3,5,4,-1,1.29,5,0,0.54635,0.56799,0.54635
"Matsuyama, Hideki",2016,2,575,3,5,4,-1,1.29,5,-1,0.98064,0.98224,0.98064
"Matsuyama, Hideki",2016,3,350,3,4,5,1,1.29,5,3,0.00078,0.00085,0.00078
"Matsuyama, Hideki",2016,3,350,3,4,5,1,1.29,5,2,0.00618,0.00674,0.00618
"Matsuyama, Hideki",2016,3,350,3,4,5,1,1.29,5,1,0.06644,0.0721,0.06644
"Matsuyama, Hideki",2016,3,350,3,4,5,1,1.29,5,0,0.6106,0.63125,0.6106
"Matsuyama, Hideki",2016,3,350,3,4,5,1,1.29,5,-1,0.98506,0.9863,0.98506
"Matsuyama, Hideki",2016,4,240,3,3,3,0,1.29,5,3,0.00556,0.00607,0.00556
"Matsuyama, Hideki",2016,4,240,3,3,3,0,1.29,5,2,0.04285,0.0466,0.04285
"Matsuyama, Hideki",2016,4,240,3,3,3,0,1.29,5,1,0.33883,0.35875,0.33883
"Matsuyama, Hideki",2016,4,240,3,3,3,0,1.29,5,0,0.91864,0.92496,0.91864
"Matsuyama, Hideki",2016,4,240,3,3,3,0,1.29,5,-1,0.9979,0.99807,0.9979
"Matsuyama, Hideki",2016,5,455,3,4,4,0,1.29,5,3,0.00346,0.00377,0.00346
"Matsuyama, Hideki",2016,5,455,3,4,4,0,1.29,5,2,0.02704,0.02944,0.02704
"Matsuyama, Hideki",2016,5,455,3,4,4,0,1.29,5,1,0.24132,0.25774,0.24132
"Matsuyama, Hideki",2016,5,455,3,4,4,0,1.29,5,0,0.87512,0.8844,0.87512
"Matsuyama, Hideki",2016,5,455,3,4,4,0,1.29,5,-1,0.99662,0.9969,0.99662
"Matsuyama, Hideki",2016,6,180,3,3,3,0,1.29,5,3,0.00189,0.00206,0.00189
"Matsuyama, Hideki",2016,6,180,3,3,3,0,1.29,5,2,0.01492,0.01627,0.01492
"Matsuyama, Hideki",2016,6,180,3,3,3,0,1.29,5,1,0.14775,0.15914,0.14775
"Matsuyama, Hideki",2016,6,180,3,3,3,0,1.29,5,0,0.79251,0.80657,0.79251
"Matsuyama, Hideki",2016,6,180,3,3,3,0,1.29,5,-1,0.99381,0.99433,0.99381
"Matsuyama, Hideki",2016,7,450,3,4,4,0,1.29,5,3,0.00639,0.00698,0.00639
"Matsuyama, Hideki",2016,7,450,3,4,4,0,1.29,5,2,0.049,0.05326,0.049
"Matsuyama, Hideki",2016,7,450,3,4,4,0,1.29,5,1,0.37099,0.39167,0.37099
"Matsuyama, Hideki",2016,7,450,3,4,4,0,1.29,5,0,0.92854,0.93415,0.92854
"Matsuyama, Hideki",2016,7,450,3,4,4,0,1.29,5,-1,0.99817,0.99833,0.99817
"Matsuyama, Hideki",2016,8,570,3,5,4,-1,1.29,5,3,0.00063,0.00069,0.00063
"Matsuyama, Hideki",2016,8,570,3,5,4,-1,1.29,5,2,0.00505,0.00551,0.00505
"Matsuyama, Hideki",2016,8,570,3,5,4,-1,1.29,5,1,0.05493,0.05966,0.05493
"Matsuyama, Hideki",2016,8,570,3,5,4,-1,1.29,5,0,0.56149,0.58296,0.56149
"Matsuyama, Hideki",2016,8,570,3,5,4,-1,1.29,5,-1,0.98177,0.98328,0.98177
"Matsuyama, Hideki",2016,9,460,3,4,4,0,1.29,5,3,0.00183,0.002,0.00183
"Matsuyama, Hideki",2016,9,460,3,4,4,0,1.29,5,2,0.01446,0.01577,0.01446
"Matsuyama, Hideki",2016,9,460,3,4,4,0,1.29,5,1,0.14383,0.15497,0.14383
"Matsuyama, Hideki",2016,9,460,3,4,4,0,1.29,5,0,0.78728,0.8016,0.78728
"Matsuyama, Hideki",2016,9,460,3,4,4,0,1.29,5,-1,0.99362,0.99415,0.99362
"Matsuyama, Hideki",2016,10,495,3,4,4,0,1.29,5,3,0.00298,0.00325,0.00298
"Matsuyama, Hideki",2016,10,495,3,4,4,0,1.29,5,2,0.02334,0.02543,0.02334
"Matsuyama, Hideki",2016,10,495,3,4,4,0,1.29,5,1,0.21482,0.22998,0.21482
"Matsuyama, Hideki",2016,10,495,3,4,4,0,1.29,5,0,0.85771,0.86808,0.85771
"Matsuyama, Hideki",2016,10,495,3,4,4,0,1.29,5,-1,0.99607,0.9964,0.99607
"Matsuyama, Hideki",2016,11,505,3,4,4,0,1.29,5,3,0.00393,0.00429,0.00393
"Matsuyama, Hideki",2016,11,505,3,4,4,0,1.29,5,2,0.03066,0.03337,0.03066
"Matsuyama, Hideki",2016,11,505,3,4,4,0,1.29,5,1,0.26579,0.28325,0.26579
"Matsuyama, Hideki",2016,11,505,3,4,4,0,1.29,5,0,0.88859,0.89698,0.88859
"Matsuyama, Hideki",2016,11,505,3,4,4,0,1.29,5,-1,0.99703,0.99728,0.99703
"Matsuyama, Hideki",2016,12,155,3,3,3,0,1.29,5,3,0.00185,0.00202,0.00185
"Matsuyama, Hideki",2016,12,155,3,3,3,0,1.29,5,2,0.01465,0.01597,0.01465
"Matsuyama, Hideki",2016,12,155,3,3,3,0,1.29,5,1,0.14545,0.15669,0.14545
"Matsuyama, Hideki",2016,12,155,3,3,3,0,1.29,5,0,0.78947,0.80368,0.78947
"Matsuyama, Hideki",2016,12,155,3,3,3,0,1.29,5,-1,0.9937,0.99423,0.9937
"Matsuyama, Hideki",2016,13,510,3,5,5,0,1.29,5,3,0.0004,0.00043,0.0004
"Matsuyama, Hideki",2016,13,510,3,5,5,0,1.29,5,2,0.00316,0.00345,0.00316
"Matsuyama, Hideki",2016,13,510,3,5,5,0,1.29,5,1,0.03502,0.03811,0.03502
"Matsuyama, Hideki",2016,13,510,3,5,5,0,1.29,5,0,0.44431,0.46606,0.44431
"Matsuyama, Hideki",2016,13,510,3,5,5,0,1.29,5,-1,0.97112,0.97348,0.97112
"Matsuyama, Hideki",2016,14,440,3,4,3,-1,1.29,5,3,0.00228,0.00249,0.00228
"Matsuyama, Hideki",2016,14,440,3,4,3,-1,1.29,5,2,0.01797,0.01958,0.01797
"Matsuyama, Hideki",2016,14,440,3,4,3,-1,1.29,5,1,0.17314,0.18606,0.17314
"Matsuyama, Hideki",2016,14,440,3,4,3,-1,1.29,5,0,0.82185,0.83434,0.82185
"Matsuyama, Hideki",2016,14,440,3,4,3,-1,1.29,5,-1,0.99487,0.9953,0.99487
"Matsuyama, Hideki",2016,15,530,3,5,5,0,1.29,5,3,0.00083,0.00091,0.00083
"Matsuyama, Hideki",2016,15,530,3,5,5,0,1.29,5,2,0.00664,0.00725,0.00664
"Matsuyama, Hideki",2016,15,530,3,5,5,0,1.29,5,1,0.07108,0.07709,0.07108
"Matsuyama, Hideki",2016,15,530,3,5,5,0,1.29,5,0,0.62768,0.64794,0.62768
"Matsuyama, Hideki",2016,15,530,3,5,5,0,1.29,5,-1,0.98609,0.98725,0.98609
"Matsuyama, Hideki",2016,16,170,3,3,4,1,1.29,5,3,0.00193,0.00211,0.00193
"Matsuyama, Hideki",2016,16,170,3,3,4,1,1.29,5,2,0.01527,0.01665,0.01527
"Matsuyama, Hideki",2016,16,170,3,3,4,1,1.29,5,1,0.15076,0.16234,0.15076
"Matsuyama, Hideki",2016,16,170,3,3,4,1,1.29,5,0,0.79639,0.81024,0.79639
"Matsuyama, Hideki",2016,16,170,3,3,4,1,1.29,5,-1,0.99396,0.99446,0.99396
"Matsuyama, Hideki",2016,17,440,3,4,5,1,1.29,5,3,0.00464,0.00507,0.00464
"Matsuyama, Hideki",2016,17,440,3,4,5,1,1.29,5,2,0.036,0.03917,0.036
"Matsuyama, Hideki",2016,17,440,3,4,5,1,1.29,5,1,0.29944,0.31815,0.29944
"Matsuyama, Hideki",2016,17,440,3,4,5,1,1.29,5,0,0.904,0.91135,0.904
"Matsuyama, Hideki",2016,17,440,3,4,5,1,1.29,5,-1,0.99748,0.99769,0.99748
"Matsuyama, Hideki",2016,18,465,3,4,4,0,1.29,5,3,0.00489,0.00533,0.00489
"Matsuyama, Hideki",2016,18,465,3,4,4,0,1.29,5,2,0.03785,0.04118,0.03785
"Matsuyama, Hideki",2016,18,465,3,4,4,0,1.29,5,1,0.31049,0.32957,0.31049
"Matsuyama, Hideki",2016,18,465,3,4,4,0,1.29,5,0,0.90843,0.91547,0.90843
"Matsuyama, Hideki",2016,18,465,3,4,4,0,1.29,5,-1,0.99761,0.99781,0.99761
"Matsuyama, Hideki",2016,1,445,4,4,5,1,1.29,5,3,0.00359,0.00391,0.00359
"Matsuyama, Hideki",2016,1,445,4,4,5,1,1.29,5,2,0.02802,0.03051,0.02802
"Matsuyama, Hideki",2016,1,445,4,4,5,1,1.29,5,1,0.24809,0.26481,0.24809
"Matsuyama, Hideki",2016,1,445,4,4,5,1,1.29,5,0,0.87907,0.88809,0.87907
"Matsuyama, Hideki",2016,1,445,4,4,5,1,1.29,5,-1,0.99674,0.99701,0.99674
"Matsuyama, Hideki",2016,2,575,4,5,4,-1,1.29,5,3,0.00051,0.00056,0.00051
"Matsuyama, Hideki",2016,2,575,4,5,4,-1,1.29,5,2,0.00406,0.00443,0.00406
"Matsuyama, Hideki",2016,2,575,4,5,4,-1,1.29,5,1,0.04456,0.04845,0.04456
"Matsuyama, Hideki",2016,2,575,4,5,4,-1,1.29,5,0,0.50681,0.52871,0.50681
"Matsuyama, Hideki",2016,2,575,4,5,4,-1,1.29,5,-1,0.97739,0.97925,0.97739
"Matsuyama, Hideki",2016,3,350,4,4,4,0,1.29,5,3,0.00181,0.00198,0.00181
"Matsuyama, Hideki",2016,3,350,4,4,4,0,1.29,5,2,0.01432,0.01562,0.01432
"Matsuyama, Hideki",2016,3,350,4,4,4,0,1.29,5,1,0.14262,0.15368,0.14262
"Matsuyama, Hideki",2016,3,350,4,4,4,0,1.29,5,0,0.78563,0.80003,0.78563
"Matsuyama, Hideki",2016,3,350,4,4,4,0,1.29,5,-1,0.99355,0.99409,0.99355
"Matsuyama, Hideki",2016,4,240,4,3,4,1,1.29,5,3,0.00631,0.00689,0.00631
"Matsuyama, Hideki",2016,4,240,4,3,4,1,1.29,5,2,0.0484,0.0526,0.0484
"Matsuyama, Hideki",2016,4,240,4,3,4,1,1.29,5,1,0.36796,0.38858,0.36796
"Matsuyama, Hideki",2016,4,240,4,3,4,1,1.29,5,0,0.92768,0.93334,0.92768
"Matsuyama, Hideki",2016,4,240,4,3,4,1,1.29,5,-1,0.99815,0.9983,0.99815
"Matsuyama, Hideki",2016,5,455,4,4,5,1,1.29,5,3,0.00385,0.0042,0.00385
"Matsuyama, Hideki",2016,5,455,4,4,5,1,1.29,5,2,0.03001,0.03267,0.03001
"Matsuyama, Hideki",2016,5,455,4,4,5,1,1.29,5,1,0.2615,0.27879,0.2615
"Matsuyama, Hideki",2016,5,455,4,4,5,1,1.29,5,0,0.88639,0.89492,0.88639
"Matsuyama, Hideki",2016,5,455,4,4,5,1,1.29,5,-1,0.99696,0.99722,0.99696
"Matsuyama, Hideki",2016,6,180,4,3,5,2,1.29,5,3,0.00245,0.00267,0.00245
"Matsuyama, Hideki",2016,6,180,4,3,5,2,1.29,5,2,0.01925,0.02098,0.01925
"Matsuyama, Hideki",2016,6,180,4,3,5,2,1.29,5,1,0.18346,0.19697,0.18346
"Matsuyama, Hideki",2016,6,180,4,3,5,2,1.29,5,0,0.83194,0.84385,0.83194
"Matsuyama, Hideki",2016,6,180,4,3,5,2,1.29,5,-1,0.99522,0.99562,0.99522
"Matsuyama, Hideki",2016,7,450,4,4,4,0,1.29,5,3,0.00154,0.00168,0.00154
"Matsuyama, Hideki",2016,7,450,4,4,4,0,1.29,5,2,0.01217,0.01328,0.01217
"Matsuyama, Hideki",2016,7,450,4,4,4,0,1.29,5,1,0.12363,0.13345,0.12363
"Matsuyama, Hideki",2016,7,450,4,4,4,0,1.29,5,0,0.75658,0.77237,0.75658
"Matsuyama, Hideki",2016,7,450,4,4,4,0,1.29,5,-1,0.99241,0.99304,0.99241
"Matsuyama, Hideki",2016,8,570,4,5,4,-1,1.29,5,3,0.00066,0.00072,0.00066
"Matsuyama, Hideki",2016,8,570,4,5,4,-1,1.29,5,2,0.00526,0.00574,0.00526
"Matsuyama, Hideki",2016,8,570,4,5,4,-1,1.29,5,1,0.05707,0.06197,0.05707
"Matsuyama, Hideki",2016,8,570,4,5,4,-1,1.29,5,0,0.57144,0.59277,0.57144
"Matsuyama, Hideki",2016,8,570,4,5,4,-1,1.29,5,-1,0.98248,0.98393,0.98248
"Matsuyama, Hideki",2016,9,460,4,4,4,0,1.29,5,3,0.00256,0.0028,0.00256
"Matsuyama, Hideki",2016,9,460,4,4,4,0,1.29,5,2,0.02017,0.02198,0.02017
"Matsuyama, Hideki",2016,9,460,4,4,4,0,1.29,5,1,0.19071,0.20462,0.19071
"Matsuyama, Hideki",2016,9,460,4,4,4,0,1.29,5,0,0.8385,0.85003,0.8385
"Matsuyama, Hideki",2016,9,460,4,4,4,0,1.29,5,-1,0.99544,0.99582,0.99544
"Matsuyama, Hideki",2016,10,495,4,4,3,-1,1.29,5,3,0.00284,0.0031,0.00284
"Matsuyama, Hideki",2016,10,495,4,4,3,-1,1.29,5,2,0.02228,0.02427,0.02228
"Matsuyama, Hideki",2016,10,495,4,4,3,-1,1.29,5,1,0.20684,0.2216,0.20684
"Matsuyama, Hideki",2016,10,495,4,4,3,-1,1.29,5,0,0.85175,0.86249,0.85175
"Matsuyama, Hideki",2016,10,495,4,4,3,-1,1.29,5,-1,0.99588,0.99622,0.99588
"Matsuyama, Hideki",2016,11,505,4,4,4,0,1.29,5,3,0.0035,0.00382,0.0035
"Matsuyama, Hideki",2016,11,505,4,4,4,0,1.29,5,2,0.02739,0.02983,0.02739
"Matsuyama, Hideki",2016,11,505,4,4,4,0,1.29,5,1,0.24376,0.26029,0.24376
"Matsuyama, Hideki",2016,11,505,4,4,4,0,1.29,5,0,0.87657,0.88575,0.87657
"Matsuyama, Hideki",2016,11,505,4,4,4,0,1.29,5,-1,0.99666,0.99694,0.99666
"Matsuyama, Hideki",2016,12,155,4,3,3,0,1.29,5,3,0.00197,0.00215,0.00197
"Matsuyama, Hideki",2016,12,155,4,3,3,0,1.29,5,2,0.01553,0.01693,0.01553
"Matsuyama, Hideki",2016,12,155,4,3,3,0,1.29,5,1,0.15297,0.16468,0.15297
"Matsuyama, Hideki",2016,12,155,4,3,3,0,1.29,5,0,0.79915,0.81286,0.79915
"Matsuyama, Hideki",2016,12,155,4,3,3,0,1.29,5,-1,0.99406,0.99456,0.99406
"Matsuyama, Hideki",2016,13,510,4,5,4,-1,1.29,5,3,0.00037,0.0004,0.00037
"Matsuyama, Hideki",2016,13,510,4,5,4,-1,1.29,5,2,0.00294,0.00321,0.00294
"Matsuyama, Hideki",2016,13,510,4,5,4,-1,1.29,5,1,0.03267,0.03556,0.03267
"Matsuyama, Hideki",2016,13,510,4,5,4,-1,1.29,5,0,0.42662,0.4482,0.42662
"Matsuyama, Hideki",2016,13,510,4,5,4,-1,1.29,5,-1,0.96904,0.97156,0.96904
