name,year,hole,yardage,round,par,score,rtp_score,sg_total,no_masters,Level,Mu,Mu.no.bulps,P
"Berger, Daniel",2016,4,240,3,3,3,0,0.893,1,-1,.,0.99825,0.99825
"Berger, Daniel",2016,5,455,3,4,4,0,0.893,1,3,.,0.00414,0.00414
"Berger, Daniel",2016,5,455,3,4,4,0,0.893,1,2,.,0.03222,0.03222
"Berger, Daniel",2016,5,455,3,4,4,0,0.893,1,1,.,0.2759,0.2759
"Berger, Daniel",2016,5,455,3,4,4,0,0.893,1,0,.,0.89356,0.89356
"Berger, Daniel",2016,5,455,3,4,4,0,0.893,1,-1,.,0.99718,0.99718
"Berger, Daniel",2016,6,180,3,3,3,0,0.893,1,3,.,0.00226,0.00226
"Berger, Daniel",2016,6,180,3,3,3,0,0.893,1,2,.,0.01782,0.01782
"Berger, Daniel",2016,6,180,3,3,3,0,0.893,1,1,.,0.17197,0.17197
"Berger, Daniel",2016,6,180,3,3,3,0,0.893,1,0,.,0.82065,0.82065
"Berger, Daniel",2016,6,180,3,3,3,0,0.893,1,-1,.,0.99483,0.99483
"Berger, Daniel",2016,7,450,3,4,4,0,0.893,1,3,.,0.00765,0.00765
"Berger, Daniel",2016,7,450,3,4,4,0,0.893,1,2,.,0.05814,0.05814
"Berger, Daniel",2016,7,450,3,4,4,0,0.893,1,1,.,0.41402,0.41402
"Berger, Daniel",2016,7,450,3,4,4,0,0.893,1,0,.,0.93964,0.93964
"Berger, Daniel",2016,7,450,3,4,4,0,0.893,1,-1,.,0.99848,0.99848
"Berger, Daniel",2016,8,570,3,5,6,1,0.893,1,3,.,0.00076,0.00076
"Berger, Daniel",2016,8,570,3,5,6,1,0.893,1,2,.,0.00605,0.00605
"Berger, Daniel",2016,8,570,3,5,6,1,0.893,1,1,.,0.06509,0.06509
"Berger, Daniel",2016,8,570,3,5,6,1,0.893,1,0,.,0.60535,0.60535
"Berger, Daniel",2016,8,570,3,5,6,1,0.893,1,-1,.,0.98474,0.98474
"Berger, Daniel",2016,9,460,3,4,4,0,0.893,1,3,.,0.00219,0.00219
"Berger, Daniel",2016,9,460,3,4,4,0,0.893,1,2,.,0.01728,0.01728
"Berger, Daniel",2016,9,460,3,4,4,0,0.893,1,1,.,0.16752,0.16752
"Berger, Daniel",2016,9,460,3,4,4,0,0.893,1,0,.,0.81596,0.81596
"Berger, Daniel",2016,9,460,3,4,4,0,0.893,1,-1,.,0.99467,0.99467
"Berger, Daniel",2016,10,495,3,4,4,0,0.893,1,3,.,0.00356,0.00356
"Berger, Daniel",2016,10,495,3,4,4,0,0.893,1,2,.,0.02784,0.02784
"Berger, Daniel",2016,10,495,3,4,4,0,0.893,1,1,.,0.24684,0.24684
"Berger, Daniel",2016,10,495,3,4,4,0,0.893,1,0,.,0.87836,0.87836
"Berger, Daniel",2016,10,495,3,4,4,0,0.893,1,-1,.,0.99672,0.99672
"Berger, Daniel",2016,11,505,3,4,4,0,0.893,1,3,.,0.00471,0.00471
"Berger, Daniel",2016,11,505,3,4,4,0,0.893,1,2,.,0.0365,0.0365
"Berger, Daniel",2016,11,505,3,4,4,0,0.893,1,1,.,0.30248,0.30248
"Berger, Daniel",2016,11,505,3,4,4,0,0.893,1,0,.,0.90525,0.90525
"Berger, Daniel",2016,11,505,3,4,4,0,0.893,1,-1,.,0.99752,0.99752
"Berger, Daniel",2016,12,155,3,3,3,0,0.893,1,3,.,0.00222,0.00222
"Berger, Daniel",2016,12,155,3,3,3,0,0.893,1,2,.,0.0175,0.0175
"Berger, Daniel",2016,12,155,3,3,3,0,0.893,1,1,.,0.16936,0.16936
"Berger, Daniel",2016,12,155,3,3,3,0,0.893,1,0,.,0.81793,0.81793
"Berger, Daniel",2016,12,155,3,3,3,0,0.893,1,-1,.,0.99474,0.99474
"Berger, Daniel",2016,13,510,3,5,4,-1,0.893,1,3,.,0.00047,0.00047
"Berger, Daniel",2016,13,510,3,5,4,-1,0.893,1,2,.,0.00378,0.00378
"Berger, Daniel",2016,13,510,3,5,4,-1,0.893,1,1,.,0.04166,0.04166
"Berger, Daniel",2016,13,510,3,5,4,-1,0.893,1,0,.,0.48923,0.48923
"Berger, Daniel",2016,13,510,3,5,4,-1,0.893,1,-1,.,0.97578,0.97578
"Berger, Daniel",2016,14,440,3,4,4,0,0.893,1,3,.,0.00273,0.00273
"Berger, Daniel",2016,14,440,3,4,4,0,0.893,1,2,.,0.02144,0.02144
"Berger, Daniel",2016,14,440,3,4,4,0,0.893,1,1,.,0.20054,0.20054
"Berger, Daniel",2016,14,440,3,4,4,0,0.893,1,0,.,0.84678,0.84678
"Berger, Daniel",2016,14,440,3,4,4,0,0.893,1,-1,.,0.99572,0.99572
"Berger, Daniel",2016,15,530,3,5,5,0,0.893,1,3,.,0.001,0.001
"Berger, Daniel",2016,15,530,3,5,5,0,0.893,1,2,.,0.00794,0.00794
"Berger, Daniel",2016,15,530,3,5,5,0,0.893,1,1,.,0.08397,0.08397
"Berger, Daniel",2016,15,530,3,5,5,0,0.893,1,0,.,0.66882,0.66882
"Berger, Daniel",2016,15,530,3,5,5,0,0.893,1,-1,.,0.98836,0.98836
"Berger, Daniel",2016,16,170,3,3,3,0,0.893,1,3,.,0.00231,0.00231
"Berger, Daniel",2016,16,170,3,3,3,0,0.893,1,2,.,0.01824,0.01824
"Berger, Daniel",2016,16,170,3,3,3,0,0.893,1,1,.,0.17537,0.17537
"Berger, Daniel",2016,16,170,3,3,3,0,0.893,1,0,.,0.82411,0.82411
"Berger, Daniel",2016,16,170,3,3,3,0,0.893,1,-1,.,0.99495,0.99495
"Berger, Daniel",2016,17,440,3,4,5,1,0.893,1,3,.,0.00556,0.00556
"Berger, Daniel",2016,17,440,3,4,5,1,0.893,1,2,.,0.04282,0.04282
"Berger, Daniel",2016,17,440,3,4,5,1,0.893,1,1,.,0.33863,0.33863
"Berger, Daniel",2016,17,440,3,4,5,1,0.893,1,0,.,0.91857,0.91857
"Berger, Daniel",2016,17,440,3,4,5,1,0.893,1,-1,.,0.9979,0.9979
"Berger, Daniel",2016,18,465,3,4,4,0,0.893,1,3,.,0.00585,0.00585
"Berger, Daniel",2016,18,465,3,4,4,0,0.893,1,2,.,0.04501,0.04501
"Berger, Daniel",2016,18,465,3,4,4,0,0.893,1,1,.,0.35041,0.35041
"Berger, Daniel",2016,18,465,3,4,4,0,0.893,1,0,.,0.92239,0.92239
"Berger, Daniel",2016,18,465,3,4,4,0,0.893,1,-1,.,0.998,0.998
"Berger, Daniel",2016,1,445,4,4,4,0,0.893,1,3,.,0.00429,0.00429
"Berger, Daniel",2016,1,445,4,4,4,0,0.893,1,2,.,0.03338,0.03338
"Berger, Daniel",2016,1,445,4,4,4,0,0.893,1,1,.,0.28328,0.28328
"Berger, Daniel",2016,1,445,4,4,4,0,0.893,1,0,.,0.89699,0.89699
"Berger, Daniel",2016,1,445,4,4,4,0,0.893,1,-1,.,0.99728,0.99728
"Berger, Daniel",2016,2,575,4,5,5,0,0.893,1,3,.,0.00061,0.00061
"Berger, Daniel",2016,2,575,4,5,5,0,0.893,1,2,.,0.00486,0.00486
"Berger, Daniel",2016,2,575,4,5,5,0,0.893,1,1,.,0.05292,0.05292
"Berger, Daniel",2016,2,575,4,5,5,0,0.893,1,0,.,0.55178,0.55178
"Berger, Daniel",2016,2,575,4,5,5,0,0.893,1,-1,.,0.98105,0.98105
"Berger, Daniel",2016,3,350,4,4,4,0,0.893,1,3,.,0.00217,0.00217
"Berger, Daniel",2016,3,350,4,4,4,0,0.893,1,2,.,0.01711,0.01711
"Berger, Daniel",2016,3,350,4,4,4,0,0.893,1,1,.,0.16615,0.16615
"Berger, Daniel",2016,3,350,4,4,4,0,0.893,1,0,.,0.81448,0.81448
"Berger, Daniel",2016,3,350,4,4,4,0,0.893,1,-1,.,0.99461,0.99461
"Berger, Daniel",2016,4,240,4,3,4,1,0.893,1,3,.,0.00755,0.00755
"Berger, Daniel",2016,4,240,4,3,4,1,0.893,1,2,.,0.05743,0.05743
"Berger, Daniel",2016,4,240,4,3,4,1,0.893,1,1,.,0.41087,0.41087
"Berger, Daniel",2016,4,240,4,3,4,1,0.893,1,0,.,0.9389,0.9389
"Berger, Daniel",2016,4,240,4,3,4,1,0.893,1,-1,.,0.99846,0.99846
"Berger, Daniel",2016,5,455,4,4,3,-1,0.893,1,3,.,0.00461,0.00461
"Berger, Daniel",2016,5,455,4,4,3,-1,0.893,1,2,.,0.03574,0.03574
"Berger, Daniel",2016,5,455,4,4,3,-1,0.893,1,1,.,0.29785,0.29785
"Berger, Daniel",2016,5,455,4,4,3,-1,0.893,1,0,.,0.90334,0.90334
"Berger, Daniel",2016,5,455,4,4,3,-1,0.893,1,-1,.,0.99746,0.99746
"Berger, Daniel",2016,6,180,4,3,4,1,0.893,1,3,.,0.00293,0.00293
"Berger, Daniel",2016,6,180,4,3,4,1,0.893,1,2,.,0.02298,0.02298
"Berger, Daniel",2016,6,180,4,3,4,1,0.893,1,1,.,0.21208,0.21208
"Berger, Daniel",2016,6,180,4,3,4,1,0.893,1,0,.,0.8557,0.8557
"Berger, Daniel",2016,6,180,4,3,4,1,0.893,1,-1,.,0.99601,0.99601
"Berger, Daniel",2016,7,450,4,4,3,-1,0.893,1,3,.,0.00184,0.00184
"Berger, Daniel",2016,7,450,4,4,3,-1,0.893,1,2,.,0.01455,0.01455
"Berger, Daniel",2016,7,450,4,4,3,-1,0.893,1,1,.,0.14456,0.14456
"Berger, Daniel",2016,7,450,4,4,3,-1,0.893,1,0,.,0.78828,0.78828
"Berger, Daniel",2016,7,450,4,4,3,-1,0.893,1,-1,.,0.99366,0.99366
"Berger, Daniel",2016,8,570,4,5,5,0,0.893,1,3,.,0.00079,0.00079
"Berger, Daniel",2016,8,570,4,5,5,0,0.893,1,2,.,0.00629,0.00629
"Berger, Daniel",2016,8,570,4,5,5,0,0.893,1,1,.,0.0676,0.0676
"Berger, Daniel",2016,8,570,4,5,5,0,0.893,1,0,.,0.61499,0.61499
"Berger, Daniel",2016,8,570,4,5,5,0,0.893,1,-1,.,0.98533,0.98533
"Berger, Daniel",2016,9,460,4,4,4,0,0.893,1,3,.,0.00307,0.00307
"Berger, Daniel",2016,9,460,4,4,4,0,0.893,1,2,.,0.02407,0.02407
"Berger, Daniel",2016,9,460,4,4,4,0,0.893,1,1,.,0.22015,0.22015
"Berger, Daniel",2016,9,460,4,4,4,0,0.893,1,0,.,0.86149,0.86149
"Berger, Daniel",2016,9,460,4,4,4,0,0.893,1,-1,.,0.99619,0.99619
"Berger, Daniel",2016,10,495,4,4,4,0,0.893,1,3,.,0.0034,0.0034
"Berger, Daniel",2016,10,495,4,4,4,0,0.893,1,2,.,0.02657,0.02657
"Berger, Daniel",2016,10,495,4,4,4,0,0.893,1,1,.,0.23803,0.23803
"Berger, Daniel",2016,10,495,4,4,4,0,0.893,1,0,.,0.87314,0.87314
"Berger, Daniel",2016,10,495,4,4,4,0,0.893,1,-1,.,0.99656,0.99656
"Berger, Daniel",2016,11,505,4,4,5,1,0.893,1,3,.,0.0042,0.0042
"Berger, Daniel",2016,11,505,4,4,5,1,0.893,1,2,.,0.03263,0.03263
"Berger, Daniel",2016,11,505,4,4,5,1,0.893,1,1,.,0.27857,0.27857
"Berger, Daniel",2016,11,505,4,4,5,1,0.893,1,0,.,0.89482,0.89482
"Berger, Daniel",2016,11,505,4,4,5,1,0.893,1,-1,.,0.99721,0.99721
"Berger, Daniel",2016,12,155,4,3,3,0,0.893,1,3,.,0.00235,0.00235
"Berger, Daniel",2016,12,155,4,3,3,0,0.893,1,2,.,0.01855,0.01855
"Berger, Daniel",2016,12,155,4,3,3,0,0.893,1,1,.,0.17786,0.17786
"Berger, Daniel",2016,12,155,4,3,3,0,0.893,1,0,.,0.82658,0.82658
"Berger, Daniel",2016,12,155,4,3,3,0,0.893,1,-1,.,0.99504,0.99504
"Berger, Daniel",2016,13,510,4,5,4,-1,0.893,1,3,.,0.00044,0.00044
"Berger, Daniel",2016,13,510,4,5,4,-1,0.893,1,2,.,0.00352,0.00352
"Berger, Daniel",2016,13,510,4,5,4,-1,0.893,1,1,.,0.03888,0.03888
"Berger, Daniel",2016,13,510,4,5,4,-1,0.893,1,0,.,0.47127,0.47127
"Berger, Daniel",2016,13,510,4,5,4,-1,0.893,1,-1,.,0.97402,0.97402
"Berger, Daniel",2016,14,440,4,4,3,-1,0.893,1,3,.,0.00162,0.00162
"Berger, Daniel",2016,14,440,4,4,3,-1,0.893,1,2,.,0.0128,0.0128
"Berger, Daniel",2016,14,440,4,4,3,-1,0.893,1,1,.,0.1292,0.1292
"Berger, Daniel",2016,14,440,4,4,3,-1,0.893,1,0,.,0.76575,0.76575
"Berger, Daniel",2016,14,440,4,4,3,-1,0.893,1,-1,.,0.99278,0.99278
"Berger, Daniel",2016,15,530,4,5,6,1,0.893,1,3,.,0.00029,0.00029
"Berger, Daniel",2016,15,530,4,5,6,1,0.893,1,2,.,0.00231,0.00231
"Berger, Daniel",2016,15,530,4,5,6,1,0.893,1,1,.,0.02586,0.02586
"Berger, Daniel",2016,15,530,4,5,6,1,0.893,1,0,.,0.36904,0.36904
"Berger, Daniel",2016,15,530,4,5,6,1,0.893,1,-1,.,0.96094,0.96094
"Berger, Daniel",2016,16,170,4,3,2,-1,0.893,1,3,.,0.00166,0.00166
"Berger, Daniel",2016,16,170,4,3,2,-1,0.893,1,2,.,0.01315,0.01315
"Berger, Daniel",2016,16,170,4,3,2,-1,0.893,1,1,.,0.13234,0.13234
"Berger, Daniel",2016,16,170,4,3,2,-1,0.893,1,0,.,0.77067,0.77067
"Berger, Daniel",2016,16,170,4,3,2,-1,0.893,1,-1,.,0.99298,0.99298
"Berger, Daniel",2016,17,440,4,4,4,0,0.893,1,3,.,0.00436,0.00436
"Berger, Daniel",2016,17,440,4,4,4,0,0.893,1,2,.,0.0339,0.0339
"Berger, Daniel",2016,17,440,4,4,4,0,0.893,1,1,.,0.28653,0.28653
"Berger, Daniel",2016,17,440,4,4,4,0,0.893,1,0,.,0.89846,0.89846
"Berger, Daniel",2016,17,440,4,4,4,0,0.893,1,-1,.,0.99732,0.99732
"Berger, Daniel",2016,18,465,4,4,4,0,0.893,1,3,.,0.00334,0.00334
"Berger, Daniel",2016,18,465,4,4,4,0,0.893,1,2,.,0.02615,0.02615
"Berger, Daniel",2016,18,465,4,4,4,0,0.893,1,1,.,0.23512,0.23512
"Berger, Daniel",2016,18,465,4,4,4,0,0.893,1,0,.,0.87134,0.87134
"Berger, Daniel",2016,18,465,4,4,4,0,0.893,1,-1,.,0.9965,0.9965
"Bowditch, Steven",2016,1,445,1,4,5,1,-3.209,2,3,0.00757,0.0077,0.00757
"Bowditch, Steven",2016,1,445,1,4,5,1,-3.209,2,2,0.05755,0.05853,0.05755
"Bowditch, Steven",2016,1,445,1,4,5,1,-3.209,2,1,0.41139,0.41574,0.41139
"Bowditch, Steven",2016,1,445,1,4,5,1,-3.209,2,0,0.93902,0.94004,0.93902
"Bowditch, Steven",2016,1,445,1,4,5,1,-3.209,2,-1,0.99846,0.99849,0.99846
"Bowditch, Steven",2016,2,575,1,5,7,2,-3.209,2,3,0.00083,0.00085,0.00083
"Bowditch, Steven",2016,2,575,1,5,7,2,-3.209,2,2,0.00664,0.00676,0.00664
"Bowditch, Steven",2016,2,575,1,5,7,2,-3.209,2,1,0.07112,0.07231,0.07112
"Bowditch, Steven",2016,2,575,1,5,7,2,-3.209,2,0,0.62782,0.632,0.62782
"Bowditch, Steven",2016,2,575,1,5,7,2,-3.209,2,-1,0.9861,0.98635,0.9861
"Bowditch, Steven",2016,3,350,1,4,4,0,-3.209,2,3,0.00226,0.0023,0.00226
"Bowditch, Steven",2016,3,350,1,4,4,0,-3.209,2,2,0.01779,0.01811,0.01779
"Bowditch, Steven",2016,3,350,1,4,4,0,-3.209,2,1,0.17174,0.17431,0.17174
"Bowditch, Steven",2016,3,350,1,4,4,0,-3.209,2,0,0.82042,0.82305,0.82042
"Bowditch, Steven",2016,3,350,1,4,4,0,-3.209,2,-1,0.99482,0.99491,0.99482
"Bowditch, Steven",2016,4,240,1,3,3,0,-3.209,2,3,0.00711,0.00723,0.00711
"Bowditch, Steven",2016,4,240,1,3,3,0,-3.209,2,2,0.05421,0.05513,0.05421
"Bowditch, Steven",2016,4,240,1,3,3,0,-3.209,2,1,0.39614,0.40044,0.39614
"Bowditch, Steven",2016,4,240,1,3,3,0,-3.209,2,0,0.93529,0.93637,0.93529
"Bowditch, Steven",2016,4,240,1,3,3,0,-3.209,2,-1,0.99836,0.99839,0.99836
"Bowditch, Steven",2016,5,455,1,4,4,0,-3.209,2,3,0.0047,0.00479,0.0047
"Bowditch, Steven",2016,5,455,1,4,4,0,-3.209,2,2,0.03646,0.03709,0.03646
"Bowditch, Steven",2016,5,455,1,4,4,0,-3.209,2,1,0.3022,0.306,0.3022
"Bowditch, Steven",2016,5,455,1,4,4,0,-3.209,2,0,0.90514,0.90667,0.90514
"Bowditch, Steven",2016,5,455,1,4,4,0,-3.209,2,-1,0.99751,0.99756,0.99751
"Bowditch, Steven",2016,6,180,1,3,3,0,-3.209,2,3,0.00447,0.00455,0.00447
"Bowditch, Steven",2016,6,180,1,3,3,0,-3.209,2,2,0.03471,0.03532,0.03471
"Bowditch, Steven",2016,6,180,1,3,3,0,-3.209,2,1,0.29158,0.2953,0.29158
"Bowditch, Steven",2016,6,180,1,3,3,0,-3.209,2,0,0.90068,0.90227,0.90068
"Bowditch, Steven",2016,6,180,1,3,3,0,-3.209,2,-1,0.99739,0.99743,0.99739
"Bowditch, Steven",2016,7,450,1,4,5,1,-3.209,2,3,0.00636,0.00648,0.00636
"Bowditch, Steven",2016,7,450,1,4,5,1,-3.209,2,2,0.04878,0.04962,0.04878
"Bowditch, Steven",2016,7,450,1,4,5,1,-3.209,2,1,0.36987,0.37407,0.36987
"Bowditch, Steven",2016,7,450,1,4,5,1,-3.209,2,0,0.92823,0.92941,0.92823
"Bowditch, Steven",2016,7,450,1,4,5,1,-3.209,2,-1,0.99816,0.9982,0.99816
"Bowditch, Steven",2016,8,570,1,5,4,-1,-3.209,2,3,0.0012,0.00122,0.0012
"Bowditch, Steven",2016,8,570,1,5,4,-1,-3.209,2,2,0.00952,0.00969,0.00952
"Bowditch, Steven",2016,8,570,1,5,4,-1,-3.209,2,1,0.09911,0.10072,0.09911
"Bowditch, Steven",2016,8,570,1,5,4,-1,-3.209,2,0,0.70793,0.71163,0.70793
"Bowditch, Steven",2016,8,570,1,5,4,-1,-3.209,2,-1,0.99029,0.99046,0.99029
"Bowditch, Steven",2016,9,460,1,4,4,0,-3.209,2,3,0.00358,0.00364,0.00358
"Bowditch, Steven",2016,9,460,1,4,4,0,-3.209,2,2,0.02794,0.02843,0.02794
"Bowditch, Steven",2016,9,460,1,4,4,0,-3.209,2,1,0.24756,0.25092,0.24756
"Bowditch, Steven",2016,9,460,1,4,4,0,-3.209,2,0,0.87877,0.88067,0.87877
"Bowditch, Steven",2016,9,460,1,4,4,0,-3.209,2,-1,0.99673,0.99679,0.99673
"Bowditch, Steven",2016,10,495,1,4,4,0,-3.209,2,3,0.00682,0.00694,0.00682
"Bowditch, Steven",2016,10,495,1,4,4,0,-3.209,2,2,0.0521,0.053,0.0521
"Bowditch, Steven",2016,10,495,1,4,4,0,-3.209,2,1,0.38618,0.39044,0.38618
"Bowditch, Steven",2016,10,495,1,4,4,0,-3.209,2,0,0.93271,0.93383,0.93271
"Bowditch, Steven",2016,10,495,1,4,4,0,-3.209,2,-1,0.99829,0.99832,0.99829
"Bowditch, Steven",2016,11,505,1,4,4,0,-3.209,2,3,0.01009,0.01027,0.01009
"Bowditch, Steven",2016,11,505,1,4,4,0,-3.209,2,2,0.07543,0.07669,0.07543
"Bowditch, Steven",2016,11,505,1,4,4,0,-3.209,2,1,0.48287,0.48736,0.48287
"Bowditch, Steven",2016,11,505,1,4,4,0,-3.209,2,0,0.95365,0.95443,0.95365
"Bowditch, Steven",2016,11,505,1,4,4,0,-3.209,2,-1,0.99885,0.99887,0.99885
"Bowditch, Steven",2016,12,155,1,3,5,2,-3.209,2,3,0.00762,0.00776,0.00762
"Bowditch, Steven",2016,12,155,1,3,5,2,-3.209,2,2,0.05794,0.05893,0.05794
"Bowditch, Steven",2016,12,155,1,3,5,2,-3.209,2,1,0.41313,0.41749,0.41313
"Bowditch, Steven",2016,12,155,1,3,5,2,-3.209,2,0,0.93943,0.94044,0.93943
"Bowditch, Steven",2016,12,155,1,3,5,2,-3.209,2,-1,0.99847,0.9985,0.99847
"Bowditch, Steven",2016,13,510,1,5,6,1,-3.209,2,3,0.00078,0.00079,0.00078
"Bowditch, Steven",2016,13,510,1,5,6,1,-3.209,2,2,0.0062,0.00631,0.0062
"Bowditch, Steven",2016,13,510,1,5,6,1,-3.209,2,1,0.06667,0.06779,0.06667
"Bowditch, Steven",2016,13,510,1,5,6,1,-3.209,2,0,0.61147,0.61572,0.61147
"Bowditch, Steven",2016,13,510,1,5,6,1,-3.209,2,-1,0.98512,0.98538,0.98512
"Bowditch, Steven",2016,14,440,1,4,4,0,-3.209,2,3,0.00373,0.0038,0.00373
"Bowditch, Steven",2016,14,440,1,4,4,0,-3.209,2,2,0.02911,0.02962,0.02911
"Bowditch, Steven",2016,14,440,1,4,4,0,-3.209,2,1,0.25549,0.25891,0.25549
"Bowditch, Steven",2016,14,440,1,4,4,0,-3.209,2,0,0.88319,0.88502,0.88319
"Bowditch, Steven",2016,14,440,1,4,4,0,-3.209,2,-1,0.99687,0.99692,0.99687
"Bowditch, Steven",2016,15,530,1,5,5,0,-3.209,2,3,0.00069,0.00071,0.00069
"Bowditch, Steven",2016,15,530,1,5,5,0,-3.209,2,2,0.00552,0.00562,0.00552
"Bowditch, Steven",2016,15,530,1,5,5,0,-3.209,2,1,0.05976,0.06078,0.05976
"Bowditch, Steven",2016,15,530,1,5,5,0,-3.209,2,0,0.58339,0.58774,0.58339
"Bowditch, Steven",2016,15,530,1,5,5,0,-3.209,2,-1,0.98331,0.9836,0.98331
"Bowditch, Steven",2016,16,170,1,3,3,0,-3.209,2,3,0.00317,0.00323,0.00317
"Bowditch, Steven",2016,16,170,1,3,3,0,-3.209,2,2,0.02485,0.02528,0.02485
"Bowditch, Steven",2016,16,170,1,3,3,0,-3.209,2,1,0.22578,0.22894,0.22578
"Bowditch, Steven",2016,16,170,1,3,3,0,-3.209,2,0,0.86532,0.8674,0.86532
"Bowditch, Steven",2016,16,170,1,3,3,0,-3.209,2,-1,0.99631,0.99638,0.99631
"Bowditch, Steven",2016,17,440,1,4,5,1,-3.209,2,3,0.00464,0.00472,0.00464
"Bowditch, Steven",2016,17,440,1,4,5,1,-3.209,2,2,0.03595,0.03658,0.03595
"Bowditch, Steven",2016,17,440,1,4,5,1,-3.209,2,1,0.29916,0.30293,0.29916
"Bowditch, Steven",2016,17,440,1,4,5,1,-3.209,2,0,0.90389,0.90544,0.90389
"Bowditch, Steven",2016,17,440,1,4,5,1,-3.209,2,-1,0.99748,0.99752,0.99748
"Bowditch, Steven",2016,18,465,1,4,4,0,-3.209,2,3,0.00896,0.00912,0.00896
"Bowditch, Steven",2016,18,465,1,4,4,0,-3.209,2,2,0.06747,0.06861,0.06747
"Bowditch, Steven",2016,18,465,1,4,4,0,-3.209,2,1,0.45301,0.45746,0.45301
"Bowditch, Steven",2016,18,465,1,4,4,0,-3.209,2,0,0.94804,0.94892,0.94804
"Bowditch, Steven",2016,18,465,1,4,4,0,-3.209,2,-1,0.9987,0.99872,0.9987
"Bowditch, Steven",2016,1,445,2,4,4,0,-3.209,2,3,0.0078,0.00794,0.0078
"Bowditch, Steven",2016,1,445,2,4,4,0,-3.209,2,2,0.0592,0.06021,0.0592
"Bowditch, Steven",2016,1,445,2,4,4,0,-3.209,2,1,0.41868,0.42306,0.41868
"Bowditch, Steven",2016,1,445,2,4,4,0,-3.209,2,0,0.94072,0.94171,0.94072
"Bowditch, Steven",2016,1,445,2,4,4,0,-3.209,2,-1,0.9985,0.99853,0.9985
"Bowditch, Steven",2016,2,575,2,5,5,0,-3.209,2,3,0.00119,0.00122,0.00119
"Bowditch, Steven",2016,2,575,2,5,5,0,-3.209,2,2,0.00949,0.00966,0.00949
"Bowditch, Steven",2016,2,575,2,5,5,0,-3.209,2,1,0.0988,0.10041,0.0988
"Bowditch, Steven",2016,2,575,2,5,5,0,-3.209,2,0,0.7072,0.7109,0.7072
"Bowditch, Steven",2016,2,575,2,5,5,0,-3.209,2,-1,0.99025,0.99042,0.99025
"Bowditch, Steven",2016,3,350,2,4,4,0,-3.209,2,3,0.00503,0.00512,0.00503
"Bowditch, Steven",2016,3,350,2,4,4,0,-3.209,2,2,0.03893,0.0396,0.03893
"Bowditch, Steven",2016,3,350,2,4,4,0,-3.209,2,1,0.31676,0.32066,0.31676
"Bowditch, Steven",2016,3,350,2,4,4,0,-3.209,2,0,0.91083,0.91228,0.91083
"Bowditch, Steven",2016,3,350,2,4,4,0,-3.209,2,-1,0.99768,0.99772,0.99768
"Bowditch, Steven",2016,4,240,2,3,4,1,-3.209,2,3,0.00885,0.009,0.00885
"Bowditch, Steven",2016,4,240,2,3,4,1,-3.209,2,2,0.0667,0.06782,0.0667
"Bowditch, Steven",2016,4,240,2,3,4,1,-3.209,2,1,0.44993,0.45438,0.44993
"Bowditch, Steven",2016,4,240,2,3,4,1,-3.209,2,0,0.94743,0.94831,0.94743
"Bowditch, Steven",2016,4,240,2,3,4,1,-3.209,2,-1,0.99868,0.99871,0.99868
"Bowditch, Steven",2016,5,455,2,4,5,1,-3.209,2,3,0.00449,0.00457,0.00449
"Bowditch, Steven",2016,5,455,2,4,5,1,-3.209,2,2,0.03486,0.03547,0.03486
"Bowditch, Steven",2016,5,455,2,4,5,1,-3.209,2,1,0.29249,0.29622,0.29249
"Bowditch, Steven",2016,5,455,2,4,5,1,-3.209,2,0,0.90107,0.90266,0.90107
"Bowditch, Steven",2016,5,455,2,4,5,1,-3.209,2,-1,0.9974,0.99744,0.9974
"Bowditch, Steven",2016,6,180,2,3,4,1,-3.209,2,3,0.00572,0.00583,0.00572
"Bowditch, Steven",2016,6,180,2,3,4,1,-3.209,2,2,0.04406,0.04482,0.04406
"Bowditch, Steven",2016,6,180,2,3,4,1,-3.209,2,1,0.34536,0.34943,0.34536
"Bowditch, Steven",2016,6,180,2,3,4,1,-3.209,2,0,0.92078,0.92208,0.92078
"Bowditch, Steven",2016,6,180,2,3,4,1,-3.209,2,-1,0.99796,0.99799,0.99796
"Bowditch, Steven",2016,7,450,2,4,5,1,-3.209,2,3,0.00778,0.00792,0.00778
"Bowditch, Steven",2016,7,450,2,4,5,1,-3.209,2,2,0.0591,0.0601,0.0591
"Bowditch, Steven",2016,7,450,2,4,5,1,-3.209,2,1,0.41824,0.42261,0.41824
"Bowditch, Steven",2016,7,450,2,4,5,1,-3.209,2,0,0.94062,0.94161,0.94062
"Bowditch, Steven",2016,7,450,2,4,5,1,-3.209,2,-1,0.9985,0.99853,0.9985
"Bowditch, Steven",2016,8,570,2,5,5,0,-3.209,2,3,0.00154,0.00157,0.00154
"Bowditch, Steven",2016,8,570,2,5,5,0,-3.209,2,2,0.01223,0.01245,0.01223
"Bowditch, Steven",2016,8,570,2,5,5,0,-3.209,2,1,0.12417,0.12613,0.12417
"Bowditch, Steven",2016,8,570,2,5,5,0,-3.209,2,0,0.75749,0.76077,0.75749
"Bowditch, Steven",2016,8,570,2,5,5,0,-3.209,2,-1,0.99245,0.99258,0.99245
"Bowditch, Steven",2016,9,460,2,4,3,-1,-3.209,2,3,0.00664,0.00676,0.00664
"Bowditch, Steven",2016,9,460,2,4,3,-1,-3.209,2,2,0.05079,0.05166,0.05079
