name,year,hole,yardage,round,par,score,rtp_score,fairway,green,bunker,sand_save,scrambling,putts,par3,par4,par5,sg_approach,sg_around,sg_tee,sg_putt,sg_total,total_score,no_holes,avg_round_score,rank,no_masters,OWGR_april,OWGR_feb,rtp_score_grouped,time,round_hole,round_hole_time,round_year,no_masters_category,OWGR_change,Level,P(.) with player effects,P(.) with no player effects
"An, Byeong Hun",2016,1,445,1,4,6,2,1,0,0,0,0,3,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,1,13,2016,1,-0.1134,2,0.02958,0.02958
"An, Byeong Hun",2016,1,445,1,4,6,2,1,0,0,0,0,3,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,1,13,2016,1,-0.1134,1,0.29388,0.29388
"An, Byeong Hun",2016,1,445,1,4,6,2,1,0,0,0,0,3,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,1,13,2016,1,-0.1134,0,0.93732,0.93732
"An, Byeong Hun",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,2,26,4032,1,-0.1134,2,0.02958,0.02958
"An, Byeong Hun",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,2,26,4032,1,-0.1134,1,0.29388,0.29388
"An, Byeong Hun",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,2,26,4032,1,-0.1134,0,0.93732,0.93732
"An, Byeong Hun",2016,1,445,3,4,.,.,1,0,0,0,0,3,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,3,39,6048,1,-0.1134,2,0.02958,0.02958
"An, Byeong Hun",2016,1,445,3,4,.,.,1,0,0,0,0,3,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,3,39,6048,1,-0.1134,1,0.29388,0.29388
"An, Byeong Hun",2016,1,445,3,4,.,.,1,0,0,0,0,3,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,3,39,6048,1,-0.1134,0,0.93732,0.93732
"An, Byeong Hun",2016,1,445,4,4,.,.,1,1,0,0,-1,2,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,4,52,8064,1,-0.1134,2,0.02958,0.02958
"An, Byeong Hun",2016,1,445,4,4,.,.,1,1,0,0,-1,2,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,4,52,8064,1,-0.1134,1,0.29388,0.29388
"An, Byeong Hun",2016,1,445,4,4,.,.,1,1,0,0,-1,2,3.03,4.09,4.73,0.035,-0.09,0.326,-0.059,0.212,151,36,75.5,54.5,2,3.2279,3.3413,.,12,4,52,8064,1,-0.1134,0,0.93732,0.93732
"Aphibarnrat, Kiradech",2016,1,445,1,4,4,0,0,1,0,0,-1,2,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,1,13,2016,1,0.033,2,0.03377,0.03377
"Aphibarnrat, Kiradech",2016,1,445,1,4,4,0,0,1,0,0,-1,2,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,1,13,2016,1,0.033,1,0.323,0.323
"Aphibarnrat, Kiradech",2016,1,445,1,4,4,0,0,1,0,0,-1,2,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,1,13,2016,1,0.033,0,0.94488,0.94488
"Aphibarnrat, Kiradech",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,2,26,4032,1,0.033,2,0.03377,0.03377
"Aphibarnrat, Kiradech",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,2,26,4032,1,0.033,1,0.323,0.323
"Aphibarnrat, Kiradech",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,2,26,4032,1,0.033,0,0.94488,0.94488
"Aphibarnrat, Kiradech",2016,1,445,3,4,5,1,1,0,0,0,0,1,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,3,39,6048,1,0.033,2,0.03377,0.03377
"Aphibarnrat, Kiradech",2016,1,445,3,4,5,1,1,0,0,0,0,1,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,3,39,6048,1,0.033,1,0.323,0.323
"Aphibarnrat, Kiradech",2016,1,445,3,4,5,1,1,0,0,0,0,1,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,3,39,6048,1,0.033,0,0.94488,0.94488
"Aphibarnrat, Kiradech",2016,1,445,4,4,4,0,0,1,0,0,-1,2,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,4,52,8064,1,0.033,2,0.03377,0.03377
"Aphibarnrat, Kiradech",2016,1,445,4,4,4,0,0,1,0,0,-1,2,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,4,52,8064,1,0.033,1,0.323,0.323
"Aphibarnrat, Kiradech",2016,1,445,4,4,4,0,0,1,0,0,-1,2,3.16,4.14,4.64,-0.723,-0.648,0.089,0.774,-0.508,291,72,72.75,15.5,1,2.6587,2.6257,.,12,4,52,8064,1,0.033,0,0.94488,0.94488
"Berger, Daniel",2016,1,445,1,4,4,0,1,1,0,0,-1,2,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,1,13,2016,1,0.1158,2,0.02728,0.02728
"Berger, Daniel",2016,1,445,1,4,4,0,1,1,0,0,-1,2,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,1,13,2016,1,0.1158,1,0.27684,0.27684
"Berger, Daniel",2016,1,445,1,4,4,0,1,1,0,0,-1,2,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,1,13,2016,1,0.1158,0,0.93223,0.93223
"Berger, Daniel",2016,1,445,2,4,5,1,1,0,0,0,0,2,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,2,26,4032,1,0.1158,2,0.02728,0.02728
"Berger, Daniel",2016,1,445,2,4,5,1,1,0,0,0,0,2,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,2,26,4032,1,0.1158,1,0.27684,0.27684
"Berger, Daniel",2016,1,445,2,4,5,1,1,0,0,0,0,2,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,2,26,4032,1,0.1158,0,0.93223,0.93223
"Berger, Daniel",2016,1,445,3,4,5,1,1,1,0,0,-1,3,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,3,39,6048,1,0.1158,2,0.02728,0.02728
"Berger, Daniel",2016,1,445,3,4,5,1,1,1,0,0,-1,3,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,3,39,6048,1,0.1158,1,0.27684,0.27684
"Berger, Daniel",2016,1,445,3,4,5,1,1,1,0,0,-1,3,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,3,39,6048,1,0.1158,0,0.93223,0.93223
"Berger, Daniel",2016,1,445,4,4,4,0,1,1,0,0,-1,2,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,4,52,8064,1,0.1158,2,0.02728,0.02728
"Berger, Daniel",2016,1,445,4,4,4,0,1,1,0,0,-1,2,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,4,52,8064,1,0.1158,1,0.27684,0.27684
"Berger, Daniel",2016,1,445,4,4,4,0,1,1,0,0,-1,2,3.08,4.01,4.64,0.49,-0.1,0.329,0.175,0.893,289,72,72.25,12,1,2.3455,2.2297,.,12,4,52,8064,1,0.1158,0,0.93223,0.93223
"Bowditch, Steven",2016,1,445,1,4,5,1,1,0,1,0,0,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,1,13,2016,1,-0.2257,2,0.04094,0.04161
"Bowditch, Steven",2016,1,445,1,4,5,1,1,0,1,0,0,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,1,13,2016,1,-0.2257,1,0.36819,0.37213
"Bowditch, Steven",2016,1,445,1,4,5,1,1,0,1,0,0,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,1,13,2016,1,-0.2257,0,0.95442,0.95515
"Bowditch, Steven",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,2,26,4032,1,-0.2257,2,0.04094,0.04161
"Bowditch, Steven",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,2,26,4032,1,-0.2257,1,0.36819,0.37213
"Bowditch, Steven",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,2,26,4032,1,-0.2257,0,0.95442,0.95515
"Bowditch, Steven",2016,1,445,3,4,.,.,1,0,1,0,0,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,3,39,6048,1,-0.2257,2,0.04094,0.04161
"Bowditch, Steven",2016,1,445,3,4,.,.,1,0,1,0,0,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,3,39,6048,1,-0.2257,1,0.36819,0.37213
"Bowditch, Steven",2016,1,445,3,4,.,.,1,0,1,0,0,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,3,39,6048,1,-0.2257,0,0.95442,0.95515
"Bowditch, Steven",2016,1,445,4,4,.,.,1,1,0,0,-1,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,4,52,8064,1,-0.2257,2,0.04094,0.04161
"Bowditch, Steven",2016,1,445,4,4,.,.,1,1,0,0,-1,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,4,52,8064,1,-0.2257,1,0.36819,0.37213
"Bowditch, Steven",2016,1,445,4,4,.,.,1,1,0,0,-1,2,3.15,4.25,4.89,-1.68,-0.044,-1.616,0.131,-3.209,161,36,80.5,79,2,1.6324,1.8581,.,12,4,52,8064,1,-0.2257,0,0.95442,0.95515
"Bradley, Keegan",2016,1,445,1,4,3,-1,1,0,0,0,1,0,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,1,13,2016,2,-0.2958,2,0.02923,0.02488
"Bradley, Keegan",2016,1,445,1,4,3,-1,1,0,0,0,1,0,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,1,13,2016,2,-0.2958,1,0.29129,0.25834
"Bradley, Keegan",2016,1,445,1,4,3,-1,1,0,0,0,1,0,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,1,13,2016,2,-0.2958,0,0.93658,0.92601
"Bradley, Keegan",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,2,26,4032,2,-0.2958,2,0.02923,0.02488
"Bradley, Keegan",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,2,26,4032,2,-0.2958,1,0.29129,0.25834
"Bradley, Keegan",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,2,26,4032,2,-0.2958,0,0.93658,0.92601
"Bradley, Keegan",2016,1,445,3,4,4,0,1,1,0,0,-1,2,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,3,39,6048,2,-0.2958,2,0.02923,0.02488
"Bradley, Keegan",2016,1,445,3,4,4,0,1,1,0,0,-1,2,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,3,39,6048,2,-0.2958,1,0.29129,0.25834
"Bradley, Keegan",2016,1,445,3,4,4,0,1,1,0,0,-1,2,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,3,39,6048,2,-0.2958,0,0.93658,0.92601
"Bradley, Keegan",2016,1,445,4,4,4,0,1,1,0,0,-1,2,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,4,52,8064,2,-0.2958,2,0.02923,0.02488
"Bradley, Keegan",2016,1,445,4,4,4,0,1,1,0,0,-1,2,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,4,52,8064,2,-0.2958,1,0.29129,0.25834
"Bradley, Keegan",2016,1,445,4,4,4,0,1,1,0,0,-1,2,3.02,4.06,4.65,0.419,0.205,0.305,-0.631,0.298,301,72,75.25,51,5,1.4453,1.7411,.,12,4,52,8064,2,-0.2958,0,0.93658,0.92601
"Cabrera Bello, Rafa",2016,1,445,1,4,5,1,1,1,0,0,-1,3,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,1,13,2016,1,0.9022,2,0.02976,0.02976
"Cabrera Bello, Rafa",2016,1,445,1,4,5,1,1,1,0,0,-1,3,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,1,13,2016,1,0.9022,1,0.29513,0.29513
"Cabrera Bello, Rafa",2016,1,445,1,4,5,1,1,1,0,0,-1,3,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,1,13,2016,1,0.9022,0,0.93767,0.93767
"Cabrera Bello, Rafa",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,2,26,4032,1,0.9022,2,0.02976,0.02976
"Cabrera Bello, Rafa",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,2,26,4032,1,0.9022,1,0.29513,0.29513
"Cabrera Bello, Rafa",2016,1,445,2,4,4,0,1,1,0,0,-1,2,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,2,26,4032,1,0.9022,0,0.93767,0.93767
"Cabrera Bello, Rafa",2016,1,445,3,4,3,-1,1,1,0,0,-1,1,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,3,39,6048,1,0.9022,2,0.02976,0.02976
"Cabrera Bello, Rafa",2016,1,445,3,4,3,-1,1,1,0,0,-1,1,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,3,39,6048,1,0.9022,1,0.29513,0.29513
"Cabrera Bello, Rafa",2016,1,445,3,4,3,-1,1,1,0,0,-1,1,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,3,39,6048,1,0.9022,0,0.93767,0.93767
"Cabrera Bello, Rafa",2016,1,445,4,4,4,0,1,1,0,0,-1,2,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,4,52,8064,1,0.9022,2,0.02976,0.02976
"Cabrera Bello, Rafa",2016,1,445,4,4,4,0,1,1,0,0,-1,2,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,4,52,8064,1,0.9022,1,0.29513,0.29513
"Cabrera Bello, Rafa",2016,1,445,4,4,4,0,1,1,0,0,-1,2,3.1,4.02,4.64,0.108,0.11,0.567,0.542,1.327,292,72,73,18.5,1,3.0422,2.14,.,12,4,52,8064,1,0.9022,0,0.93767,0.93767
"Cabrera, Angel",2016,1,445,1,4,5,1,1,0,0,0,0,2,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,1,13,2016,2,-0.1712,2,0.02858,0.02929
"Cabrera, Angel",2016,1,445,1,4,5,1,1,0,0,0,0,2,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,1,13,2016,2,-0.1712,1,0.28656,0.29171
"Cabrera, Angel",2016,1,445,1,4,5,1,1,0,0,0,0,2,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,1,13,2016,2,-0.1712,0,0.9352,0.9367
"Cabrera, Angel",2016,1,445,2,4,4,0,1,0,1,1,1,1,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,2,26,4032,2,-0.1712,2,0.02858,0.02929
"Cabrera, Angel",2016,1,445,2,4,4,0,1,0,1,1,1,1,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,2,26,4032,2,-0.1712,1,0.28656,0.29171
"Cabrera, Angel",2016,1,445,2,4,4,0,1,0,1,1,1,1,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,2,26,4032,2,-0.1712,0,0.9352,0.9367
"Cabrera, Angel",2016,1,445,3,4,4,0,1,1,0,0,-1,2,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,3,39,6048,2,-0.1712,2,0.02858,0.02929
"Cabrera, Angel",2016,1,445,3,4,4,0,1,1,0,0,-1,2,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,3,39,6048,2,-0.1712,1,0.28656,0.29171
"Cabrera, Angel",2016,1,445,3,4,4,0,1,1,0,0,-1,2,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,3,39,6048,2,-0.1712,0,0.9352,0.9367
"Cabrera, Angel",2016,1,445,4,4,4,0,1,0,0,0,1,1,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,4,52,8064,2,-0.1712,2,0.02858,0.02929
"Cabrera, Angel",2016,1,445,4,4,4,0,1,0,0,0,1,1,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,4,52,8064,2,-0.1712,1,0.28656,0.29171
"Cabrera, Angel",2016,1,445,4,4,4,0,1,0,0,0,1,1,3.07,4.12,4.81,-0.254,-0.54,0.085,-0.352,-1.061,294,72,73.5,26,17,0.5231,0.6943,.,12,4,52,8064,2,-0.1712,0,0.9352,0.9367
"Casey, Paul",2016,1,445,1,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,1,13,2016,2,0.0202,2,0.02059,0.02192
"Casey, Paul",2016,1,445,1,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,1,13,2016,2,0.0202,1,0.22299,0.2343
"Casey, Paul",2016,1,445,1,4,4,0,1,1,0,0,-1,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,1,13,2016,2,0.0202,0,0.9116,0.91663
"Casey, Paul",2016,1,445,2,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,2,26,4032,2,0.0202,2,0.02059,0.02192
"Casey, Paul",2016,1,445,2,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,2,26,4032,2,0.0202,1,0.22299,0.2343
"Casey, Paul",2016,1,445,2,4,4,0,1,0,0,0,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,2,26,4032,2,0.0202,0,0.9116,0.91663
"Casey, Paul",2016,1,445,3,4,5,1,1,0,0,0,0,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,3,39,6048,2,0.0202,2,0.02059,0.02192
"Casey, Paul",2016,1,445,3,4,5,1,1,0,0,0,0,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,3,39,6048,2,0.0202,1,0.22299,0.2343
"Casey, Paul",2016,1,445,3,4,5,1,1,0,0,0,0,2,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,3,39,6048,2,0.0202,0,0.9116,0.91663
"Casey, Paul",2016,1,445,4,4,4,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,4,52,8064,2,0.0202,2,0.02059,0.02192
"Casey, Paul",2016,1,445,4,4,4,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,4,52,8064,2,0.0202,1,0.22299,0.2343
"Casey, Paul",2016,1,445,4,4,4,0,0,0,1,1,1,1,3.03,4.01,4.64,0.616,0.15,0.494,0.112,1.372,287,72,71.75,5,10,3.2412,3.221,.,12,4,52,8064,2,0.0202,0,0.9116,0.91663
"Clarke, Darren",2016,1,445,1,4,4,0,1,0,1,1,1,1,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,1,13,2016,2,-0.0291,2,0.03308,0.03686
"Clarke, Darren",2016,1,445,1,4,4,0,1,0,1,1,1,1,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,1,13,2016,2,-0.0291,1,0.31836,0.34317
"Clarke, Darren",2016,1,445,1,4,4,0,1,0,1,1,1,1,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,1,13,2016,2,-0.0291,0,0.94376,0.94943
"Clarke, Darren",2016,1,445,2,4,6,2,1,0,1,0,0,2,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,2,26,4032,2,-0.0291,2,0.03308,0.03686
"Clarke, Darren",2016,1,445,2,4,6,2,1,0,1,0,0,2,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,2,26,4032,2,-0.0291,1,0.31836,0.34317
"Clarke, Darren",2016,1,445,2,4,6,2,1,0,1,0,0,2,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,2,26,4032,2,-0.0291,0,0.94376,0.94943
"Clarke, Darren",2016,1,445,3,4,.,.,1,0,1,1,1,1,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,3,39,6048,2,-0.0291,2,0.03308,0.03686
"Clarke, Darren",2016,1,445,3,4,.,.,1,0,1,1,1,1,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,3,39,6048,2,-0.0291,1,0.31836,0.34317
"Clarke, Darren",2016,1,445,3,4,.,.,1,0,1,1,1,1,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,3,39,6048,2,-0.0291,0,0.94376,0.94943
"Clarke, Darren",2016,1,445,4,4,.,.,1,0,1,0,0,2,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,4,52,8064,2,-0.0291,2,0.03308,0.03686
"Clarke, Darren",2016,1,445,4,4,.,.,1,0,1,0,0,2,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,4,52,8064,2,-0.0291,1,0.31836,0.34317
"Clarke, Darren",2016,1,445,4,4,.,.,1,0,1,0,0,2,3.24,4.23,5.03,-0.465,-0.46,-1.04,-0.723,-2.688,160,36,80,78,14,0.209,0.2381,.,12,4,52,8064,2,-0.0291,0,0.94376,0.94943
"Day, Jason",2016,1,445,1,4,4,0,1,0,0,0,1,1,3,3.99,4.51,0.426,0.375,0.186,1.13,2.118,289,72,72.25,12,6,12.3736,10.0388,.,12,1,13,2016,2,2.3348,2,0.0192,0.01932
"Day, Jason",2016,1,445,1,4,4,0,1,0,0,0,1,1,3,3.99,4.51,0.426,0.375,0.186,1.13,2.118,289,72,72.25,12,6,12.3736,10.0388,.,12,1,13,2016,2,2.3348,1,0.21091,0.21195
